"Units","StatVar","MinDate","ScalingFactors","NumPlaces","observationPeriods","MeasurementMethods"
"[]","Percent_Student_AsAFractionOf_Count_Teacher","2009","[]","8714","[]","[, NCES_ProvisionalEstimate]"
