period,territory,wage_rural_male,wage_rural_female,wage_rural_person,wage_urban_male,wage_urban_female,wage_urban_person,wage_total_male,wage_total_female,wage_total_person
2018-07,IN-AP,12357.26,7377.38,11407.55,21980.37,14034.88,19481.35,17237.02,11818.0,15835.59
2018-07,IN-AR,31339.32,6984.19,29381.73,31365.13,26973.11,30758.36,31346.13,14913.02,29762.61
2018-07,IN-AS,13556.59,4433.52,10620.22,22926.13,16724.35,21418.59,15050.49,5831.58,12188.77
2018-07,IN-BR,14019.0,4631.29,12805.25,17868.07,15180.57,17379.02,15060.12,8398.48,14099.51
2018-07,IN-CT,10306.84,4449.51,9478.41,19033.23,12380.29,17453.29,14701.94,9662.81,13731.13
2018-07,IN-DL,20109.28,18960.69,19776.13,22747.32,15326.07,21492.79,22708.19,15432.75,21463.06
2018-07,IN-GA,17671.91,8476.65,13418.03,22471.76,16970.68,20702.68,20546.64,12309.42,17365.47
2018-07,IN-GJ,10658.01,8357.42,10322.14,16541.25,13575.43,16040.52,14668.52,12103.35,14253.74
2018-07,IN-HR,14796.92,5602.14,14000.38,19717.09,19236.27,19648.04,17472.23,14848.29,17161.23
2018-07,IN-HP,16610.21,12053.37,15934.02,22355.95,18592.61,21665.38,17664.54,13522.9,17022.35
2018-07,IN-JK,21626.97,8127.43,19809.08,22523.31,20800.16,22180.13,21914.31,13575.03,20609.71
2018-07,IN-JH,13009.67,9445.44,12018.15,25259.16,13176.67,23028.99,20186.18,11138.73,18140.18
2018-07,IN-KA,14409.26,8679.18,13144.32,20945.36,16714.05,19875.81,18219.27,13703.49,17136.64
2018-07,IN-KL,17396.58,14783.73,16264.35,19309.92,18844.51,19115.84,18372.48,16787.13,17698.52
2018-07,IN-MP,10878.39,7491.11,10226.54,15401.6,13121.57,14879.72,13814.98,11418.19,13296.11
2018-07,IN-MH,12221.19,5682.92,10897.59,20520.75,16207.98,19561.73,18091.99,13381.09,17071.42
2018-07,IN-MN,26840.56,15147.07,23770.68,23256.6,18495.09,21789.58,25586.09,16494.62,23048.23
2018-07,IN-ML,13520.08,7857.96,11220.47,25452.45,19698.84,22922.56,16708.97,11351.44,14482.93
2018-07,IN-MZ,20540.23,20064.13,20371.21,25693.17,23687.81,24982.4,24312.43,22715.06,23746.02
2018-07,IN-NL,14898.09,10020.76,13873.34,22827.63,19481.89,22219.16,17974.31,13296.93,17041.72
2018-07,IN-OR,13360.99,9206.6,12640.09,19076.71,12766.58,17477.92,15445.08,10919.66,14519.43
2018-07,IN-PB,14384.81,8512.31,13036.25,16320.41,14313.85,15836.34,15517.81,11998.49,14685.59
2018-07,IN-RJ,14557.05,11739.06,14241.37,16718.97,14464.34,16389.13,15607.58,13271.14,15306.14
2018-07,IN-SK,17377.32,19590.82,17925.06,16514.15,14559.71,15918.94,16995.36,17005.47,16998.13
2018-07,IN-TN,13122.55,9543.98,12261.56,17956.71,13116.82,16484.82,16052.61,11972.65,14908.56
2018-07,IN-TG,10619.12,5856.0,9629.55,20544.92,14944.35,19407.32,18332.18,12873.25,17217.68
2018-07,IN-TR,21630.48,9981.19,19190.46,20680.1,15020.49,19199.75,21304.45,12052.92,19193.79
2018-07,IN-UT,15284.0,8984.42,14200.3,19057.19,15801.25,18462.0,17148.27,12478.32,16319.89
2018-07,IN-UP,11872.95,7393.79,11223.44,17223.62,18839.55,17465.47,14960.14,14100.94,14833.23
2018-07,IN-WB,9436.09,3848.45,8397.86,14750.29,7908.43,12917.59,12630.54,6719.91,11228.54
2018-07,IN-AN,29766.67,19791.85,27946.6,34405.93,29557.03,33204.85,31831.0,25083.15,30394.79
2018-07,IN-CH,14373.26,6744.43,13346.07,23517.35,20527.94,22814.28,23201.57,20282.91,22524.13
2018-07,IN-DN,9711.96,5676.84,9173.16,14729.89,7691.58,13532.65,12458.84,6919.28,11606.09
2018-07,IN-DD,9893.44,7216.06,9769.76,11231.25,6621.11,10650.89,11078.13,6645.89,10557.58
2018-07,IN-LD,21012.33,20000.0,20660.44,42719.71,31663.2,38877.49,38675.62,29489.62,35483.26
2018-07,IN-PY,12787.44,5356.24,11527.41,20879.62,17407.66,19809.66,17412.89,14326.09,16626.09
2018-07,IN,13244.73,8077.1,12192.11,18913.83,14686.23,17941.87,16556.88,12182.87,15598.0
