table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Iowa: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Clarke County,"9,131","9,194","9,207","9,213","9,282","9,307","9,180","9,196","9,149","9,217","9,228","9,286","9,300"
.Clay County,"17,369","17,360","17,256","17,086","16,985","16,960","16,848","16,812","16,725","16,697","16,708","16,667","16,650"
.Clayton County,"18,667","18,611","18,529","18,369","18,357","18,358","18,269","18,272","18,259","18,209","18,185","18,129","18,087"
.Clinton County,"50,159","50,120","49,889","49,659","49,585","49,498","49,475","49,487","49,342","49,303","49,147","49,116","49,093"
.Crawford County,"16,945","16,944","16,960","16,981","16,953","16,941","16,920","16,868","16,931","16,881","16,944","17,096","17,132"
.Dallas County,"41,109","41,446","43,204","44,960","47,118","50,387","53,042","56,158","59,164","62,144","64,489","66,135","66,616"
.Davis County,"8,541","8,544","8,588","8,586","8,534","8,612","8,583","8,619","8,676","8,675","8,701","8,753","8,765"
.Decatur County,"8,689","8,645","8,669","8,603","8,575","8,580","8,618","8,576","8,569","8,457","8,506","8,457","8,433"
.Delaware County,"18,422","18,416","18,294","18,271","18,190","18,066","17,955","17,957","17,981","17,840","17,755","17,764","17,751"
.Des Moines County,"42,359","42,253","41,820","41,138","41,047","40,562","40,332","40,192","40,206","40,235","40,379","40,325","40,318"
.Dickinson County,"16,429","16,460","16,477","16,351","16,339","16,506","16,644","16,667","16,634","16,690","16,666","16,667","16,667"
.Dubuque County,"89,133","89,201","88,932","89,132","90,012","90,462","90,769","91,258","92,130","92,519","92,948","93,653","93,880"
.Emmet County,"11,022","10,995","10,890","10,815","10,724","10,553","10,527","10,437","10,417","10,448","10,361","10,302","10,280"
.Fayette County,"22,020","22,022","21,791","21,643","21,604","21,415","21,426","21,265","21,005","20,910","20,939","20,880","20,839"
.Floyd County,"16,898","16,854","16,660","16,670","16,641","16,586","16,520","16,586","16,497","16,331","16,248","16,303","16,310"
.Franklin County,"10,700","10,679","10,618","10,674","10,655","10,716","10,766","10,699","10,759","10,690","10,656","10,680","10,683"
.Fremont County,"8,008","7,995","7,874","7,787","7,743","7,655","7,616","7,622","7,642","7,489","7,453","7,441","7,432"
.Greene County,"10,372","10,341","10,150","10,105","9,996","9,932","9,800","9,611","9,548","9,415","9,329","9,336","9,335"
.Grundy County,"12,370","12,368","12,319","12,372","12,348","12,383","12,406","12,436","12,317","12,359","12,447","12,453","12,447"
.Guthrie County,"11,348","11,334","11,225","11,227","11,343","11,389","11,249","11,150","11,116","11,038","10,939","10,954","10,956"
.Hamilton County,"16,435","16,423","16,236","16,337","16,366","16,285","16,261","16,144","15,987","15,863","15,739","15,673","15,636"
.Hancock County,"12,107","12,109","11,954","11,846","11,905","11,838","11,834","11,729","11,580","11,525","11,371","11,341","11,321"
.Hardin County,"18,806","18,807","18,669","18,476","18,327","18,164","17,974","17,893","17,789","17,690","17,535","17,534","17,519"
.Harrison County,"15,674","15,685","15,592","15,421","15,444","15,412","15,362","15,346","15,177","14,946","14,972","14,928","14,922"
.Henry County,"20,353","20,341","20,408","20,086","20,225","20,225","20,354","20,326","20,359","20,307","20,202","20,145","20,119"
.Howard County,"9,951","9,934","9,908","9,860","9,808","9,792","9,760","9,664","9,636","9,625","9,568","9,566","9,559"
.Humboldt County,"10,384","10,377","10,335","10,176","10,154","10,121","10,033","10,038","9,935","9,911","9,843","9,815","9,796"
.Ida County,"7,839","7,804","7,704","7,636","7,571","7,457","7,369","7,247","7,228","7,215","7,090","7,089","7,078"
.Iowa County,"15,680","15,729","15,868","15,911","16,062","16,108","16,297","16,391","16,308","16,337","16,406","16,355","16,321"
.Jackson County,"20,295","20,297","20,267","20,142","20,148","20,146","20,124","20,092","20,015","19,919","19,841","19,848","19,845"
.Jasper County,"37,229","37,252","37,377","37,552","37,703","37,645","37,482","37,288","37,167","37,103","36,879","36,842","36,815"
.Jefferson County,"16,180","16,189","16,207","16,131","16,194","16,298","16,315","16,401","16,600","16,607","16,782","16,843","16,827"
.Johnson County,"110,983","111,455","113,546","114,948","116,673","118,891","120,300","122,226","124,541","127,113","129,864","130,882","131,225"
.Jones County,"20,227","20,259","20,254","20,283","20,406","20,613","20,605","20,678","20,803","20,848","20,562","20,638","20,649"
.Keokuk County,"11,405","11,418","11,369","11,330","11,186","11,061","10,881","10,713","10,688","10,620","10,552","10,511","10,498"
.Kossuth County,"17,159","17,206","16,912","16,670","16,525","16,437","16,287","16,045","15,878","15,685","15,630","15,543","15,500"
.Lee County,"38,062","37,931","37,435","36,960","36,627","36,587","36,364","36,291","36,130","35,819","35,856","35,862","35,857"
.Linn County,"191,728","192,365","194,359","195,987","196,920","198,314","200,395","202,709","205,840","208,558","210,217","211,226","211,501"
.Louisa County,"12,188","12,174","12,184","12,225","12,230","12,115","11,862","11,904","11,892","11,830","11,416","11,387","11,375"
.Lucas County,"9,412","9,369","9,386","9,360","9,384","9,508","9,462","9,331","9,280","9,137","8,948","8,898","8,885"
.Lyon County,"11,763","11,748","11,684","11,670","11,702","11,692","11,677","11,604","11,536","11,545","11,557","11,581","11,578"
.Madison County,"14,012","14,049","14,144","14,312","14,481","14,733","14,918","15,262","15,418","15,517","15,510","15,679","15,732"
.Mahaska County,"22,319","22,299","22,407","22,394","22,156","22,240","22,454","22,298","22,388","22,483","22,364","22,381","22,376"
.Marion County,"32,048","32,104","32,583","32,572","32,547","32,618","32,774","33,396","33,279","33,515","33,468","33,309","33,234"
.Marshall County,"39,332","39,356","39,414","39,297","39,397","39,711","39,646","39,601","39,875","40,151","40,280","40,648","40,746"
.Mills County,"14,543","14,554","14,497","14,546","14,621","14,715","14,905","15,214","15,239","15,214","15,056","15,059","15,061"
.Mitchell County,"10,877","10,868","10,736","10,822","10,830","10,898","10,800","10,836","10,812","10,815","10,763","10,776","10,781"
.Monona County,"10,020","10,009","9,860","9,791","9,819","9,681","9,566","9,479","9,423","9,350","9,247","9,243","9,231"
.Monroe County,"8,012","8,005","7,986","7,887","7,954","7,969","7,955","7,911","7,877","7,904","7,924","7,970","7,974"
.Montgomery County,"11,775","11,793","11,509","11,313","11,211","11,191","11,214","11,179","10,981","10,823","10,803","10,740","10,718"
.Muscatine County,"41,723","41,791","41,760","41,757","41,654","41,758","41,894","42,145","42,325","42,515","42,783","42,745","42,738"
.O'Brien County,"15,096","15,067","14,950","14,808","14,762","14,564","14,552","14,558","14,421","14,332","14,412","14,398","14,374"
.Osceola County,"7,003","6,985","6,963","6,899","6,888","6,863","6,743","6,713","6,600","6,617","6,509","6,462","6,439"
.Page County,"16,982","16,939","16,822","16,506","16,356","16,227","16,274","16,331","16,256","16,083","15,885","15,932","15,922"
.Palo Alto County,"10,143","10,135","10,051","9,896","9,748","9,753","9,702","9,586","9,577","9,486","9,510","9,421","9,383"
.Plymouth County,"24,859","24,870","24,847","24,729","24,858","25,042","24,980","24,982","24,886","24,898","24,904","24,986","24,995"
.Pocahontas County,"8,664","8,602","8,465","8,355","8,170","8,003","7,835","7,694","7,667","7,510","7,395","7,310","7,278"
.Polk County,"374,258","375,627","380,108","384,355","388,277","392,164","399,030","405,990","413,024","419,495","425,737","430,640","432,260"
.Pottawattamie County,"87,825","88,022","87,953","88,447","88,821","89,762","90,198","90,867","91,239","91,781","92,395","93,158","93,359"
.Poweshiek County,"18,829","18,903","18,972","18,941","19,060","19,106","19,002","19,053","19,140","19,025","18,958","18,914","18,885"
.Ringgold County,"5,469","5,465","5,415","5,339","5,332","5,335","5,304","5,230","5,201","5,164","5,119","5,131","5,129"
.Sac County,"11,531","11,481","11,403","11,119","10,967","10,871","10,716","10,707","10,532","10,475","10,342","10,350","10,346"
.Scott County,"158,705","158,614","158,203","158,086","158,048","158,145","158,543","159,597","160,077","161,824","163,582","165,224","165,841"
.Shelby County,"13,064","13,031","12,990","12,869","12,819","12,750","12,547","12,480","12,496","12,338","12,165","12,167","12,160"
.Sioux County,"31,596","31,609","31,952","32,164","32,318","32,547","32,726","33,077","33,150","33,364","33,587","33,704","33,705"
.Story County,"79,988","80,152","80,260","81,885","82,068","82,754","82,884","84,739","86,540","87,831","89,285","89,542","89,575"
.Tama County,"18,099","18,084","18,080","18,017","18,030","18,167","18,197","18,149","18,064","17,986","17,833","17,767","17,730"
.Taylor County,"6,958","6,976","6,894","6,813","6,747","6,689","6,534","6,557","6,448","6,348","6,355","6,317","6,303"
.Union County,"12,312","12,281","12,240","12,163","12,004","12,085","12,143","12,225","12,319","12,447","12,527","12,534","12,528"
.Van Buren County,"7,800","7,793","7,716","7,722","7,672","7,665","7,638","7,660","7,690","7,699","7,628","7,570","7,548"
.Wapello County,"36,067","36,007","35,947","35,796","35,750","35,709","35,855","35,776","35,458","35,381","35,481","35,625","35,667"
.Warren County,"40,672","40,787","41,080","41,422","42,187","42,584","43,339","44,178","44,868","45,450","45,926","46,225","46,308"
.Washington County,"20,679","20,718","21,064","21,108","21,190","21,258","21,350","21,472","21,588","21,686","21,692","21,704","21,693"
.Wayne County,"6,732","6,728","6,655","6,665","6,614","6,561","6,494","6,478","6,376","6,373","6,393","6,403","6,402"
.Webster County,"40,230","40,234","40,045","39,654","39,377","38,922","38,562","38,534","38,393","38,273","38,316","38,013","37,915"
.Winnebago County,"11,717","11,778","11,586","11,403","11,412","11,321","11,340","11,138","10,986","10,927","10,917","10,866","10,841"
.Winneshiek County,"21,291","21,265","21,258","21,183","21,006","21,040","21,060","21,012","21,078","20,980","21,025","21,056","21,059"
.Woodbury County,"103,876","103,786","103,129","102,666","102,039","101,816","100,589","100,693","100,492","100,910","101,581","102,172","102,407"
.Worth County,"7,904","7,894","7,797","7,795","7,734","7,731","7,742","7,649","7,655","7,632","7,610","7,598","7,594"
.Wright County,"14,337","14,327","14,133","13,957","13,831","13,808","13,717","13,588","13,492","13,375","13,262","13,229","13,202"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Iowa: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-19)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
