table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of New York: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Essex County,"38,893","38,911","38,893","39,195","39,334","39,295","39,321","39,490","39,373","39,435","39,478","39,370","39,302"
.Franklin County,"51,110","51,044","50,925","50,924","51,228","51,197","51,257","51,511","51,782","51,907","51,706","51,599","51,579"
.Fulton County,"55,053","54,976","54,904","54,988","55,081","55,233","55,301","55,328","55,489","55,584","55,558","55,531","55,526"
.Genesee County,"60,548","60,539","60,321","60,289","60,412","60,224","60,068","59,919","59,930","59,895","59,932","60,079","60,082"
.Greene County,"48,021","47,986","47,976","48,177","48,416","48,755","49,142","49,513","49,537","49,467","49,372","49,221","49,159"
.Hamilton County,"5,376","5,377","5,312","5,232","5,181","5,158","5,093","4,987","4,969","4,893","4,858","4,836","4,831"
.Herkimer County,"64,502","64,451","64,274","63,971","64,080","64,332","64,292","64,029","64,343","64,404","64,381","64,519","64,502"
.Jefferson County,"111,716","111,790","111,422","111,112","110,246","109,924","113,486","113,650","115,059","115,033","115,023","116,229","116,582"
.Kings County,"2,465,689","2,467,006","2,477,252","2,480,559","2,472,999","2,459,094","2,445,809","2,436,132","2,441,324","2,460,361","2,487,751","2,504,700","2,508,340"
.Lewis County,"26,946","26,989","26,951","26,618","26,692","26,661","26,773","27,001","27,086","26,878","27,047","27,087","27,072"
.Livingston County,"64,631","64,705","65,088","65,118","65,130","65,484","65,322","65,357","65,460","65,637","65,420","65,393","65,333"
.Madison County,"69,420","69,450","69,852","70,261","71,010","71,397","71,471","72,042","72,709","73,075","73,169","73,442","73,439"
.Monroe County,"735,328","738,979","739,891","741,391","741,671","741,075","738,506","738,329","739,249","741,018","743,386","744,344","744,389"
.Montgomery County,"49,637","49,605","49,472","49,298","49,449","49,460","49,505","49,724","49,798","49,951","50,001","50,219","50,250"
.Nassau County,"1,334,625","1,336,713","1,337,086","1,339,572","1,339,761","1,337,964","1,332,318","1,324,905","1,322,048","1,325,129","1,332,088","1,339,532","1,341,245"
.New York County,"1,538,096","1,540,547","1,555,729","1,555,382","1,562,154","1,569,947","1,573,573","1,578,171","1,581,402","1,587,022","1,583,431","1,585,873","1,586,698"
.Niagara County,"219,795","219,620","218,552","218,127","218,072","217,737","216,818","216,148","215,791","215,793","216,043","216,469","216,546"
.Oneida County,"235,516","235,146","234,247","234,078","234,243","234,654","234,282","234,229","234,488","234,482","234,619","234,878","234,845"
.Onondaga County,"458,326","458,034","458,576","459,484","460,961","461,412","460,910","460,925","461,287","463,472","465,633","467,026","467,204"
.Ontario County,"100,009","100,106","100,819","101,763","102,625","103,385","104,259","104,644","105,216","106,302","107,214","107,931","108,116"
.Orange County,"341,397","342,892","347,674","352,975","358,727","362,934","364,522","366,908","368,464","370,201","372,079","372,813","373,355"
.Orleans County,"44,184","44,178","43,898","43,660","43,593","43,682","43,475","43,420","43,342","43,254","42,975","42,883","42,854"
.Oswego County,"122,387","122,477","122,269","122,496","123,120","123,340","122,640","122,354","122,213","122,366","122,055","122,109","122,114"
.Otsego County,"61,692","61,860","61,924","62,093","62,567","62,934","63,069","63,032","62,914","62,561","62,280","62,259","62,232"
.Putnam County,"95,731","96,049","97,055","98,263","98,964","99,468","99,575","99,357","99,454","99,537","99,666","99,710","99,713"
.Queens County,"2,229,394","2,230,501","2,231,316","2,224,507","2,214,608","2,198,516","2,185,222","2,173,862","2,177,351","2,193,623","2,217,166","2,230,722","2,233,841"
.Rensselaer County,"152,553","152,684","152,700","153,040","154,201","155,523","156,104","157,312","158,243","159,011","159,150","159,429","159,428"
.Richmond County,"443,762","445,235","448,961","452,813","455,939","456,846","457,028","457,577","459,642","463,701","466,965","468,730","469,363"
.Rockland County,"286,794","287,720","290,613","293,728","296,224","297,562","298,737","299,390","301,668","305,413","308,652","311,687","312,183"
.St. Lawrence County,"111,922","111,864","111,497","111,292","111,329","111,468","111,606","111,556","111,586","111,684","112,169","111,944","111,894"
.Saratoga County,"200,626","201,514","203,974","206,446","209,410","211,478","212,975","214,627","215,798","217,282","218,652","219,607","219,960"
.Schenectady County,"146,652","146,581","146,334","147,199","147,891","148,900","150,200","151,768","152,275","153,360","154,050","154,727","154,889"
.Schoharie County,"31,488","31,514","31,794","31,785","32,032","32,310","32,534","32,661","32,894","32,890","32,776","32,749","32,722"
.Schuyler County,"19,188","19,232","19,175","19,179","19,151","19,034","18,880","18,752","18,707","18,644","18,398","18,343","18,330"
.Seneca County,"33,319","33,343","34,764","35,046","35,212","35,312","35,177","35,223","35,469","35,370","35,286","35,251","35,199"
.Steuben County,"98,681","98,764","99,216","99,583","99,191","98,983","98,868","98,473","98,541","98,726","98,949","98,990","98,930"
.Suffolk County,"1,419,379","1,424,081","1,442,488","1,456,745","1,470,849","1,478,215","1,477,687","1,475,626","1,475,255","1,480,218","1,487,206","1,493,350","1,494,434"
.Sullivan County,"73,885","74,134","74,143","74,452","75,447","76,265","76,780","77,231","77,991","77,755","77,647","77,547","77,500"
.Tioga County,"51,883","51,838","51,712","51,992","51,895","51,631","51,611","51,536","51,565","51,498","51,236","51,125","51,049"
.Tompkins County,"96,487","96,608","97,458","98,227","99,049","99,531","99,433","99,651","99,910","100,383","101,497","101,564","101,620"
.Ulster County,"177,726","177,810","178,440","180,128","180,942","181,847","182,438","182,845","182,818","183,174","182,638","182,493","182,435"
.Warren County,"63,263","63,273","63,406","63,774","64,323","64,576","65,206","65,554","65,740","65,848","65,694","65,707","65,697"
.Washington County,"61,032","60,977","61,142","61,152","61,621","62,278","62,468","62,771","63,054","63,252","63,077","63,216","63,288"
.Wayne County,"93,779","93,791","93,794","93,735","94,001","93,860","93,727","93,595","93,539","93,739","93,643","93,772","93,753"
.Westchester County,"923,621","925,511","931,577","935,219","935,799","935,457","933,401","931,426","933,414","937,449","944,201","949,113","950,541"
.Wyoming County,"43,462","43,399","43,061","43,007","42,955","42,852","42,780","42,673","42,515","42,281","42,236","42,155","42,129"
.Yates County,"24,591","24,723","24,725","24,688","24,898","25,008","25,129","25,025","25,234","25,352","25,303","25,348","25,338"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of New York: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-36)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
