table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Illinois: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Fayette County,"21,810","21,827","21,695","21,814","21,514","21,056","21,848","21,925","21,890","22,006","22,089","22,140","22,125"
.Ford County,"14,227","14,195","14,148","14,118","14,095","14,135","14,092","14,096","14,213","14,095","14,084","14,081","14,075"
.Franklin County,"39,021","39,003","38,798","38,893","39,066","39,298","39,587","39,560","39,473","39,546","39,482","39,561","39,578"
.Fulton County,"38,244","38,216","37,880","37,587","37,705","37,630","37,452","37,387","37,272","37,224","37,090","37,069","37,050"
.Gallatin County,"6,426","6,405","6,279","6,144","6,117","6,071","6,030","5,980","5,883","5,796","5,631","5,589","5,576"
.Greene County,"14,766","14,752","14,620","14,622","14,558","14,411","14,382","14,167","14,001","13,956","13,926","13,886","13,866"
.Grundy County,"37,528","37,704","38,320","38,865","39,819","41,410","44,181","46,534","48,175","49,166","49,702","50,063","50,144"
.Hamilton County,"8,613","8,602","8,527","8,440","8,431","8,525","8,471","8,497","8,416","8,454","8,448","8,457","8,449"
.Hancock County,"20,171","20,148","20,069","19,794","19,673","19,577","19,479","19,412","19,359","19,192","19,080","19,104","19,090"
.Hardin County,"4,793","4,777","4,765","4,723","4,724","4,664","4,615","4,508","4,462","4,386","4,344","4,320","4,312"
.Henderson County,"8,176","8,172","8,150","8,078","7,935","7,912","7,786","7,614","7,565","7,463","7,340","7,331","7,326"
.Henry County,"51,032","51,078","50,714","50,454","50,714","50,509","50,572","50,392","50,528","50,492","50,536","50,486","50,438"
.Iroquois County,"31,340","31,386","31,022","30,805","30,688","30,493","30,548","30,308","30,282","30,228","29,863","29,718","29,660"
.Jackson County,"59,607","59,633","59,530","58,949","59,282","59,462","60,006","60,170","59,518","59,605","59,664","60,218","60,361"
.Jasper County,"10,113","10,067","10,056","10,015","9,970","10,010","9,905","9,807","9,776","9,786","9,701","9,698","9,691"
.Jefferson County,"40,051","40,041","39,874","39,805","39,730","39,638","39,624","39,545","39,412","39,277","38,970","38,827","38,806"
.Jersey County,"21,649","21,642","21,751","22,001","22,126","22,374","22,500","22,736","22,838","23,084","23,060","22,985","22,944"
.Jo Daviess County,"22,296","22,296","22,486","22,480","22,701","22,646","22,680","22,828","22,758","22,715","22,685","22,678","22,655"
.Johnson County,"12,877","12,836","12,794","12,454","12,969","12,903","12,816","12,889","12,792","12,671","12,604","12,582","12,591"
.Kane County,"404,508","407,847","423,975","440,437","453,929","466,884","475,384","485,179","495,752","504,437","511,273","515,269","516,499"
.Kankakee County,"103,825","103,842","104,490","104,932","105,794","106,744","107,917","109,735","111,499","112,658","113,107","113,449","113,502"
.Kendall County,"54,539","55,311","58,437","62,523","67,740","73,723","81,107","90,740","100,917","108,559","112,490","114,736","115,304"
.Knox County,"55,842","55,783","55,329","54,963","54,425","53,909","53,513","53,196","52,894","52,836","52,817","52,919","52,919"
.Lake County,"644,682","648,150","658,986","668,022","668,760","677,735","684,419","689,891","692,995","697,369","701,042","703,462","704,596"
.LaSalle County,"111,599","111,600","112,212","111,904","110,949","112,135","112,565","113,139","113,794","114,171","113,999","113,924","113,840"
.Lawrence County,"15,449","15,432","15,527","16,045","16,455","16,562","16,910","16,730","16,952","16,935","16,802","16,833","16,825"
.Lee County,"36,062","36,092","36,100","35,825","35,586","35,704","35,635","35,905","36,191","36,272","36,189","36,031","35,941"
.Livingston County,"39,734","39,751","39,881","39,519","39,095","39,145","39,062","38,978","39,069","39,071","39,054","38,950","38,878"
.Logan County,"31,199","31,161","30,934","30,873","30,958","30,981","30,795","30,562","30,498","30,513","30,342","30,305","30,286"
.McDonough County,"32,906","32,841","32,789","32,802","32,971","32,798","32,848","32,868","32,945","32,615","32,611","32,612","32,609"
.McHenry County,"259,524","261,084","267,632","274,441","281,743","287,997","294,280","300,630","305,117","307,246","308,067","308,760","309,192"
.McLean County,"150,384","150,844","152,713","155,882","157,795","159,096","160,299","162,925","165,223","166,825","168,727","169,572","169,832"
.Macon County,"114,690","114,499","113,604","112,564","111,572","111,181","111,083","110,808","110,751","110,588","110,732","110,768","110,715"
.Macoupin County,"49,008","48,972","48,788","48,719","48,690","48,612","48,418","48,176","48,195","48,092","47,630","47,765","47,808"
.Madison County,"259,019","259,204","260,343","261,130","262,566","263,722","264,759","266,164","267,382","268,232","268,978","269,282","269,271"
.Marion County,"41,678","41,665","41,393","40,971","40,602","40,229","39,941","40,037","39,898","39,794","39,465","39,437","39,417"
.Marshall County,"13,159","13,137","12,917","12,939","12,911","13,007","12,952","12,896","12,896","12,725","12,671","12,640","12,629"
.Mason County,"16,034","16,001","15,960","15,847","15,717","15,671","15,471","15,153","15,078","14,962","14,787","14,666","14,625"
.Massac County,"15,163","15,136","15,077","15,206","15,205","15,444","15,477","15,397","15,471","15,408","15,435","15,429","15,414"
.Menard County,"12,483","12,476","12,503","12,525","12,562","12,641","12,556","12,570","12,746","12,780","12,720","12,705","12,695"
.Mercer County,"16,940","16,937","16,910","16,914","16,829","16,795","16,694","16,642","16,598","16,650","16,438","16,434","16,426"
.Monroe County,"27,625","27,764","28,302","29,070","29,771","30,422","31,007","31,644","32,139","32,533","32,848","32,957","32,990"
.Montgomery County,"30,646","30,657","30,516","30,550","30,355","30,394","30,288","30,378","30,295","30,276","30,124","30,104","30,076"
.Morgan County,"36,627","36,638","36,403","36,262","36,241","36,332","36,101","35,966","35,936","35,761","35,602","35,547","35,510"
.Moultrie County,"14,288","14,327","14,324","14,362","14,432","14,521","14,587","14,565","14,666","14,743","14,787","14,846","14,853"
.Ogle County,"51,001","51,275","51,468","51,758","52,227","52,536","52,893","53,358","53,634","53,802","53,621","53,497","53,477"
.Peoria County,"183,466","183,186","182,348","182,685","182,338","182,613","182,868","183,446","184,048","184,803","186,930","186,494","186,311"
.Perry County,"23,091","23,055","23,006","22,708","22,631","22,630","22,608","22,692","22,596","22,434","22,374","22,350","22,343"
.Piatt County,"16,385","16,387","16,357","16,216","16,375","16,463","16,649","16,682","16,664","16,716","16,774","16,729","16,705"
.Pike County,"17,362","17,320","17,178","17,031","16,866","16,910","16,862","16,632","16,772","16,615","16,473","16,430","16,408"
.Pope County,"4,397","4,411","4,376","4,334","4,393","4,424","4,346","4,397","4,439","4,393","4,431","4,470","4,471"
.Pulaski County,"7,333","7,294","7,118","7,001","6,859","6,733","6,575","6,434","6,359","6,198","6,164","6,161","6,157"
.Putnam County,"6,077","6,065","6,052","6,061","6,074","6,015","5,977","5,931","5,987","5,989","5,997","6,006","6,007"
.Randolph County,"33,897","33,910","34,127","33,512","33,410","33,714","33,588","33,688","33,598","33,584","33,528","33,476","33,437"
.Richland County,"16,291","16,259","16,162","16,326","16,305","16,270","16,258","16,171","16,153","16,061","16,229","16,233","16,215"
.Rock Island County,"149,390","149,134","148,734","148,286","147,384","147,291","147,067","147,131","147,918","147,501","147,552","147,546","147,517"
.St. Clair County,"256,043","256,462","256,540","257,952","258,448","260,214","261,255","263,445","264,764","266,518","268,489","270,056","270,419"
.Saline County,"26,752","26,603","26,249","26,060","25,832","25,763","25,526","25,482","25,390","25,140","24,911","24,913","24,932"
.Sangamon County,"188,974","189,152","189,924","190,756","191,339","191,885","192,432","193,317","194,025","195,094","196,180","197,465","197,822"
.Schuyler County,"7,181","7,199","7,123","7,175","7,236","7,374","7,508","7,513","7,545","7,543","7,489","7,544","7,543"
.Scott County,"5,539","5,549","5,541","5,505","5,507","5,467","5,457","5,392","5,388","5,373","5,373","5,355","5,342"
.Shelby County,"22,884","22,850","22,702","22,656","22,625","22,484","22,445","22,379","22,314","22,398","22,386","22,363","22,335"
.Stark County,"6,330","6,317","6,308","6,268","6,196","6,172","6,136","6,156","6,143","6,109","6,043","5,994","5,977"
.Stephenson County,"48,995","48,920","48,625","48,367","48,503","48,479","48,105","47,917","47,794","47,805","47,792","47,711","47,649"
.Tazewell County,"128,465","128,520","128,468","128,722","128,770","129,656","130,784","131,804","133,131","133,893","135,054","135,394","135,433"
.Union County,"18,311","18,267","18,116","18,092","18,116","18,048","18,071","18,082","18,066","17,965","17,909","17,808","17,775"
.Vermilion County,"83,929","83,821","83,646","83,299","82,996","82,955","82,728","82,715","82,258","81,930","81,710","81,625","81,551"
.Wabash County,"12,932","12,895","12,755","12,640","12,561","12,486","12,451","12,354","12,237","12,158","12,040","11,947","11,914"
.Warren County,"18,736","18,680","18,471","18,388","18,227","17,894","17,874","17,839","17,828","17,665","17,689","17,707","17,702"
.Washington County,"15,150","15,162","15,258","15,129","15,189","15,106","14,950","15,008","14,890","14,855","14,755","14,716","14,698"
.Wayne County,"17,149","17,112","17,068","17,007","16,947","16,881","16,910","16,829","16,951","16,930","16,788","16,760","16,734"
.White County,"15,381","15,333","15,286","15,138","15,011","15,089","15,074","14,942","14,796","14,868","14,767","14,665","14,626"
.Whiteside County,"60,662","60,615","60,511","60,022","59,489","59,352","59,094","59,033","58,819","58,784","58,667","58,498","58,448"
.Will County,"502,211","507,629","530,086","553,714","579,547","605,934","627,610","650,779","664,048","671,392","674,970","677,560","678,697"
.Williamson County,"61,300","61,279","61,737","62,137","62,510","63,379","63,875","64,424","65,201","65,674","66,229","66,357","66,369"
.Winnebago County,"278,441","278,981","280,009","281,162","283,230","284,337","286,178","289,405","293,991","295,726","295,612","295,266","295,127"
.Woodford County,"35,491","35,499","35,559","35,698","36,041","36,514","37,032","37,385","37,961","38,452","38,675","38,664","38,659"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Illinois: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-17)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
