table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Indiana: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Floyd County,"70,815","70,879","71,441","71,407","71,219","71,465","71,905","72,358","72,876","73,775","74,284","74,578","74,679"
.Fountain County,"17,962","17,929","17,752","17,825","17,738","17,578","17,436","17,459","17,396","17,356","17,183","17,240","17,249"
.Franklin County,"22,187","22,252","22,315","22,475","22,700","22,852","23,049","23,122","23,276","23,330","23,195","23,087","23,047"
.Fulton County,"20,502","20,549","20,509","20,464","20,379","20,466","20,540","20,563","20,571","20,670","20,772","20,836","20,844"
.Gibson County,"32,473","32,491","32,647","32,684","32,934","33,198","33,268","33,429","33,290","33,331","33,345","33,503","33,537"
.Grant County,"73,410","73,325","72,905","72,425","72,113","71,479","70,803","70,448","70,012","70,250","70,195","70,061","69,975"
.Greene County,"33,152","33,191","33,195","33,052","33,287","33,384","33,320","33,223","33,020","32,977","32,995","33,165","33,205"
.Hamilton County,"182,763","185,221","194,664","204,721","215,152","225,319","235,039","244,738","253,725","261,974","269,394","274,569","276,390"
.Hancock County,"55,439","55,710","56,729","58,223","59,606","60,922","63,045","65,402","67,115","68,107","69,183","70,002","70,250"
.Harrison County,"34,354","34,569","34,863","35,408","35,934","36,736","37,354","37,766","38,142","38,628","39,148","39,364","39,394"
.Hendricks County,"104,051","105,378","110,144","115,206","119,340","124,115","128,082","132,350","137,267","140,710","143,944","145,448","145,867"
.Henry County,"48,511","48,469","48,397","48,258","48,145","48,184","48,064","48,375","48,030","49,420","49,305","49,462","49,476"
.Howard County,"84,961","84,940","84,909","84,563","84,538","84,291","84,382","83,943","83,743","83,472","82,701","82,752","82,770"
.Huntington County,"38,078","38,068","37,877","37,992","37,875","37,768","37,650","37,601","37,447","37,244","37,205","37,124","37,109"
.Jackson County,"41,397","41,428","41,343","41,335","41,403","41,417","41,683","41,725","41,693","41,705","41,798","42,376","42,587"
.Jasper County,"30,192","30,334","30,417","30,664","31,133","31,503","31,763","32,419","32,894","33,155","33,278","33,478","33,529"
.Jay County,"21,815","21,792","21,726","21,713","21,681","21,651","21,595","21,564","21,580","21,467","21,399","21,253","21,196"
.Jefferson County,"31,712","31,706","31,887","31,871","31,779","31,787","31,998","32,287","32,140","32,586","32,558","32,428","32,394"
.Jennings County,"27,561","27,747","27,932","28,131","28,012","28,202","28,352","28,320","28,502","28,480","28,546","28,525","28,500"
.Johnson County,"115,181","115,756","117,843","120,447","122,202","124,192","126,769","130,512","133,933","136,933","138,584","139,654","140,009"
.Knox County,"39,263","39,195","38,840","38,832","38,580","38,712","38,543","38,399","38,325","38,497","38,499","38,440","38,405"
.Kosciusko County,"74,053","74,211","74,756","74,861","75,176","75,447","75,934","76,358","76,832","77,091","77,263","77,358","77,368"
.LaGrange County,"34,789","34,892","35,299","35,453","35,711","36,017","36,283","36,613","36,931","37,181","37,119","37,128","37,134"
.Lake County,"484,582","484,514","484,454","484,520","485,596","487,405","489,530","491,432","493,403","495,479","495,789","496,005","495,981"
.LaPorte County,"110,099","110,121","110,077","109,555","109,027","108,914","109,541","109,641","110,846","111,267","111,465","111,467","111,465"
.Lawrence County,"45,912","45,915","45,965","46,039","46,178","46,106","46,233","46,165","46,300","46,233","46,138","46,134","46,124"
.Madison County,"133,322","133,213","132,920","132,433","131,740","131,366","130,871","131,240","131,203","131,537","131,599","131,636","131,642"
.Marion County,"860,440","860,832","865,662","866,210","868,576","870,378","873,310","878,515","883,591","889,504","898,394","903,393","904,878"
.Marshall County,"45,126","45,243","45,534","45,518","45,923","46,288","46,549","46,851","46,871","47,012","47,126","47,051","47,020"
.Martin County,"10,367","10,360","10,311","10,341","10,309","10,361","10,323","10,344","10,334","10,304","10,300","10,334","10,338"
.Miami County,"36,085","36,184","36,475","37,019","37,251","37,120","37,445","37,745","37,580","37,281","37,127","36,903","36,800"
.Monroe County,"120,561","120,872","121,696","122,628","124,514","126,359","128,121","130,677","132,514","134,401","136,198","137,974","138,422"
.Montgomery County,"37,629","37,601","37,793","37,782","37,634","37,795","38,105","38,040","38,172","38,204","38,180","38,124","38,096"
.Morgan County,"66,705","66,838","66,884","67,266","67,729","67,795","68,037","68,308","68,354","68,964","68,583","68,894","69,061"
.Newton County,"14,538","14,525","14,358","14,343","14,446","14,386","14,485","14,326","14,374","14,348","14,207","14,244","14,243"
.Noble County,"46,468","46,640","47,110","46,884","46,917","46,996","47,292","47,470","47,419","47,561","47,574","47,536","47,541"
.Ohio County,"5,568","5,582","5,633","5,735","5,779","5,868","5,943","6,022","5,992","6,069","6,134","6,128","6,119"
.Orange County,"19,301","19,316","19,373","19,439","19,622","19,624","19,744","19,666","19,868","19,837","19,931","19,840","19,800"
.Owen County,"21,781","21,837","21,954","22,079","22,321","22,190","21,975","21,871","21,838","21,763","21,642","21,575","21,572"
.Parke County,"17,194","17,179","17,202","17,274","17,515","17,460","17,396","17,376","17,449","17,488","17,326","17,339","17,332"
.Perry County,"18,887","18,865","18,893","18,903","18,963","19,148","19,260","19,202","19,379","19,340","19,331","19,338","19,327"
.Pike County,"12,835","12,826","12,905","12,984","12,970","13,047","12,879","13,016","13,047","13,047","12,836","12,845","12,831"
.Porter County,"146,806","147,137","148,372","149,992","151,731","153,664","156,024","158,595","160,835","162,538","163,572","164,343","164,592"
.Posey County,"27,078","27,070","26,933","26,908","26,736","26,664","26,488","26,348","26,229","26,080","25,941","25,910","25,903"
.Pulaski County,"13,626","13,605","13,627","13,606","13,634","13,667","13,682","13,713","13,724","13,646","13,548","13,402","13,351"
.Putnam County,"36,060","36,180","36,382","36,525","37,145","37,516","37,780","37,768","38,189","38,325","38,052","37,963","37,906"
.Randolph County,"27,411","27,363","27,166","26,989","26,763","26,582","26,517","26,415","26,223","26,300","26,240","26,171","26,133"
.Ripley County,"26,508","26,654","27,130","27,421","27,615","27,849","28,040","28,352","28,361","28,605","28,716","28,818","28,814"
.Rush County,"18,258","18,194","18,145","18,034","18,090","17,869","17,826","17,723","17,756","17,543","17,461","17,392","17,358"
.St. Joseph County,"265,567","265,845","265,502","265,090","264,762","264,541","264,863","265,496","266,045","267,282","266,827","266,931","266,961"
.Scott County,"22,976","23,049","23,332","23,370","23,638","23,626","23,889","23,982","24,137","24,089","24,165","24,181","24,174"
.Shelby County,"43,380","43,479","43,746","43,577","43,385","43,488","43,482","43,812","44,086","44,345","44,551","44,436","44,391"
.Spencer County,"20,385","20,432","20,465","20,422","20,529","20,605","20,896","20,977","21,032","20,978","20,992","20,952","20,908"
.Starke County,"23,567","23,525","23,217","23,361","23,336","23,310","23,394","23,362","23,260","23,379","23,343","23,363","23,372"
.Steuben County,"33,233","33,339","33,556","33,496","33,789","33,718","33,926","34,044","34,004","34,055","34,194","34,185","34,165"
.Sullivan County,"21,736","21,756","21,771","21,792","21,801","21,809","21,689","21,540","21,558","21,550","21,483","21,475","21,469"
.Switzerland County,"9,082","9,129","9,465","9,711","9,722","9,863","10,165","10,151","10,271","10,387","10,541","10,613","10,615"
.Tippecanoe County,"148,954","149,359","151,095","152,348","154,040","155,832","158,834","163,010","166,226","169,039","171,937","172,780","172,963"
.Tipton County,"16,601","16,582","16,508","16,529","16,511","16,510","16,411","16,326","16,257","16,137","16,046","15,936","15,895"
.Union County,"7,341","7,343","7,323","7,366","7,293","7,291","7,378","7,432","7,467","7,428","7,466","7,516","7,520"
.Vanderburgh County,"171,941","172,052","172,449","173,067","174,239","175,113","175,769","176,822","177,789","178,053","178,995","179,703","179,833"
.Vermillion County,"16,790","16,772","16,639","16,556","16,493","16,515","16,603","16,585","16,561","16,387","16,377","16,212","16,148"
.Vigo County,"105,859","105,762","105,482","105,221","105,356","104,662","105,245","106,509","106,885","106,972","107,429","107,848","107,958"
.Wabash County,"34,968","34,993","34,700","34,488","34,325","34,131","33,806","33,665","33,361","33,238","33,036","32,888","32,826"
.Warren County,"8,415","8,435","8,553","8,598","8,589","8,609","8,626","8,625","8,554","8,602","8,533","8,508","8,501"
.Warrick County,"52,380","52,531","52,780","53,317","54,439","55,171","56,066","56,746","57,754","58,435","59,197","59,689","59,835"
.Washington County,"27,204","27,247","27,484","27,674","27,736","27,854","27,893","28,164","28,236","28,298","28,144","28,262","28,290"
.Wayne County,"71,087","71,033","70,712","70,545","70,490","70,070","69,793","69,642","69,365","69,093","68,984","68,917","68,853"
.Wells County,"27,626","27,619","27,626","27,745","27,803","27,826","27,820","27,872","27,836","27,751","27,620","27,636","27,642"
.White County,"25,264","25,246","25,351","25,240","25,060","24,976","24,861","24,830","24,762","24,871","24,573","24,643","24,635"
.Whitley County,"30,617","30,634","30,998","31,278","31,621","31,841","32,182","32,597","32,853","33,047","33,125","33,292","33,335"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Indiana: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-18)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
