table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Pennsylvania: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Lancaster County,"470,783","471,955","475,483","480,118","485,119","489,977","494,722","500,922","506,639","511,957","516,577","519,445","520,156"
.Lawrence County,"94,567","94,547","94,085","93,938","93,696","93,250","92,741","92,248","92,007","91,798","91,391","91,108","90,968"
.Lebanon County,"120,202","120,309","120,954","121,698","123,154","124,644","126,197","128,302","130,182","131,574","132,959","133,568","133,688"
.Lehigh County,"311,746","312,368","314,823","317,252","321,588","326,138","331,327","336,794","340,848","344,743","347,237","349,497","350,106"
.Luzerne County,"319,429","318,842","316,665","315,711","315,640","315,439","316,187","316,837","318,232","319,210","320,527","320,918","320,795"
.Lycoming County,"120,003","119,851","118,930","118,344","118,108","117,911","117,530","116,983","116,524","116,147","116,081","116,111","116,143"
.McKean County,"45,908","45,748","45,263","45,419","44,980","44,582","44,187","44,309","44,045","43,856","43,701","43,450","43,356"
.Mercer County,"120,368","120,211","119,861","119,476","119,431","119,113","118,594","118,123","117,794","117,189","116,816","116,638","116,558"
.Mifflin County,"46,471","46,479","46,535","46,558","46,420","46,313","46,377","46,435","46,551","46,600","46,662","46,682","46,666"
.Monroe County,"138,615","139,710","143,775","148,833","154,027","158,181","162,045","165,185","167,352","168,576","169,390","169,842","169,896"
.Montgomery County,"749,409","751,335","759,392","766,056","772,666","776,493","779,401","781,519","785,170","789,250","795,494","799,874","801,052"
.Montour County,"18,234","18,275","18,294","18,237","18,239","18,174","18,183","18,114","18,107","18,090","18,165","18,267","18,286"
.Northampton County,"267,446","267,740","269,363","272,782","276,735","281,374","285,198","289,628","293,212","295,096","296,645","297,735","298,101"
.Northumberland County,"94,867","94,823","94,176","94,024","93,910","93,692","93,543","93,475","93,728","94,150","94,774","94,528","94,366"
.Perry County,"43,636","43,634","43,804","43,896","44,216","44,463","44,741","45,121","45,454","45,549","45,874","45,969","45,995"
.Philadelphia County,"1,517,562","1,514,563","1,505,455","1,498,493","1,493,802","1,492,882","1,490,861","1,488,710","1,493,309","1,499,731","1,514,694","1,526,006","1,528,306"
.Pike County,"46,125","46,380","47,594","49,063","50,837","52,293","54,000","55,601","56,627","57,739","57,671","57,369","57,329"
.Potter County,"18,082","18,123","18,146","18,273","18,168","18,067","17,914","17,944","17,659","17,464","17,382","17,457","17,464"
.Schuylkill County,"150,263","149,994","149,175","148,705","147,792","147,081","146,976","148,005","148,387","148,463","148,358","148,289","148,228"
.Snyder County,"37,506","37,502","37,955","38,104","38,319","38,519","38,448","38,946","39,295","39,481","39,550","39,702","39,729"
.Somerset County,"80,047","80,034","79,523","79,621","79,754","79,402","79,015","78,834","78,490","78,120","78,025","77,742","77,626"
.Sullivan County,"6,561","6,577","6,625","6,592","6,574","6,554","6,513","6,487","6,525","6,462","6,449","6,428","6,411"
.Susquehanna County,"42,225","42,260","42,483","42,410","42,685","42,930","43,219","43,376","43,310","43,405","43,346","43,356","43,277"
.Tioga County,"41,346","41,309","41,496","41,638","41,676","41,724","41,579","41,347","41,371","41,609","41,818","41,981","42,008"
.Union County,"41,583","41,622","42,098","42,372","42,622","43,287","43,690","44,666","44,846","45,057","44,795","44,947","44,964"
.Venango County,"57,500","57,405","57,091","56,789","56,590","56,196","56,016","55,761","55,510","55,315","55,087","54,984","54,925"
.Warren County,"43,784","43,716","43,562","43,184","42,896","42,667","42,218","41,972","41,963","41,853","41,831","41,815","41,767"
.Washington County,"203,014","203,008","203,179","203,104","203,859","204,090","205,359","205,992","206,259","207,240","207,571","207,820","207,875"
.Wayne County,"47,679","47,843","47,994","48,330","48,938","49,423","50,409","52,031","52,341","51,692","52,552","52,822","52,895"
.Westmoreland County,"369,990","369,664","368,698","367,680","367,836","367,281","366,946","366,559","366,318","366,058","365,259","365,169","365,012"
.Wyoming County,"28,072","28,038","28,119","28,011","28,074","28,195","28,160","28,194","28,287","28,294","28,268","28,276","28,266"
.York County,"381,791","382,743","385,773","389,692","395,093","401,403","409,066","418,043","424,919","429,399","433,022","434,972","435,490"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Pennsylvania: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-42)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
