table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Virginia: April 1, 2000 to July 1, 2010",,,,,,,,,,,,,
Geographic Area,"April 1, 20001",Intercensal Estimates (as of July 1),,,,,,,,,,"April 1, 20102","July 1, 20103"
.Buchanan County,"26,968","26,838","26,501","26,299","25,941","25,647","25,315","25,009","24,670","24,371","24,234","24,098","24,012"
.Buckingham County,"15,614","15,634","15,857","15,908","16,057","16,168","16,401","16,547","16,737","16,819","17,148","17,146","17,120"
.Campbell County,"50,997","51,082","51,349","51,685","51,885","52,093","52,795","53,475","53,769","54,232","54,472","54,842","54,921"
.Caroline County,"22,122","22,136","22,168","22,566","23,135","23,920","25,475","26,722","27,592","28,011","28,263","28,545","28,631"
.Carroll County,"29,205","29,264","29,448","29,415","29,472","29,670","29,660","29,894","29,933","30,067","30,002","30,042","30,027"
.Charles City County,"6,932","6,930","6,952","7,030","7,091","7,050","7,060","7,156","7,148","7,232","7,216","7,256","7,271"
.Charlotte County,"12,471","12,476","12,481","12,590","12,465","12,524","12,631","12,731","12,680","12,654","12,588","12,586","12,568"
.Chesterfield County,"259,879","261,047","265,544","270,741","276,300","283,030","289,998","298,496","304,636","309,837","313,096","316,236","317,102"
.Clarke County,"12,638","12,672","12,862","12,950","13,110","13,413","13,710","13,939","13,969","14,092","14,015","14,034","14,052"
.Craig County,"5,076","5,073","5,056","5,065","5,097","5,142","5,139","5,158","5,212","5,167","5,120","5,190","5,208"
.Culpeper County,"34,260","34,442","35,299","36,612","38,121","39,670","41,894","44,076","45,527","46,056","46,236","46,689","46,850"
.Cumberland County,"9,002","8,987","9,002","9,093","9,216","9,223","9,465","9,596","9,762","9,849","10,013","10,052","10,056"
.Dickenson County,"16,380","16,322","16,237","16,074","16,018","16,003","16,111","15,958","15,971","16,078","15,925","15,903","15,897"
.Dinwiddie County,"24,540","24,674","24,666","25,038","25,415","25,770","26,149","26,590","27,078","27,694","27,888","28,001","27,995"
.Essex County,"9,991","9,984","9,994","10,074","10,201","10,238","10,445","10,576","10,739","10,920","11,104","11,151","11,167"
.Fairfax County,"969,987","975,476","991,564","998,613","1,003,070","1,010,938","1,019,490","1,018,981","1,027,727","1,044,178","1,065,142","1,081,726","1,086,743"
.Fauquier County,"55,145","55,470","56,878","58,522","59,863","61,319","62,686","63,761","64,122","64,558","64,907","65,203","65,383"
.Floyd County,"13,840","13,909","14,086","14,172","14,261","14,371","14,588","14,762","14,823","15,101","15,150","15,279","15,316"
.Fluvanna County,"20,012","20,191","21,027","21,921","22,835","23,451","24,318","24,638","25,134","25,461","25,576","25,691","25,733"
.Franklin County,"47,311","47,546","48,384","49,167","50,012","51,001","51,976","53,037","54,447","55,284","55,732","56,159","56,191"
.Frederick County,"59,226","59,639","61,360","63,313","65,379","67,442","69,921","72,456","74,670","76,060","77,477","78,305","78,511"
.Giles County,"16,682","16,738","16,799","16,800","16,821","16,786","16,963","17,161","17,138","17,168","17,264","17,286","17,296"
.Gloucester County,"34,772","34,793","34,852","35,103","35,454","35,714","36,011","36,220","36,466","36,638","36,778","36,858","36,950"
.Goochland County,"16,866","16,935","17,250","17,610","18,062","18,570","19,349","20,176","20,869","21,285","21,604","21,717","21,745"
.Grayson County,"16,803","16,782","16,548","16,558","16,414","16,301","16,153","16,096","16,066","15,938","15,696","15,533","15,478"
.Greene County,"15,231","15,454","15,793","16,308","16,677","16,895","17,155","17,607","17,972","18,131","18,237","18,403","18,461"
.Greensville County,"11,585","11,566","11,605","11,639","11,876","11,428","12,063","12,048","12,147","12,206","12,272","12,243","12,234"
.Halifax County,"37,350","37,299","37,003","36,919","36,645","36,382","36,340","36,383","36,338","36,347","36,293","36,241","36,192"
.Hanover County,"86,331","86,972","88,845","91,370","93,466","95,295","96,451","98,025","98,830","99,404","99,651","99,863","99,948"
.Henrico County,"263,195","264,385","267,722","270,608","274,555","280,290","286,441","291,460","296,408","300,198","304,763","306,935","307,435"
.Henry County,"57,944","57,903","57,393","56,986","56,506","56,183","55,651","55,464","55,284","55,073","54,402","54,151","54,079"
.Highland County,"2,531","2,529","2,530","2,450","2,490","2,442","2,463","2,479","2,424","2,403","2,363","2,321","2,306"
.Isle of Wight County,"29,724","29,849","30,119","30,497","31,224","31,899","32,566","33,716","34,581","34,955","35,270","35,270","35,288"
.James City County,"48,096","48,536","49,786","51,722","53,734","56,182","58,428","61,133","63,007","64,436","66,118","67,009","67,237"
.King and Queen County,"6,624","6,620","6,607","6,586","6,558","6,739","6,792","6,915","6,948","6,916","6,893","6,945","6,959"
.King George County,"16,811","16,916","17,136","17,717","18,326","19,124","20,476","21,519","22,444","22,996","23,335","23,584","23,675"
.King William County,"13,155","13,238","13,412","13,589","13,808","13,975","14,278","14,874","15,296","15,604","15,768","15,935","16,003"
.Lancaster County,"11,557","11,549","11,401","11,417","11,519","11,514","11,533","11,551","11,573","11,481","11,403","11,391","11,380"
.Lee County,"23,583","23,548","23,320","24,278","24,967","25,168","25,150","25,228","25,322","25,463","25,578","25,587","25,578"
.Loudoun County,"169,599","173,907","189,910","203,543","220,366","238,299","254,909","267,194","279,704","292,570","303,661","312,311","315,134"
.Louisa County,"25,691","25,819","26,320","27,027","27,867","28,582","29,835","30,946","31,716","32,475","32,840","33,153","33,262"
.Lunenburg County,"13,152","13,093","13,050","13,109","13,064","12,952","13,030","13,070","13,024","12,936","12,887","12,914","12,922"
.Madison County,"12,509","12,535","12,643","12,838","12,865","12,902","13,106","13,291","13,429","13,332","13,358","13,308","13,299"
.Mathews County,"9,160","9,142","9,145","9,118","9,091","9,021","8,962","8,987","9,026","9,041","8,997","8,978","8,971"
.Mecklenburg County,"32,387","32,384","32,425","32,528","32,546","32,547","32,554","32,642","32,823","32,920","32,815","32,727","32,671"
.Middlesex County,"9,895","9,932","10,007","10,029","10,238","10,399","10,526","10,732","10,763","10,806","10,875","10,959","10,977"
.Montgomery County,"83,632","83,799","85,236","85,746","86,708","87,289","88,696","90,062","91,548","92,724","93,772","94,392","94,531"
.Nelson County,"14,440","14,451","14,496","14,614","14,718","14,699","14,828","14,809","14,993","15,050","15,090","15,020","15,003"
.New Kent County,"13,472","13,537","13,876","14,192","14,764","15,317","15,953","16,680","17,254","17,728","18,057","18,429","18,556"
.Northampton County,"13,096","13,025","12,843","12,729","12,714","12,759","12,771","12,776","12,649","12,586","12,460","12,389","12,388"
.Northumberland County,"12,257","12,229","12,239","12,451","12,543","12,487","12,501","12,430","12,466","12,496","12,379","12,330","12,326"
.Nottoway County,"15,738","15,773","15,849","15,756","15,693","15,628","15,795","15,719","15,799","15,847","15,894","15,853","15,837"
.Orange County,"25,870","25,981","26,431","27,128","27,951","28,658","29,990","31,438","32,273","33,077","33,329","33,481","33,535"
.Page County,"23,151","23,149","23,171","23,265","23,531","23,527","23,708","24,045","24,222","24,208","24,076","24,042","24,027"
.Patrick County,"19,429","19,418","19,293","19,071","18,979","18,836","18,802","18,766","18,748","18,677","18,562","18,490","18,464"
.Pittsylvania County,"61,790","61,835","62,037","61,975","62,107","62,279","62,467","62,586","62,803","63,472","63,386","63,506","63,488"
.Powhatan County,"22,377","22,585","23,090","24,105","24,888","25,568","26,372","27,391","27,599","27,745","27,983","28,046","28,071"
.Prince Edward County,"19,719","19,708","19,737","20,264","20,203","20,639","21,341","21,722","22,293","22,959","23,260","23,368","23,379"
.Prince George County,"33,112","33,100","33,586","34,258","34,345","34,925","34,798","34,575","34,466","35,059","35,828","35,725","35,716"
.Prince William County,"281,317","284,565","298,843","311,749","323,377","337,439","350,612","359,174","368,016","374,776","389,001","402,002","406,110"
.Pulaski County,"35,129","35,144","35,120","34,817","34,789","34,829","34,748","34,891","35,058","35,051","34,988","34,872","34,829"
.Rappahannock County,"6,994","6,980","7,157","7,197","7,200","7,289","7,384","7,348","7,403","7,420","7,333","7,373","7,376"
.Richmond County,"8,813","8,803","8,924","9,003","9,103","9,202","9,213","9,328","9,426","9,386","9,251","9,254","9,248"
.Roanoke County,"85,700","85,744","85,941","86,569","87,338","88,177","89,245","90,489","91,120","91,704","92,215","92,376","92,389"
.Rockbridge County,"20,785","20,835","20,905","20,989","21,189","21,432","21,738","21,931","22,228","22,363","22,269","22,307","22,294"
.Rockingham County,"67,825","67,977","68,671","69,315","69,975","70,789","72,030","73,000","74,274","75,075","75,850","76,314","76,413"
.Russell County,"29,250","29,251","29,001","28,741","28,766","28,546","28,508","28,618","28,889","28,831","29,012","28,897","28,862"
.Scott County,"23,395","23,351","23,127","23,048","22,978","22,954","23,084","23,272","23,302","23,237","23,212","23,177","23,147"
.Shenandoah County,"35,068","35,240","35,835","36,525","37,309","38,272","39,406","40,610","41,214","41,720","41,743","41,993","42,053"
.Smyth County,"33,069","33,079","32,931","32,849","32,733","32,570","32,519","32,632","32,449","32,386","32,283","32,208","32,163"
.Southampton County,"17,482","17,493","17,489","17,353","17,409","17,535","17,810","18,028","18,571","18,706","18,607","18,570","18,552"
.Spotsylvania County,"90,289","91,387","96,326","101,802","106,525","110,580","115,017","117,891","119,083","120,195","121,038","122,397","122,853"
.Stafford County,"92,456","93,625","98,320","103,943","109,166","113,798","117,611","119,892","122,526","124,323","126,449","128,961","129,745"
.Surry County,"6,824","6,833","6,829","6,886","6,901","6,873","6,865","6,991","7,042","7,061","7,037","7,058","7,064"
.Sussex County,"12,507","12,456","12,318","12,109","12,205","12,014","11,933","12,193","12,191","12,215","12,175","12,087","12,060"
.Tazewell County,"44,599","44,418","43,985","43,995","44,042","44,102","44,025","44,195","44,169","45,020","45,069","45,078","45,078"
.Warren County,"31,553","31,690","32,222","33,031","33,797","34,434","35,405","36,231","36,814","37,259","37,240","37,575","37,676"
.Washington County,"51,152","51,230","51,441","51,670","51,908","52,341","52,940","53,322","54,216","54,475","54,722","54,876","54,877"
.Westmoreland County,"16,684","16,644","16,518","16,528","16,718","16,658","16,757","16,841","17,127","17,305","17,448","17,454","17,463"
.Wise County,"42,153","42,077","41,810","41,667","41,640","41,591","41,585","41,531","41,543","41,489","41,454","41,452","41,463"
.Wythe County,"27,601","27,621","27,585","27,710","27,859","27,947","28,349","28,628","28,827","29,123","29,216","29,235","29,230"
.York County,"56,748","57,119","58,651","60,126","60,620","61,926","63,076","63,912","64,710","64,944","65,197","65,464","65,467"
.Alexandria city,"128,278","129,225","130,932","130,614","129,421","128,765","128,181","127,676","129,175","132,949","137,523","139,966","140,912"
.Bedford city,"6,421","6,425","6,400","6,320","6,237","6,198","6,186","6,147","6,169","6,150","6,174","6,222","6,243"
.Bristol city,"17,346","17,289","17,330","17,087","17,465","17,536","17,493","17,684","17,540","17,631","17,842","17,835","17,822"
.Buena Vista city,"6,367","6,381","6,423","6,412","6,555","6,588","6,634","6,679","6,618","6,664","6,677","6,650","6,627"
.Charlottesville city,"41,280","41,351","41,436","41,449","40,695","40,281","40,597","41,066","41,538","42,130","43,054","43,475","43,547"
.Chesapeake city,"199,153","200,224","202,325","203,970","206,909","211,927","215,128","217,271","217,450","218,458","220,176","222,209","222,986"
.Colonial Heights city,"16,909","16,905","17,002","17,026","17,056","17,296","17,348","17,604","17,462","17,387","17,525","17,411","17,381"
.Covington city,"6,294","6,281","6,319","6,283","6,230","6,192","6,073","5,979","6,057","5,991","5,948","5,961","5,971"
.Danville city,"48,312","48,104","47,415","46,929","46,515","45,788","45,086","44,586","44,162","43,765","43,496","43,055","42,928"
.Emporia city,"5,651","5,655","5,618","5,736","5,693","5,659","5,657","5,734","5,755","5,820","5,865","5,927","5,937"
.Fairfax city,"21,576","21,600","21,668","21,603","21,518","21,160","20,860","21,407","21,682","22,112","22,418","22,565","22,671"
.Falls Church city,"10,432","10,441","10,550","10,600","10,596","10,589","10,840","10,852","10,947","11,219","11,787","12,332","12,520"
.Franklin city,"8,351","8,269","8,160","8,044","8,113","8,177","8,278","8,489","8,611","8,538","8,489","8,582","8,619"
.Fredericksburg city,"19,367","19,461","20,061","20,501","20,659","21,567","21,660","22,479","22,898","23,277","23,775","24,286","24,445"
.Galax city,"6,911","6,921","6,775","6,738","6,744","6,790","6,821","6,879","6,880","6,888","6,966","7,042","7,067"
.Hampton city,"146,436","146,054","143,432","141,844","140,413","140,200","141,314","140,839","140,222","138,957","137,833","137,436","137,381"
.Harrisonburg city,"40,390","40,437","41,646","42,837","43,176","43,753","44,572","45,858","46,551","47,286","48,294","48,914","49,041"
.Hopewell city,"22,278","22,277","22,147","22,291","22,046","21,998","22,131","22,295","22,549","22,576","22,455","22,591","22,655"
.Lexington city,"6,873","6,825","6,858","6,842","6,750","6,810","6,903","6,978","6,956","6,963","7,006","7,042","7,046"
.Lynchburg city,"65,306","65,330","65,003","65,263","66,496","67,021","68,773","70,919","72,869","74,018","75,137","75,568","75,686"
.Manassas city,"34,692","34,914","35,341","35,878","36,253","36,564","36,452","35,631","34,969","34,858","36,674","37,821","38,201"
.Manassas Park city,"10,226","10,305","10,777","11,150","11,357","11,982","12,451","12,490","12,677","12,744","13,613","14,273","14,450"
.Martinsville city,"15,418","15,331","15,173","14,867","14,796","14,448","14,405","14,281","14,042","14,040","14,012","13,821","13,769"
.Newport News city,"180,272","180,236","181,873","183,061","183,404","185,204","183,651","183,581","182,528","181,287","181,000","180,719","180,712"
.Norfolk city,"234,463","234,986","236,489","241,704","239,286","243,836","239,650","243,406","241,248","241,201","241,725","242,803","243,135"
.Norton city,"3,945","3,916","3,896","3,929","3,944","3,847","3,767","3,825","3,869","3,861","3,903","3,958","3,971"
.Petersburg city,"33,752","33,561","33,183","32,803","32,645","32,292","31,930","32,181","32,318","32,321","32,168","32,420","32,527"
.Poquoson city,"11,566","11,582","11,523","11,697","11,797","11,772","11,879","12,008","12,089","12,103","12,153","12,150","12,141"
.Portsmouth city,"100,580","100,337","99,166","98,297","97,184","97,428","98,069","99,213","97,831","95,802","95,384","95,535","95,696"
.Radford city,"15,878","15,872","16,193","15,963","15,691","15,743","15,995","16,163","16,341","16,304","16,361","16,408","16,423"
.Richmond city,"196,991","196,782","197,575","197,513","197,306","196,878","197,465","198,618","200,201","202,254","203,678","204,214","204,389"
.Roanoke city,"95,006","94,941","94,931","93,956","93,716","93,614","93,932","94,247","94,916","95,813","97,023","97,032","96,967"
.Salem city,"24,723","24,747","24,487","24,554","24,465","24,096","24,310","24,508","24,482","24,673","24,684","24,802","24,860"
.Staunton city,"23,951","23,896","23,734","23,691","23,726","23,501","23,603","23,638","23,920","23,945","23,764","23,746","23,765"
.Suffolk city,"63,699","64,216","66,448","69,274","72,721","75,725","77,957","80,291","81,273","82,603","83,648","84,585","84,906"
.Virginia Beach city,"425,236","426,918","428,396","430,183","431,600","437,494","436,210","437,739","434,732","433,331","435,004","437,994","439,172"
.Waynesboro city,"19,617","19,661","19,744","20,010","20,163","20,351","20,533","20,728","20,747","20,920","20,985","21,006","21,045"
.Williamsburg city,"11,998","12,012","12,024","11,829","11,796","11,986","12,400","12,810","13,142","13,296","13,687","14,068","14,170"
.Winchester city,"23,599","23,699","24,224","24,602","24,649","25,175","25,565","25,757","25,701","26,004","26,036","26,203","26,268"
"1 The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program, 
legal boundary updates, and other geographic program revisions.",,,,,,,,,,,,,
"2 The data source for April 1, 2010 is the 2010 Census count.",,,,,,,,,,,,,
"3 The values for July 1, 2010 were produced by applying estimates of change in the population between April 1 and July 1 of 2010 to the 2010 Census counts.  Further details on this methodology
are available at http://www.census.gov/popest/methodology/intercensal_nat_meth.pdf.",,,,,,,,,,,,,
"Note: All geographic boundaries for the 2000-2010 intercensal estimates are defined as of January 1, 2010.",,,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,,
"Table 1. Intercensal Estimates of the Resident Population for Counties of Virginia: April 1, 2000 to July 1, 2010 (CO-EST00INT-01-51)",,,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,,
Release Date: September 2011,,,,,,,,,,,,,
