"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1999","Metric tons,  thousand","2","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1998","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1997","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1996","Metric tons,  thousand","4","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1995","Metric tons,  thousand","5","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1994","Metric tons,  thousand","6","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1993","Metric tons,  thousand","8","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1992","Metric tons,  thousand","10",""
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1991","Metric tons,  thousand","22","1"
"KR","4","Afghanistan","03","KR03","Other kerosene - Imports","1990","Metric tons,  thousand","25","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1999","Metric tons,  thousand","2","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1998","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1997","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1996","Metric tons,  thousand","4","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1995","Metric tons,  thousand","5","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1994","Metric tons,  thousand","6","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1993","Metric tons,  thousand","8","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1992","Metric tons,  thousand","10","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1991","Metric tons,  thousand","22","1"
"KR","4","Afghanistan","12","KR12","Other kerosene - Final energy consumption","1990","Metric tons,  thousand","25","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1999","Metric tons,  thousand","2","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1998","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1997","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1996","Metric tons,  thousand","4","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1995","Metric tons,  thousand","5","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1994","Metric tons,  thousand","6","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1993","Metric tons,  thousand","8","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1992","Metric tons,  thousand","10","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1991","Metric tons,  thousand","22","1"
"KR","4","Afghanistan","123","KR123","Other kerosene - Consumption by other","1990","Metric tons,  thousand","25","1"
"KR","4","Afghanistan","1231","KR1231","Other kerosene - Consumption by households","1999","Metric tons,  thousand","2","1"
"KR","4","Afghanistan","1231","KR1231","Other kerosene - Consumption by households","1998","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","1231","KR1231","Other kerosene - Consumption by households","1997","Metric tons,  thousand","3","1"
"KR","4","Afghanistan","1231","KR1231","Other kerosene - Consumption by households","1996","Metric tons,  thousand","4","1"
"KR","4","Afghanistan","1231","KR1231","Other kerosene - Consumption by households","1995","Metric tons,  thousand","5","1"
