Count_BirthEvent_LiveBirth,Count_BirthEvent_LiveBirth_AsFractionOf_Count_ChildDeliveryEvent,Count_BirthEvent_StillBirth,Count_ChildVaccinationEvent_MMR,Count_Death_Infant,Count_Infant_VaccineAdministered_BCG,Count_Infant_VaccineAdministered_DPTDose1,Count_Infant_VaccineAdministered_DPTDose2,Count_Infant_VaccineAdministered_DPTDose3,Count_Infant_VaccineAdministered_OPV,Count_Infant_VaccineSideEffect_Adverse_Deaths,Count_Infant_VaccineSideEffect_Adverse_Others,Date,District,lgdCode
8268.0,88.8,186.0,15896.0,12.0,13097.0,14474.0,14968.0,14916.0,5595.0,,220.0,2010-03,Kupwara,8
1719.0,97.4,46.0,1783.0,30.0,2083.0,1691.0,1644.0,1588.0,662.0,,3.0,2010-03,Leh Ladakh,9
10112.0,98.5,301.0,13945.0,78.0,13598.0,13553.0,13020.0,12810.0,3775.0,,,2010-03,Poonch,10
4152.0,86.4,112.0,7924.0,29.0,5314.0,8109.0,8246.0,8348.0,1094.0,,,2010-03,Pulwama,11
7686.0,78.0,110.0,15817.0,10.0,17121.0,19288.0,18129.0,18402.0,4975.0,,,2010-03,Rajouri,12
4027.0,96.4,59.0,6547.0,,4123.0,7217.0,7294.0,7832.0,4058.0,,,2010-03,Ramban,621
4599.0,85.3,31.0,8951.0,25.0,7234.0,7400.0,7063.0,7525.0,3315.0,,,2010-03,Reasi,627
4380.0,99.4,21.0,5928.0,,4891.0,5816.0,5731.0,6208.0,4083.0,,,2010-03,Samba,624
5179.0,107.7,28.0,7306.0,5.0,6445.0,6618.0,6867.0,6816.0,31.0,,,2010-03,Shopian,625
22874.0,84.9,532.0,13763.0,,27752.0,13127.0,12788.0,13379.0,2094866.0,,3.0,2010-03,Srinagar,13
6650.0,71.9,451.0,11516.0,8.0,13525.0,12601.0,11902.0,12442.0,6166.0,,,2010-03,Udhampur,14
25437.0,100.0,156.0,42831.0,39.0,42725.0,43838.0,42938.0,42981.0,15559.0,,307.0,2010-03,Bokaro,322
14916.0,98.8,79.0,17702.0,,17784.0,22759.0,22914.0,22245.0,7753.0,,,2010-03,Chatra,323
18074.0,99.0,213.0,24957.0,37.0,30170.0,30665.0,28862.0,26575.0,14813.0,,,2010-03,Deoghar,324
50987.0,99.7,133.0,56112.0,18.0,58174.0,59455.0,57181.0,58417.0,25331.0,,,2010-03,Dhanbad,325
19291.0,99.9,201.0,21653.0,7.0,23878.0,24251.0,23762.0,23226.0,16925.0,,,2010-03,Dumka,326
18428.0,98.2,415.0,26921.0,,30016.0,32194.0,32344.0,31664.0,9672.0,,2.0,2010-03,Garhwa,328
30096.0,90.7,305.0,46477.0,25.0,53770.0,54940.0,53098.0,50638.0,15284.0,,246.0,2010-03,Giridih,329
17641.0,99.3,137.0,25007.0,53.0,22251.0,27926.0,27958.0,26613.0,7177.0,,,2010-03,Godda,330
18897.0,99.0,232.0,22899.0,84.0,22802.0,22826.0,22804.0,24019.0,9948.0,,37.0,2010-03,Gumla,331
26461.0,100.2,211.0,30303.0,8.0,26679.0,33360.0,33348.0,33951.0,20651.0,,31.0,2010-03,Hazaribagh,332
13121.0,98.5,206.0,17613.0,67.0,17630.0,18016.0,18130.0,18380.0,9655.0,,,2010-03,Jamtara,333
8639.0,99.6,37.0,13653.0,13.0,9078.0,12566.0,12532.0,12640.0,8800.0,,,2010-03,Khunti,606
12721.0,103.3,90.0,11337.0,,14285.0,13607.0,13163.0,12451.0,7254.0,,,2010-03,Kodarma,334
15272.0,100.2,96.0,17024.0,8.0,16499.0,17559.0,17682.0,17549.0,6225.0,,1.0,2010-03,Latehar,335
8642.0,97.2,125.0,10167.0,13.0,10498.0,9759.0,9768.0,9965.0,4594.0,,90.0,2010-03,Lohardaga,336
13985.0,98.5,216.0,17667.0,7.0,18626.0,20428.0,19570.0,18314.0,11728.0,,13.0,2010-03,Pakaur,337
47577.0,99.4,499.0,41945.0,14.0,46269.0,48104.0,48488.0,49098.0,26001.0,,,2010-03,Palamu,338
24430.0,99.7,244.0,32094.0,5.0,32207.0,32523.0,33435.0,31977.0,10656.0,,102.0,2010-03,Pashchimi Singhbhum,
31506.0,98.9,503.0,40802.0,77.0,42449.0,39854.0,42062.0,44778.0,20635.0,,275.0,2010-03,Purbi Singhbhum,
13710.0,99.9,64.0,12153.0,12.0,13614.0,14669.0,14312.0,13309.0,8372.0,,94.0,2010-03,Ramgarh,607
76928.0,103.0,599.0,53555.0,,60952.0,55379.0,53102.0,54971.0,35968.0,,3.0,2010-03,Ranchi,339
19842.0,98.7,280.0,24417.0,117.0,31204.0,28290.0,26452.0,25658.0,12436.0,,160.0,2010-03,Sahibganj,340
21201.0,100.2,318.0,22500.0,26.0,22513.0,23722.0,23745.0,24274.0,8342.0,,25.0,2010-03,Saraikela,
10964.0,99.1,107.0,11730.0,37.0,11617.0,12097.0,11415.0,11841.0,7788.0,,,2010-03,Simdega,342
35219.0,94.2,1016.0,39117.0,455.0,43392.0,40915.0,40614.0,42687.0,28035.0,,5.0,2010-03,Bagalkote,524
14115.0,107.3,236.0,17479.0,53.0,17370.0,16691.0,16630.0,18022.0,13638.0,,,2010-03,Bangalore Rural,526
72802.0,107.9,397.0,111904.0,166.0,122918.0,111781.0,119333.0,116282.0,110848.0,,6.0,2010-03,Bangalore Urban,525
81102.0,104.3,1528.0,81194.0,1225.0,93431.0,86157.0,84838.0,86557.0,77476.0,,41.0,2010-03,Belgaum,
48743.0,98.0,1232.0,50099.0,1101.0,55660.0,53535.0,52753.0,54748.0,36275.0,,,2010-03,Bellary,
40265.0,98.4,572.0,38408.0,782.0,42910.0,40079.0,39676.0,41355.0,37157.0,,83.0,2010-03,Bidar,529
44512.0,99.5,731.0,42558.0,813.0,47265.0,46060.0,44750.0,45857.0,27605.0,,130.0,2010-03,Bijapur,636
12390.0,97.4,599.0,12131.0,210.0,12620.0,12333.0,12244.0,12192.0,11484.0,,3.0,2010-03,Chamrajnagar,531
24594.0,98.8,448.0,22431.0,171.0,24431.0,23452.0,23399.0,25282.0,23328.0,,2625.0,2010-03,Chikkaballapur,630
13376.0,105.0,83.0,14117.0,159.0,13727.0,13831.0,14092.0,14897.0,12881.0,,,2010-03,Chikmagalur,532
27724.0,103.3,292.0,28413.0,436.0,30796.0,28462.0,28844.0,30068.0,19278.0,,399.0,2010-03,Chitradurga,533
22700.0,101.1,259.0,21937.0,236.0,22562.0,22031.0,22138.0,22518.0,22063.0,,1.0,2010-03,Dakshina Kannada,534
28747.0,98.0,496.0,32130.0,401.0,33285.0,33013.0,33076.0,34023.0,28708.0,,13.0,2010-03,Davanagere,535
27305.0,100.4,801.0,34802.0,267.0,39494.0,35928.0,35548.0,36751.0,27829.0,,43.0,2010-03,Dharwad,536
18978.0,100.2,423.0,22801.0,496.0,24126.0,22635.0,22022.0,24065.0,19074.0,,,2010-03,Gadag,537
78799.0,97.3,1411.0,71685.0,938.0,79902.0,75330.0,73883.0,74603.0,57390.0,,419.0,2010-03,Gulbarga,
25903.0,97.8,305.0,24727.0,238.0,29601.0,25555.0,25869.0,27172.0,25499.0,,25.0,2010-03,Hassan,539
22459.0,90.9,910.0,28225.0,235.0,31568.0,29519.0,37896.0,30009.0,25048.0,,52.0,2010-03,Haveri,540
8412.0,93.3,257.0,7388.0,36.0,7732.0,7184.0,7258.0,7677.0,5942.0,,5.0,2010-03,Kodagu,541
23980.0,99.0,230.0,25589.0,152.0,25853.0,26225.0,26101.0,27698.0,24299.0,,115.0,2010-03,Kolar,542
28642.0,97.7,1083.0,28325.0,614.0,31120.0,30307.0,29557.0,29945.0,26263.0,,251.0,2010-03,Koppal,543
21420.0,101.0,197.0,22401.0,208.0,22185.0,20946.0,21455.0,22919.0,21502.0,,64.0,2010-03,Mandya,544
40916.0,99.9,350.0,42359.0,323.0,42610.0,41130.0,42214.0,42965.0,39847.0,,1.0,2010-03,Mysore,
38598.0,93.0,946.0,38836.0,846.0,40459.0,40466.0,39816.0,39823.0,34421.0,,17.0,2010-03,Raichur,546
12893.0,98.1,95.0,18083.0,93.0,17627.0,18496.0,18577.0,19609.0,16200.0,,,2010-03,Ramanagar,631
24210.0,99.8,162.0,25837.0,302.0,25731.0,24446.0,24866.0,26157.0,24167.0,,,2010-03,Shimoga,547
35803.0,89.3,1202.0,38954.0,374.0,43907.0,40218.0,40448.0,42480.0,36904.0,,82.0,2010-03,Tumkur,548
14592.0,101.3,84.0,14790.0,113.0,15028.0,14829.0,15018.0,15383.0,14598.0,,,2010-03,Udupi,549
20378.0,98.7,329.0,19301.0,270.0,19994.0,19170.0,19590.0,20280.0,19891.0,,60.0,2010-03,Uttara Kannada,550
,,,,,,,,,,,,2010-03,Yadgir,635
21320.0,100.2,72.0,27576.0,54.0,22846.0,28534.0,27841.0,28242.0,22813.0,,56.0,2010-03,Alappuzha,554
40699.0,100.4,82.0,51412.0,44.0,49031.0,49930.0,50747.0,52492.0,47824.0,,590.0,2010-03,Ernakulam,555
14544.0,100.2,57.0,16252.0,7.0,16516.0,20089.0,19725.0,19435.0,16496.0,,15.0,2010-03,Idukki,556
52477.0,99.4,438.0,49834.0,167.0,57528.0,55464.0,54801.0,53629.0,52530.0,,35.0,2010-03,KOZHIKKODE,561
44807.0,99.7,262.0,40327.0,16.0,42731.0,42566.0,40795.0,42879.0,40624.0,,89.0,2010-03,Kannur,557
23894.0,100.6,53.0,21347.0,13.0,23262.0,23326.0,23679.0,23062.0,17294.0,,132.0,2010-03,Kasaragod,558
34121.0,99.5,65.0,38351.0,13.0,34269.0,37878.0,37972.0,39171.0,34156.0,,13.0,2010-03,Kollam,559
23144.0,99.8,102.0,25388.0,2.0,25300.0,26445.0,26216.0,26308.0,25386.0,,34.0,2010-03,Kottayam,560
80272.0,99.4,417.0,67364.0,27.0,83884.0,82659.0,79014.0,75459.0,73480.0,,53.0,2010-03,Malappuram,562
38198.0,101.4,121.0,42320.0,24.0,39246.0,45486.0,46130.0,45156.0,38400.0,,69.0,2010-03,Palakkad,563
15652.0,100.7,48.0,16864.0,,17175.0,19125.0,18113.0,13464.0,16969.0,,8.0,2010-03,Pathanamthitta,564
44857.0,100.1,317.0,50667.0,104.0,45640.0,52829.0,51545.0,51760.0,41768.0,,24.0,2010-03,Thiruvananthapuram,565
42130.0,100.2,39.0,47165.0,11.0,49404.0,47189.0,47634.0,50152.0,47484.0,,33.0,2010-03,Thrissur,566
15092.0,99.9,157.0,13315.0,10.0,15587.0,14797.0,14611.0,14662.0,13218.0,,76.0,2010-03,Wayanad,567
651.0,100.3,22.0,1009.0,9.0,620.0,971.0,943.0,956.0,620.0,,117.0,2010-03,Lakshadweep,
,,,,,,,,,,,,2010-03,Agar Malwa,667
22516.0,98.6,455.0,22328.0,252.0,24589.0,21928.0,21174.0,21064.0,12955.0,,,2010-03,Alirajpur,639
16568.0,98.9,189.0,19948.0,304.0,15157.0,18515.0,18485.0,18144.0,14875.0,,5.0,2010-03,Anuppur,390
19254.0,99.3,228.0,23044.0,498.0,19461.0,23297.0,22736.0,22682.0,17245.0,,23.0,2010-03,Ashok Nagar,391
28397.0,105.4,858.0,29481.0,839.0,31270.0,30498.0,30622.0,30954.0,22306.0,,48.0,2010-03,Balaghat,392
32763.0,98.5,546.0,33220.0,819.0,33791.0,36130.0,35985.0,35548.0,20899.0,,,2010-03,Barwani,393
30489.0,98.9,419.0,31423.0,819.0,31249.0,31724.0,31886.0,32116.0,13589.0,,65.0,2010-03,Betul,394
30993.0,100.7,382.0,43341.0,603.0,35251.0,41276.0,41278.0,40657.0,32554.0,,,2010-03,Bhind,395
39315.0,99.9,56.0,38135.0,608.0,39315.0,38704.0,37528.0,36705.0,39045.0,,21.0,2010-03,Bhopal,396
18764.0,99.3,136.0,18272.0,208.0,17925.0,20047.0,19719.0,19365.0,11310.0,,,2010-03,Burhanpur,397
44534.0,98.5,755.0,42406.0,959.0,43677.0,50072.0,46725.0,44955.0,34638.0,,57.0,2010-03,Chhatarpur,398
38378.0,94.2,2372.0,45325.0,206.0,38378.0,37874.0,37701.0,37269.0,38378.0,,1.0,2010-03,Chhindwada,399
27563.0,99.3,616.0,31982.0,257.0,33188.0,31089.0,29955.0,30182.0,21502.0,,7.0,2010-03,Damoh,400
15948.0,98.8,199.0,17416.0,546.0,16546.0,18297.0,18069.0,17893.0,11883.0,,,2010-03,Datia,401
28319.0,99.4,335.0,37551.0,309.0,30444.0,41209.0,40321.0,40011.0,28093.0,,,2010-03,Dewas,402
46869.0,98.5,717.0,61511.0,545.0,43680.0,57875.0,56145.0,59624.0,30661.0,,,2010-03,Dhar,403
16919.0,98.8,238.0,15901.0,347.0,16070.0,17021.0,16613.0,16592.0,5596.0,,,2010-03,Dindori,404
32114.0,98.6,490.0,33090.0,729.0,30830.0,33506.0,33241.0,32716.0,26570.0,,69.0,2010-03,Guna,406
39755.0,103.9,227.0,39778.0,289.0,40627.0,35314.0,33768.0,32732.0,15907.0,,6.0,2010-03,Gwalior,407
13470.0,98.8,169.0,13922.0,187.0,14066.0,13561.0,13500.0,13490.0,7715.0,,,2010-03,Harda,408
24454.0,98.5,378.0,25218.0,190.0,29336.0,25725.0,25252.0,25240.0,23929.0,,,2010-03,Hoshangabad,409
88386.0,99.8,203.0,85343.0,21.0,91330.0,90237.0,87031.0,87639.0,75533.0,,11.0,2010-03,Indore,410
55147.0,99.3,668.0,56645.0,656.0,58888.0,56599.0,59981.0,59687.0,52042.0,,31.0,2010-03,Jabalpur,411
33870.0,98.8,463.0,30967.0,511.0,33942.0,29874.0,28801.0,30256.0,13612.0,,,2010-03,Jhabua,412
26750.0,97.7,660.0,25944.0,708.0,25903.0,27831.0,27432.0,26926.0,21199.0,,,2010-03,Katni,413
34002.0,99.2,291.0,34451.0,649.0,34159.0,34991.0,34902.0,34914.0,13709.0,,,2010-03,Khandwa,
40923.0,98.7,527.0,49790.0,643.0,40356.0,50003.0,49419.0,49927.0,31700.0,,142.0,2010-03,Khargone,414
20029.0,98.5,299.0,20233.0,895.0,20751.0,20003.0,19665.0,20239.0,7166.0,,,2010-03,Mandla,415
30861.0,102.4,519.0,34279.0,523.0,36785.0,35123.0,34271.0,34154.0,32437.0,,,2010-03,Mandsaur,416
46348.0,99.0,473.0,45621.0,413.0,45759.0,46667.0,44889.0,44521.0,39118.0,,9.0,2010-03,Morena,417
23509.0,98.9,261.0,25421.0,398.0,22048.0,32257.0,25242.0,25750.0,13903.0,,,2010-03,Narsinghpur,418
20469.0,99.1,180.0,18123.0,50.0,20265.0,19386.0,19119.0,18628.0,12814.0,,,2010-03,Neemuch,419
21996.0,101.6,406.0,25368.0,325.0,23991.0,26009.0,25495.0,24686.0,16413.0,,32.0,2010-03,Panna,420
31501.0,97.9,678.0,32201.0,166.0,32768.0,32655.0,32525.0,32508.0,29743.0,,,2010-03,Raisen,421
30924.0,98.9,503.0,33827.0,138.0,31005.0,32613.0,31863.0,31788.0,24945.0,,32.0,2010-03,Rajgarh,422
29337.0,95.8,1370.0,37810.0,2595.0,35433.0,32398.0,32975.0,33938.0,30028.0,,,2010-03,Ratlam,423
51419.0,99.1,529.0,56104.0,381.0,48330.0,50536.0,48370.0,46847.0,28457.0,,,2010-03,Rewa,424
60214.0,98.4,981.0,59915.0,117.0,61842.0,62492.0,61437.0,61516.0,38864.0,,,2010-03,Sagar,425
41008.0,99.4,457.0,44229.0,1648.0,45573.0,45321.0,44969.0,45343.0,31592.0,,1.0,2010-03,Satna,426
33036.0,101.0,411.0,35782.0,645.0,35691.0,34752.0,34286.0,36419.0,27793.0,,10.0,2010-03,Sehore,427
23340.0,97.9,690.0,25954.0,852.0,25153.0,25703.0,25774.0,26262.0,20042.0,,,2010-03,Seoni,428
30561.0,98.0,612.0,27717.0,223.0,29398.0,27370.0,26037.0,25757.0,10766.0,,,2010-03,Shahdol,429
25812.0,98.7,348.0,41673.0,273.0,25461.0,43447.0,42001.0,42920.0,24882.0,,,2010-03,Shajapur,430
16035.0,98.5,255.0,16695.0,342.0,15720.0,17530.0,17163.0,16952.0,10766.0,,,2010-03,Sheopur,431
36466.0,99.1,492.0,43135.0,280.0,38939.0,44740.0,42720.0,42163.0,33628.0,,8.0,2010-03,Shivpuri,432
25964.0,99.2,273.0,29256.0,46.0,27918.0,31321.0,29483.0,29656.0,14860.0,,,2010-03,Sidhi,433
33764.0,99.6,135.0,34494.0,71.0,30140.0,32088.0,30567.0,29886.0,15895.0,,349.0,2010-03,Singroli,638
34071.0,99.0,347.0,33819.0,263.0,33475.0,35156.0,34182.0,34270.0,18199.0,,12.0,2010-03,Tikamgarh,434
37437.0,97.6,912.0,47755.0,878.0,40017.0,47584.0,47572.0,47769.0,30969.0,,102.0,2010-03,Ujjain,435
13273.0,97.8,308.0,15427.0,516.0,16343.0,17135.0,16129.0,15956.0,10822.0,,4.0,2010-03,Umaria,436
29731.0,100.0,96.0,28116.0,11.0,34134.0,32516.0,30848.0,29831.0,23123.0,,19.0,2010-03,Vidisha,437
66334.0,98.7,900.0,75291.0,332.0,77982.0,80969.0,78138.0,77858.0,44376.0,,9.0,2010-03,Ahmednagar,466
23547.0,134.3,345.0,26549.0,9367.0,27704.0,27710.0,26963.0,27583.0,18513.0,,50.0,2010-03,Akola,467
42067.0,103.1,736.0,44614.0,286.0,47845.0,48890.0,47666.0,46091.0,38481.0,,34.0,2010-03,Amravati,468
58459.0,97.4,500.0,68186.0,566.0,75634.0,72142.0,70159.0,71487.0,38598.0,,,2010-03,Aurangabad,189
14234.0,104.6,407.0,16520.0,7.0,19007.0,16471.0,16081.0,16378.0,9178.0,,,2010-03,Bhandara,471
37797.0,96.6,517.0,39950.0,21.0,40165.0,41855.0,38025.0,38505.0,29671.0,,,2010-03,Bid,
114857.0,197.7,1688.0,175282.0,,181933.0,188054.0,177955.0,196246.0,166515.0,,53.0,2010-03,Brihan Mumbai,
38648.0,120.7,570.0,40246.0,,42272.0,42988.0,41513.0,40658.0,23408.0,,,2010-03,Buldana,472
36799.0,108.0,1616.0,35556.0,776.0,37719.0,36592.0,36801.0,37105.0,19662.0,,,2010-03,Chandrapur,473
28781.0,125.4,331.0,36100.0,390.0,40245.0,42197.0,39960.0,40220.0,17194.0,,,2010-03,Dhule,474
94162.0,85.8,2953.0,102957.0,1107.0,176288.0,94164.0,139024.0,104680.0,41615.0,,,2010-03,Gadchiroli,475
17661.0,121.3,453.0,20412.0,70.0,19768.0,21065.0,21736.0,21324.0,16924.0,,,2010-03,Gondiya,476
19210.0,155.1,369.0,18718.0,305.0,20347.0,20064.0,19287.0,19204.0,11530.0,,,2010-03,Hingoli,477
68335.0,89.3,926.0,79179.0,980.0,82701.0,84881.0,82147.0,78790.0,53870.0,,1.0,2010-03,Jalgaon,478
40122.0,98.7,506.0,38682.0,94.0,41987.0,40534.0,38888.0,35279.0,24563.0,,,2010-03,Jalna,479
58207.0,98.0,894.0,59647.0,943.0,65679.0,61860.0,60732.0,61451.0,52963.0,,,2010-03,Kolhapur,480
46354.0,99.2,355.0,43177.0,601.0,49878.0,47928.0,45669.0,45267.0,43845.0,,,2010-03,Latur,481
42903.0,115.7,960.0,74152.0,112.0,74240.0,73936.0,75833.0,75176.0,45792.0,,,2010-03,Nagpur,484
65399.0,98.0,1336.0,58265.0,152.0,71875.0,66114.0,63623.0,61283.0,63922.0,,,2010-03,Nanded,485
29678.0,106.0,857.0,30182.0,95.0,31706.0,31751.0,30139.0,29678.0,15867.0,,,2010-03,Nandurbar,486
96538.0,97.6,1350.0,106323.0,1242.0,114263.0,114051.0,118719.0,109552.0,73704.0,,,2010-03,Nashik,487
23725.0,94.5,330.0,26089.0,223.0,28332.0,28960.0,28216.0,27691.0,19565.0,,,2010-03,Osmanabad,488
,,,,,,,,,,,,2010-03,Palghar,665
28729.0,102.7,617.0,32397.0,470.0,34375.0,35402.0,35492.0,33089.0,21491.0,,,2010-03,Parbhani,489
101350.0,92.0,1465.0,145359.0,846.0,145821.0,142372.0,142256.0,147136.0,104055.0,,44.0,2010-03,Pune,490
31735.0,87.3,565.0,40373.0,,40204.0,41067.0,41411.0,40634.0,34041.0,,16.0,2010-03,Raigarh,386
20720.0,98.7,268.0,22553.0,62.0,24523.0,22336.0,22569.0,23202.0,19802.0,,1.0,2010-03,Ratnagiri,492
39562.0,146.1,370.0,42795.0,663.0,46861.0,49705.0,44723.0,43511.0,37057.0,,2.0,2010-03,Sangli,493
46442.0,87.8,562.0,47571.0,771.0,54347.0,49486.0,48254.0,48358.0,33245.0,,,2010-03,Satara,494
9888.0,100.5,146.0,10143.0,120.0,10301.0,10299.0,10295.0,10286.0,9017.0,,,2010-03,Sindhudurg,495
65260.0,100.3,1073.0,70619.0,327.0,75991.0,77760.0,118895.0,118641.0,84645.0,,12.0,2010-03,Solapur,496
92226.0,105.4,1786.0,155558.0,334.0,225145.0,155368.0,155784.0,158375.0,137722.0,,3.0,2010-03,Thane,497
20554.0,98.6,291.0,21651.0,11.0,21822.0,21751.0,21565.0,21458.0,19208.0,,,2010-03,Wardha,498
17106.0,78.6,245.0,20705.0,110.0,21314.0,21955.0,21425.0,21272.0,11529.0,,31.0,2010-03,Washim,499
38645.0,292.1,524.0,37884.0,,36204.0,39051.0,37623.0,32367.0,25095.0,,,2010-03,Yavatmal,500
1426.0,99.7,5.0,3267.0,1.0,4298.0,4268.0,3959.0,3715.0,92.0,,,2010-03,Bishnupur,252
1836.0,100.1,1.0,2387.0,2.0,2620.0,2547.0,2433.0,2620.0,445.0,,,2010-03,Chandel,253
3369.0,101.9,6.0,3957.0,9.0,4749.0,5512.0,4739.0,4339.0,102.0,,,2010-03,Churachandpur,254
2750.0,100.3,,7534.0,2.0,8453.0,8479.0,8382.0,8201.0,1939.0,,,2010-03,Imphal East,255
14999.0,101.9,159.0,8623.0,,11147.0,10361.0,9946.0,9621.0,662.0,,,2010-03,Imphal West,256
3682.0,97.0,22.0,6591.0,8.0,7081.0,7670.0,7442.0,7125.0,1294.0,,1.0,2010-03,Senapati,257
1027.0,99.8,3.0,1868.0,,2629.0,2642.0,2214.0,1930.0,720.0,,,2010-03,Tamenglong,258
1432.0,99.5,9.0,5307.0,3.0,6839.0,7010.0,6400.0,5828.0,586.0,,1.0,2010-03,Thoubal,259
1411.0,97.5,38.0,1785.0,12.0,2644.0,2673.0,2509.0,2334.0,349.0,,,2010-03,Ukhrul,260
3161.0,108.0,45.0,3482.0,58.0,5230.0,5175.0,4394.0,4041.0,1721.0,,,2010-03,East Garo Hills,273
,,,,,,,,,,,,2010-03,East Jaintia Hills,657
23116.0,101.0,634.0,12586.0,751.0,21687.0,17920.0,16352.0,14663.0,13686.0,,,2010-03,East Khasi Hills,274
,,,,,,,,,,,,2010-03,North Garo Hills,656
5590.0,99.6,47.0,5052.0,77.0,6352.0,6839.0,6156.0,5704.0,1453.0,,,2010-03,Ri Bhoi,276
1605.0,99.7,10.0,2090.0,34.0,3523.0,3361.0,3104.0,2701.0,411.0,,,2010-03,South Garo Hills,277
,,,,,,,,,,,,2010-03,South West Garo Hills,663
,,,,,,,,,,,,2010-03,South West Khasi Hills,658
15091.0,98.1,317.0,14690.0,529.0,16618.0,16368.0,16258.0,15471.0,4281.0,,,2010-03,West Garo Hills,278
10529.0,98.2,276.0,8811.0,254.0,12444.0,12617.0,11433.0,10435.0,2851.0,,1.0,2010-03,West Jaintia Hills,275
7041.0,98.4,119.0,7694.0,61.0,10387.0,10686.0,9783.0,8884.0,1609.0,,,2010-03,West Khasi Hills,279
,,,,,,,,,,,,2010-03,Aizawl East,
10164.0,98.5,72.0,9039.0,136.0,9913.0,9435.0,9283.0,9175.0,2011.0,,2.0,2010-03,Aizawl West,
2849.0,102.6,21.0,2825.0,75.0,2918.0,2978.0,3057.0,3054.0,31.0,,268.0,2010-03,Champhai,262
1747.0,105.9,34.0,1662.0,67.0,1935.0,1910.0,1908.0,1863.0,,,128.0,2010-03,Kolasib,263
2012.0,133.2,7.0,1630.0,38.0,1854.0,1935.0,1927.0,1935.0,,,332.0,2010-03,Lawngtlai,264
2802.0,107.4,26.0,2856.0,81.0,2961.0,3116.0,3077.0,3582.0,12.0,,19.0,2010-03,Lunglei,265
1465.0,105.5,10.0,1411.0,122.0,1521.0,1567.0,1579.0,1519.0,,,39.0,2010-03,Mamit,266
1452.0,105.3,21.0,1172.0,130.0,1297.0,1309.0,1311.0,1341.0,,,,2010-03,Saiha,267
1217.0,100.1,5.0,1238.0,54.0,1288.0,1243.0,1288.0,1263.0,3.0,,30.0,2010-03,Serchhip,268
3926.0,99.5,21.0,3349.0,7.0,4473.0,4502.0,4347.0,4035.0,3874.0,,,2010-03,Dimapur,244
955.0,99.9,2.0,2491.0,,1313.0,2463.0,2243.0,1990.0,850.0,,,2010-03,Kiphire,614
2376.0,98.1,47.0,2303.0,11.0,3082.0,3251.0,3233.0,2887.0,2367.0,,,2010-03,Kohima,245
673.0,100.0,,1322.0,,971.0,1061.0,1046.0,990.0,533.0,,,2010-03,Longleng,615
1112.0,98.3,19.0,1452.0,4.0,1722.0,1780.0,1847.0,1670.0,857.0,,,2010-03,Mokokchung,246
780.0,95.4,9.0,3763.0,2.0,3590.0,4253.0,4042.0,3876.0,842.0,,1.0,2010-03,Mon,247
854.0,97.0,26.0,1160.0,13.0,1283.0,1620.0,1472.0,1304.0,655.0,,6.0,2010-03,Peren,613
964.0,98.0,20.0,2361.0,,2503.0,2251.0,2146.0,2347.0,1586.0,,,2010-03,Phek,248
1445.0,96.8,48.0,3086.0,4.0,1745.0,2571.0,2617.0,2401.0,684.0,,,2010-03,Tuensang,249
1194.0,99.6,5.0,1125.0,,1284.0,1787.0,1637.0,1627.0,1224.0,,,2010-03,Wokha,250
1002.0,99.0,10.0,2695.0,,2333.0,2527.0,2188.0,1755.0,1124.0,,,2010-03,Zunheboto,251
25815.0,96.6,923.0,27391.0,574.0,28389.0,26538.0,27103.0,29036.0,21012.0,,69.0,2010-03,Anugul,344
29291.0,96.5,1067.0,32264.0,1401.0,31283.0,30303.0,30541.0,31628.0,14912.0,,938.0,2010-03,Balangir,345
34712.0,97.5,900.0,40855.0,478.0,42869.0,39979.0,40593.0,42456.0,30616.0,,90.0,2010-03,Baleshwar,346
19124.0,97.6,486.0,26631.0,654.0,26804.0,25330.0,25773.0,26716.0,8075.0,,27.0,2010-03,Bargarh,347
8406.0,95.7,392.0,8379.0,221.0,8855.0,8816.0,8926.0,8900.0,3203.0,,,2010-03,Baudh,349
21195.0,98.2,403.0,32175.0,436.0,34426.0,31016.0,31316.0,32409.0,17690.0,,4.0,2010-03,Bhadrak,348
29136.0,96.9,910.0,45013.0,276.0,49048.0,42577.0,43112.0,45866.0,22921.0,,54.0,2010-03,Cuttack,350
4341.0,96.8,157.0,6023.0,177.0,5912.0,5809.0,5980.0,6146.0,1148.0,,1.0,2010-03,Deogarh,351
15457.0,97.6,400.0,22309.0,406.0,22435.0,21091.0,21661.0,22181.0,6500.0,,679.0,2010-03,Dhenkanal,352
9921.0,98.7,138.0,12192.0,276.0,13411.0,12603.0,12359.0,12026.0,5215.0,,5.0,2010-03,Gajapati,353
52335.0,98.4,928.0,64684.0,966.0,59198.0,60608.0,63479.0,64960.0,39342.0,,8.0,2010-03,Ganjam,354
13420.0,98.0,266.0,18084.0,133.0,16829.0,17132.0,17503.0,18208.0,11696.0,,7.0,2010-03,Jagatsinghpur,355
25890.0,97.5,669.0,33103.0,732.0,35372.0,33089.0,33542.0,33823.0,22066.0,,184.0,2010-03,Jajapur,356
7579.0,98.9,92.0,9324.0,121.0,7537.0,9495.0,9428.0,9911.0,5872.0,,3.0,2010-03,Jharsuguda,357
25249.0,96.4,944.0,30309.0,869.0,28370.0,28113.0,29008.0,30561.0,6971.0,,260.0,2010-03,Kalahandi,358
