StateCode,StatVar,Date,unit,value
IN,Annual_Capacity_Fuel_CrudeOil,2015-03-01,MetricTon,144375000000.0
IN,Annual_Capacity_Fuel_CrudeOil,2016-03-01,MetricTon,141235000000.0
IN,Annual_Capacity_Fuel_CrudeOil,2017-03-01,MetricTon,145693000000.0
IN,Annual_Capacity_Fuel_CrudeOil,2018-03-01,MetricTon,160541000000.0
IN,Annual_Capacity_Fuel_CrudeOil,2019-03-01,MetricTon,157741000000.0
IN,Annual_Capacity_Fuel_LiquefiedPetroleumGas,2015-03-01,MetricTon,5335540000.0
IN,Annual_Capacity_Fuel_LiquefiedPetroleumGas,2016-03-01,MetricTon,5334010000.0
IN,Annual_Capacity_Fuel_LiquefiedPetroleumGas,2017-03-01,MetricTon,7270000000.0
IN,Annual_Capacity_Fuel_LiquefiedPetroleumGas,2018-03-01,MetricTon,7773000000.0
IN,Annual_Capacity_Fuel_LiquefiedPetroleumGas,2019-03-01,MetricTon,8540000000.0
IN,Annual_Capacity_Fuel_PetroleumLiquids,2015-03-01,MetricTon,84301000000.0
IN,Annual_Capacity_Fuel_PetroleumLiquids,2016-03-01,MetricTon,92377000000.0
IN,Annual_Capacity_Fuel_PetroleumLiquids,2017-03-01,MetricTon,102144000000.0
IN,Annual_Capacity_Fuel_PetroleumLiquids,2018-03-01,MetricTon,103151000000.0
IN,Annual_Capacity_Fuel_PetroleumLiquids,2019-03-01,MetricTon,106551000000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2006-03-01,MetricTon,7584000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2007-03-01,MetricTon,7928000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2008-03-01,MetricTon,9334000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2009-03-01,MetricTon,6214000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2010-03-01,MetricTon,669800.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2011-03-01,MetricTon,690500.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2012-03-01,MetricTon,760400.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2013-03-01,MetricTon,701500.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2014-03-01,MetricTon,509000.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2015-03-01,MetricTon,637700.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2016-03-01,MetricTon,694800.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2017-03-01,MetricTon,668270.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2018-03-01,MetricTon,685750.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2019-03-01,MetricTon,762650.0
IN,Annual_Consumption_Fuel_Agriculture_FuelOil,2020-03-01,MetricTon,731350.0
