"MeasurementMethods","MinDate","StatVar","NumPlaces","observationPeriods","Units","ScalingFactors"
"[]","2016-01","Count_MortalityEvent_Infant_AsAFractionOf_Count_BirthEvent_LiveBirth","23","[]","[Per1000LiveBirths]","[]"
