place_name,dcid
"Bhutan- Sarpang",dcid:wikidataId/Q728947
"Bhutan- Thimphu",dcid:wikidataId/Q254889
"Bhutan- Trashigang",dcid:wikidataId/Q652773
"Bhutan- Trashiyangtse",dcid:wikidataId/Q600200
"Bhutan- Trongsa",dcid:wikidataId/Q728938
"Bhutan- Tsirang",dcid:wikidataId/Q728922
"Bhutan- Wangduephodrang",dcid:wikidataId/Q728933
"Bhutan- Zhemgang",dcid:wikidataId/Q197564
Bolivia,dcid:country/BOL
"Bolivia- Beni",dcid:wikidataId/Q233169
"Bolivia- Chuquisaca",dcid:wikidataId/Q235110
"Bolivia- Cochabamba",dcid:wikidataId/Q233917
"Bolivia- La Paz",dcid:wikidataId/Q272784
"Bolivia- Oruro",dcid:wikidataId/Q1061368
"Bolivia- Pando",dcid:wikidataId/Q235362
"Bolivia- Potosi",dcid:wikidataId/Q238079
"Bolivia- Santa Cruz",dcid:wikidataId/Q235106
"Bolivia- Tarija",dcid:wikidataId/Q233933
Bosnia and Herzegovina,dcid:country/BIH
"Bosnia and Herzegovina- Brcko",dcid:wikidataId/Q194483
"Bosnia and Herzegovina- Federacija Bosne I Hercegovine",dcid:wikidataId/Q11198
"Bosnia and Herzegovina- Republika Srpska",dcid:wikidataId/Q11196
Brazil,dcid:country/BRA
"Brazil- Acre",dcid:wikidataId/Q40780
"Brazil- Alagoas",dcid:wikidataId/Q40885
"Brazil- Amapa",dcid:wikidataId/Q40130
"Brazil- Amazonas",dcid:wikidataId/Q40040
"Brazil- Bahia",dcid:wikidataId/Q40430
"Brazil- Ceara",dcid:wikidataId/Q40123
"Brazil- Distrito Federal",dcid:wikidataId/Q119158
"Brazil- Espirito Santo",dcid:wikidataId/Q43233
"Brazil- Goias",dcid:wikidataId/Q41587
"Brazil- Maranhao",dcid:wikidataId/Q42362
"Brazil- Mato Grosso",dcid:wikidataId/Q42824
"Brazil- Mato Grosso Do Sul",dcid:wikidataId/Q43319
"Brazil- Minas Gerais",dcid:wikidataId/Q39109
"Brazil- Para",dcid:wikidataId/Q39517
"Brazil- Paraiba",dcid:wikidataId/Q38088
"Brazil- Parana",dcid:wikidataId/Q15499
"Brazil- Pernambuco",dcid:wikidataId/Q40942
"Brazil- Piaui",dcid:wikidataId/Q42722
"Brazil- Rio De Janeiro",dcid:wikidataId/Q41428
"Brazil- Rio Grande Do Norte",dcid:wikidataId/Q43255
"Brazil- Rio Grande Do Sul",dcid:wikidataId/Q40030
"Brazil- Rondonia",dcid:wikidataId/Q43235
"Brazil- Roraima",dcid:wikidataId/Q42508
"Brazil- Santa Catarina",dcid:wikidataId/Q41115
"Brazil- Sao Paulo",dcid:wikidataId/Q175
"Brazil- Sergipe",dcid:wikidataId/Q43783
"Brazil- Tocantins",dcid:wikidataId/Q43695
Bulgaria,dcid:country/BGR
"Bulgaria- Blagoevgrad",dcid:nuts/BG413
"Bulgaria- Burgas",dcid:wikidataId/Q369220
"Bulgaria- Dobrich",dcid:wikidataId/Q907395
"Bulgaria- Gabrovo",dcid:nuts/BG322
"Bulgaria- Haskovo",dcid:wikidataId/Q182809
"Bulgaria- Jambol",dcid:wikidataId/Q220736
"Bulgaria- Kardzhali",dcid:wikidataId/Q1104675
"Bulgaria- Kustendil",dcid:nuts/BG415
"Bulgaria- Lovech",dcid:nuts/BG315
"Bulgaria- Montana",dcid:nuts/BG312
"Bulgaria- Pazardzhik",dcid:wikidataId/Q2012227
"Bulgaria- Pernik",dcid:nuts/BG414
"Bulgaria- Pleven",dcid:nuts/BG314
"Bulgaria- Plovdiv",dcid:nuts/BG421
"Bulgaria- Razgrad",dcid:nuts/BG324
"Bulgaria- Ruse",dcid:nuts/BG323
"Bulgaria- Shumen",dcid:nuts/BG333
"Bulgaria- Silistra",dcid:nuts/BG325
"Bulgaria- Sliven",dcid:nuts/BG342
"Bulgaria- Smoljan",dcid:nuts/BG424
"Bulgaria- Sofia",dcid:nuts/BG412
"Bulgaria- Sofia-city",dcid:wikidataId/Q1585725
"Bulgaria- Stara Zagora",dcid:nuts/BG344
"Bulgaria- Targovishte",dcid:wikidataId/Q2012589
"Bulgaria- Varna",dcid:wikidataId/Q183487
"Bulgaria- Veliko Tarnovo",dcid:wikidataId/Q2012621
"Bulgaria- Vidin",dcid:wikidataId/Q2012772
"Bulgaria- Vratca",dcid:wikidataId/Q2012785
Burkina Faso,dcid:country/BFA
"Burkina Faso- Boucle Du Mouhoun",dcid:wikidataId/Q527093
"Burkina Faso- Cascades",dcid:wikidataId/Q850043
"Burkina Faso- Centre",dcid:wikidataId/Q515655
"Burkina Faso- Centre-est",dcid:wikidataId/Q543006
"Burkina Faso- Centre-nord",dcid:wikidataId/Q850064
"Burkina Faso- Centre-ouest",dcid:wikidataId/Q850075
"Burkina Faso- Centre-sud",dcid:wikidataId/Q853405
"Burkina Faso- Est",dcid:wikidataId/Q850088
"Burkina Faso- Hauts-bassins",dcid:wikidataId/Q845303
"Burkina Faso- Nord",dcid:wikidataId/Q502320
"Burkina Faso- Plateau Central",dcid:wikidataId/Q862606
"Burkina Faso- Sahel",dcid:wikidataId/Q665514
"Burkina Faso- Sud-ouest",dcid:wikidataId/Q429149
Burundi,dcid:country/BDI
"Burundi- Bubanza",dcid:wikidataId/Q460538
"Burundi- Bujumbura Mairie",dcid:wikidataId/Q1816580
"Burundi- Bujumbura Rural",dcid:wikidataId/Q645043
"Burundi- Bururi",dcid:wikidataId/Q431385
"Burundi- Cankuzo",dcid:wikidataId/Q645033
"Burundi- Cibitoke",dcid:wikidataId/Q505596
"Burundi- Gitega",dcid:wikidataId/Q720843
"Burundi- Karuzi",dcid:wikidataId/Q735463
"Burundi- Kayanza",dcid:wikidataId/Q720848
"Burundi- Kirundo",dcid:wikidataId/Q600840
"Burundi- Makamba",dcid:wikidataId/Q823740
"Burundi- Muramvya",dcid:wikidataId/Q671086
"Burundi- Muyinga",dcid:wikidataId/Q822571
"Burundi- Mwaro",dcid:wikidataId/Q847718
"Burundi- Ngozi",dcid:wikidataId/Q720852
"Burundi- Rutana",dcid:wikidataId/Q822566
"Burundi- Ruyigi",dcid:wikidataId/Q822578
Cambodia,dcid:country/KHM
"Cambodia- Banteay Meanchey",dcid:wikidataId/Q3817
"Cambodia- Battambang",dcid:wikidataId/Q810923
"Cambodia- Kampong Cham",dcid:wikidataId/Q142258
"Cambodia- Kampong Chhnang",dcid:wikidataId/Q877468
"Cambodia- Kampong Speu",dcid:wikidataId/Q652867
"Cambodia- Kampong Thom",dcid:wikidataId/Q502148
"Cambodia- Kampot",dcid:wikidataId/Q748470
"Cambodia- Kandal",dcid:wikidataId/Q466031
"Cambodia- Kep",dcid:wikidataId/Q852089
"Cambodia- Koh Kong",dcid:wikidataId/Q466000
"Cambodia- Kratie",dcid:wikidataId/Q785896
"Cambodia- Mondulkiri",dcid:wikidataId/Q652830
"Cambodia- Oddar Meanchey",dcid:wikidataId/Q629538
"Cambodia- Pailin",dcid:wikidataId/Q506646
"Cambodia- Phnom Penh",dcid:wikidataId/Q1850
"Cambodia- Preah Sihanouk",dcid:wikidataId/Q220966
"Cambodia- Preah Vihear",dcid:wikidataId/Q502151
"Cambodia- Prey Veng",dcid:wikidataId/Q856788
"Cambodia- Pursat",dcid:wikidataId/Q834464
"Cambodia- Ratanak Kiri",dcid:wikidataId/Q747846
"Cambodia- Siem Reap",dcid:wikidataId/Q652818
"Cambodia- Stung Treng",dcid:wikidataId/Q837889
"Cambodia- Svay Rieng",dcid:wikidataId/Q751864
"Cambodia- Takeo",dcid:wikidataId/Q613345
Cameroon,dcid:country/CMR
"Cameroon- Adamaoua",dcid:wikidataId/Q351514
"Cameroon- Centre",dcid:wikidataId/Q739951
"Cameroon- Est",dcid:wikidataId/Q845168
"Cameroon- Extreme-Nord",dcid:wikidataId/Q823976
"Cameroon- Littoral",dcid:wikidataId/Q845172
"Cameroon- Nord",dcid:wikidataId/Q502341
"Cameroon- Nord-Ouest",dcid:wikidataId/Q823946
"Cameroon- Ouest",dcid:wikidataId/Q165784
"Cameroon- Sud",dcid:wikidataId/Q857122
"Cameroon- Sud-Ouest",dcid:wikidataId/Q607499
Chile,dcid:country/CHL
"Chile- Antofagasta",dcid:wikidataId/Q2118
"Chile- Araucania",dcid:wikidataId/Q2176
"Chile- Arica y Painacota",dcid:wikidataId/Q2109
"Chile- Atacama",dcid:wikidataId/Q2120
"Chile- Aysen",dcid:wikidataId/Q2181
"Chile- Biobio",dcid:wikidataId/Q2170
"Chile- Coquimbo",dcid:wikidataId/Q2121
"Chile- Libertador Gral. Bernardo O'Higgins",dcid:wikidataId/Q2133
"Chile- Los Lagos",dcid:wikidataId/Q2178
"Chile- Los Rios",dcid:wikidataId/Q2177
"Chile- Magallanes",dcid:wikidataId/Q2189
"Chile- Maule",dcid:wikidataId/Q2166
"Chile- Metropolitana",dcid:wikidataId/Q2131
"Chile- Tarapaca",dcid:wikidataId/Q2114
"Chile- Valparaiso",dcid:wikidataId/Q219458
China,dcid:country/CHN
"China- Anhui Sheng",dcid:wikidataId/Q40956
"China- Beijing Shi",dcid:wikidataId/Q956
"China- Chongqing Shi",dcid:wikidataId/Q11725
"China- Fujian Sheng",dcid:wikidataId/Q41705
"China- Gansu Sheng",dcid:wikidataId/Q42392
"China- Guangdong Sheng",dcid:wikidataId/Q15175
"China- Guangxi Zhuangzu Zizhiqu",dcid:wikidataId/Q15176
"China- Guizhou Sheng",dcid:wikidataId/Q47097
"China- Hainan Sheng",dcid:wikidataId/Q42200
"China- Hebei Sheng",dcid:wikidataId/Q21208
"China- Heilongjiang Sheng",dcid:wikidataId/Q19206
"China- Henan Sheng",dcid:wikidataId/Q43684
"China- Hubei Sheng",dcid:wikidataId/Q46862
"China- Hunan Sheng",dcid:wikidataId/Q45761
"China- Jiangsu Sheng",dcid:wikidataId/Q16963
"China- Jiangxi Sheng",dcid:wikidataId/Q57052
"China- Jilin Sheng",dcid:wikidataId/Q45208
"China- Liaoning Sheng",dcid:wikidataId/Q43934
"China- Nei Mongol Zizhiqu",dcid:wikidataId/Q41079
"China- Ningxia Huizu Zizhiqu",dcid:wikidataId/Q57448
"China- Qinghai Sheng",dcid:wikidataId/Q45833
"China- Shaanxi Sheng",dcid:wikidataId/Q47974
"China- Shandong Sheng",dcid:wikidataId/Q43407
"China- Shanghai Shi",dcid:wikidataId/Q8686
"China- Shanxi Sheng",dcid:wikidataId/Q46913
"China- Sichuan Sheng",dcid:wikidataId/Q19770
"China- Tianjin Shi",dcid:wikidataId/Q11736
"China- Xinjiang Uygur Zizhiqu",dcid:wikidataId/Q34800
"China- Xizang Zizhiqu",dcid:wikidataId/Q17269
"China- Yunnan Sheng",dcid:wikidataId/Q43194
"China- Zhejiang Sheng",dcid:wikidataId/Q16967
Colombia,dcid:country/COL
"Colombia- Amazonas",dcid:wikidataId/Q44724
"Colombia- Antioquia",dcid:wikidataId/Q123304
"Colombia- Arauca",dcid:wikidataId/Q230223
"Colombia- Atlantico",dcid:wikidataId/Q230882
"Colombia- Bogota",dcid:wikidataId/Q2841
"Colombia- Bolivar",dcid:wikidataId/Q230597
"Colombia- Boyaca",dcid:wikidataId/Q121233
"Colombia- Caldas",dcid:wikidataId/Q230607
"Colombia- Caqueta",dcid:wikidataId/Q13985
"Colombia- Casanare",dcid:wikidataId/Q13984
"Colombia- Cauca",dcid:wikidataId/Q230602
"Colombia- Cesar",dcid:wikidataId/Q234916
"Colombia- Choco",dcid:wikidataId/Q230584
"Colombia- Cordoba",dcid:wikidataId/Q234912
"Colombia- Cundinamarca",dcid:wikidataId/Q232564
"Colombia- Guainia",dcid:wikidataId/Q238645
"Colombia- Guajira",dcid:wikidataId/Q272747
"Colombia- Guaviare",dcid:wikidataId/Q272885
"Colombia- Huila",dcid:wikidataId/Q234920
"Colombia- Magdalena",dcid:wikidataId/Q199910
"Colombia- Meta",dcid:wikidataId/Q238629
"Colombia- Narino",dcid:wikidataId/Q230217
"Colombia- Norte De Santander",dcid:wikidataId/Q233058
"Colombia- Putumayo",dcid:wikidataId/Q232953
"Colombia- Quindio",dcid:wikidataId/Q13995
"Colombia- Risaralda",dcid:wikidataId/Q13993
"Colombia- San Andres Y Providencia",dcid:wikidataId/Q26855
"Colombia- Santander",dcid:wikidataId/Q235166
"Colombia- Sucre",dcid:wikidataId/Q235188
"Colombia- Tolima",dcid:wikidataId/Q234501
"Colombia- Valle Del Cauca",dcid:wikidataId/Q13990
"Colombia- Vaupes",dcid:wikidataId/Q234505
"Colombia- Vichada",dcid:wikidataId/Q268729
"Congo- Dem. Rep.",dcid:country/COD
Costa Rica,dcid:country/CRI
"Costa Rica- Alajuela",dcid:wikidataId/Q502188
"Costa Rica- Cartago",dcid:wikidataId/Q502181
"Costa Rica- Guanacaste",dcid:wikidataId/Q690026
"Costa Rica- Heredia",dcid:wikidataId/Q502192
"Costa Rica- Limon",dcid:wikidataId/Q642644
"Costa Rica- Puntarenas",dcid:wikidataId/Q502170
"Costa Rica- San Jose",dcid:wikidataId/Q647808
Cote d'Ivoire,dcid:country/CIV
"Cote d'Ivoire- Abidjan",dcid:wikidataId/Q19830972
"Cote d'Ivoire- Bas Sassandra",dcid:wikidataId/Q20980352
"Cote d'Ivoire- Comoe",dcid:wikidataId/Q16629374
"Cote d'Ivoire- Denguele",dcid:wikidataId/Q20980374
"Cote d'Ivoire- Goh-Djiboua",dcid:wikidataId/Q21003640
"Cote d'Ivoire- Lacs",dcid:wikidataId/Q845706
"Cote d'Ivoire- Lagunes",dcid:wikidataId/Q20980365
"Cote d'Ivoire- Montagnes",dcid:wikidataId/Q20980366
"Cote d'Ivoire- Sassandra-Marahoue",dcid:wikidataId/Q20365127
"Cote d'Ivoire- Savanes",dcid:wikidataId/Q21002161
"Cote d'Ivoire- Vallee Du Bandama",dcid:wikidataId/Q21002356
"Cote d'Ivoire- Woroba",dcid:wikidataId/Q20980371
"Cote d'Ivoire- Yamoussoukro",dcid:wikidataId/Q3768
"Cote d'Ivoire- Zanzan",dcid:wikidataId/Q21003689
Croatia,dcid:country/HRV
"Croatia- Bjelovar-bilogora",dcid:nuts/HR021
"Croatia- Dubrovnik-neretva",dcid:wikidataId/Q58289
"Croatia- Grad Zagreb",dcid:wikidataId/Q27038
"Croatia- Istra",dcid:wikidataId/Q58268
"Croatia- Karlovac",dcid:wikidataId/Q57071
"Croatia- Koprivnica-krizevci",dcid:wikidataId/Q58026
"Croatia- Krapina-zagorje",dcid:wikidataId/Q57056
"Croatia- Lika-senj",dcid:wikidataId/Q58081
"Croatia- Medimurje",dcid:wikidataId/Q58330
"Croatia- Osijek-baranja",dcid:wikidataId/Q58159
"Croatia- Pozega-slavonija",dcid:wikidataId/Q58111
"Croatia- Primorje-gorski Kota",dcid:wikidataId/Q58071
"Croatia- Sibenik",dcid:wikidataId/Q58194
"Croatia- Sisak-moslavina",dcid:wikidataId/Q57060
"Croatia- Slavonski Brod-posav",dcid:wikidataId/Q58129
"Croatia- Split-dalmatija",dcid:nuts/HR035
"Croatia- Varazdin",dcid:wikidataId/Q57967
"Croatia- Virovitica-podravina",dcid:wikidataId/Q58092
"Croatia- Vukovar-srijem",dcid:wikidataId/Q58225
"Croatia- Zadar-knin",dcid:wikidataId/Q58146
"Croatia- Zagreb",dcid:wikidataId/Q1435
Cuba,dcid:country/CUB
"Cuba- Artemisa",dcid:wikidataId/Q115325
"Cuba- Camaguey",dcid:wikidataId/Q215147
"Cuba- Ciego De Avila",dcid:wikidataId/Q220692
"Cuba- Cienfuegos",dcid:wikidataId/Q115444
"Cuba- Ciudad De La Habana",dcid:wikidataId/Q12588
"Cuba- Granma",dcid:wikidataId/Q115046
"Cuba- Guantanamo",dcid:wikidataId/Q115319
"Cuba- Holguin",dcid:wikidataId/Q115302
"Cuba- Isla De La Juventud",dcid:wikidataId/Q115027
"Cuba- Las Tunas",dcid:wikidataId/Q115334
"Cuba- Matanzas",dcid:wikidataId/Q115438
"Cuba- Pinar Del Rio",dcid:wikidataId/Q115497
"Cuba- Sancti Spiritus",dcid:wikidataId/Q115441
"Cuba- Santiago De Cuba",dcid:wikidataId/Q234200
"Cuba- Villa Clara",dcid:wikidataId/Q115434
Czech Republic,dcid:country/CZE
"Czech Republic- Hradec Kralove",dcid:nuts/CZ052
"Czech Republic- Jihocesky",dcid:nuts/CZ031
"Czech Republic- Jihomoravsky",dcid:nuts/CZ064
"Czech Republic- Karlovy Vary",dcid:nuts/CZ041
"Czech Republic- Liberec",dcid:nuts/CZ051
"Czech Republic- Moravian-Silesian",dcid:nuts/CZ080
"Czech Republic- Olomouc",dcid:nuts/CZ071
"Czech Republic- Pardubice",dcid:nuts/CZ053
"Czech Republic- Plzen",dcid:nuts/CZ032
"Czech Republic- Prague",dcid:nuts/CZ01
"Czech Republic- Stredocesky",dcid:nuts/CZ020
"Czech Republic- Usti nad Labem",dcid:nuts/CZ042
"Czech Republic- Vysocina",dcid:nuts/CZ063
"Czech Republic- Zlin",dcid:nuts/CZ072
Dominican Republic,dcid:country/DOM
"dominican Republic- Azua",dcid:wikidataId/Q794239
"Dominican Republic- Azua",dcid:wikidataId/Q794239
"dominican Republic- Baoruco",dcid:wikidataId/Q807079
"Dominican Republic- Baoruco",dcid:wikidataId/Q807079
