"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","804",""
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","591",""
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","544",""
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","510",""
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","468",""
"EG","188","Costa Rica","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","342",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","598",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","451",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","486",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","431",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","443",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","407",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","380",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","391",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","425",""
"EG","222","El Salvador","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","419",""
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","26",""
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","20",""
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","6","1"
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","6","1"
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","6","1"
"EG","231","Ethiopia","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","5","1"
"EG","230","Ethiopia, incl. Eritrea","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","68",""
"EG","230","Ethiopia, incl. Eritrea","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","66",""
"EG","230","Ethiopia, incl. Eritrea","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","65",""
"EG","230","Ethiopia, incl. Eritrea","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","66","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","20.1",""
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","23.2",""
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","0",""
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","6.8",""
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","15","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","15","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","15","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","15","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","15","1"
"EG","312","Guadeloupe","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","20.1",""
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","23.2",""
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","0",""
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","6.8",""
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","15","1"
"EG","313","Guadeloupe","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","15","1"
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","1136",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","655",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","375",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","346",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","290",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","260",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","256",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","230",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","283",""
"EG","352","Iceland","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","300",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","2728",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","2593",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","2439",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","2210",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","2210",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","1601",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","1087",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","1025",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1991","Kilowatt-hours, million","1102",""
"EG","360","Indonesia","01","EG01","Electricity - total geothermal production","1990","Kilowatt-hours, million","1125",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1999","Kilowatt-hours, million","4403",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1998","Kilowatt-hours, million","4214",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1997","Kilowatt-hours, million","3905",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1996","Kilowatt-hours, million","3762",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1995","Kilowatt-hours, million","3436",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1994","Kilowatt-hours, million","3417",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1993","Kilowatt-hours, million","3667",""
"EG","382","Italy","01","EG01","Electricity - total geothermal production","1992","Kilowatt-hours, million","3459",""
