observationAbout,observationDate,value,variableMeasured,unit
dcid:country/MNG,2026-07,4475,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-06,4317,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-05,4350,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-04,4511,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-03,4089,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-02,4467,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2026-01,4262,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-12,4436,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-11,4403,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-10,4565,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-09,4552,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-08,4516,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-07,4664,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-06,4445,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-05,4542,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-04,4532,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-03,4543,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-02,4264,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2025-01,4675,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-12,4695,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-11,4773,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-10,4860,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-09,4771,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-08,4860,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-07,4951,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-06,4688,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-05,5028,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-04,4886,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-03,4902,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-02,4688,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2024-01,4654,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-12,4922,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-11,5328,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-10,5023,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-09,5143,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-08,5358,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-07,5528,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-06,5350,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-05,5610,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-04,5592,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-03,5929,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-02,4975,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2023-01,5548,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-12,5916,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-11,5552,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-10,6034,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-09,6035,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-08,6045,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-07,5784,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-06,5429,dcid:Count_BirthEvent_LiveBirth,
dcid:country/MNG,2022-05,5562,dcid:Count_BirthEvent_LiveBirth,
