observationAbout,observationDate,value,variableMeasured,unit
dcid:country/MNG,2026-05,4315,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2026-04,4453,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2026-03,4044,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2026-02,4431,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2026-01,4223,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-12,4400,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-11,4363,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-10,4528,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-09,4530,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-08,4469,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-07,4627,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-06,4424,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-05,4516,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-04,4498,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-03,4501,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-02,4227,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2025-01,4633,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-12,4657,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-11,4730,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-10,4816,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-09,4745,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-08,4830,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-07,4906,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-06,4636,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-05,4995,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-04,4857,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-03,4871,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-02,4646,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2024-01,4630,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-12,4892,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-11,5304,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-10,4987,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-09,5116,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-08,5320,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-07,5491,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-06,5317,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-05,5575,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-04,5564,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-03,5890,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-02,4937,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2023-01,5522,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-12,5850,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-11,5510,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-10,5994,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-09,5992,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-08,5977,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-07,5731,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-06,5395,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-05,5516,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-04,5411,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-03,5450,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-02,3939,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2022-01,4333,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-12,5216,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-11,5519,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-10,5916,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-09,6042,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-08,5741,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-07,6398,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-06,6324,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-05,6233,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-04,6158,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-03,6316,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-02,5569,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2021-01,5734,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-12,6310,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-11,6032,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-10,6296,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-09,6188,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-08,6527,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-07,6750,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-06,6229,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-05,6427,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-04,6405,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-03,6640,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-02,5682,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2020-01,6208,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2019-12,6555,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2019-11,6277,dcid:Count_Mother_LiveBirth,
dcid:country/MNG,2019-10,6688,dcid:Count_Mother_LiveBirth,
