"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1999","Kilowatt-hours, million","505","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1998","Kilowatt-hours, million","495","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1997","Kilowatt-hours, million","485","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1996","Kilowatt-hours, million","475","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1995","Kilowatt-hours, million","466","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1994","Kilowatt-hours, million","472","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1993","Kilowatt-hours, million","475","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1992","Kilowatt-hours, million","478","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1991","Kilowatt-hours, million","690","1"
"EH","4","Afghanistan","01","EH01","Electricity - total hydro production","1990","Kilowatt-hours, million","764","1"
"EH","8","Albania","01","EH01","Electricity - total hydro production","1999","Kilowatt-hours, million","5284",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1998","Kilowatt-hours, million","4921",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1997","Kilowatt-hours, million","5028",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1996","Kilowatt-hours, million","5726",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1995","Kilowatt-hours, million","4204",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1994","Kilowatt-hours, million","3771",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1993","Kilowatt-hours, million","3314",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1992","Kilowatt-hours, million","3219",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1991","Kilowatt-hours, million","3567",""
"EH","8","Albania","01","EH01","Electricity - total hydro production","1990","Kilowatt-hours, million","2801",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1999","Kilowatt-hours, million","100","1"
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1998","Kilowatt-hours, million","100","1"
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1997","Kilowatt-hours, million","75",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1996","Kilowatt-hours, million","130","1"
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1995","Kilowatt-hours, million","193",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1994","Kilowatt-hours, million","166",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1993","Kilowatt-hours, million","353",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1992","Kilowatt-hours, million","199",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1991","Kilowatt-hours, million","293",""
"EH","12","Algeria","01","EH01","Electricity - total hydro production","1990","Kilowatt-hours, million","135",""
"EH","20","Andorra","01","EH01","Electricity - total hydro production","1999","Kilowatt-hours, million","80","1"
