speciesID	reactionID
M_m01351c	R_HMR_5203
M_m01350c	R_HMR_5205
M_m01353c	R_HMR_5207
M_m01354c	R_HMR_5209
M_m01355c	R_HMR_5210
M_m01359c	R_HMR_5211
M_m03147r	R_HMR_5245
M_m02039c	R_HMR_5342
M_m02751c	R_HMR_5342
M_m02759c	R_HMR_5347
M_m01425c	R_HMR_5354
M_m03107c	R_HMR_6385
M_m03114r	R_HMR_6385
M_m01968c	R_HMR_6386
M_m02751r	R_HMR_6386
M_m02519c	R_HMR_6387
M_m02751c	R_HMR_6387
M_m02751r	R_HMR_6388
M_m02759c	R_HMR_6388
M_m01330c	R_HMR_6425
M_m00345r	R_HMR_6430
M_m01938c	R_HMR_6440
M_m00347r	R_HMR_6445
M_m01935c	R_HMR_6463
M_m00346c	R_HMR_6468
M_m01327c	R_HMR_6475
M_m00344r	R_HMR_6480
M_m02834c	R_HMR_6629
M_m03052c	R_HMR_6797
M_m02174c	R_HMR_6990
M_m01733r	R_HMR_7257
M_m01730c	R_HMR_7262
M_m01734c	R_HMR_7272
M_m01866c	R_HMR_7273
M_m01786c	R_HMR_7649
M_m02877c	R_HMR_7766
M_m02871c	R_HMR_7768
M_m02552r	R_HMR_7772
M_m02553c	R_HMR_7776
M_m02554r	R_HMR_7778
M_m02555c	R_HMR_7780
M_m01334c	R_HMR_7784
M_m01803c	R_HMR_7789
M_m01802r	R_HMR_7791
M_m00295c	R_HMR_7929
M_m00294c	R_HMR_7933
M_m01789c	R_HMR_7944
M_m02762c	R_HMR_7947
M_m01512c	R_HMR_7949
M_m01660c	R_HMR_7953
M_m02969c	R_HMR_7956
M_m01158c	R_HMR_7960
M_m01795c	R_HMR_7963
M_m01339c	R_HMR_7966
M_m01787c	R_HMR_7969
M_m01799c	R_HMR_7981
M_m01788c	R_HMR_7983
M_m00402c	R_HMR_7985
M_m01069c	R_HMR_7988
M_m01070c	R_HMR_7989
M_m02517r	R_HMR_8030
M_m01765c	R_HMR_8058
M_m02150c	R_HMR_8060
M_m02930c	R_HMR_8234
M_m02929c	R_HMR_8236
M_m02928c	R_HMR_8239
M_m02379c	R_HMR_8347
M_m01685c	R_HMR_8350
M_m02378r	R_HMR_8351
M_m01249c	R_HMR_8358
M_m03110c	R_HMR_8369
M_m03114r	R_HMR_8369
M_m01964c	R_HMR_8382
M_m01513c	R_HMR_8526
M_m02418c	R_HMR_8553
M_m01338c	R_HMR_8594
M_m01420c	R_HMR_8651
M_m02751c	R_HMR_8651
M_m02759c	R_HMR_8651
M_m01614c	R_HMR_8681
M_m02836r	R_HMR_8715
M_m00350c	R_HMR_8716
M_m00353r	R_HMR_8719
M_m02833c	R_HMR_8722
M_m02927c	R_HMR_8737
M_m02967c	R_HMR_8851
M_m02994c	R_HMR_8855
M_m03114c	R_HMR_8859
M_m01973c	R_HMR_8886
M_m01974c	R_HMR_8888
M_m00986c	R_HMR_8906
M_m02362c	R_HMR_8914
M_m02364c	R_HMR_8915
M_m02453r	R_HMR_8919
M_m02470c	R_HMR_8921
M_m01800c	R_HMR_9177
M_m03157c	R_HMR_9200
M_m00236r	R_HMR_9625
M_m02946r	R_HMR_9626
M_m02328r	R_HMR_9627
M_m02027r	R_HMR_9628
M_m02022r	R_HMR_9629
M_m02434r	R_HMR_9630
M_m02462r	R_HMR_9631
M_m01665r	R_HMR_9632
M_m01687r	R_HMR_9633
M_m01798r	R_HMR_9634
M_m01667r	R_HMR_9716
M_m02728r	R_HMR_9724
M_m02001r	R_HMR_9732
M_m01374s	R_HMR_7108
M_m02556s	R_HMR_7110
M_m01296s	R_HMR_7112
M_m03044s	R_HMR_7114
M_m01403s	R_HMR_7116
M_m01174s	R_HMR_7118
M_m00932s	R_HMR_7120
M_m00545s	R_HMR_7122
M_m00228s	R_HMR_7124
M_m00242s	R_HMR_7126
M_m02957s	R_HMR_9023
M_m01570s	R_HMR_9024
M_m02909s	R_HMR_9032
M_m02772s	R_HMR_9808
M_m01410s	R_HMR_9809
M_m03134s	R_HMR_9810
M_m02120s	R_HMR_9811
M_m02108s	R_HMR_9812
M_m02642s	R_HMR_9813
M_m02614s	R_HMR_9814
M_m01648s	R_HMR_9815
M_m03117s	R_HMR_9816
M_m02560s	R_HMR_9033
M_m01965s	R_HMR_9034
M_m02387s	R_HMR_9035
M_m02389s	R_HMR_9036
M_m02746s	R_HMR_9037
M_m02125s	R_HMR_9038
M_m02184s	R_HMR_9039
M_m02360s	R_HMR_9040
M_m02426s	R_HMR_9041
M_m02471s	R_HMR_9042
M_m02724s	R_HMR_9043
M_m02993s	R_HMR_9044
M_m03089s	R_HMR_9045
M_m03135s	R_HMR_9046
M_m02040s	R_HMR_9047
M_m02630s	R_HMR_9048
M_m03147s	R_HMR_9049
M_m02048s	R_HMR_9050
M_m02353s	R_HMR_9051
M_m01569s	R_HMR_9052
M_m03146s	R_HMR_9053
M_m02047s	R_HMR_9054
M_m02352s	R_HMR_9055
M_m02561s	R_HMR_9056
M_m01596s	R_HMR_9058
M_m01307s	R_HMR_9061
M_m01369s	R_HMR_9062
M_m01975s	R_HMR_9063
M_m03101s	R_HMR_9064
M_m01628s	R_HMR_9065
M_m01365s	R_HMR_9066
M_m01986s	R_HMR_9067
M_m02770s	R_HMR_9068
M_m02896s	R_HMR_9069
M_m01370s	R_HMR_9070
M_m01974s	R_HMR_9071
M_m02751s	R_HMR_9072
M_m02578s	R_HMR_9073
M_m02946s	R_HMR_9074
M_m03120s	R_HMR_9075
M_m01821s	R_HMR_9076
M_m02519s	R_HMR_9077
M_m02046s	R_HMR_9078
M_m02039s	R_HMR_9079
M_m03157s	R_HMR_9080
M_m02200s	R_HMR_9081
M_m01413s	R_HMR_9082
M_m01513s	R_HMR_9083
M_m01797s	R_HMR_9084
M_m01983s	R_HMR_9085
M_m01252s	R_HMR_9086
M_m02658s	R_HMR_9087
M_m02949s	R_HMR_9088
M_m02740s	R_HMR_9089
M_m02477s	R_HMR_9090
M_m00970s	R_HMR_9091
M_m01736s	R_HMR_9092
M_m02617s	R_HMR_9093
M_m01107s	R_HMR_9094
M_m01290s	R_HMR_9095
M_m01822s	R_HMR_9096
M_m01641s	R_HMR_9097
M_m01638s	R_HMR_9098
M_m01796s	R_HMR_9099
M_m01100s	R_HMR_9100
M_m02754s	R_HMR_9101
M_m02332s	R_HMR_9102
M_m02042s	R_HMR_9103
M_m00536s	R_HMR_9104
M_m02983s	R_HMR_9105
M_m02985s	R_HMR_9106
M_m02049s	R_HMR_9107
M_m01704s	R_HMR_9108
M_m01401s	R_HMR_9109
M_m01400s	R_HMR_9110
M_m02054s	R_HMR_9111
M_m02278s	R_HMR_9113
M_m02237s	R_HMR_9114
M_m02288s	R_HMR_9115
M_m02303s	R_HMR_9116
M_m01517s	R_HMR_9117
M_m01525s	R_HMR_9118
M_m01533s	R_HMR_9119
M_m01543s	R_HMR_9120
M_m01554s	R_HMR_9121
M_m02141s	R_HMR_9122
M_m02139s	R_HMR_9123
M_m01652s	R_HMR_9124
M_m02672s	R_HMR_9125
M_m02510s	R_HMR_9126
M_m02907s	R_HMR_9127
M_m01712s	R_HMR_9128
M_m01786s	R_HMR_9129
M_m02414s	R_HMR_9130
M_m02880s	R_HMR_9131
M_m01253s	R_HMR_9132
M_m02819s	R_HMR_9133
M_m00157s	R_HMR_9134
M_m02403s	R_HMR_9135
M_m01716s	R_HMR_9136
M_m02453s	R_HMR_9137
M_m03155s	R_HMR_9138
M_m01840s	R_HMR_9139
M_m01910s	R_HMR_9140
M_m01288s	R_HMR_9141
M_m02586s	R_HMR_9142
M_m02842s	R_HMR_9143
M_m02817s	R_HMR_9144
M_m02680s	R_HMR_9145
M_m01830s	R_HMR_9146
M_m02834s	R_HMR_9147
M_m02174s	R_HMR_9148
M_m02588s	R_HMR_9149
M_m01442s	R_HMR_9150
M_m01327s	R_HMR_9151
M_m01330s	R_HMR_9152
M_m01935s	R_HMR_9153
M_m01938s	R_HMR_9154
M_m02193s	R_HMR_9155
M_m01714s	R_HMR_9156
M_m02050s	R_HMR_9157
M_m01368s	R_HMR_9158
M_m02982s	R_HMR_9159
M_m02145s	R_HMR_9160
M_m02136s	R_HMR_9161
M_m02357s	R_HMR_9162
M_m02370s	R_HMR_9163
M_m02440s	R_HMR_9164
M_m02661s	R_HMR_9165
M_m01438s	R_HMR_9166
M_m02394s	R_HMR_9167
M_m01962s	R_HMR_9168
M_m02885s	R_HMR_9169
M_m00626s	R_HMR_9171
M_m00549s	R_HMR_9172
M_m01588s	R_HMR_9201
M_m01356s	R_HMR_9202
M_m01758s	R_HMR_9203
M_m02001s	R_HMR_9204
M_m00266s	R_HMR_9205
M_m00267s	R_HMR_9206
M_m00268s	R_HMR_9207
M_m00269s	R_HMR_9208
M_m10005s	R_HMR_9209
M_m00353s	R_HMR_9210
M_m00613s	R_HMR_9211
M_m00035s	R_HMR_9212
M_m01019s	R_HMR_9213
M_m00620s	R_HMR_9214
M_m01415s	R_HMR_9215
M_m00648s	R_HMR_9216
M_m00665s	R_HMR_9217
M_m00730s	R_HMR_9218
M_m02354s	R_HMR_9219
M_m01433s	R_HMR_9220
M_m02325s	R_HMR_9221
M_m01633s	R_HMR_9222
M_m00998s	R_HMR_9223
M_m01003s	R_HMR_9224
M_m02182s	R_HMR_9225
M_m01007s	R_HMR_9226
M_m01021s	R_HMR_9227
M_m01033s	R_HMR_9228
M_m01069s	R_HMR_9229
M_m01070s	R_HMR_9230
M_m01071s	R_HMR_9231
M_m02691s	R_HMR_9232
M_m01109s	R_HMR_9233
M_m01115s	R_HMR_9234
M_m02692s	R_HMR_9235
M_m02118s	R_HMR_9236
M_m01158s	R_HMR_9237
M_m02119s	R_HMR_9238
M_m02104s	R_HMR_9239
M_m02105s	R_HMR_9240
M_m02338s	R_HMR_9241
M_m01249s	R_HMR_9242
M_m01256s	R_HMR_9243
M_m03096s	R_HMR_9244
M_m03098s	R_HMR_9245
M_m02527s	R_HMR_9246
M_m01260s	R_HMR_9247
M_m02902s	R_HMR_9248
M_m02903s	R_HMR_9249
M_m00744s	R_HMR_9250
M_m01711s	R_HMR_9251
M_m03138s	R_HMR_9252
M_m01279s	R_HMR_9253
M_m01280s	R_HMR_9254
M_m01285s	R_HMR_9255
M_m01289s	R_HMR_9256
M_m01799s	R_HMR_9257
M_m00516s	R_HMR_9258
M_m01306s	R_HMR_9259
M_m01383s	R_HMR_9260
M_m01309s	R_HMR_9261
M_m01334s	R_HMR_9262
M_m01338s	R_HMR_9263
M_m01339s	R_HMR_9264
M_m01344s	R_HMR_9265
M_m01326s	R_HMR_9266
M_m00002s	R_HMR_9267
M_m00580s	R_HMR_9268
M_m01361s	R_HMR_9269
M_m02337s	R_HMR_9270
M_m01397s	R_HMR_9271
M_m01398s	R_HMR_9272
M_m01396s	R_HMR_9273
M_m01419s	R_HMR_9275
M_m01385s	R_HMR_9276
M_m00001s	R_HMR_9277
M_m01418s	R_HMR_9278
M_m01626s	R_HMR_9279
M_m01445s	R_HMR_9280
M_m01988s	R_HMR_9281
M_m02963s	R_HMR_9282
M_m01987s	R_HMR_9283
M_m02962s	R_HMR_9284
M_m01450s	R_HMR_9285
M_m01587s	R_HMR_9286
M_m01590s	R_HMR_9287
M_m01595s	R_HMR_9288
M_m01617s	R_HMR_9289
M_m01619s	R_HMR_9290
M_m01632s	R_HMR_9291
M_m02348s	R_HMR_9292
M_m01615s	R_HMR_9293
M_m01614s	R_HMR_9294
M_m01630s	R_HMR_9295
M_m01668s	R_HMR_9296
M_m01666s	R_HMR_9297
M_m01098s	R_HMR_9298
M_m01647s	R_HMR_9299
M_m01669s	R_HMR_9300
M_m01655s	R_HMR_9301
M_m01659s	R_HMR_9302
M_m01700s	R_HMR_9303
M_m01695s	R_HMR_9304
M_m01671s	R_HMR_9305
M_m01768s	R_HMR_9306
M_m00577s	R_HMR_9307
M_m01737s	R_HMR_9308
M_m01672s	R_HMR_9309
M_m01673s	R_HMR_9310
M_m01298s	R_HMR_9311
M_m01765s	R_HMR_9312
M_m02150s	R_HMR_9313
M_m01787s	R_HMR_9314
M_m00402s	R_HMR_9315
M_m01795s	R_HMR_9316
M_m01789s	R_HMR_9317
M_m01833s	R_HMR_9318
M_m02164s	R_HMR_9319
M_m01999s	R_HMR_9320
M_m01850s	R_HMR_9321
M_m02199s	R_HMR_9322
M_m02198s	R_HMR_9323
M_m01851s	R_HMR_9324
M_m01852s	R_HMR_9325
M_m01853s	R_HMR_9326
M_m02331s	R_HMR_9327
M_m01859s	R_HMR_9328
M_m01861s	R_HMR_9329
M_m01159s	R_HMR_9330
M_m01919s	R_HMR_9331
M_m01914s	R_HMR_9332
M_m01915s	R_HMR_9333
M_m01916s	R_HMR_9334
M_m01917s	R_HMR_9335
M_m01959s	R_HMR_9336
M_m01944s	R_HMR_9337
M_m00097s	R_HMR_9338
M_m01945s	R_HMR_9339
M_m01948s	R_HMR_9340
M_m01393s	R_HMR_9341
M_m01982s	R_HMR_9342
M_m02016s	R_HMR_9343
M_m02018s	R_HMR_9344
M_m02019s	R_HMR_9345
M_m02023s	R_HMR_9346
M_m02024s	R_HMR_9347
M_m02038s	R_HMR_9348
M_m02028s	R_HMR_9349
M_m02027s	R_HMR_9350
M_m02026s	R_HMR_9351
M_m02034s	R_HMR_9352
M_m02037s	R_HMR_9353
M_m02041s	R_HMR_9354
M_m00986s	R_HMR_9355
M_m03113s	R_HMR_9356
M_m01163s	R_HMR_9357
M_m02159s	R_HMR_9358
M_m02161s	R_HMR_9359
M_m02167s	R_HMR_9360
M_m02171s	R_HMR_9361
M_m02170s	R_HMR_9362
M_m01629s	R_HMR_9363
M_m02362s	R_HMR_9364
M_m02364s	R_HMR_9365
M_m02366s	R_HMR_9366
M_m02418s	R_HMR_9367
M_m02369s	R_HMR_9368
M_m02386s	R_HMR_9369
M_m02450s	R_HMR_9370
M_m02452s	R_HMR_9371
M_m02470s	R_HMR_9372
M_m02407s	R_HMR_9373
M_m00816s	R_HMR_9374
M_m02475s	R_HMR_9375
M_m02552s	R_HMR_9376
M_m02554s	R_HMR_9377
M_m02583s	R_HMR_9378
M_m02587s	R_HMR_9379
M_m02153s	R_HMR_9380
M_m02609s	R_HMR_9381
M_m02620s	R_HMR_9382
M_m02631s	R_HMR_9383
M_m01244s	R_HMR_9384
M_m01245s	R_HMR_9385
M_m02147s	R_HMR_9386
M_m02653s	R_HMR_9387
M_m00032s	R_HMR_9388
M_m00204s	R_HMR_9389
M_m02712s	R_HMR_9390
M_m02722s	R_HMR_9391
M_m02744s	R_HMR_9392
M_m02769s	R_HMR_9393
M_m01742s	R_HMR_9394
M_m02783s	R_HMR_9395
M_m02785s	R_HMR_9396
M_m02786s	R_HMR_9397
M_m02789s	R_HMR_9398
M_m02815s	R_HMR_9399
M_m02813s	R_HMR_9400
M_m02841s	R_HMR_9401
M_m02833s	R_HMR_9404
M_m02836s	R_HMR_9405
M_m02843s	R_HMR_9406
M_m01744s	R_HMR_9407
M_m00179s	R_HMR_9408
M_m02931s	R_HMR_9409
M_m02928s	R_HMR_9410
M_m02930s	R_HMR_9411
M_m02897s	R_HMR_9412
M_m02936s	R_HMR_9413
M_m02937s	R_HMR_9414
M_m02943s	R_HMR_9415
M_m02945s	R_HMR_9416
M_m01745s	R_HMR_9417
M_m02961s	R_HMR_9418
M_m02673s	R_HMR_9419
M_m02986s	R_HMR_9420
M_m02980s	R_HMR_9421
M_m02997s	R_HMR_9422
M_m02996s	R_HMR_9423
M_m02998s	R_HMR_9424
M_m03001s	R_HMR_9425
M_m03039s	R_HMR_9426
M_m03052s	R_HMR_9427
M_m00734s	R_HMR_9428
M_m02969s	R_HMR_9429
M_m02967s	R_HMR_9430
M_m02968s	R_HMR_9431
M_m02991s	R_HMR_9432
M_m02994s	R_HMR_9433
M_m03100s	R_HMR_9434
M_m03106s	R_HMR_9435
M_m03114s	R_HMR_9436
M_m03118s	R_HMR_9437
M_m03121s	R_HMR_9438
M_m03123s	R_HMR_9439
M_m03130s	R_HMR_9440
M_m03141s	R_HMR_9441
M_m03142s	R_HMR_9442
M_m00325s	R_HMR_9443
M_m00371s	R_HMR_9444
M_m00403s	R_HMR_9445
M_m00432s	R_HMR_9446
M_m01913s	R_HMR_9447
M_m02445s	R_HMR_9448
M_m02723s	R_HMR_9449
M_m03154s	R_HMR_9450
M_m02191s	R_HMR_9451
M_m01788s	R_HMR_9452
M_m01800s	R_HMR_9453
M_m01740s	R_HMR_9454
M_m01640s	R_HMR_9455
M_m01286s	R_HMR_9456
M_m01287s	R_HMR_9457
M_m01743s	R_HMR_9458
M_m01621s	R_HMR_9460
M_m01966s	R_HMR_9461
M_m02155s	R_HMR_9462
M_m01989s	R_HMR_9463
M_m02384s	R_HMR_9681
M_m01020s	R_HMR_9682
M_m01111s	R_HMR_9683
M_m01303s	R_HMR_9684
M_m01682s	R_HMR_9685
M_m01870s	R_HMR_9686
M_m01872s	R_HMR_9687
M_m01887s	R_HMR_9688
M_m02524s	R_HMR_9689
M_m02659s	R_HMR_9690
M_m02814s	R_HMR_9691
M_m02924s	R_HMR_9692
M_m03151s	R_HMR_9693
M_m02137s	R_HMR_9694
M_m01874s	R_HMR_9695
M_m01881s	R_HMR_9696
M_m01883s	R_HMR_9697
M_m01884s	R_HMR_9698
M_m03131s	R_HMR_9699
M_m02516s	R_HMR_9700
M_m01603s	R_HMR_9701
M_m01604s	R_HMR_9702
M_m02022s	R_HMR_9703
M_m01687s	R_HMR_9704
M_m01665s	R_HMR_9705
M_m01955s	R_HMR_9706
M_m00771s	R_HMR_9707
M_m02458s	R_HMR_9708
M_m01610s	R_HMR_9709
M_m01612s	R_HMR_9710
M_m01613s	R_HMR_9711
M_m02462s	R_HMR_9712
M_m01006s	R_HMR_9713
M_m02434s	R_HMR_9714
M_m02926s	R_HMR_9715
M_m01730s	R_HMR_9721
M_m03161s	R_HMR_9729
M_m01308s	R_HMR_9730
M_m02554c	R_HMR_9725
M_m02555n	R_HMR_9725
M_m00240c	R_HMR_0031
M_m00511c	R_HMR_0031
M_m00560c	R_HMR_0031
M_m00656c	R_HMR_0031
M_m01450c	R_HMR_0031
M_m01451c	R_HMR_0031
M_m02629c	R_HMR_0031
M_m02684c	R_HMR_0031
M_m02685c	R_HMR_0031
M_m02750c	R_HMR_0031
M_m02808c	R_HMR_0031
M_m02908c	R_HMR_0031
M_m02958c	R_HMR_0031
M_m10005c	R_HMR_0031
M_m02392c	R_HMR_0032
M_m00209c	R_cofactors_vitamins
M_m01401c	R_cofactors_vitamins
M_m01597c	R_cofactors_vitamins
M_m01600m	R_cofactors_vitamins
M_m01631m	R_cofactors_vitamins
M_m01803c	R_cofactors_vitamins
M_m02348c	R_cofactors_vitamins
M_m02553c	R_cofactors_vitamins
M_m02555c	R_cofactors_vitamins
M_m02842c	R_cofactors_vitamins
M_m02978c	R_cofactors_vitamins
M_m02980c	R_cofactors_vitamins
M_m03102m	R_cofactors_vitamins
M_m03139c	R_cofactors_vitamins
M_m03140c	R_cofactors_vitamins
M_m03143c	R_cofactors_vitamins
M_m00291c	R_vitaminA
M_m00427c	R_vitaminA
M_m00427r	R_vitaminA
M_m01008c	R_vitaminA
M_m01008r	R_vitaminA
M_m01022c	R_vitaminA
M_m01022r	R_vitaminA
M_m01024c	R_vitaminA
M_m01024r	R_vitaminA
M_m01026r	R_vitaminA
M_m01028c	R_vitaminA
M_m01028r	R_vitaminA
M_m01030c	R_vitaminA
M_m01030r	R_vitaminA
M_m01031c	R_vitaminA
M_m01031r	R_vitaminA
M_m01032c	R_vitaminA
M_m01060c	R_vitaminA
M_m01232c	R_vitaminA
M_m02624c	R_vitaminA
M_m00611c	R_vitaminD
M_m00611m	R_vitaminD
M_m00622c	R_vitaminD
M_m00622m	R_vitaminD
M_m00766c	R_vitaminE
M_m01924c	R_vitaminE
M_m00030c	R_xenobiotics
M_m00031c	R_xenobiotics
M_m00033c	R_xenobiotics
M_m00244c	R_xenobiotics
M_m00246c	R_xenobiotics
M_m00251c	R_xenobiotics
M_m00539c	R_xenobiotics
M_m00540c	R_xenobiotics
M_m00541c	R_xenobiotics
M_m00542c	R_xenobiotics
M_m00543c	R_xenobiotics
M_m00544c	R_xenobiotics
M_m00567c	R_xenobiotics
M_m00571c	R_xenobiotics
M_m00637c	R_xenobiotics
M_m00724c	R_xenobiotics
M_m00917c	R_xenobiotics
M_m00927c	R_xenobiotics
M_m00928c	R_xenobiotics
M_m00930c	R_xenobiotics
M_m00944c	R_xenobiotics
M_m00972c	R_xenobiotics
M_m01156c	R_xenobiotics
M_m01175c	R_xenobiotics
M_m01195c	R_xenobiotics
M_m01242c	R_xenobiotics
M_m01297c	R_xenobiotics
M_m01299c	R_xenobiotics
M_m01301c	R_xenobiotics
M_m01302c	R_xenobiotics
M_m01376c	R_xenobiotics
M_m01691c	R_xenobiotics
M_m01929c	R_xenobiotics
M_m02143c	R_xenobiotics
M_m02144c	R_xenobiotics
M_m02589c	R_xenobiotics
M_m02607c	R_xenobiotics
M_m02608c	R_xenobiotics
M_m02850c	R_xenobiotics
M_m02853c	R_xenobiotics
M_m02855c	R_xenobiotics
M_m03038c	R_xenobiotics
M_m03042c	R_xenobiotics
M_m00005c	R_arachidonates
M_m00013c	R_arachidonates
M_m00014p	R_arachidonates
M_m00029c	R_arachidonates
M_m00254c	R_arachidonates
M_m00254m	R_arachidonates
M_m00254p	R_arachidonates
M_m00270c	R_arachidonates
M_m00270r	R_arachidonates
M_m00274c	R_arachidonates
M_m00274r	R_arachidonates
M_m00276c	R_arachidonates
M_m00277c	R_arachidonates
M_m00278c	R_arachidonates
M_m00280c	R_arachidonates
M_m00282c	R_arachidonates
M_m00284c	R_arachidonates
M_m00284m	R_arachidonates
M_m00284r	R_arachidonates
M_m00293c	R_arachidonates
M_m00297c	R_arachidonates
M_m00298c	R_arachidonates
M_m00304c	R_arachidonates
M_m00306c	R_arachidonates
M_m00308c	R_arachidonates
M_m00318c	R_arachidonates
M_m00318r	R_arachidonates
M_m00319c	R_arachidonates
M_m00320c	R_arachidonates
M_m00321c	R_arachidonates
M_m00322c	R_arachidonates
M_m00323c	R_arachidonates
M_m00323r	R_arachidonates
M_m00324r	R_arachidonates
M_m00327c	R_arachidonates
M_m00327r	R_arachidonates
M_m00328c	R_arachidonates
M_m00328r	R_arachidonates
M_m00333r	R_arachidonates
M_m00334c	R_arachidonates
M_m00336c	R_arachidonates
M_m00338c	R_arachidonates
M_m00340c	R_arachidonates
M_m00352r	R_arachidonates
M_m00354c	R_arachidonates
M_m00364c	R_arachidonates
M_m00366r	R_arachidonates
M_m00376c	R_arachidonates
M_m00378c	R_arachidonates
M_m00382c	R_arachidonates
M_m00383c	R_arachidonates
M_m00384c	R_arachidonates
M_m00386c	R_arachidonates
M_m00386p	R_arachidonates
M_m00386r	R_arachidonates
M_m00387c	R_arachidonates
M_m00387p	R_arachidonates
M_m00387r	R_arachidonates
M_m00388c	R_arachidonates
M_m00388p	R_arachidonates
M_m00388r	R_arachidonates
M_m00389c	R_arachidonates
M_m00389p	R_arachidonates
M_m00389r	R_arachidonates
M_m00392c	R_arachidonates
M_m00395c	R_arachidonates
M_m00396c	R_arachidonates
M_m00398p	R_arachidonates
M_m00414c	R_arachidonates
M_m00424m	R_arachidonates
M_m00425p	R_arachidonates
M_m00426c	R_arachidonates
M_m00428r	R_arachidonates
M_m00430c	R_arachidonates
M_m00590c	R_arachidonates
M_m00595c	R_arachidonates
M_m00595r	R_arachidonates
M_m00598c	R_arachidonates
M_m00598r	R_arachidonates
M_m00602c	R_arachidonates
M_m00687m	R_arachidonates
M_m00687p	R_arachidonates
M_m01038n	R_arachidonates
M_m01039p	R_arachidonates
M_m01041n	R_arachidonates
M_m01046c	R_arachidonates
M_m01047c	R_arachidonates
M_m01049c	R_arachidonates
M_m01050c	R_arachidonates
M_m01051c	R_arachidonates
M_m01054r	R_arachidonates
M_m01055c	R_arachidonates
M_m01120c	R_arachidonates
M_m01120r	R_arachidonates
M_m01122c	R_arachidonates
M_m01122r	R_arachidonates
M_m01150c	R_arachidonates
M_m01150m	R_arachidonates
M_m01150p	R_arachidonates
M_m01153c	R_arachidonates
M_m01153m	R_arachidonates
M_m01153p	R_arachidonates
M_m01153r	R_arachidonates
M_m01167c	R_arachidonates
M_m01168r	R_arachidonates
M_m01171c	R_arachidonates
M_m01171m	R_arachidonates
M_m01171p	R_arachidonates
M_m01172c	R_arachidonates
M_m01172m	R_arachidonates
M_m01172p	R_arachidonates
M_m01190c	R_arachidonates
M_m01202c	R_arachidonates
M_m01208c	R_arachidonates
M_m01209r	R_arachidonates
M_m01210c	R_arachidonates
M_m01213c	R_arachidonates
M_m01239c	R_arachidonates
M_m02097c	R_arachidonates
M_m02097p	R_arachidonates
M_m02368c	R_arachidonates
M_m02395n	R_arachidonates
M_m02395p	R_arachidonates
M_m02395r	R_arachidonates
M_m02396p	R_arachidonates
M_m02396r	R_arachidonates
M_m02441c	R_arachidonates
M_m02538c	R_arachidonates
M_m02538n	R_arachidonates
M_m02649m	R_arachidonates
M_m02649p	R_arachidonates
M_m02786r	R_arachidonates
M_m02787n	R_arachidonates
M_m02793r	R_arachidonates
M_m02796r	R_arachidonates
M_m02797c	R_arachidonates
M_m02798c	R_arachidonates
M_m02799c	R_arachidonates
M_m02851c	R_arachidonates
M_m02852c	R_arachidonates
M_m02862c	R_arachidonates
M_m02863c	R_arachidonates
M_m02864c	R_arachidonates
M_m03055c	R_arachidonates
M_m03055p	R_arachidonates
M_m03055r	R_arachidonates
M_m03056c	R_arachidonates
M_m00400c	R_steroids
M_m00400r	R_steroids
M_m00432r	R_steroids
M_m00604c	R_steroids
M_m00624c	R_steroids
M_m00641c	R_steroids
M_m00641m	R_steroids
M_m00641p	R_steroids
M_m00641r	R_steroids
M_m00642c	R_steroids
M_m00642m	R_steroids
M_m00642p	R_steroids
M_m00642r	R_steroids
M_m00644c	R_steroids
M_m00645c	R_steroids
M_m00649l	R_steroids
M_m00649r	R_steroids
M_m00651c	R_steroids
M_m00651m	R_steroids
M_m00651p	R_steroids
M_m00651r	R_steroids
M_m00652c	R_steroids
M_m00652m	R_steroids
M_m00652p	R_steroids
M_m00652r	R_steroids
M_m00659c	R_steroids
M_m00660c	R_steroids
M_m00660r	R_steroids
M_m00747r	R_steroids
M_m00759c	R_steroids
M_m00828r	R_steroids
M_m00830c	R_steroids
M_m00925c	R_steroids
M_m00927c	R_steroids
M_m00945c	R_steroids
M_m00947c	R_steroids
M_m00949c	R_steroids
M_m00987c	R_steroids
M_m00987m	R_steroids
M_m00987p	R_steroids
M_m00987r	R_steroids
M_m00988c	R_steroids
M_m01001c	R_steroids
M_m01001m	R_steroids
M_m01001p	R_steroids
M_m01001r	R_steroids
M_m01011c	R_steroids
M_m01012c	R_steroids
M_m01792r	R_steroids
M_m01794r	R_steroids
M_m02469c	R_steroids
M_m00231c	R_others
M_m00232c	R_others
M_m00512c	R_others
M_m00527c	R_others
M_m00535c	R_others
M_m00558c	R_others
M_m00677c	R_others
M_m00684c	R_others
M_m00719c	R_others
M_m00719r	R_others
M_m00727c	R_others
M_m00732c	R_others
M_m00732r	R_others
M_m00735c	R_others
M_m00952c	R_others
M_m01059c	R_others
M_m01061c	R_others
M_m01062c	R_others
M_m01073p	R_others
M_m01101p	R_others
M_m01112c	R_others
M_m01136c	R_others
M_m01170n	R_others
M_m01179r	R_others
M_m01180m	R_others
M_m01221c	R_others
M_m01250c	R_others
M_m01250p	R_others
M_m01281c	R_others
M_m01372c	R_others
M_m01749c	R_others
M_m02025c	R_others
M_m02166c	R_others
M_m02166m	R_others
M_m02478c	R_others
M_m02484m	R_others
M_m02500c	R_others
M_m02520c	R_others
M_m02591c	R_others
M_m02681l	R_others
