speciesID	reactionID
M_m01219c	R_HMR_1066
M_m01371c	R_HMR_1066
M_m01597c	R_HMR_1066
M_m02040c	R_HMR_1066
M_m02552c	R_HMR_1066
M_m02630c	R_HMR_1066
M_m01176c	R_HMR_1067
M_m01371c	R_HMR_1067
M_m01597c	R_HMR_1067
M_m02040c	R_HMR_1067
M_m02552c	R_HMR_1067
M_m02630c	R_HMR_1067
M_m00366c	R_HMR_1068
M_m01371c	R_HMR_1068
M_m01597c	R_HMR_1068
M_m02040c	R_HMR_1068
M_m02552c	R_HMR_1068
M_m02630c	R_HMR_1068
M_m00310c	R_HMR_1069
M_m01371c	R_HMR_1069
M_m01597c	R_HMR_1069
M_m02040c	R_HMR_1069
M_m02552c	R_HMR_1069
M_m02630c	R_HMR_1069
M_m00259c	R_HMR_1070
M_m01371c	R_HMR_1070
M_m01597c	R_HMR_1070
M_m02039c	R_HMR_1070
M_m02040c	R_HMR_1070
M_m02552c	R_HMR_1070
M_m02630c	R_HMR_1070
M_m00307c	R_HMR_1071
M_m02039c	R_HMR_1071
M_m02555c	R_HMR_1071
M_m02630c	R_HMR_1071
M_m00307r	R_HMR_1072
M_m02039r	R_HMR_1072
M_m02555r	R_HMR_1072
M_m02630r	R_HMR_1072
M_m00307c	R_HMR_1073
M_m02039c	R_HMR_1073
M_m02630c	R_HMR_1073
M_m00307c	R_HMR_1074
M_m02039c	R_HMR_1074
M_m02553c	R_HMR_1074
M_m00307c	R_HMR_1075
M_m02039c	R_HMR_1075
M_m02630c	R_HMR_1075
M_m00307r	R_HMR_1077
M_m02039r	R_HMR_1077
M_m02630r	R_HMR_1077
M_m01362c	R_HMR_1079
M_m01983c	R_HMR_1079
M_m02039c	R_HMR_1079
M_m01364p	R_HMR_3015
M_m02040p	R_HMR_3015
M_m02040c	R_HMR_1080
M_m02362c	R_HMR_1080
M_m02026c	R_HMR_1081
M_m02362c	R_HMR_1081
M_m02039s	R_HMR_1084
M_m02366s	R_HMR_1084
M_m02040s	R_HMR_1085
M_m02418s	R_HMR_1085
M_m02039c	R_HMR_1087
M_m02369c	R_HMR_1087
M_m01597c	R_HMR_1088
M_m02039c	R_HMR_1088
M_m02538c	R_HMR_1088
M_m01597n	R_HMR_1091
M_m02039n	R_HMR_1091
M_m02538n	R_HMR_1091
M_m02040c	R_HMR_1092
M_m02362c	R_HMR_1092
M_m01058c	R_HMR_1093
M_m02040c	R_HMR_1093
M_m02554c	R_HMR_1093
M_m02039n	R_HMR_1096
M_m02362n	R_HMR_1096
M_m02555n	R_HMR_1096
M_m02630n	R_HMR_1096
M_m00394c	R_HMR_1097
M_m02039c	R_HMR_1097
M_m02553c	R_HMR_1097
M_m00339c	R_HMR_1098
M_m02554c	R_HMR_1098
M_m00339c	R_HMR_1099
M_m02039c	R_HMR_1099
M_m02555c	R_HMR_1099
M_m02364c	R_HMR_1100
M_m02552c	R_HMR_1100
M_m02364m	R_HMR_1101
M_m02552m	R_HMR_1101
M_m02364m	R_HMR_1102
M_m02554m	R_HMR_1102
M_m02364r	R_HMR_1103
M_m02552r	R_HMR_1103
M_m02364p	R_HMR_1105
M_m02554p	R_HMR_1105
M_m02364p	R_HMR_1106
M_m02552p	R_HMR_1106
M_m00326c	R_HMR_1107
M_m02039c	R_HMR_1107
M_m02555c	R_HMR_1107
M_m02630c	R_HMR_1107
M_m00326r	R_HMR_1108
M_m02039r	R_HMR_1108
M_m02555r	R_HMR_1108
M_m02630r	R_HMR_1108
M_m00331c	R_HMR_1109
M_m02039c	R_HMR_1109
M_m02555c	R_HMR_1109
M_m02630c	R_HMR_1109
M_m00331r	R_HMR_1110
M_m02039r	R_HMR_1110
M_m02555r	R_HMR_1110
M_m02630r	R_HMR_1110
M_m00330c	R_HMR_1111
M_m02039c	R_HMR_1111
M_m02555c	R_HMR_1111
M_m02630c	R_HMR_1111
M_m00330r	R_HMR_1112
M_m02039r	R_HMR_1112
M_m02555r	R_HMR_1112
M_m02630r	R_HMR_1112
M_m00319c	R_HMR_1113
M_m02040c	R_HMR_1113
M_m00329c	R_HMR_1114
M_m02039c	R_HMR_1114
M_m02040c	R_HMR_1114
M_m00329r	R_HMR_1115
M_m02039r	R_HMR_1115
M_m02040r	R_HMR_1115
M_m00328c	R_HMR_1116
M_m02554c	R_HMR_1116
M_m00328r	R_HMR_1117
M_m02554r	R_HMR_1117
M_m00326c	R_HMR_1119
M_m02026c	R_HMR_1119
M_m00326m	R_HMR_1120
M_m02026m	R_HMR_1120
M_m00326r	R_HMR_1121
M_m02026r	R_HMR_1121
M_m00326p	R_HMR_1122
M_m02026p	R_HMR_1122
M_m00254c	R_HMR_1123
M_m02554c	R_HMR_1123
M_m00254m	R_HMR_1124
M_m02554m	R_HMR_1124
M_m00254p	R_HMR_1125
M_m02554p	R_HMR_1125
M_m02039c	R_HMR_1126
M_m02364c	R_HMR_1126
M_m02555c	R_HMR_1126
M_m02630c	R_HMR_1126
M_m02039m	R_HMR_1127
M_m02364m	R_HMR_1127
M_m02555m	R_HMR_1127
M_m02630m	R_HMR_1127
M_m02039r	R_HMR_1128
M_m02364r	R_HMR_1128
M_m02555r	R_HMR_1128
M_m02630r	R_HMR_1128
M_m00599c	R_HMR_1129
M_m02552c	R_HMR_1129
M_m00599m	R_HMR_1130
M_m02552m	R_HMR_1130
M_m00599r	R_HMR_1131
M_m02552r	R_HMR_1131
M_m00585c	R_HMR_1132
M_m02039c	R_HMR_1132
M_m02553c	R_HMR_1132
M_m00585m	R_HMR_1133
M_m02039m	R_HMR_1133
M_m02553m	R_HMR_1133
M_m00585r	R_HMR_1134
M_m02039r	R_HMR_1134
M_m02553r	R_HMR_1134
M_m00588r	R_HMR_1136
M_m00599c	R_HMR_1137
M_m02039c	R_HMR_1137
M_m02555c	R_HMR_1137
M_m02630c	R_HMR_1137
M_m00599r	R_HMR_1138
M_m02039r	R_HMR_1138
M_m02555r	R_HMR_1138
M_m02630r	R_HMR_1138
M_m00588c	R_HMR_1139
M_m02039c	R_HMR_1139
M_m02555c	R_HMR_1139
M_m02630c	R_HMR_1139
M_m00588r	R_HMR_1140
M_m02039r	R_HMR_1140
M_m02555r	R_HMR_1140
M_m02630r	R_HMR_1140
M_m00585r	R_HMR_1142
M_m02039r	R_HMR_1142
M_m02040r	R_HMR_1142
M_m01124c	R_HMR_1146
M_m02039c	R_HMR_1146
M_m02555c	R_HMR_1146
M_m01124m	R_HMR_1147
M_m02039m	R_HMR_1147
M_m02555m	R_HMR_1147
M_m01124p	R_HMR_1148
M_m02039p	R_HMR_1148
M_m02555p	R_HMR_1148
M_m01124c	R_HMR_1149
M_m02039c	R_HMR_1149
M_m02555c	R_HMR_1149
M_m01124m	R_HMR_1150
M_m02039m	R_HMR_1150
M_m02555m	R_HMR_1150
M_m01124r	R_HMR_1151
M_m02039r	R_HMR_1151
M_m02555r	R_HMR_1151
M_m01124p	R_HMR_1152
M_m02039p	R_HMR_1152
M_m02555p	R_HMR_1152
M_m01152c	R_HMR_1153
M_m02039c	R_HMR_1153
M_m02555c	R_HMR_1153
M_m01152m	R_HMR_1154
M_m02039m	R_HMR_1154
M_m02555m	R_HMR_1154
M_m01152r	R_HMR_1155
M_m02039r	R_HMR_1155
M_m02555r	R_HMR_1155
M_m01152p	R_HMR_1156
M_m02039p	R_HMR_1156
M_m02555p	R_HMR_1156
M_m01120c	R_HMR_1157
M_m01334c	R_HMR_1157
M_m02759c	R_HMR_1157
M_m01120m	R_HMR_1158
M_m01334m	R_HMR_1158
M_m02759m	R_HMR_1158
M_m01120r	R_HMR_1159
M_m01334r	R_HMR_1159
M_m02759r	R_HMR_1159
M_m01120p	R_HMR_1160
M_m01334p	R_HMR_1160
M_m02759p	R_HMR_1160
M_m01120m	R_HMR_1161
M_m02630m	R_HMR_1161
M_m01120p	R_HMR_1162
M_m02630p	R_HMR_1162
M_m01119m	R_HMR_1163
M_m02040m	R_HMR_1163
M_m01119p	R_HMR_1164
M_m02040p	R_HMR_1164
M_m00689m	R_HMR_1165
M_m02552m	R_HMR_1165
M_m00689p	R_HMR_1166
M_m02552p	R_HMR_1166
M_m00740m	R_HMR_1167
M_m01597m	R_HMR_1167
M_m00740p	R_HMR_1168
M_m01597p	R_HMR_1168
M_m00836m	R_HMR_1170
M_m02040m	R_HMR_1170
M_m00836p	R_HMR_1171
M_m02040p	R_HMR_1171
M_m01118c	R_HMR_1186
M_m01118c	R_HMR_1190
M_m02039c	R_HMR_1190
M_m02555c	R_HMR_1190
M_m01118m	R_HMR_1191
M_m02039m	R_HMR_1191
M_m02555m	R_HMR_1191
M_m01118p	R_HMR_1192
M_m02039p	R_HMR_1192
M_m02555p	R_HMR_1192
M_m01118c	R_HMR_1193
M_m02039c	R_HMR_1193
M_m02555c	R_HMR_1193
M_m01118m	R_HMR_1194
M_m02039m	R_HMR_1194
M_m02555m	R_HMR_1194
M_m01118r	R_HMR_1195
M_m02039r	R_HMR_1195
M_m02555r	R_HMR_1195
M_m01118p	R_HMR_1196
M_m02039p	R_HMR_1196
M_m02555p	R_HMR_1196
M_m01150c	R_HMR_1197
M_m02554c	R_HMR_1197
M_m01150m	R_HMR_1198
M_m02554m	R_HMR_1198
M_m01150p	R_HMR_1199
M_m02554p	R_HMR_1199
M_m01122c	R_HMR_1200
M_m01334c	R_HMR_1200
M_m02759c	R_HMR_1200
M_m01122m	R_HMR_1201
M_m01334m	R_HMR_1201
M_m02759m	R_HMR_1201
M_m01122r	R_HMR_1202
M_m01334r	R_HMR_1202
M_m02759r	R_HMR_1202
M_m01122p	R_HMR_1203
M_m01334p	R_HMR_1203
M_m02759p	R_HMR_1203
M_m01122m	R_HMR_1204
M_m02630m	R_HMR_1204
M_m01122p	R_HMR_1205
M_m02630p	R_HMR_1205
M_m01121m	R_HMR_1206
M_m02040m	R_HMR_1206
M_m01121p	R_HMR_1207
M_m02040p	R_HMR_1207
M_m00690m	R_HMR_1208
M_m02552m	R_HMR_1208
M_m00690p	R_HMR_1209
M_m02552p	R_HMR_1209
M_m00741m	R_HMR_1210
M_m01597m	R_HMR_1210
M_m00741p	R_HMR_1211
M_m01597p	R_HMR_1211
M_m00838m	R_HMR_1212
M_m02040m	R_HMR_1212
M_m00838p	R_HMR_1213
M_m02040p	R_HMR_1213
M_m00326c	R_HMR_1228
M_m02039c	R_HMR_1228
M_m02553c	R_HMR_1228
M_m00326m	R_HMR_1229
M_m02039m	R_HMR_1229
M_m02553m	R_HMR_1229
M_m00326p	R_HMR_1230
M_m02039p	R_HMR_1230
M_m02553p	R_HMR_1230
M_m00253c	R_HMR_1231
M_m02039c	R_HMR_1231
M_m02555c	R_HMR_1231
M_m00253m	R_HMR_1232
M_m02039m	R_HMR_1232
M_m02555m	R_HMR_1232
M_m00253p	R_HMR_1233
M_m02039p	R_HMR_1233
M_m02555p	R_HMR_1233
M_m00257c	R_HMR_1234
M_m02039c	R_HMR_1234
M_m02555c	R_HMR_1234
M_m02630c	R_HMR_1234
M_m00257r	R_HMR_1235
M_m02039r	R_HMR_1235
M_m02555r	R_HMR_1235
M_m02630r	R_HMR_1235
M_m00597c	R_HMR_1236
M_m02039c	R_HMR_1236
M_m02555c	R_HMR_1236
M_m02630c	R_HMR_1236
M_m00597r	R_HMR_1237
M_m02039r	R_HMR_1237
M_m02555r	R_HMR_1237
M_m02630r	R_HMR_1237
M_m00255c	R_HMR_1238
M_m02039c	R_HMR_1238
M_m02555c	R_HMR_1238
M_m02630c	R_HMR_1238
M_m00255r	R_HMR_1239
M_m02039r	R_HMR_1239
M_m02555r	R_HMR_1239
M_m02630r	R_HMR_1239
M_m00256c	R_HMR_1241
M_m00583c	R_HMR_1244
M_m02554c	R_HMR_1244
M_m00583m	R_HMR_1245
M_m02554m	R_HMR_1245
M_m00583p	R_HMR_1246
M_m02554p	R_HMR_1246
M_m00585m	R_HMR_1247
M_m01597m	R_HMR_1247
M_m01802m	R_HMR_1247
M_m02040m	R_HMR_1247
M_m02552m	R_HMR_1247
M_m00585c	R_HMR_1248
M_m01371c	R_HMR_1248
M_m01597c	R_HMR_1248
M_m00585m	R_HMR_1249
M_m01371m	R_HMR_1249
M_m01597m	R_HMR_1249
M_m00585r	R_HMR_1250
M_m01371r	R_HMR_1250
M_m01597r	R_HMR_1250
M_m00585p	R_HMR_1251
M_m01371p	R_HMR_1251
M_m01597p	R_HMR_1251
M_m00582m	R_HMR_1253
M_m02630m	R_HMR_1253
M_m00582p	R_HMR_1254
M_m02630p	R_HMR_1254
M_m00026m	R_HMR_1255
M_m02040m	R_HMR_1255
M_m00026p	R_HMR_1256
M_m02040p	R_HMR_1256
M_m00581m	R_HMR_1257
M_m02552m	R_HMR_1257
M_m00581p	R_HMR_1258
M_m02552p	R_HMR_1258
M_m00420m	R_HMR_1259
M_m01597m	R_HMR_1259
M_m00420p	R_HMR_1260
M_m01597p	R_HMR_1260
M_m00421m	R_HMR_1261
M_m02040m	R_HMR_1261
M_m00421p	R_HMR_1262
M_m02040p	R_HMR_1262
M_m00258c	R_HMR_1263
M_m01334c	R_HMR_1263
M_m02759c	R_HMR_1263
M_m00258m	R_HMR_1264
M_m01334m	R_HMR_1264
M_m02759m	R_HMR_1264
M_m00258r	R_HMR_1265
M_m01334r	R_HMR_1265
M_m02759r	R_HMR_1265
M_m00258p	R_HMR_1266
M_m01334p	R_HMR_1266
M_m02759p	R_HMR_1266
M_m00258m	R_HMR_1270
M_m02630m	R_HMR_1270
M_m00258p	R_HMR_1271
M_m02630p	R_HMR_1271
M_m01037m	R_HMR_1272
M_m02040m	R_HMR_1272
M_m01037p	R_HMR_1273
M_m02040p	R_HMR_1273
M_m00691m	R_HMR_1274
M_m02552m	R_HMR_1274
M_m00691p	R_HMR_1275
M_m02552p	R_HMR_1275
M_m00846m	R_HMR_1276
M_m01597m	R_HMR_1276
M_m00846p	R_HMR_1277
M_m01597p	R_HMR_1277
M_m00688m	R_HMR_1278
M_m02040m	R_HMR_1278
M_m00688p	R_HMR_1279
M_m02040p	R_HMR_1279
M_m00252c	R_HMR_1280
M_m02554c	R_HMR_1280
M_m00252m	R_HMR_1281
M_m02554m	R_HMR_1281
M_m00252p	R_HMR_1282
M_m02554p	R_HMR_1282
M_m00252c	R_HMR_1285
M_m02039p	R_HMR_1287
M_m02369p	R_HMR_1287
M_m02555p	R_HMR_1287
M_m02630p	R_HMR_1287
M_m00596p	R_HMR_1288
M_m02552p	R_HMR_1288
M_m00601p	R_HMR_1289
M_m02040p	R_HMR_1289
M_m02552p	R_HMR_1289
M_m00587p	R_HMR_1290
M_m01334p	R_HMR_1290
M_m02759p	R_HMR_1290
M_m00587p	R_HMR_1291
M_m02630p	R_HMR_1291
M_m00027p	R_HMR_1292
M_m02040p	R_HMR_1292
M_m00419p	R_HMR_1293
M_m02552p	R_HMR_1293
M_m00584p	R_HMR_1294
M_m01597p	R_HMR_1294
M_m00425p	R_HMR_1295
M_m01597p	R_HMR_1295
M_m02039p	R_HMR_1295
M_m02630p	R_HMR_1296
M_m02650p	R_HMR_1296
M_m00422p	R_HMR_1297
M_m02554p	R_HMR_1297
M_m00401p	R_HMR_1298
M_m00401p	R_HMR_1299
M_m02040p	R_HMR_1299
M_m00397p	R_HMR_1300
M_m02552p	R_HMR_1300
M_m00401p	R_HMR_1301
M_m01597p	R_HMR_1301
M_m02040p	R_HMR_1301
M_m02039p	R_HMR_1302
M_m02040p	R_HMR_1302
M_m02652p	R_HMR_1302
M_m02039p	R_HMR_1303
M_m02630p	R_HMR_1303
M_m02652p	R_HMR_1303
M_m00015p	R_HMR_1304
M_m02040p	R_HMR_1304
M_m02040c	R_HMR_4796
M_m02366c	R_HMR_4796
M_m01362c	R_HMR_8545
M_m02630c	R_HMR_8545
M_m00013c	R_HMR_8546
M_m02039c	R_HMR_8546
M_m02555c	R_HMR_8546
M_m02040c	R_HMR_8547
M_m02366c	R_HMR_8547
M_m02040r	R_HMR_8548
M_m02366r	R_HMR_8548
M_m02040c	R_HMR_8549
M_m02370c	R_HMR_8549
M_m02026r	R_HMR_8550
M_m02362r	R_HMR_8550
M_m02040c	R_HMR_8552
M_m02418c	R_HMR_8552
M_m01362r	R_HMR_8554
M_m02039r	R_HMR_8554
M_m02555r	R_HMR_8554
M_m02630r	R_HMR_8554
M_m01362r	R_HMR_8555
M_m02039r	R_HMR_8555
M_m02555r	R_HMR_8555
M_m02630r	R_HMR_8555
M_m01362r	R_HMR_8556
M_m02039r	R_HMR_8556
M_m02555r	R_HMR_8556
M_m02630r	R_HMR_8556
M_m01362c	R_HMR_8557
M_m02039c	R_HMR_8557
M_m02555c	R_HMR_8557
M_m02630c	R_HMR_8557
M_m01362r	R_HMR_8558
M_m02039r	R_HMR_8558
M_m02555r	R_HMR_8558
M_m02630r	R_HMR_8558
M_m02783r	R_HMR_8559
M_m02786r	R_HMR_8560
M_m00599r	R_HMR_8561
M_m02630r	R_HMR_8561
M_m02040c	R_HMR_0154
M_m02774c	R_HMR_0154
M_m02040c	R_HMR_0189
M_m02345c	R_HMR_0189
M_m02040c	R_HMR_0193
M_m03050c	R_HMR_0193
M_m02040c	R_HMR_0197
M_m02495c	R_HMR_0197
M_m00129c	R_HMR_0201
M_m02040c	R_HMR_0201
M_m00118c	R_HMR_0206
M_m02040c	R_HMR_0206
M_m01141c	R_HMR_0210
M_m02040c	R_HMR_0210
M_m02040c	R_HMR_0214
M_m02689c	R_HMR_0214
M_m02040c	R_HMR_0223
M_m02678c	R_HMR_0223
M_m02040c	R_HMR_0230
M_m02677c	R_HMR_0230
M_m01191c	R_HMR_0234
M_m02040c	R_HMR_0234
M_m02040c	R_HMR_0238
M_m02101c	R_HMR_0238
M_m00004c	R_HMR_0242
M_m02040c	R_HMR_0242
M_m01237c	R_HMR_0246
M_m02040c	R_HMR_0246
M_m02040c	R_HMR_0250
M_m02941c	R_HMR_0250
M_m00020c	R_HMR_0256
M_m02040c	R_HMR_0256
M_m01586c	R_HMR_0260
M_m02040c	R_HMR_0260
M_m02040c	R_HMR_0264
M_m02647c	R_HMR_0264
M_m00127c	R_HMR_0268
M_m02040c	R_HMR_0268
M_m00116c	R_HMR_0272
M_m02040c	R_HMR_0272
M_m00106c	R_HMR_0276
M_m02040c	R_HMR_0276
M_m02040c	R_HMR_0280
M_m02612c	R_HMR_0280
M_m01773c	R_HMR_0284
M_m02040c	R_HMR_0284
M_m00018c	R_HMR_0290
M_m02040c	R_HMR_0290
M_m00007c	R_HMR_0294
M_m02040c	R_HMR_0294
M_m01236c	R_HMR_0298
M_m02040c	R_HMR_0298
M_m00123c	R_HMR_0302
M_m02040c	R_HMR_0302
M_m00101c	R_HMR_0306
M_m02040c	R_HMR_0306
M_m02040c	R_HMR_0310
M_m02052c	R_HMR_0310
M_m01725c	R_HMR_0314
M_m02040c	R_HMR_0314
M_m00016c	R_HMR_0320
M_m02040c	R_HMR_0320
M_m00006c	R_HMR_0324
M_m02040c	R_HMR_0324
M_m02040c	R_HMR_0328
M_m03047c	R_HMR_0328
M_m02040c	R_HMR_0332
M_m02971c	R_HMR_0332
M_m00025c	R_HMR_0338
M_m02040c	R_HMR_0338
M_m02040c	R_HMR_0342
M_m02110c	R_HMR_0342
M_m02040c	R_HMR_0346
M_m02112c	R_HMR_0346
M_m02040c	R_HMR_0350
M_m02390c	R_HMR_0350
M_m00108c	R_HMR_0354
M_m02040c	R_HMR_0354
M_m00125c	R_HMR_0358
M_m02040c	R_HMR_0358
M_m00103c	R_HMR_0362
M_m02040c	R_HMR_0362
M_m00121c	R_HMR_0366
M_m02040c	R_HMR_0366
M_m00134c	R_HMR_0370
M_m02040c	R_HMR_0370
M_m00113c	R_HMR_0374
M_m02040c	R_HMR_0374
M_m00095c	R_HMR_0378
M_m02040c	R_HMR_0378
M_m00012c	R_HMR_0382
M_m02040c	R_HMR_0382
M_m00343c	R_HMR_0386
M_m02040c	R_HMR_0386
M_m00262c	R_HMR_0390
M_m02040c	R_HMR_0390
M_m00317c	R_HMR_0394
M_m02040c	R_HMR_0394
M_m02040c	R_HMR_0398
M_m02391c	R_HMR_0398
M_m01934c	R_HMR_0402
M_m02040c	R_HMR_0402
M_m01697c	R_HMR_0406
M_m02040c	R_HMR_0406
M_m01364c	R_HMR_0410
M_m02040c	R_HMR_0410
M_m00119c	R_HMR_0414
M_m02040c	R_HMR_0414
M_m00131c	R_HMR_0418
M_m02040c	R_HMR_0418
M_m00110c	R_HMR_0422
M_m02040c	R_HMR_0422
M_m00093c	R_HMR_0426
M_m02040c	R_HMR_0426
M_m00009c	R_HMR_0430
M_m02040c	R_HMR_0430
M_m00023c	R_HMR_0434
M_m02040c	R_HMR_0434
M_m00264c	R_HMR_0438
M_m02040c	R_HMR_0438
M_m02040p	R_HMR_3009
M_m02774p	R_HMR_3009
M_m01261p	R_HMR_3475
M_m02040p	R_HMR_3475
M_m01836p	R_HMR_3476
M_m02040p	R_HMR_3476
M_m01836c	R_HMR_3477
M_m02040c	R_HMR_3477
M_m01412c	R_HMR_0159
M_m02348c	R_HMR_0159
M_m01597c	R_HMR_2591
M_m02634c	R_HMR_2591
M_m01597c	R_HMR_2594
M_m02657c	R_HMR_2594
M_m01597c	R_HMR_2599
M_m02443c	R_HMR_2599
M_m01597c	R_HMR_2602
M_m01729c	R_HMR_2602
M_m01597c	R_HMR_2605
M_m03049c	R_HMR_2605
M_m01597c	R_HMR_2608
M_m02973c	R_HMR_2608
M_m00129c	R_HMR_2611
M_m02348c	R_HMR_2611
M_m00118c	R_HMR_2614
M_m02348c	R_HMR_2614
M_m01141c	R_HMR_2620
M_m02348c	R_HMR_2620
M_m01597c	R_HMR_2623
M_m02688c	R_HMR_2623
M_m01597c	R_HMR_2626
M_m02411c	R_HMR_2626
M_m01191c	R_HMR_2633
M_m02348c	R_HMR_2633
M_m01597c	R_HMR_2636
M_m02676c	R_HMR_2636
M_m01597c	R_HMR_2642
M_m02100c	R_HMR_2642
M_m00004c	R_HMR_2648
M_m02348c	R_HMR_2648
M_m01237c	R_HMR_2651
M_m02348c	R_HMR_2651
M_m01597c	R_HMR_2654
M_m02940c	R_HMR_2654
M_m00020c	R_HMR_2657
M_m02348c	R_HMR_2657
M_m01597c	R_HMR_2660
M_m02640c	R_HMR_2660
M_m01597c	R_HMR_2663
M_m02410c	R_HMR_2663
M_m00127c	R_HMR_2666
M_m02348c	R_HMR_2666
M_m00116c	R_HMR_2669
M_m02348c	R_HMR_2669
M_m00106c	R_HMR_2672
M_m02348c	R_HMR_2672
M_m01597c	R_HMR_2675
M_m02611c	R_HMR_2675
M_m01597c	R_HMR_2678
M_m01772c	R_HMR_2678
M_m00018c	R_HMR_2681
M_m02348c	R_HMR_2681
M_m00007c	R_HMR_2684
M_m02348c	R_HMR_2684
M_m01236c	R_HMR_2687
M_m02348c	R_HMR_2687
M_m00123c	R_HMR_2690
M_m02348c	R_HMR_2690
M_m00101c	R_HMR_2693
M_m02348c	R_HMR_2693
M_m01597c	R_HMR_2699
M_m02051c	R_HMR_2699
M_m01597c	R_HMR_2702
M_m01724c	R_HMR_2702
M_m00016c	R_HMR_2705
M_m02348c	R_HMR_2705
M_m00006c	R_HMR_2708
M_m02348c	R_HMR_2708
M_m01597c	R_HMR_2711
M_m02637c	R_HMR_2711
M_m00108c	R_HMR_2714
M_m02348c	R_HMR_2714
M_m00125c	R_HMR_2717
M_m02348c	R_HMR_2717
M_m00103c	R_HMR_2720
M_m02348c	R_HMR_2720
M_m00121c	R_HMR_2726
M_m02348c	R_HMR_2726
M_m00095c	R_HMR_2730
M_m02348c	R_HMR_2730
M_m00012c	R_HMR_2733
M_m02348c	R_HMR_2733
M_m00343c	R_HMR_2736
M_m02348c	R_HMR_2736
M_m00262c	R_HMR_2739
M_m02348c	R_HMR_2739
M_m01597c	R_HMR_2742
M_m02388c	R_HMR_2742
M_m01597c	R_HMR_2746
M_m01933c	R_HMR_2746
M_m01597c	R_HMR_2752
M_m01774c	R_HMR_2752
M_m01363c	R_HMR_2755
M_m01597c	R_HMR_2755
M_m00119c	R_HMR_2759
M_m02348c	R_HMR_2759
M_m00093c	R_HMR_2762
M_m02348c	R_HMR_2762
M_m00009c	R_HMR_2768
M_m02348c	R_HMR_2768
M_m00023c	R_HMR_2771
M_m02348c	R_HMR_2771
M_m00264c	R_HMR_2774
M_m02348c	R_HMR_2774
M_m00317c	R_HMR_2877
M_m02348c	R_HMR_2877
M_m01597c	R_HMR_3032
M_m02409c	R_HMR_3032
M_m00933c	R_HMR_3521
M_m02348c	R_HMR_3521
M_m00563c	R_HMR_8419
M_m02348c	R_HMR_8419
M_m02348c	R_HMR_0160
M_m02635m	R_HMR_0160
M_m01597m	R_HMR_0161
M_m02635m	R_HMR_0161
M_m02348m	R_HMR_0162
M_m02409c	R_HMR_0162
M_m01597m	R_HMR_0163
M_m02409m	R_HMR_0163
M_m02348m	R_HMR_2592
M_m02634c	R_HMR_2592
M_m01597m	R_HMR_2593
M_m02634m	R_HMR_2593
M_m02348c	R_HMR_2596
M_m02657m	R_HMR_2596
M_m01597m	R_HMR_2598
M_m02657m	R_HMR_2598
M_m02348m	R_HMR_2600
M_m02443c	R_HMR_2600
M_m01597m	R_HMR_2601
M_m02443m	R_HMR_2601
M_m01729m	R_HMR_2603
M_m02348c	R_HMR_2603
M_m01597m	R_HMR_2604
M_m01729m	R_HMR_2604
M_m02348c	R_HMR_2606
M_m03049m	R_HMR_2606
M_m01597m	R_HMR_2607
M_m03049m	R_HMR_2607
M_m02348c	R_HMR_2609
M_m02973m	R_HMR_2609
M_m01597m	R_HMR_2610
M_m02973m	R_HMR_2610
M_m02348c	R_HMR_2612
M_m02974m	R_HMR_2612
M_m00129m	R_HMR_2613
M_m02348m	R_HMR_2613
M_m02348c	R_HMR_2616
M_m02975m	R_HMR_2616
M_m00118m	R_HMR_2618
M_m02348m	R_HMR_2618
M_m02348c	R_HMR_2621
M_m02976m	R_HMR_2621
M_m01141m	R_HMR_2622
M_m02348m	R_HMR_2622
M_m02348c	R_HMR_2624
M_m02688m	R_HMR_2624
M_m01597m	R_HMR_2625
M_m02688m	R_HMR_2625
M_m02348c	R_HMR_2629
M_m02411m	R_HMR_2629
M_m01597m	R_HMR_2630
M_m02411m	R_HMR_2630
M_m02117m	R_HMR_2634
M_m02348c	R_HMR_2634
M_m01191m	R_HMR_2635
M_m02348m	R_HMR_2635
M_m02348c	R_HMR_2638
M_m02676m	R_HMR_2638
M_m01597m	R_HMR_2640
M_m02676m	R_HMR_2640
M_m02100m	R_HMR_2644
M_m02348c	R_HMR_2644
M_m01597m	R_HMR_2646
M_m02100m	R_HMR_2646
M_m02102m	R_HMR_2649
M_m02348c	R_HMR_2649
M_m00004m	R_HMR_2650
M_m02348m	R_HMR_2650
M_m02103m	R_HMR_2652
M_m02348c	R_HMR_2652
M_m01237m	R_HMR_2653
M_m02348m	R_HMR_2653
M_m02348c	R_HMR_2655
M_m02940m	R_HMR_2655
M_m01597m	R_HMR_2656
M_m02940m	R_HMR_2656
M_m02348c	R_HMR_2658
M_m02639m	R_HMR_2658
M_m00020m	R_HMR_2659
M_m02348m	R_HMR_2659
M_m02348c	R_HMR_2661
M_m02640m	R_HMR_2661
M_m01597m	R_HMR_2662
M_m02640m	R_HMR_2662
M_m02348c	R_HMR_2664
M_m02410m	R_HMR_2664
M_m01597m	R_HMR_2665
M_m02410m	R_HMR_2665
M_m00126c	R_HMR_2667
M_m02348m	R_HMR_2667
M_m00127m	R_HMR_2668
M_m02348m	R_HMR_2668
M_m02348c	R_HMR_2670
M_m02638m	R_HMR_2670
M_m00116m	R_HMR_2671
M_m02348m	R_HMR_2671
M_m00105c	R_HMR_2673
M_m02348m	R_HMR_2673
M_m00106m	R_HMR_2674
M_m02348m	R_HMR_2674
