groupID	reactionID
group51	R_EX_HC02208__91__e__93__
group51	R_EX_HC02210__91__e__93__
group51	R_EX_HC02213__91__e__93__
group51	R_EX_HC02214__91__e__93__
group51	R_EX_HC02216__91__e__93__
group51	R_EX_HC02217__91__e__93__
group51	R_EX_HC02220__91__e__93__
group51	R_EX_hca24g__91__e__93__
group51	R_EX_hca6g__91__e__93__
group51	R_EX_hcys_L__91__e__93__
group51	R_EX_hdca__91__e__93__
group51	R_EX_hdca24g__91__e__93__
group51	R_EX_hdca6g__91__e__93__
group51	R_EX_hdcea__91__e__93__
group51	R_EX_hdcecrn__91__e__93__
group51	R_EX_hdd2crn__91__e__93__
group51	R_EX_hdl_hs__91__e__93__
group51	R_EX_hepdeceth__91__e__93__
group51	R_EX_hexc__91__e__93__
group51	R_EX_hexdeceeth__91__e__93__
group51	R_EX_hexdiac__91__e__93__
group51	R_EX_hexdtr__91__e__93__
group51	R_EX_hexgly__91__e__93__
group51	R_EX_hgentis__91__e__93__
group51	R_EX_hisargcys__91__e__93__
group51	R_EX_hisargser__91__e__93__
group51	R_EX_hisasp__91__e__93__
group51	R_EX_hiscyscys__91__e__93__
group51	R_EX_hisglnala__91__e__93__
group51	R_EX_hisglu__91__e__93__
group51	R_EX_hisglugln__91__e__93__
group51	R_EX_hisglylys__91__e__93__
group51	R_EX_hishislys__91__e__93__
group51	R_EX_hislysala__91__e__93__
group51	R_EX_hislysglu__91__e__93__
group51	R_EX_hislysile__91__e__93__
group51	R_EX_hislysthr__91__e__93__
group51	R_EX_hislysval__91__e__93__
group51	R_EX_hismet__91__e__93__
group51	R_EX_hismetgln__91__e__93__
group51	R_EX_hisphearg__91__e__93__
group51	R_EX_hisprolys__91__e__93__
group51	R_EX_hista__91__e__93__
group51	R_EX_histrphis__91__e__93__
group51	R_EX_hLkynr__91__e__93__
group51	R_EX_hmcarn__91__e__93__
group51	R_EX_hmcr__91__e__93__
group51	R_EX_hpdca__91__e__93__
group51	R_EX_hpdece__91__e__93__
group51	R_EX_hxa__91__e__93__
group51	R_EX_hxcoa__91__e__93__
group51	R_EX_hyochol__91__e__93__
group51	R_EX_hyptaur__91__e__93__
group51	R_EX_ibup_R__91__e__93__
group51	R_EX_ibup_S__91__e__93__
group51	R_EX_ibupgluc__91__e__93__
group51	R_EX_icdchol__91__e__93__
group51	R_EX_icit__91__e__93__
group51	R_EX_idl_hs__91__e__93__
group51	R_EX_ileargile__91__e__93__
group51	R_EX_ileasnhis__91__e__93__
group51	R_EX_ileasp__91__e__93__
group51	R_EX_ileglnglu__91__e__93__
group51	R_EX_ileglyarg__91__e__93__
group51	R_EX_ileprolys__91__e__93__
group51	R_EX_ileserarg__91__e__93__
group51	R_EX_iletrptyr__91__e__93__
group51	R_EX_im4ac__91__e__93__
group51	R_EX_ind3ac__91__e__93__
group51	R_EX_indole__91__e__93__
group51	R_EX_inds__91__e__93__
group51	R_EX_isochol__91__e__93__
group51	R_EX_isolvstacid__91__e__93__
group51	R_EX_ivcrn__91__e__93__
group51	R_EX_kynate__91__e__93__
group51	R_EX_L2aadp__91__e__93__
group51	R_EX_lanost__91__e__93__
group51	R_EX_lca24g__91__e__93__
group51	R_EX_lca3g__91__e__93__
group51	R_EX_lca3s__91__e__93__
group51	R_EX_Lcyst__91__e__93__
group51	R_EX_ldl_hs__91__e__93__
group51	R_EX_leualaarg__91__e__93__
group51	R_EX_leuasnasp__91__e__93__
group51	R_EX_leuasplys__91__e__93__
group51	R_EX_leugly__91__e__93__
group51	R_EX_leuktrB4wcooh__91__e__93__
group51	R_EX_leuktrB4woh__91__e__93__
group51	R_EX_leuleu__91__e__93__
group51	R_EX_leuleutrp__91__e__93__
group51	R_EX_leupro__91__e__93__
group51	R_EX_leuproarg__91__e__93__
group51	R_EX_leusertrp__91__e__93__
group51	R_EX_leutrp__91__e__93__
group51	R_EX_leutrparg__91__e__93__
group51	R_EX_leutyrtyr__91__e__93__
group51	R_EX_leuval__91__e__93__
group51	R_EX_lgnc__91__e__93__
group51	R_EX_Lhcystin__91__e__93__
group51	R_EX_lineth__91__e__93__
group51	R_EX_Lkynr__91__e__93__
group51	R_EX_lneldc__91__e__93__
group51	R_EX_lneldccrn__91__e__93__
group51	R_EX_lnlccrn__91__e__93__
group51	R_EX_lnlncg__91__e__93__
group51	R_EX_lpam__91__e__93__
group51	R_EX_lpchol_hs__91__e__93__
group51	R_EX_Lpipecol__91__e__93__
group51	R_EX_lst4exp__91__e__93__
group51	R_EX_lstn__91__e__93__
group51	R_EX_lstn1gluc__91__e__93__
group51	R_EX_lstnm1__91__e__93__
group51	R_EX_lstnm2__91__e__93__
group51	R_EX_lstnm4__91__e__93__
group51	R_EX_lstnm5__91__e__93__
group51	R_EX_lstnm7__91__e__93__
group51	R_EX_lvst__91__e__93__
group51	R_EX_lysargleu__91__e__93__
group51	R_EX_lyscyshis__91__e__93__
group51	R_EX_lysglnphe__91__e__93__
group51	R_EX_lysgluglu__91__e__93__
group51	R_EX_lyslyslys__91__e__93__
group51	R_EX_lyspheile__91__e__93__
group51	R_EX_lystrparg__91__e__93__
group51	R_EX_lystyrile__91__e__93__
group51	R_EX_lysvalphe__91__e__93__
group51	R_EX_lysvaltrp__91__e__93__
group51	R_EX_M00003__91__e__93__
group51	R_EX_M00008__91__e__93__
group51	R_EX_M00010__91__e__93__
group51	R_EX_M00017__91__e__93__
group51	R_EX_M00019__91__e__93__
group51	R_EX_M00021__91__e__93__
group51	R_EX_M00115__91__e__93__
group51	R_EX_M00117__91__e__93__
group51	R_EX_M00234__91__e__93__
group51	R_EX_M00241__91__e__93__
group51	R_EX_M00260__91__e__93__
group51	R_EX_M00265__91__e__93__
group51	R_EX_M00315__91__e__93__
group51	R_EX_M00341__91__e__93__
group51	R_EX_M00503__91__e__93__
group51	R_EX_M00510__91__e__93__
group51	R_EX_M01197__91__e__93__
group51	R_EX_M01207__91__e__93__
group51	R_EX_M01235__91__e__93__
group51	R_EX_M01238__91__e__93__
group51	R_EX_M01268__91__e__93__
group51	R_EX_M01571__91__e__93__
group51	R_EX_M01582__91__e__93__
group51	R_EX_M01807__91__e__93__
group51	R_EX_M01819__91__e__93__
group51	R_EX_M01820__91__e__93__
group51	R_EX_M02035__91__e__93__
group51	R_EX_M02053__91__e__93__
group51	R_EX_M02382__91__e__93__
group51	R_EX_M02446__91__e__93__
group51	R_EX_M02447__91__e__93__
group51	R_EX_M02449__91__e__93__
group51	R_EX_M02451__91__e__93__
group51	R_EX_M02457__91__e__93__
group51	R_EX_M02467__91__e__93__
group51	R_EX_M02613__91__e__93__
group51	R_EX_M02745__91__e__93__
group51	R_EX_M02821__91__e__93__
group51	R_EX_M02837__91__e__93__
group51	R_EX_M02956__91__e__93__
group51	R_EX_M03045__91__e__93__
group51	R_EX_M03051__91__e__93__
group51	R_EX_M03153__91__e__93__
group51	R_EX_mag_hs__91__e__93__
group51	R_EX_magarachi_hs__91__e__93__
group51	R_EX_maglinl_hs__91__e__93__
group51	R_EX_magole_hs__91__e__93__
group51	R_EX_magpalm_hs__91__e__93__
group51	R_EX_magste_hs__91__e__93__
group51	R_EX_mal_L__91__e__93__
group51	R_EX_malcoa__91__e__93__
group51	R_EX_malthp__91__e__93__
group51	R_EX_malthx__91__e__93__
group51	R_EX_maltpt__91__e__93__
group51	R_EX_maltttr__91__e__93__
group51	R_EX_mdz__91__e__93__
group51	R_EX_mdzglc__91__e__93__
group51	R_EX_melatn__91__e__93__
group51	R_EX_meracmp__91__e__93__
group51	R_EX_metargleu__91__e__93__
group51	R_EX_metasntyr__91__e__93__
group51	R_EX_metglntyr__91__e__93__
group51	R_EX_metglyarg__91__e__93__
group51	R_EX_methislys__91__e__93__
group51	R_EX_methsucc__91__e__93__
group51	R_EX_metmetile__91__e__93__
group51	R_EX_metphearg__91__e__93__
group51	R_EX_mettrpphe__91__e__93__
group51	R_EX_mev_R__91__e__93__
group51	R_EX_mg2__91__e__93__
group51	R_EX_mhglz__91__e__93__
group51	R_EX_mhista__91__e__93__
group51	R_EX_mi1p_D__91__e__93__
group51	R_EX_mlthf__91__e__93__
group51	R_EX_mma__91__e__93__
group51	R_EX_mqn10__91__e__93__
group51	R_EX_mqn11__91__e__93__
group51	R_EX_mqn7__91__e__93__
group51	R_EX_mqn8__91__e__93__
group51	R_EX_mqn9__91__e__93__
group51	R_EX_mvlac__91__e__93__
group51	R_EX_N1aspmd__91__e__93__
group51	R_EX_n8aspmd__91__e__93__
group51	R_EX_Nacasp__91__e__93__
group51	R_EX_nacvanala__91__e__93__
group51	R_EX_ndersv__91__e__93__
group51	R_EX_nfd__91__e__93__
group51	R_EX_nfdac__91__e__93__
group51	R_EX_nfdlac__91__e__93__
group51	R_EX_nfdnpy__91__e__93__
group51	R_EX_nfdoh__91__e__93__
group51	R_EX_nh4__91__e__93__
group51	R_EX_nicrnt__91__e__93__
group51	R_EX_normete_L__91__e__93__
group51	R_EX_nrvnc__91__e__93__
group51	R_EX_nwharg__91__e__93__
group51	R_EX_oaa__91__e__93__
group51	R_EX_ocdca__91__e__93__
group51	R_EX_ocdcea__91__e__93__
group51	R_EX_odecrn__91__e__93__
group51	R_EX_oleth__91__e__93__
group51	R_EX_orot5p__91__e__93__
group51	R_EX_oxyp__91__e__93__
group51	R_EX_oxyp1rb__91__e__93__
group51	R_EX_oxyp7rb__91__e__93__
group51	R_EX_pa_hs__91__e__93__
group51	R_EX_pac__91__e__93__
group51	R_EX_pailar_hs__91__e__93__
group51	R_EX_pailpalm_hs__91__e__93__
group51	R_EX_pailste_hs__91__e__93__
group51	R_EX_pan4p__91__e__93__
group51	R_EX_pchol_hs__91__e__93__
group51	R_EX_pchol2linl_hs__91__e__93__
group51	R_EX_pchol2ole_hs__91__e__93__
group51	R_EX_pchol2palm_hs__91__e__93__
group51	R_EX_pchol2ste_hs__91__e__93__
group51	R_EX_pcholar_hs__91__e__93__
group51	R_EX_pcholdoc_hs__91__e__93__
group51	R_EX_pcholeic_hs__91__e__93__
group51	R_EX_pcholet_hs__91__e__93__
group51	R_EX_pcholhep_hs__91__e__93__
group51	R_EX_pchollinl_hs__91__e__93__
group51	R_EX_pcholmyr_hs__91__e__93__
group51	R_EX_pcholn15_hs__91__e__93__
group51	R_EX_pcholn183_hs__91__e__93__
group51	R_EX_pcholn1836_hs__91__e__93__
group51	R_EX_pcholn19_hs__91__e__93__
group51	R_EX_pcholn201_hs__91__e__93__
group51	R_EX_pcholn203_hs__91__e__93__
group51	R_EX_pcholn204_hs__91__e__93__
group51	R_EX_pcholn205_hs__91__e__93__
group51	R_EX_pcholn224_hs__91__e__93__
group51	R_EX_pcholn225_hs__91__e__93__
group51	R_EX_pcholn2254_hs__91__e__93__
group51	R_EX_pcholn226_hs__91__e__93__
group51	R_EX_pcholn24_hs__91__e__93__
group51	R_EX_pcholn261_hs__91__e__93__
group51	R_EX_pcholn28_hs__91__e__93__
group51	R_EX_pcholn281_hs__91__e__93__
group51	R_EX_pcholole_hs__91__e__93__
group51	R_EX_pcholpalm_hs__91__e__93__
group51	R_EX_pcholpalme_hs__91__e__93__
group51	R_EX_pcholste_hs__91__e__93__
group51	R_EX_pcollg5hlys__91__e__93__
group51	R_EX_pcreat__91__e__93__
group51	R_EX_pcresol__91__e__93__
group51	R_EX_pcrn__91__e__93__
group51	R_EX_pcs__91__e__93__
group51	R_EX_pe_hs__91__e__93__
group51	R_EX_pe12_hs__91__e__93__
group51	R_EX_pe13_hs__91__e__93__
group51	R_EX_pe14_hs__91__e__93__
group51	R_EX_pe15_hs__91__e__93__
group51	R_EX_pe161_hs__91__e__93__
group51	R_EX_pe17_hs__91__e__93__
group51	R_EX_pe203_hs__91__e__93__
group51	R_EX_pe224_hs__91__e__93__
group51	R_EX_pe226_hs__91__e__93__
group51	R_EX_pe2linl_hs__91__e__93__
group51	R_EX_pear_hs__91__e__93__
group51	R_EX_pect__91__e__93__
group51	R_EX_pectindchac__91__e__93__
group51	R_EX_pectingchol__91__e__93__
group51	R_EX_pectintchol__91__e__93__
group51	R_EX_pedh203_hs__91__e__93__
group51	R_EX_pelinl_hs__91__e__93__
group51	R_EX_pendecaeth__91__e__93__
group51	R_EX_peole_hs__91__e__93__
group51	R_EX_pep__91__e__93__
group51	R_EX_pepalm_hs__91__e__93__
group51	R_EX_peste_hs__91__e__93__
group51	R_EX_pglyc_hs__91__e__93__
group51	R_EX_phacgly__91__e__93__
group51	R_EX_pheacgly__91__e__93__
group51	R_EX_pheasnmet__91__e__93__
group51	R_EX_pheasp__91__e__93__
group51	R_EX_pheglnphe__91__e__93__
group51	R_EX_pheleu__91__e__93__
group51	R_EX_pheleuasp__91__e__93__
group51	R_EX_pheleuhis__91__e__93__
group51	R_EX_phelysala__91__e__93__
group51	R_EX_phelyspro__91__e__93__
group51	R_EX_phephe__91__e__93__
group51	R_EX_phepheasn__91__e__93__
group51	R_EX_phephethr__91__e__93__
group51	R_EX_pheproarg__91__e__93__
group51	R_EX_phesertrp__91__e__93__
group51	R_EX_phethrlys__91__e__93__
group51	R_EX_phetrpleu__91__e__93__
group51	R_EX_phetyr__91__e__93__
group51	R_EX_phetyrgln__91__e__93__
group51	R_EX_phetyrlys__91__e__93__
group51	R_EX_phlac__91__e__93__
group51	R_EX_phpyr__91__e__93__
group51	R_EX_phyt__91__e__93__
group51	R_EX_pmeth__91__e__93__
group51	R_EX_pmtcrn__91__e__93__
group51	R_EX_ppbng__91__e__93__
group51	R_EX_ppi__91__e__93__
group51	R_EX_ppiogly__91__e__93__
group51	R_EX_ppp9__91__e__93__
group51	R_EX_prgnlone__91__e__93__
group51	R_EX_prgnlones__91__e__93__
group51	R_EX_prist__91__e__93__
group51	R_EX_proargasp__91__e__93__
group51	R_EX_proargcys__91__e__93__
group51	R_EX_proasncys__91__e__93__
group51	R_EX_procys__91__e__93__
group51	R_EX_profvs__91__e__93__
group51	R_EX_proglnpro__91__e__93__
group51	R_EX_proglulys__91__e__93__
group51	R_EX_progly__91__e__93__
group51	R_EX_prohis__91__e__93__
group51	R_EX_prohistyr__91__e__93__
group51	R_EX_proleuarg__91__e__93__
group51	R_EX_prolyspro__91__e__93__
group51	R_EX_prophe__91__e__93__
group51	R_EX_proproarg__91__e__93__
group51	R_EX_propropro__91__e__93__
group51	R_EX_prostgh2__91__e__93__
group51	R_EX_prostgi2__91__e__93__
group51	R_EX_protrplys__91__e__93__
group51	R_EX_protrpthr__91__e__93__
group51	R_EX_provalgln__91__e__93__
group51	R_EX_prpp__91__e__93__
group51	R_EX_ps_hs__91__e__93__
group51	R_EX_pser_L__91__e__93__
group51	R_EX_psyl__91__e__93__
group51	R_EX_psylchol__91__e__93__
group51	R_EX_psyltchol__91__e__93__
group51	R_EX_psyltdechol__91__e__93__
group51	R_EX_ptdca__91__e__93__
group51	R_EX_ptrc__91__e__93__
group51	R_EX_ptth__91__e__93__
group51	R_EX_ptvst__91__e__93__
group51	R_EX_ptvstlac__91__e__93__
group51	R_EX_ptvstm3__91__e__93__
group51	R_EX_pvs__91__e__93__
group51	R_EX_pvsgluc__91__e__93__
group51	R_EX_q10__91__e__93__
group51	R_EX_q10h2__91__e__93__
group51	R_EX_quln__91__e__93__
group51	R_EX_retfa__91__e__93__
group51	R_EX_retinal__91__e__93__
group51	R_EX_retinol_9_cis__91__e__93__
group51	R_EX_retinol_cis_11__91__e__93__
group51	R_EX_rsv__91__e__93__
group51	R_EX_rsvlac__91__e__93__
group51	R_EX_s2l2n2m2m__91__e__93__
group51	R_EX_s3meacmp__91__e__93__
group51	R_EX_saccrp_L__91__e__93__
group51	R_EX_sebacid__91__e__93__
group51	R_EX_selmeth__91__e__93__
group51	R_EX_serargala__91__e__93__
group51	R_EX_serargtrp__91__e__93__
group51	R_EX_sercysarg__91__e__93__
group51	R_EX_serglyglu__91__e__93__
group51	R_EX_serlyshis__91__e__93__
group51	R_EX_serphelys__91__e__93__
group51	R_EX_sertrphis__91__e__93__
group51	R_EX_sfcys__91__e__93__
group51	R_EX_smv__91__e__93__
group51	R_EX_smvacid__91__e__93__
group51	R_EX_sphgn__91__e__93__
group51	R_EX_sphings__91__e__93__
group51	R_EX_sphmyln_hs__91__e__93__
group51	R_EX_sphmyln180241_hs__91__e__93__
group51	R_EX_sphmyln18114_hs__91__e__93__
group51	R_EX_sphmyln18115_hs__91__e__93__
group51	R_EX_sphmyln18116_hs__91__e__93__
group51	R_EX_sphmyln181161_hs__91__e__93__
group51	R_EX_sphmyln18117_hs__91__e__93__
group51	R_EX_sphmyln18118_hs__91__e__93__
group51	R_EX_sphmyln181181_hs__91__e__93__
group51	R_EX_sphmyln18120_hs__91__e__93__
group51	R_EX_sphmyln181201_hs__91__e__93__
group51	R_EX_sphmyln18121_hs__91__e__93__
group51	R_EX_sphmyln18122_hs__91__e__93__
group51	R_EX_sphmyln181221_hs__91__e__93__
group51	R_EX_sphmyln18123_hs__91__e__93__
group51	R_EX_sphmyln1824_hs__91__e__93__
group51	R_EX_sphmyln1825_hs__91__e__93__
group51	R_EX_spmd__91__e__93__
group51	R_EX_sql__91__e__93__
group51	R_EX_stacmp__91__ev__93__
group51	R_EX_stcrn__91__e__93__
group51	R_EX_steeth__91__e__93__
group51	R_EX_strdnc__91__e__93__
group51	R_EX_subeac__91__e__93__
group51	R_EX_subgly__91__e__93__
group51	R_EX_sucaceto__91__e__93__
group51	R_EX_sucsal__91__e__93__
group51	R_EX_sulpacmp__91__e__93__
group51	R_EX_T4hcinnm__91__e__93__
group51	R_EX_tacr__91__e__93__
group51	R_EX_tag_hs__91__e__93__
group51	R_EX_tauribup_S__91__e__93__
group51	R_EX_tca3s__91__e__93__
group51	R_EX_tcdca3s__91__e__93__
group51	R_EX_tdca3s__91__e__93__
group51	R_EX_tdechola__91__e__93__
group51	R_EX_tetdec2crn__91__e__93__
group51	R_EX_tetdeca511ac__91__e__93__
group51	R_EX_tetdecaeth__91__e__93__
group51	R_EX_tetdece1crn__91__e__93__
group51	R_EX_tethex3__91__e__93__
group51	R_EX_tetpent3__91__e__93__
group51	R_EX_tetpent6__91__e__93__
group51	R_EX_tettet6__91__e__93__
group51	R_EX_thbpt__91__e__93__
group51	R_EX_thcholstoic__91__e__93__
group51	R_EX_thexdd__91__e__93__
group51	R_EX_thrargtyr__91__e__93__
group51	R_EX_thrasntyr__91__e__93__
group51	R_EX_thrfvs__91__e__93__
group51	R_EX_thrglnglu__91__e__93__
group51	R_EX_thrglntyr__91__e__93__
group51	R_EX_thrhishis__91__e__93__
group51	R_EX_thrilearg__91__e__93__
group51	R_EX_thrmetarg__91__e__93__
group51	R_EX_thrnt__91__e__93__
group51	R_EX_thrphearg__91__e__93__
group51	R_EX_thrserarg__91__e__93__
group51	R_EX_thrthrarg__91__e__93__
group51	R_EX_thrtyrmet__91__e__93__
group51	R_EX_thyochol__91__e__93__
group51	R_EX_tiggly__91__e__93__
group51	R_EX_tlacfvs__91__e__93__
group51	R_EX_tmd__91__e__93__
group51	R_EX_tmdm1__91__e__93__
group51	R_EX_tmdm3__91__e__93__
group51	R_EX_tmdm5__91__e__93__
group51	R_EX_tmlys__91__e__93__
group51	R_EX_tmndnc__91__e__93__
group51	R_EX_trideceth__91__e__93__
group51	R_EX_tripvs__91__e__93__
group51	R_EX_trpalapro__91__e__93__
group51	R_EX_trpargala__91__e__93__
group51	R_EX_trpaspasp__91__e__93__
group51	R_EX_trpglngln__91__e__93__
group51	R_EX_trpglugly__91__e__93__
group51	R_EX_trpgluleu__91__e__93__
group51	R_EX_trpglupro__91__e__93__
group51	R_EX_trpglutyr__91__e__93__
group51	R_EX_trpglyasp__91__e__93__
group51	R_EX_trpglyleu__91__e__93__
group51	R_EX_trpglyphe__91__e__93__
group51	R_EX_trpglyval__91__e__93__
group51	R_EX_trphismet__91__e__93__
group51	R_EX_trpilelys__91__e__93__
group51	R_EX_trpiletrp__91__e__93__
group51	R_EX_trpleuval__91__e__93__
group51	R_EX_trplys__91__e__93__
group51	R_EX_trpmetarg__91__e__93__
group51	R_EX_trpmetval__91__e__93__
group51	R_EX_trpphe__91__e__93__
group51	R_EX_trpprogly__91__e__93__
group51	R_EX_trpproleu__91__e__93__
group51	R_EX_trpproval__91__e__93__
group51	R_EX_trpsertyr__91__e__93__
group51	R_EX_trpthrglu__91__e__93__
group51	R_EX_trpthrile__91__e__93__
group51	R_EX_trpthrtyr__91__e__93__
group51	R_EX_trptyrgln__91__e__93__
group51	R_EX_trptyrtyr__91__e__93__
group51	R_EX_trpvalasp__91__e__93__
group51	R_EX_trypta__91__e__93__
group51	R_EX_tsacmgluc__91__e__93__
group51	R_EX_tsacmsul__91__e__93__
group51	R_EX_ttdca__91__e__93__
group51	R_EX_ttdcea__91__e__93__
group51	R_EX_ttdcrn__91__e__93__
group51	R_EX_tudca3s__91__e__93__
group51	R_EX_txb2__91__e__93__
group51	R_EX_tym__91__e__93__
group51	R_EX_tyrala__91__e__93__
group51	R_EX_tyralaphe__91__e__93__
group51	R_EX_tyrargglu__91__e__93__
group51	R_EX_tyrargser__91__e__93__
group51	R_EX_tyrasparg__91__e__93__
group51	R_EX_tyrcysgly__91__e__93__
group51	R_EX_tyrcysthr__91__e__93__
group51	R_EX_tyrglu__91__e__93__
group51	R_EX_tyrleuarg__91__e__93__
group51	R_EX_tyrphetyr__91__e__93__
group51	R_EX_tyrthr__91__e__93__
group51	R_EX_tyrtrpphe__91__e__93__
group51	R_EX_tyrtyr__91__e__93__
group51	R_EX_tyrvalmet__91__e__93__
group51	R_EX_uchol__91__e__93__
group51	R_EX_udca3s__91__e__93__
group51	R_EX_udpg__91__e__93__
group51	R_EX_udpgal__91__e__93__
group51	R_EX_udpglcur__91__e__93__
group51	R_EX_urcan__91__e__93__
group51	R_EX_vacc__91__e__93__
group51	R_EX_valarggly__91__e__93__
group51	R_EX_valhisasn__91__e__93__
group51	R_EX_valleuphe__91__e__93__
group51	R_EX_vallystyr__91__e__93__
group51	R_EX_valphearg__91__e__93__
group51	R_EX_valprotrp__91__e__93__
group51	R_EX_valserarg__91__e__93__
group51	R_EX_valtrpphe__91__e__93__
group51	R_EX_valtrpval__91__e__93__
group51	R_EX_valval__91__e__93__
group51	R_EX_vanillac__91__e__93__
group51	R_EX_vldl_hs__91__e__93__
group51	R_EX_wharachd__91__e__93__
group51	R_EX_xan__91__e__93__
group51	R_EX_xmp__91__e__93__
group51	R_EX_xol24oh__91__e__93__
group51	R_EX_xol25oh__91__e__93__
group51	R_EX_xol27oh__91__e__93__
group51	R_EX_xol7ah3__91__e__93__
group51	R_EX_xol7aone__91__e__93__
group51	R_EX_xoldiolone__91__e__93__
group51	R_EX_xolest_hs__91__e__93__
group51	R_EX_xolest181_hs__91__e__93__
group51	R_EX_xolest182_hs__91__e__93__
group51	R_EX_xolest183_hs__91__e__93__
group51	R_EX_xolest2_hs__91__e__93__
group51	R_EX_xolest204_hs__91__e__93__
group51	R_EX_xolest205_hs__91__e__93__
group51	R_EX_xolest226_hs__91__e__93__
group51	R_EX_xoltri24__91__e__93__
group51	R_EX_xoltri25__91__e__93__
group51	R_EX_xoltri27__91__e__93__
group51	R_EX_xtsn__91__e__93__
group51	R_EX_xylu_D__91__e__93__
group51	R_EX_xylu_L__91__e__93__
group51	R_HMR_10024
group51	R_HMR_10025
group51	R_HMR_10026
group51	R_HMR_10027
group51	R_HMR_10028
group51	R_HMR_10029
group51	R_HMR_10030
group51	R_HMR_10031
group51	R_HMR_10032
group51	R_HMR_10047
group51	R_HMR_10060
group51	R_HMR_10074
group51	R_HMR_10076
group51	R_HMR_10077
group51	R_HMR_10078
group51	R_HMR_10081
group51	R_HMR_10083
group51	R_HMR_10084
group51	R_HMR_10085
group51	R_HMR_10086
group51	R_HMR_10087
group51	R_HMR_10088
group51	R_HMR_10089
group51	R_HMR_10090
group51	R_HMR_10091
group51	R_HMR_10132
group51	R_HMR_7108
group51	R_HMR_7110
group51	R_HMR_7112
group51	R_HMR_7114
group51	R_HMR_7116
group51	R_HMR_7118
group51	R_HMR_7120
group51	R_HMR_7122
group51	R_HMR_7124
group51	R_HMR_7126
group51	R_HMR_9023
group51	R_HMR_9024
group51	R_HMR_9032
group51	R_HMR_9033
group51	R_HMR_9034
group51	R_HMR_9035
group51	R_HMR_9036
group51	R_HMR_9037
group51	R_HMR_9038
group51	R_HMR_9039
group51	R_HMR_9040
group51	R_HMR_9041
group51	R_HMR_9042
group51	R_HMR_9043
group51	R_HMR_9044
group51	R_HMR_9045
group51	R_HMR_9046
group51	R_HMR_9047
group51	R_HMR_9048
group51	R_HMR_9049
group51	R_HMR_9050
group51	R_HMR_9051
group51	R_HMR_9052
group51	R_HMR_9053
group51	R_HMR_9054
group51	R_HMR_9055
group51	R_HMR_9056
group51	R_HMR_9058
group51	R_HMR_9061
group51	R_HMR_9062
group51	R_HMR_9063
group51	R_HMR_9064
group51	R_HMR_9065
group51	R_HMR_9066
group51	R_HMR_9067
group51	R_HMR_9068
group51	R_HMR_9069
group51	R_HMR_9070
group51	R_HMR_9071
group51	R_HMR_9072
group51	R_HMR_9073
group51	R_HMR_9074
group51	R_HMR_9075
group51	R_HMR_9076
group51	R_HMR_9077
group51	R_HMR_9078
group51	R_HMR_9079
group51	R_HMR_9080
group51	R_HMR_9081
group51	R_HMR_9082
group51	R_HMR_9083
group51	R_HMR_9084
group51	R_HMR_9085
group51	R_HMR_9086
group51	R_HMR_9087
group51	R_HMR_9088
group51	R_HMR_9089
group51	R_HMR_9090
group51	R_HMR_9091
group51	R_HMR_9092
group51	R_HMR_9093
group51	R_HMR_9094
group51	R_HMR_9095
group51	R_HMR_9096
group51	R_HMR_9097
group51	R_HMR_9098
group51	R_HMR_9099
group51	R_HMR_9100
group51	R_HMR_9101
group51	R_HMR_9102
group51	R_HMR_9103
group51	R_HMR_9104
group51	R_HMR_9105
group51	R_HMR_9106
group51	R_HMR_9107
group51	R_HMR_9108
group51	R_HMR_9109
group51	R_HMR_9110
group51	R_HMR_9111
group51	R_HMR_9113
group51	R_HMR_9114
group51	R_HMR_9115
group51	R_HMR_9116
group51	R_HMR_9117
group51	R_HMR_9118
group51	R_HMR_9119
group51	R_HMR_9120
group51	R_HMR_9121
group51	R_HMR_9122
group51	R_HMR_9123
group51	R_HMR_9124
group51	R_HMR_9125
group51	R_HMR_9126
group51	R_HMR_9127
group51	R_HMR_9128
group51	R_HMR_9129
group51	R_HMR_9130
group51	R_HMR_9131
group51	R_HMR_9132
group51	R_HMR_9133
group51	R_HMR_9134
group51	R_HMR_9135
group51	R_HMR_9136
group51	R_HMR_9137
group51	R_HMR_9138
group51	R_HMR_9139
group51	R_HMR_9140
group51	R_HMR_9141
group51	R_HMR_9142
group51	R_HMR_9143
group51	R_HMR_9144
group51	R_HMR_9145
group51	R_HMR_9146
group51	R_HMR_9147
group51	R_HMR_9148
group51	R_HMR_9149
group51	R_HMR_9150
group51	R_HMR_9151
group51	R_HMR_9152
group51	R_HMR_9153
group51	R_HMR_9154
group51	R_HMR_9155
group51	R_HMR_9156
group51	R_HMR_9157
group51	R_HMR_9158
group51	R_HMR_9159
group51	R_HMR_9160
group51	R_HMR_9161
group51	R_HMR_9162
group51	R_HMR_9163
group51	R_HMR_9164
group51	R_HMR_9165
group51	R_HMR_9166
group51	R_HMR_9167
group51	R_HMR_9168
group51	R_HMR_9169
group51	R_HMR_9171
group51	R_HMR_9172
group51	R_HMR_9201
group51	R_HMR_9202
group51	R_HMR_9203
group51	R_HMR_9204
group51	R_HMR_9205
group51	R_HMR_9206
group51	R_HMR_9207
group51	R_HMR_9208
group51	R_HMR_9209
group51	R_HMR_9210
group51	R_HMR_9211
group51	R_HMR_9212
group51	R_HMR_9213
group51	R_HMR_9214
group51	R_HMR_9215
