geneID	reactionID
ENSG00000178802	R_HMR_4383
ENSG00000100413	R_HMR_4385
ENSG00000100417	R_HMR_4385
ENSG00000140650	R_HMR_4385
ENSG00000144591	R_HMR_4386
ENSG00000164068	R_HMR_4386
ENSG00000173540	R_HMR_4386
ENSG00000176020	R_HMR_4386
ENSG00000144591	R_HMR_4387
ENSG00000173540	R_HMR_4387
ENSG00000176020	R_HMR_4387
ENSG00000112699	R_HMR_4399
ENSG00000104522	R_HMR_4400
ENSG00000116783	R_HMR_4401
ENSG00000254685	R_HMR_4401
ENSG00000259030	R_HMR_4401
ENSG00000157353	R_HMR_4402
ENSG00000156510	R_HMR_4490
ENSG00000156515	R_HMR_4490
ENSG00000159399	R_HMR_4490
ENSG00000160883	R_HMR_4490
ENSG00000078237	R_HMR_4706
ENSG00000108813	R_HMR_4706
ENSG00000114268	R_HMR_4706
ENSG00000123836	R_HMR_4706
ENSG00000158571	R_HMR_4706
ENSG00000170525	R_HMR_4706
ENSG00000104522	R_HMR_8768
ENSG00000169738	R_HMR_4590
ENSG00000115425	R_HMR_4591
ENSG00000116353	R_HMR_4591
ENSG00000085662	R_HMR_4592
ENSG00000198074	R_HMR_4592
ENSG00000140263	R_HMR_4593
ENSG00000104808	R_HMR_4594
ENSG00000093217	R_HMR_4595
ENSG00000053371	R_HMR_8341
ENSG00000085662	R_HMR_8341
ENSG00000117448	R_HMR_8341
ENSG00000117448	R_HMR_8344
ENSG00000165475	R_HMR_8352
ENSG00000171174	R_HMR_8726
ENSG00000120697	R_HMR_8727
ENSG00000115652	R_HMR_8729
ENSG00000117448	R_HMR_6537
ENSG00000006534	R_HMR_1568
ENSG00000108602	R_HMR_1568
ENSG00000132746	R_HMR_1568
ENSG00000184254	R_HMR_1568
ENSG00000124767	R_HMR_3853
ENSG00000167699	R_HMR_3853
ENSG00000085662	R_HMR_3854
ENSG00000198074	R_HMR_3854
ENSG00000085662	R_HMR_3855
ENSG00000198074	R_HMR_3855
ENSG00000063854	R_HMR_3857
ENSG00000103253	R_HMR_3857
ENSG00000166816	R_HMR_3859
ENSG00000182224	R_HMR_3859
ENSG00000082212	R_HMR_4087
ENSG00000151376	R_HMR_4087
ENSG00000013392	R_HMR_4089
ENSG00000065833	R_HMR_4089
ENSG00000082212	R_HMR_4091
ENSG00000151376	R_HMR_4091
ENSG00000172497	R_HMR_4093
ENSG00000172497	R_HMR_4095
ENSG00000124253	R_HMR_4101
ENSG00000100889	R_HMR_4103
ENSG00000173599	R_HMR_4143
ENSG00000067225	R_HMR_4193
ENSG00000143627	R_HMR_4193
ENSG00000053371	R_HMR_8497
ENSG00000085662	R_HMR_8497
ENSG00000117448	R_HMR_8497
ENSG00000130649	R_HMR_8498
ENSG00000130649	R_HMR_8499
ENSG00000053371	R_HMR_8500
ENSG00000085662	R_HMR_8500
ENSG00000117448	R_HMR_8500
ENSG00000137106	R_HMR_8501
ENSG00000147576	R_HMR_8502
ENSG00000172955	R_HMR_8502
ENSG00000187758	R_HMR_8502
ENSG00000196344	R_HMR_8502
ENSG00000196616	R_HMR_8502
ENSG00000197894	R_HMR_8502
ENSG00000198099	R_HMR_8502
ENSG00000248144	R_HMR_8502
ENSG00000006534	R_HMR_8503
ENSG00000072210	R_HMR_8503
ENSG00000108602	R_HMR_8503
ENSG00000132746	R_HMR_8503
ENSG00000143149	R_HMR_8503
ENSG00000164904	R_HMR_8503
ENSG00000184254	R_HMR_8503
ENSG00000072210	R_HMR_8504
ENSG00000111275	R_HMR_8504
ENSG00000137124	R_HMR_8504
ENSG00000143149	R_HMR_8504
ENSG00000164904	R_HMR_8504
ENSG00000072210	R_HMR_8506
ENSG00000111275	R_HMR_8506
ENSG00000137124	R_HMR_8506
ENSG00000143149	R_HMR_8506
ENSG00000164904	R_HMR_8506
ENSG00000147576	R_HMR_8507
ENSG00000172955	R_HMR_8507
ENSG00000180011	R_HMR_8507
ENSG00000187758	R_HMR_8507
ENSG00000196344	R_HMR_8507
ENSG00000196616	R_HMR_8507
ENSG00000197894	R_HMR_8507
ENSG00000198099	R_HMR_8507
ENSG00000248144	R_HMR_8507
ENSG00000147576	R_HMR_8508
ENSG00000172955	R_HMR_8508
ENSG00000180011	R_HMR_8508
ENSG00000187758	R_HMR_8508
ENSG00000196344	R_HMR_8508
ENSG00000196616	R_HMR_8508
ENSG00000197894	R_HMR_8508
ENSG00000198099	R_HMR_8508
ENSG00000248144	R_HMR_8508
ENSG00000053371	R_HMR_8509
ENSG00000085662	R_HMR_8509
ENSG00000117448	R_HMR_8509
ENSG00000063854	R_HMR_8511
ENSG00000103253	R_HMR_8511
ENSG00000166816	R_HMR_8512
ENSG00000166816	R_HMR_8514
ENSG00000182224	R_HMR_8514
ENSG00000148090	R_HMR_8516
ENSG00000111716	R_HMR_4280
ENSG00000134333	R_HMR_4280
ENSG00000151116	R_HMR_4280
ENSG00000166796	R_HMR_4280
ENSG00000166800	R_HMR_4280
ENSG00000171989	R_HMR_4280
ENSG00000111058	R_HMR_0153
ENSG00000131069	R_HMR_0153
ENSG00000154930	R_HMR_0153
ENSG00000111271	R_HMR_3212
ENSG00000117054	R_HMR_3212
ENSG00000122971	R_HMR_3212
ENSG00000151498	R_HMR_3212
ENSG00000177646	R_HMR_3212
ENSG00000196177	R_HMR_3212
ENSG00000240303	R_HMR_3212
ENSG00000111058	R_HMR_3797
ENSG00000131069	R_HMR_3797
ENSG00000154930	R_HMR_3797
ENSG00000083123	R_HMR_3800
ENSG00000091140	R_HMR_3800
ENSG00000137992	R_HMR_3800
ENSG00000248098	R_HMR_3800
ENSG00000103150	R_HMR_4105
ENSG00000103150	R_HMR_4106
ENSG00000103150	R_HMR_4107
ENSG00000119711	R_HMR_4282
ENSG00000111058	R_HMR_4331
ENSG00000131069	R_HMR_4331
ENSG00000154930	R_HMR_4331
ENSG00000111058	R_HMR_4459
ENSG00000131069	R_HMR_4459
ENSG00000154930	R_HMR_4459
ENSG00000111058	R_HMR_4460
ENSG00000131069	R_HMR_4460
ENSG00000154930	R_HMR_4460
ENSG00000116133	R_HMR_4497
ENSG00000198130	R_HMR_4741
ENSG00000087076	R_HMR_9804
ENSG00000099377	R_HMR_9804
ENSG00000100867	R_HMR_9804
ENSG00000109854	R_HMR_9804
ENSG00000121039	R_HMR_9804
ENSG00000138400	R_HMR_9804
ENSG00000139988	R_HMR_9804
ENSG00000145439	R_HMR_9804
ENSG00000159692	R_HMR_9804
ENSG00000160439	R_HMR_9804
ENSG00000164039	R_HMR_9804
ENSG00000167733	R_HMR_9804
ENSG00000170426	R_HMR_9804
ENSG00000170786	R_HMR_9804
ENSG00000176387	R_HMR_9804
ENSG00000183921	R_HMR_9804
ENSG00000184860	R_HMR_9804
ENSG00000186153	R_HMR_9804
ENSG00000187134	R_HMR_9804
ENSG00000197894	R_HMR_9804
ENSG00000198074	R_HMR_9804
ENSG00000198189	R_HMR_9804
ENSG00000198610	R_HMR_9804
ENSG00000204228	R_HMR_9804
ENSG00000227471	R_HMR_9804
ENSG00000240857	R_HMR_9804
ENSG00000087299	R_HMR_0718
ENSG00000092621	R_HMR_0719
ENSG00000120437	R_HMR_1434
ENSG00000081760	R_HMR_1436
ENSG00000111271	R_HMR_3163
ENSG00000117054	R_HMR_3163
ENSG00000122971	R_HMR_3163
ENSG00000151498	R_HMR_3163
ENSG00000177646	R_HMR_3163
ENSG00000196177	R_HMR_3163
ENSG00000240303	R_HMR_3163
ENSG00000161267	R_HMR_4461
ENSG00000164039	R_HMR_4461
ENSG00000112972	R_HMR_4604
ENSG00000111716	R_HMR_5351
ENSG00000151116	R_HMR_5351
ENSG00000166796	R_HMR_5351
ENSG00000166800	R_HMR_5351
ENSG00000171989	R_HMR_5351
ENSG00000121310	R_HMR_7709
ENSG00000101911	R_HMR_4052
ENSG00000147224	R_HMR_4052
ENSG00000229937	R_HMR_4052
ENSG00000160211	R_HMR_4304
ENSG00000160211	R_HMR_4306
ENSG00000158019	R_HMR_4350
ENSG00000171174	R_HMR_4350
ENSG00000153574	R_HMR_4351
ENSG00000153574	R_HMR_4352
ENSG00000079739	R_HMR_4354
ENSG00000169299	R_HMR_4354
ENSG00000023697	R_HMR_4398
ENSG00000007350	R_HMR_4404
ENSG00000151005	R_HMR_4404
ENSG00000163931	R_HMR_4404
ENSG00000142657	R_HMR_4473
ENSG00000142657	R_HMR_4474
ENSG00000130066	R_HMR_4476
ENSG00000141504	R_HMR_4476
ENSG00000197713	R_HMR_4477
ENSG00000235376	R_HMR_4477
ENSG00000007350	R_HMR_4501
ENSG00000151005	R_HMR_4501
ENSG00000163931	R_HMR_4501
ENSG00000177156	R_HMR_4565
ENSG00000067057	R_HMR_4567
ENSG00000141959	R_HMR_4567
ENSG00000152556	R_HMR_4567
ENSG00000067057	R_HMR_4568
ENSG00000141959	R_HMR_4568
ENSG00000152556	R_HMR_4568
ENSG00000197417	R_HMR_9799
ENSG00000138030	R_HMR_9800
ENSG00000049239	R_HMR_4623
ENSG00000130313	R_HMR_4623
ENSG00000049239	R_HMR_4625
ENSG00000130313	R_HMR_4625
ENSG00000169299	R_HMR_4710
ENSG00000180953	R_HMR_4710
ENSG00000006534	R_HMR_4841
ENSG00000108602	R_HMR_4841
ENSG00000132746	R_HMR_4841
ENSG00000184254	R_HMR_4841
ENSG00000158019	R_HMR_8074
ENSG00000171174	R_HMR_8074
ENSG00000049239	R_HMR_8653
ENSG00000130313	R_HMR_8653
ENSG00000054179	R_HMR_3998
ENSG00000138185	R_HMR_3998
ENSG00000168032	R_HMR_3998
ENSG00000171302	R_HMR_3998
ENSG00000187097	R_HMR_3998
ENSG00000188833	R_HMR_3998
ENSG00000197217	R_HMR_3998
ENSG00000197586	R_HMR_3998
ENSG00000061918	R_HMR_4000
ENSG00000164116	R_HMR_4000
ENSG00000070019	R_HMR_4000
ENSG00000078295	R_HMR_4000
ENSG00000101890	R_HMR_4000
ENSG00000121281	R_HMR_4000
ENSG00000129467	R_HMR_4000
ENSG00000132518	R_HMR_4000
ENSG00000138031	R_HMR_4000
ENSG00000143199	R_HMR_4000
ENSG00000152402	R_HMR_4000
ENSG00000155897	R_HMR_4000
ENSG00000159899	R_HMR_4000
ENSG00000162104	R_HMR_4000
ENSG00000164742	R_HMR_4000
ENSG00000169418	R_HMR_4000
ENSG00000173175	R_HMR_4000
ENSG00000174233	R_HMR_4000
ENSG00000004455	R_HMR_4002
ENSG00000085231	R_HMR_4002
ENSG00000106992	R_HMR_4002
ENSG00000140057	R_HMR_4002
ENSG00000147853	R_HMR_4002
ENSG00000154027	R_HMR_4002
ENSG00000155085	R_HMR_4002
ENSG00000162433	R_HMR_4002
ENSG00000165695	R_HMR_4002
ENSG00000273841	R_HMR_4002
ENSG00000004455	R_HMR_4004
ENSG00000085231	R_HMR_4004
ENSG00000106992	R_HMR_4004
ENSG00000140057	R_HMR_4004
ENSG00000147853	R_HMR_4004
ENSG00000154027	R_HMR_4004
ENSG00000155085	R_HMR_4004
ENSG00000162433	R_HMR_4004
ENSG00000165695	R_HMR_4004
ENSG00000273841	R_HMR_4004
ENSG00000014257	R_HMR_4010
ENSG00000076685	R_HMR_4010
ENSG00000116981	R_HMR_4010
ENSG00000122643	R_HMR_4010
ENSG00000125458	R_HMR_4010
ENSG00000135318	R_HMR_4010
ENSG00000141698	R_HMR_4010
ENSG00000146587	R_HMR_4010
ENSG00000185013	R_HMR_4010
ENSG00000205309	R_HMR_4010
ENSG00000250741	R_HMR_4010
ENSG00000014257	R_HMR_4081
ENSG00000076685	R_HMR_4081
ENSG00000116981	R_HMR_4081
ENSG00000122643	R_HMR_4081
ENSG00000125458	R_HMR_4081
ENSG00000135318	R_HMR_4081
ENSG00000141698	R_HMR_4081
ENSG00000146587	R_HMR_4081
ENSG00000185013	R_HMR_4081
ENSG00000205309	R_HMR_4081
ENSG00000250741	R_HMR_4081
ENSG00000014257	R_HMR_4082
ENSG00000076685	R_HMR_4082
ENSG00000116981	R_HMR_4082
ENSG00000122643	R_HMR_4082
ENSG00000125458	R_HMR_4082
ENSG00000135318	R_HMR_4082
ENSG00000141698	R_HMR_4082
ENSG00000146587	R_HMR_4082
ENSG00000185013	R_HMR_4082
ENSG00000205309	R_HMR_4082
ENSG00000250741	R_HMR_4082
ENSG00000156110	R_HMR_4012
ENSG00000156136	R_HMR_4012
ENSG00000065989	R_HMR_4014
ENSG00000073417	R_HMR_4014
ENSG00000095464	R_HMR_4014
ENSG00000105650	R_HMR_4014
ENSG00000112541	R_HMR_4014
ENSG00000113231	R_HMR_4014
ENSG00000113448	R_HMR_4014
ENSG00000115252	R_HMR_4014
ENSG00000123360	R_HMR_4014
ENSG00000128655	R_HMR_4014
ENSG00000132915	R_HMR_4014
ENSG00000133256	R_HMR_4014
ENSG00000137496	R_HMR_4014
ENSG00000138735	R_HMR_4014
ENSG00000139053	R_HMR_4014
ENSG00000152270	R_HMR_4014
ENSG00000154678	R_HMR_4014
ENSG00000156973	R_HMR_4014
ENSG00000160191	R_HMR_4014
ENSG00000171408	R_HMR_4014
ENSG00000172572	R_HMR_4014
ENSG00000184588	R_HMR_4014
ENSG00000185527	R_HMR_4014
ENSG00000186642	R_HMR_4014
ENSG00000205268	R_HMR_4014
ENSG00000143774	R_HMR_4020
ENSG00000061918	R_HMR_4022
ENSG00000164116	R_HMR_4022
ENSG00000070019	R_HMR_4022
ENSG00000078295	R_HMR_4022
ENSG00000101890	R_HMR_4022
ENSG00000121281	R_HMR_4022
ENSG00000129467	R_HMR_4022
ENSG00000132518	R_HMR_4022
ENSG00000138031	R_HMR_4022
ENSG00000143199	R_HMR_4022
ENSG00000152402	R_HMR_4022
ENSG00000155897	R_HMR_4022
ENSG00000159899	R_HMR_4022
ENSG00000162104	R_HMR_4022
ENSG00000164742	R_HMR_4022
ENSG00000169418	R_HMR_4022
ENSG00000173175	R_HMR_4022
ENSG00000174233	R_HMR_4022
ENSG00000138363	R_HMR_4038
ENSG00000106348	R_HMR_4040
ENSG00000178035	R_HMR_4040
ENSG00000035687	R_HMR_4042
ENSG00000185100	R_HMR_4042
ENSG00000163655	R_HMR_4046
ENSG00000065989	R_HMR_4048
ENSG00000073417	R_HMR_4048
ENSG00000095464	R_HMR_4048
ENSG00000105650	R_HMR_4048
ENSG00000112541	R_HMR_4048
ENSG00000113231	R_HMR_4048
ENSG00000113448	R_HMR_4048
ENSG00000115252	R_HMR_4048
ENSG00000123360	R_HMR_4048
ENSG00000128655	R_HMR_4048
ENSG00000132915	R_HMR_4048
ENSG00000133256	R_HMR_4048
ENSG00000137496	R_HMR_4048
ENSG00000138735	R_HMR_4048
ENSG00000139053	R_HMR_4048
ENSG00000152270	R_HMR_4048
ENSG00000154678	R_HMR_4048
ENSG00000156973	R_HMR_4048
ENSG00000160191	R_HMR_4048
ENSG00000171408	R_HMR_4048
ENSG00000172572	R_HMR_4048
ENSG00000184588	R_HMR_4048
ENSG00000185527	R_HMR_4048
ENSG00000186642	R_HMR_4048
ENSG00000205268	R_HMR_4048
ENSG00000116337	R_HMR_4080
ENSG00000116748	R_HMR_4080
ENSG00000133805	R_HMR_4080
ENSG00000198931	R_HMR_4085
ENSG00000198931	R_HMR_4086
ENSG00000054179	R_HMR_4134
ENSG00000138185	R_HMR_4134
ENSG00000168032	R_HMR_4134
ENSG00000171302	R_HMR_4134
ENSG00000187097	R_HMR_4134
ENSG00000188833	R_HMR_4134
ENSG00000197217	R_HMR_4134
ENSG00000197586	R_HMR_4134
ENSG00000143774	R_HMR_4135
ENSG00000125877	R_HMR_4168
ENSG00000067225	R_HMR_4171
ENSG00000143627	R_HMR_4171
ENSG00000138185	R_HMR_4290
ENSG00000168032	R_HMR_4290
ENSG00000188833	R_HMR_4290
ENSG00000128059	R_HMR_4406
ENSG00000100354	R_HMR_4412
ENSG00000239900	R_HMR_4412
ENSG00000014257	R_HMR_4417
ENSG00000076685	R_HMR_4417
ENSG00000116981	R_HMR_4417
ENSG00000122643	R_HMR_4417
ENSG00000125458	R_HMR_4417
ENSG00000135318	R_HMR_4417
ENSG00000141698	R_HMR_4417
ENSG00000146587	R_HMR_4417
ENSG00000185013	R_HMR_4417
ENSG00000205309	R_HMR_4417
ENSG00000250741	R_HMR_4417
