geneID	reactionID
ENSG00000197142	R_HMR_2988
ENSG00000239642	R_HMR_2988
ENSG00000068366	R_HMR_2989
ENSG00000103740	R_HMR_2989
ENSG00000123983	R_HMR_2989
ENSG00000130377	R_HMR_2989
ENSG00000140284	R_HMR_2989
ENSG00000151726	R_HMR_2989
ENSG00000164398	R_HMR_2989
ENSG00000197142	R_HMR_2989
ENSG00000239642	R_HMR_2989
ENSG00000068366	R_HMR_2990
ENSG00000103740	R_HMR_2990
ENSG00000123983	R_HMR_2990
ENSG00000130377	R_HMR_2990
ENSG00000140284	R_HMR_2990
ENSG00000151726	R_HMR_2990
ENSG00000164398	R_HMR_2990
ENSG00000197142	R_HMR_2990
ENSG00000239642	R_HMR_2990
ENSG00000068366	R_HMR_2991
ENSG00000103740	R_HMR_2991
ENSG00000123983	R_HMR_2991
ENSG00000130377	R_HMR_2991
ENSG00000140284	R_HMR_2991
ENSG00000151726	R_HMR_2991
ENSG00000164398	R_HMR_2991
ENSG00000197142	R_HMR_2991
ENSG00000239642	R_HMR_2991
ENSG00000068366	R_HMR_2992
ENSG00000103740	R_HMR_2992
ENSG00000123983	R_HMR_2992
ENSG00000130377	R_HMR_2992
ENSG00000140284	R_HMR_2992
ENSG00000151726	R_HMR_2992
ENSG00000164398	R_HMR_2992
ENSG00000197142	R_HMR_2992
ENSG00000239642	R_HMR_2992
ENSG00000068366	R_HMR_2994
ENSG00000103740	R_HMR_2994
ENSG00000123983	R_HMR_2994
ENSG00000130377	R_HMR_2994
ENSG00000140284	R_HMR_2994
ENSG00000151726	R_HMR_2994
ENSG00000164398	R_HMR_2994
ENSG00000197142	R_HMR_2994
ENSG00000239642	R_HMR_2994
ENSG00000068366	R_HMR_2996
ENSG00000103740	R_HMR_2996
ENSG00000123983	R_HMR_2996
ENSG00000130377	R_HMR_2996
ENSG00000140284	R_HMR_2996
ENSG00000151726	R_HMR_2996
ENSG00000164398	R_HMR_2996
ENSG00000197142	R_HMR_2996
ENSG00000239642	R_HMR_2996
ENSG00000068366	R_HMR_2998
ENSG00000103740	R_HMR_2998
ENSG00000123983	R_HMR_2998
ENSG00000130377	R_HMR_2998
ENSG00000140284	R_HMR_2998
ENSG00000151726	R_HMR_2998
ENSG00000164398	R_HMR_2998
ENSG00000197142	R_HMR_2998
ENSG00000239642	R_HMR_2998
ENSG00000068366	R_HMR_2999
ENSG00000103740	R_HMR_2999
ENSG00000123983	R_HMR_2999
ENSG00000130377	R_HMR_2999
ENSG00000140284	R_HMR_2999
ENSG00000151726	R_HMR_2999
ENSG00000164398	R_HMR_2999
ENSG00000197142	R_HMR_2999
ENSG00000239642	R_HMR_2999
ENSG00000068366	R_HMR_3000
ENSG00000103740	R_HMR_3000
ENSG00000123983	R_HMR_3000
ENSG00000130377	R_HMR_3000
ENSG00000140284	R_HMR_3000
ENSG00000151726	R_HMR_3000
ENSG00000164398	R_HMR_3000
ENSG00000197142	R_HMR_3000
ENSG00000239642	R_HMR_3000
ENSG00000068366	R_HMR_3001
ENSG00000103740	R_HMR_3001
ENSG00000123983	R_HMR_3001
ENSG00000130377	R_HMR_3001
ENSG00000140284	R_HMR_3001
ENSG00000151726	R_HMR_3001
ENSG00000164398	R_HMR_3001
ENSG00000197142	R_HMR_3001
ENSG00000239642	R_HMR_3001
ENSG00000068366	R_HMR_3002
ENSG00000103740	R_HMR_3002
ENSG00000123983	R_HMR_3002
ENSG00000130377	R_HMR_3002
ENSG00000140284	R_HMR_3002
ENSG00000151726	R_HMR_3002
ENSG00000164398	R_HMR_3002
ENSG00000197142	R_HMR_3002
ENSG00000239642	R_HMR_3002
ENSG00000068366	R_HMR_3003
ENSG00000103740	R_HMR_3003
ENSG00000123983	R_HMR_3003
ENSG00000130377	R_HMR_3003
ENSG00000140284	R_HMR_3003
ENSG00000151726	R_HMR_3003
ENSG00000164398	R_HMR_3003
ENSG00000197142	R_HMR_3003
ENSG00000239642	R_HMR_3003
ENSG00000151093	R_HMR_2152
ENSG00000169710	R_HMR_2152
ENSG00000169710	R_HMR_2153
ENSG00000169710	R_HMR_2154
ENSG00000115425	R_HMR_2155
ENSG00000116353	R_HMR_2155
ENSG00000169710	R_HMR_2155
ENSG00000151093	R_HMR_2156
ENSG00000169710	R_HMR_2156
ENSG00000169710	R_HMR_2157
ENSG00000169710	R_HMR_2158
ENSG00000169710	R_HMR_2159
ENSG00000151093	R_HMR_2160
ENSG00000169710	R_HMR_2160
ENSG00000169710	R_HMR_2161
ENSG00000169710	R_HMR_2162
ENSG00000169710	R_HMR_2163
ENSG00000151093	R_HMR_2164
ENSG00000169710	R_HMR_2164
ENSG00000169710	R_HMR_2165
ENSG00000169710	R_HMR_2166
ENSG00000169710	R_HMR_2167
ENSG00000151093	R_HMR_2168
ENSG00000169710	R_HMR_2168
ENSG00000169710	R_HMR_2169
ENSG00000169710	R_HMR_2170
ENSG00000169710	R_HMR_2171
ENSG00000151093	R_HMR_2173
ENSG00000169710	R_HMR_2173
ENSG00000169710	R_HMR_2174
ENSG00000169710	R_HMR_2175
ENSG00000169710	R_HMR_2176
ENSG00000151093	R_HMR_2178
ENSG00000169710	R_HMR_2178
ENSG00000169710	R_HMR_2179
ENSG00000169710	R_HMR_2180
ENSG00000169710	R_HMR_2181
ENSG00000076555	R_HMR_4156
ENSG00000278540	R_HMR_4156
ENSG00000076555	R_HMR_4295
ENSG00000169710	R_HMR_2227
ENSG00000169710	R_HMR_2228
ENSG00000169710	R_HMR_2229
ENSG00000169710	R_HMR_2230
ENSG00000169710	R_HMR_2231
ENSG00000169710	R_HMR_2232
ENSG00000169710	R_HMR_2233
ENSG00000169710	R_HMR_2234
ENSG00000169710	R_HMR_2235
ENSG00000169710	R_HMR_2236
ENSG00000169710	R_HMR_2237
ENSG00000169710	R_HMR_2238
ENSG00000169710	R_HMR_2239
ENSG00000169710	R_HMR_2240
ENSG00000169710	R_HMR_2241
ENSG00000169710	R_HMR_2242
ENSG00000169710	R_HMR_2243
ENSG00000169710	R_HMR_2244
ENSG00000169710	R_HMR_2245
ENSG00000169710	R_HMR_2246
ENSG00000169710	R_HMR_2247
ENSG00000169710	R_HMR_2249
ENSG00000169710	R_HMR_2250
ENSG00000169710	R_HMR_2251
ENSG00000169710	R_HMR_2252
ENSG00000169710	R_HMR_2254
ENSG00000169710	R_HMR_2255
ENSG00000169710	R_HMR_2256
ENSG00000169710	R_HMR_2257
ENSG00000012660	R_HMR_2305
ENSG00000066322	R_HMR_2305
ENSG00000118402	R_HMR_2305
ENSG00000119915	R_HMR_2305
ENSG00000164181	R_HMR_2305
ENSG00000170522	R_HMR_2305
ENSG00000197977	R_HMR_2305
ENSG00000149084	R_HMR_2307
ENSG00000074696	R_HMR_2309
ENSG00000146066	R_HMR_2309
ENSG00000165996	R_HMR_2309
ENSG00000188921	R_HMR_2309
ENSG00000206527	R_HMR_2309
ENSG00000099797	R_HMR_2311
ENSG00000205678	R_HMR_2311
ENSG00000012660	R_HMR_2315
ENSG00000066322	R_HMR_2315
ENSG00000118402	R_HMR_2315
ENSG00000119915	R_HMR_2315
ENSG00000164181	R_HMR_2315
ENSG00000170522	R_HMR_2315
ENSG00000197977	R_HMR_2315
ENSG00000149084	R_HMR_2317
ENSG00000074696	R_HMR_2319
ENSG00000146066	R_HMR_2319
ENSG00000165996	R_HMR_2319
ENSG00000188921	R_HMR_2319
ENSG00000206527	R_HMR_2319
ENSG00000099797	R_HMR_2321
ENSG00000205678	R_HMR_2321
ENSG00000012660	R_HMR_2324
ENSG00000066322	R_HMR_2324
ENSG00000118402	R_HMR_2324
ENSG00000119915	R_HMR_2324
ENSG00000164181	R_HMR_2324
ENSG00000170522	R_HMR_2324
ENSG00000197977	R_HMR_2324
ENSG00000149084	R_HMR_2326
ENSG00000074696	R_HMR_2328
ENSG00000146066	R_HMR_2328
ENSG00000165996	R_HMR_2328
ENSG00000188921	R_HMR_2328
ENSG00000206527	R_HMR_2328
ENSG00000099797	R_HMR_2330
ENSG00000205678	R_HMR_2330
ENSG00000012660	R_HMR_2332
ENSG00000066322	R_HMR_2332
ENSG00000118402	R_HMR_2332
ENSG00000119915	R_HMR_2332
ENSG00000164181	R_HMR_2332
ENSG00000170522	R_HMR_2332
ENSG00000197977	R_HMR_2332
ENSG00000149084	R_HMR_2334
ENSG00000074696	R_HMR_2336
ENSG00000146066	R_HMR_2336
ENSG00000165996	R_HMR_2336
ENSG00000188921	R_HMR_2336
ENSG00000206527	R_HMR_2336
ENSG00000099797	R_HMR_2338
ENSG00000205678	R_HMR_2338
ENSG00000012660	R_HMR_2342
ENSG00000066322	R_HMR_2342
ENSG00000118402	R_HMR_2342
ENSG00000119915	R_HMR_2342
ENSG00000164181	R_HMR_2342
ENSG00000170522	R_HMR_2342
ENSG00000197977	R_HMR_2342
ENSG00000149084	R_HMR_2343
ENSG00000074696	R_HMR_2344
ENSG00000146066	R_HMR_2344
ENSG00000165996	R_HMR_2344
ENSG00000188921	R_HMR_2344
ENSG00000206527	R_HMR_2344
ENSG00000099797	R_HMR_2345
ENSG00000205678	R_HMR_2345
ENSG00000012660	R_HMR_2347
ENSG00000066322	R_HMR_2347
ENSG00000118402	R_HMR_2347
ENSG00000119915	R_HMR_2347
ENSG00000164181	R_HMR_2347
ENSG00000170522	R_HMR_2347
ENSG00000197977	R_HMR_2347
ENSG00000149084	R_HMR_2348
ENSG00000074696	R_HMR_2349
ENSG00000146066	R_HMR_2349
ENSG00000165996	R_HMR_2349
ENSG00000188921	R_HMR_2349
ENSG00000206527	R_HMR_2349
ENSG00000099797	R_HMR_2350
ENSG00000205678	R_HMR_2350
ENSG00000012660	R_HMR_2353
ENSG00000066322	R_HMR_2353
ENSG00000118402	R_HMR_2353
ENSG00000119915	R_HMR_2353
ENSG00000164181	R_HMR_2353
ENSG00000170522	R_HMR_2353
ENSG00000197977	R_HMR_2353
ENSG00000149084	R_HMR_2354
ENSG00000074696	R_HMR_2355
ENSG00000146066	R_HMR_2355
ENSG00000165996	R_HMR_2355
ENSG00000188921	R_HMR_2355
ENSG00000206527	R_HMR_2355
ENSG00000099797	R_HMR_2356
ENSG00000205678	R_HMR_2356
ENSG00000012660	R_HMR_2361
ENSG00000066322	R_HMR_2361
ENSG00000118402	R_HMR_2361
ENSG00000119915	R_HMR_2361
ENSG00000164181	R_HMR_2361
ENSG00000170522	R_HMR_2361
ENSG00000197977	R_HMR_2361
ENSG00000149084	R_HMR_2362
ENSG00000074696	R_HMR_2363
ENSG00000146066	R_HMR_2363
ENSG00000165996	R_HMR_2363
ENSG00000188921	R_HMR_2363
ENSG00000206527	R_HMR_2363
ENSG00000099797	R_HMR_2364
ENSG00000205678	R_HMR_2364
ENSG00000012660	R_HMR_2190
ENSG00000066322	R_HMR_2190
ENSG00000118402	R_HMR_2190
ENSG00000119915	R_HMR_2190
ENSG00000164181	R_HMR_2190
ENSG00000170522	R_HMR_2190
ENSG00000197977	R_HMR_2190
ENSG00000149084	R_HMR_2191
ENSG00000074696	R_HMR_2193
ENSG00000146066	R_HMR_2193
ENSG00000165996	R_HMR_2193
ENSG00000188921	R_HMR_2193
ENSG00000206527	R_HMR_2193
ENSG00000099797	R_HMR_2194
ENSG00000205678	R_HMR_2194
ENSG00000012660	R_HMR_2201
ENSG00000066322	R_HMR_2201
ENSG00000118402	R_HMR_2201
ENSG00000119915	R_HMR_2201
ENSG00000164181	R_HMR_2201
ENSG00000170522	R_HMR_2201
ENSG00000197977	R_HMR_2201
ENSG00000149084	R_HMR_2202
ENSG00000074696	R_HMR_2203
ENSG00000146066	R_HMR_2203
ENSG00000165996	R_HMR_2203
ENSG00000188921	R_HMR_2203
ENSG00000206527	R_HMR_2203
ENSG00000099797	R_HMR_2204
ENSG00000205678	R_HMR_2204
ENSG00000012660	R_HMR_2205
ENSG00000066322	R_HMR_2205
ENSG00000118402	R_HMR_2205
ENSG00000119915	R_HMR_2205
ENSG00000164181	R_HMR_2205
ENSG00000170522	R_HMR_2205
ENSG00000197977	R_HMR_2205
ENSG00000149084	R_HMR_2208
ENSG00000074696	R_HMR_2209
ENSG00000146066	R_HMR_2209
ENSG00000165996	R_HMR_2209
ENSG00000188921	R_HMR_2209
ENSG00000206527	R_HMR_2209
ENSG00000099797	R_HMR_2210
ENSG00000205678	R_HMR_2210
ENSG00000012660	R_HMR_2211
ENSG00000066322	R_HMR_2211
ENSG00000118402	R_HMR_2211
ENSG00000119915	R_HMR_2211
ENSG00000164181	R_HMR_2211
ENSG00000170522	R_HMR_2211
ENSG00000197977	R_HMR_2211
ENSG00000149084	R_HMR_2212
ENSG00000074696	R_HMR_2213
ENSG00000146066	R_HMR_2213
ENSG00000165996	R_HMR_2213
ENSG00000188921	R_HMR_2213
ENSG00000206527	R_HMR_2213
ENSG00000099797	R_HMR_2214
ENSG00000205678	R_HMR_2214
ENSG00000012660	R_HMR_2215
ENSG00000066322	R_HMR_2215
ENSG00000118402	R_HMR_2215
ENSG00000119915	R_HMR_2215
ENSG00000164181	R_HMR_2215
ENSG00000170522	R_HMR_2215
ENSG00000197977	R_HMR_2215
ENSG00000149084	R_HMR_2217
ENSG00000074696	R_HMR_2218
ENSG00000146066	R_HMR_2218
ENSG00000165996	R_HMR_2218
ENSG00000188921	R_HMR_2218
ENSG00000206527	R_HMR_2218
ENSG00000099797	R_HMR_2219
ENSG00000205678	R_HMR_2219
ENSG00000012660	R_HMR_2259
ENSG00000066322	R_HMR_2259
ENSG00000118402	R_HMR_2259
ENSG00000119915	R_HMR_2259
ENSG00000164181	R_HMR_2259
ENSG00000170522	R_HMR_2259
ENSG00000197977	R_HMR_2259
ENSG00000149084	R_HMR_2260
ENSG00000074696	R_HMR_2261
ENSG00000146066	R_HMR_2261
ENSG00000165996	R_HMR_2261
ENSG00000188921	R_HMR_2261
ENSG00000206527	R_HMR_2261
ENSG00000099797	R_HMR_2262
ENSG00000205678	R_HMR_2262
ENSG00000012660	R_HMR_2263
ENSG00000066322	R_HMR_2263
ENSG00000118402	R_HMR_2263
ENSG00000119915	R_HMR_2263
ENSG00000164181	R_HMR_2263
ENSG00000170522	R_HMR_2263
ENSG00000197977	R_HMR_2263
ENSG00000149084	R_HMR_2264
ENSG00000074696	R_HMR_2265
ENSG00000146066	R_HMR_2265
ENSG00000165996	R_HMR_2265
ENSG00000188921	R_HMR_2265
ENSG00000206527	R_HMR_2265
ENSG00000099797	R_HMR_2266
ENSG00000205678	R_HMR_2266
ENSG00000012660	R_HMR_2267
ENSG00000066322	R_HMR_2267
ENSG00000118402	R_HMR_2267
ENSG00000119915	R_HMR_2267
ENSG00000164181	R_HMR_2267
ENSG00000170522	R_HMR_2267
ENSG00000197977	R_HMR_2267
ENSG00000149084	R_HMR_2268
ENSG00000074696	R_HMR_2269
ENSG00000146066	R_HMR_2269
ENSG00000165996	R_HMR_2269
ENSG00000188921	R_HMR_2269
ENSG00000206527	R_HMR_2269
ENSG00000099797	R_HMR_2270
ENSG00000099194	R_HMR_2281
ENSG00000145284	R_HMR_2281
ENSG00000099194	R_HMR_2282
ENSG00000145284	R_HMR_2282
ENSG00000099194	R_HMR_2284
ENSG00000145284	R_HMR_2284
ENSG00000099194	R_HMR_2286
ENSG00000145284	R_HMR_2286
ENSG00000099194	R_HMR_2287
ENSG00000145284	R_HMR_2287
ENSG00000099194	R_HMR_2292
ENSG00000145284	R_HMR_2292
ENSG00000099194	R_HMR_2293
ENSG00000145284	R_HMR_2293
ENSG00000099194	R_HMR_2294
ENSG00000145284	R_HMR_2294
ENSG00000172782	R_HMR_2294
ENSG00000099194	R_HMR_2295
ENSG00000145284	R_HMR_2295
ENSG00000099194	R_HMR_2296
ENSG00000145284	R_HMR_2296
ENSG00000134824	R_HMR_2359
ENSG00000149485	R_HMR_2359
ENSG00000221968	R_HMR_2359
ENSG00000134824	R_HMR_2365
ENSG00000149485	R_HMR_2365
ENSG00000221968	R_HMR_2365
ENSG00000099194	R_HMR_2288
ENSG00000145284	R_HMR_2288
ENSG00000099194	R_HMR_2289
ENSG00000145284	R_HMR_2289
ENSG00000097021	R_HMR_0709
ENSG00000119673	R_HMR_0709
ENSG00000131238	R_HMR_0709
ENSG00000136881	R_HMR_0709
ENSG00000177465	R_HMR_0709
ENSG00000184227	R_HMR_0709
ENSG00000205669	R_HMR_0709
ENSG00000221988	R_HMR_0709
ENSG00000241404	R_HMR_0709
ENSG00000169710	R_HMR_2150
ENSG00000100294	R_HMR_2151
ENSG00000169710	R_HMR_2151
ENSG00000152463	R_HMR_2172
ENSG00000169710	R_HMR_2172
ENSG00000152463	R_HMR_2177
ENSG00000169710	R_HMR_2177
ENSG00000152463	R_HMR_2182
ENSG00000169710	R_HMR_2182
ENSG00000152463	R_HMR_2248
ENSG00000169710	R_HMR_2248
ENSG00000152463	R_HMR_2253
ENSG00000169710	R_HMR_2253
ENSG00000152463	R_HMR_2258
ENSG00000169710	R_HMR_2258
ENSG00000073756	R_HMR_2438
ENSG00000095303	R_HMR_2438
ENSG00000161905	R_HMR_2440
ENSG00000179593	R_HMR_2440
ENSG00000116157	R_HMR_2441
ENSG00000117592	R_HMR_2441
ENSG00000164294	R_HMR_2441
ENSG00000167468	R_HMR_2441
ENSG00000176153	R_HMR_2441
ENSG00000198704	R_HMR_2441
ENSG00000211445	R_HMR_2441
ENSG00000224586	R_HMR_2441
ENSG00000233276	R_HMR_2441
ENSG00000021461	R_HMR_2455
ENSG00000100197	R_HMR_2455
ENSG00000106258	R_HMR_2455
ENSG00000108242	R_HMR_2455
ENSG00000130649	R_HMR_2455
ENSG00000134716	R_HMR_2455
ENSG00000137869	R_HMR_2455
ENSG00000138061	R_HMR_2455
ENSG00000138109	R_HMR_2455
ENSG00000138115	R_HMR_2455
ENSG00000140465	R_HMR_2455
ENSG00000140505	R_HMR_2455
ENSG00000142973	R_HMR_2455
ENSG00000155016	R_HMR_2455
ENSG00000160868	R_HMR_2455
ENSG00000160870	R_HMR_2455
ENSG00000165841	R_HMR_2455
ENSG00000167600	R_HMR_2455
ENSG00000171903	R_HMR_2455
ENSG00000186160	R_HMR_2455
ENSG00000186204	R_HMR_2455
ENSG00000186377	R_HMR_2455
ENSG00000186526	R_HMR_2455
ENSG00000197408	R_HMR_2455
ENSG00000197446	R_HMR_2455
ENSG00000197838	R_HMR_2455
ENSG00000198077	R_HMR_2455
ENSG00000255974	R_HMR_2455
ENSG00000021461	R_HMR_2456
ENSG00000100197	R_HMR_2456
ENSG00000106258	R_HMR_2456
ENSG00000108242	R_HMR_2456
ENSG00000130649	R_HMR_2456
ENSG00000134716	R_HMR_2456
ENSG00000137869	R_HMR_2456
ENSG00000138061	R_HMR_2456
ENSG00000138109	R_HMR_2456
ENSG00000138115	R_HMR_2456
ENSG00000140465	R_HMR_2456
ENSG00000140505	R_HMR_2456
ENSG00000142973	R_HMR_2456
ENSG00000155016	R_HMR_2456
ENSG00000160868	R_HMR_2456
ENSG00000160870	R_HMR_2456
ENSG00000165841	R_HMR_2456
ENSG00000167600	R_HMR_2456
ENSG00000171903	R_HMR_2456
ENSG00000186160	R_HMR_2456
ENSG00000186204	R_HMR_2456
ENSG00000186377	R_HMR_2456
ENSG00000186526	R_HMR_2456
ENSG00000197408	R_HMR_2456
ENSG00000197446	R_HMR_2456
ENSG00000197838	R_HMR_2456
ENSG00000198077	R_HMR_2456
ENSG00000255974	R_HMR_2456
ENSG00000021461	R_HMR_2457
ENSG00000100197	R_HMR_2457
ENSG00000106258	R_HMR_2457
ENSG00000108242	R_HMR_2457
ENSG00000130649	R_HMR_2457
ENSG00000134716	R_HMR_2457
ENSG00000137869	R_HMR_2457
ENSG00000138061	R_HMR_2457
ENSG00000138109	R_HMR_2457
ENSG00000138115	R_HMR_2457
ENSG00000140465	R_HMR_2457
ENSG00000140505	R_HMR_2457
ENSG00000142973	R_HMR_2457
ENSG00000155016	R_HMR_2457
ENSG00000160868	R_HMR_2457
ENSG00000160870	R_HMR_2457
ENSG00000165841	R_HMR_2457
ENSG00000167600	R_HMR_2457
ENSG00000171903	R_HMR_2457
ENSG00000186160	R_HMR_2457
ENSG00000186204	R_HMR_2457
ENSG00000186377	R_HMR_2457
ENSG00000186526	R_HMR_2457
ENSG00000197408	R_HMR_2457
ENSG00000197446	R_HMR_2457
ENSG00000197838	R_HMR_2457
ENSG00000198077	R_HMR_2457
ENSG00000255974	R_HMR_2457
ENSG00000021461	R_HMR_2458
ENSG00000100197	R_HMR_2458
ENSG00000106258	R_HMR_2458
ENSG00000108242	R_HMR_2458
ENSG00000130649	R_HMR_2458
ENSG00000134716	R_HMR_2458
ENSG00000137869	R_HMR_2458
ENSG00000138061	R_HMR_2458
ENSG00000138109	R_HMR_2458
ENSG00000138115	R_HMR_2458
ENSG00000140465	R_HMR_2458
ENSG00000140505	R_HMR_2458
ENSG00000142973	R_HMR_2458
ENSG00000155016	R_HMR_2458
ENSG00000160868	R_HMR_2458
ENSG00000160870	R_HMR_2458
ENSG00000165841	R_HMR_2458
ENSG00000167600	R_HMR_2458
ENSG00000171903	R_HMR_2458
ENSG00000186160	R_HMR_2458
ENSG00000186204	R_HMR_2458
ENSG00000186377	R_HMR_2458
ENSG00000186526	R_HMR_2458
ENSG00000197408	R_HMR_2458
ENSG00000197446	R_HMR_2458
ENSG00000197838	R_HMR_2458
ENSG00000198077	R_HMR_2458
ENSG00000255974	R_HMR_2458
ENSG00000120915	R_HMR_2459
ENSG00000143819	R_HMR_2459
ENSG00000120915	R_HMR_2460
ENSG00000143819	R_HMR_2460
ENSG00000109181	R_HMR_2461
ENSG00000135220	R_HMR_2461
ENSG00000135226	R_HMR_2461
ENSG00000145626	R_HMR_2461
ENSG00000156096	R_HMR_2461
ENSG00000167165	R_HMR_2461
ENSG00000168671	R_HMR_2461
ENSG00000171234	R_HMR_2461
ENSG00000173610	R_HMR_2461
ENSG00000196620	R_HMR_2461
ENSG00000197888	R_HMR_2461
ENSG00000213759	R_HMR_2461
ENSG00000240224	R_HMR_2461
ENSG00000241119	R_HMR_2461
ENSG00000241635	R_HMR_2461
ENSG00000242366	R_HMR_2461
ENSG00000242515	R_HMR_2461
ENSG00000243135	R_HMR_2461
ENSG00000244122	R_HMR_2461
ENSG00000244474	R_HMR_2461
ENSG00000109181	R_HMR_2462
ENSG00000135220	R_HMR_2462
ENSG00000135226	R_HMR_2462
ENSG00000145626	R_HMR_2462
ENSG00000156096	R_HMR_2462
ENSG00000167165	R_HMR_2462
ENSG00000168671	R_HMR_2462
ENSG00000171234	R_HMR_2462
ENSG00000173610	R_HMR_2462
ENSG00000196620	R_HMR_2462
ENSG00000197888	R_HMR_2462
ENSG00000213759	R_HMR_2462
ENSG00000240224	R_HMR_2462
ENSG00000241119	R_HMR_2462
ENSG00000241635	R_HMR_2462
ENSG00000242366	R_HMR_2462
ENSG00000242515	R_HMR_2462
ENSG00000243135	R_HMR_2462
ENSG00000244122	R_HMR_2462
ENSG00000244474	R_HMR_2462
ENSG00000109181	R_HMR_2463
ENSG00000135220	R_HMR_2463
ENSG00000135226	R_HMR_2463
ENSG00000145626	R_HMR_2463
ENSG00000156096	R_HMR_2463
ENSG00000167165	R_HMR_2463
ENSG00000168671	R_HMR_2463
ENSG00000171234	R_HMR_2463
ENSG00000173610	R_HMR_2463
ENSG00000196620	R_HMR_2463
ENSG00000197888	R_HMR_2463
ENSG00000213759	R_HMR_2463
ENSG00000240224	R_HMR_2463
ENSG00000241119	R_HMR_2463
ENSG00000241635	R_HMR_2463
ENSG00000242366	R_HMR_2463
ENSG00000242515	R_HMR_2463
ENSG00000243135	R_HMR_2463
ENSG00000244122	R_HMR_2463
ENSG00000244474	R_HMR_2463
ENSG00000109181	R_HMR_2464
ENSG00000135220	R_HMR_2464
ENSG00000135226	R_HMR_2464
ENSG00000145626	R_HMR_2464
ENSG00000156096	R_HMR_2464
ENSG00000167165	R_HMR_2464
ENSG00000168671	R_HMR_2464
ENSG00000171234	R_HMR_2464
ENSG00000173610	R_HMR_2464
ENSG00000196620	R_HMR_2464
ENSG00000197888	R_HMR_2464
ENSG00000213759	R_HMR_2464
ENSG00000240224	R_HMR_2464
ENSG00000241119	R_HMR_2464
ENSG00000241635	R_HMR_2464
ENSG00000242366	R_HMR_2464
ENSG00000242515	R_HMR_2464
ENSG00000243135	R_HMR_2464
ENSG00000244122	R_HMR_2464
ENSG00000244474	R_HMR_2464
ENSG00000120915	R_HMR_2465
ENSG00000143819	R_HMR_2465
ENSG00000120915	R_HMR_2466
ENSG00000143819	R_HMR_2466
ENSG00000109181	R_HMR_2467
ENSG00000135220	R_HMR_2467
ENSG00000135226	R_HMR_2467
ENSG00000145626	R_HMR_2467
ENSG00000156096	R_HMR_2467
ENSG00000167165	R_HMR_2467
ENSG00000168671	R_HMR_2467
ENSG00000171234	R_HMR_2467
ENSG00000173610	R_HMR_2467
ENSG00000196620	R_HMR_2467
ENSG00000197888	R_HMR_2467
ENSG00000213759	R_HMR_2467
ENSG00000240224	R_HMR_2467
ENSG00000241119	R_HMR_2467
ENSG00000241635	R_HMR_2467
ENSG00000242366	R_HMR_2467
ENSG00000242515	R_HMR_2467
ENSG00000243135	R_HMR_2467
ENSG00000244122	R_HMR_2467
ENSG00000244474	R_HMR_2467
ENSG00000109181	R_HMR_2468
ENSG00000135220	R_HMR_2468
ENSG00000135226	R_HMR_2468
ENSG00000145626	R_HMR_2468
ENSG00000156096	R_HMR_2468
ENSG00000167165	R_HMR_2468
ENSG00000168671	R_HMR_2468
ENSG00000171234	R_HMR_2468
ENSG00000173610	R_HMR_2468
ENSG00000196620	R_HMR_2468
ENSG00000197888	R_HMR_2468
ENSG00000213759	R_HMR_2468
ENSG00000240224	R_HMR_2468
ENSG00000241119	R_HMR_2468
ENSG00000241635	R_HMR_2468
ENSG00000242366	R_HMR_2468
ENSG00000242515	R_HMR_2468
ENSG00000243135	R_HMR_2468
ENSG00000244122	R_HMR_2468
ENSG00000244474	R_HMR_2468
ENSG00000109181	R_HMR_2469
ENSG00000135220	R_HMR_2469
ENSG00000135226	R_HMR_2469
ENSG00000145626	R_HMR_2469
ENSG00000156096	R_HMR_2469
ENSG00000167165	R_HMR_2469
ENSG00000168671	R_HMR_2469
ENSG00000171234	R_HMR_2469
ENSG00000173610	R_HMR_2469
ENSG00000196620	R_HMR_2469
ENSG00000197888	R_HMR_2469
ENSG00000213759	R_HMR_2469
ENSG00000240224	R_HMR_2469
ENSG00000241119	R_HMR_2469
ENSG00000241635	R_HMR_2469
ENSG00000242366	R_HMR_2469
ENSG00000242515	R_HMR_2469
ENSG00000243135	R_HMR_2469
ENSG00000244122	R_HMR_2469
ENSG00000244474	R_HMR_2469
ENSG00000109181	R_HMR_2470
ENSG00000135220	R_HMR_2470
ENSG00000135226	R_HMR_2470
ENSG00000145626	R_HMR_2470
ENSG00000156096	R_HMR_2470
ENSG00000167165	R_HMR_2470
ENSG00000168671	R_HMR_2470
ENSG00000171234	R_HMR_2470
ENSG00000173610	R_HMR_2470
ENSG00000196620	R_HMR_2470
ENSG00000197888	R_HMR_2470
ENSG00000213759	R_HMR_2470
ENSG00000240224	R_HMR_2470
ENSG00000241119	R_HMR_2470
ENSG00000241635	R_HMR_2470
ENSG00000242366	R_HMR_2470
ENSG00000242515	R_HMR_2470
ENSG00000243135	R_HMR_2470
ENSG00000244122	R_HMR_2470
ENSG00000244474	R_HMR_2470
ENSG00000091140	R_HMR_6397
ENSG00000144182	R_HMR_6398
ENSG00000144182	R_HMR_6399
ENSG00000121897	R_HMR_6400
ENSG00000175536	R_HMR_6400
ENSG00000175536	R_HMR_6401
ENSG00000175536	R_HMR_6402
ENSG00000121897	R_HMR_6403
ENSG00000091140	R_HMR_6404
ENSG00000134824	R_HMR_2472
ENSG00000149485	R_HMR_2472
