id	reversible	fast	lowerFluxBound	upperFluxBound	ec	kegg	bigg	metanetx	reactome	tcdb
R_EX_malcoa__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_malcoa_e	MNXR98732	NA	NA
R_EX_arachcoa__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_arachcoa_e	MNXR98281	NA	NA
R_EX_coa__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_coa_e	MNXR98355	NA	NA
R_EX_CE2250__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE2250_e	MNXR98112	NA	NA
R_EX_CE1935__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1935_e	MNXR98106	NA	NA
R_EX_CE1940__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1940_e	MNXR98109	NA	NA
R_EX_CE1943__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1943_e	MNXR98110	NA	NA
R_EX_CE2011__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_EX_CE1939__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1939_e	MNXR98108	NA	NA
R_EX_maltpt__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_maltpt_e	MNXR98736	NA	NA
R_EX_CE2915__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE2915_e	MNXR98115	NA	NA
R_EX_CE4722__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE4722_e	MNXR98119	NA	NA
R_EX_CE2916__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE2916_e	MNXR98116	NA	NA
R_EX_CE4723__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE4723_e	MNXR98120	NA	NA
R_EX_CE2917__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE2917_e	MNXR98117	NA	NA
R_EX_CE4724__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE4724_e	MNXR98121	NA	NA
R_EX_malthp__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_malthp_e	MNXR98734	NA	NA
R_EX_CE2838__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE2838_e	MNXR98113	NA	NA
R_EX_CE1950__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1950_e	NA	NA	NA
R_EX_cynt__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_cynt_e	MNXR98387	NA	NA
R_EX_23cump__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_23cump_e	MNXR98002	NA	NA
R_EX_3ump__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3ump_e	MNXR98057	NA	NA
R_EX_CE5786__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5786_e	MNXR98123	NA	NA
R_EX_CE5788__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5788_e	MNXR98124	NA	NA
R_EX_CE5789__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5789_e	MNXR98125	NA	NA
R_EX_CE5797__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5797_e	MNXR98126	NA	NA
R_EX_CE5798__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5798_e	MNXR98127	NA	NA
R_EX_CE5787__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5787_e	NA	NA	NA
R_EX_CE5791__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5791_e	NA	NA	NA
R_EX_CE5867__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5867_e	MNXR98130	NA	NA
R_EX_CE5868__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5868_e	MNXR98131	NA	NA
R_EX_CE5869__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5869_e	MNXR98132	NA	NA
R_EX_CE4633__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE4633_e	MNXR98118	NA	NA
R_EX_CE4881__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE4881_e	MNXR98122	NA	NA
R_EX_CE5854__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5854_e	MNXR98129	NA	NA
R_EX_CE1926__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1926_e	MNXR98105	NA	NA
R_EX_udpgal__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_udpgal_e	MNXR99018	NA	NA
R_EX_crm_hs__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_crm_hs_e	NA	NA	NA
R_EX_galside_hs__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_galside_hs_e	NA	NA	NA
R_EX_CE0074__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE0074_e	MNXR98103	NA	NA
R_EX_cdpea__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_cdpea_e	NA	NA	NA
R_EX_12dgr120__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_12dgr120_e	NA	NA	NA
R_EX_CE5853__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE5853_e	MNXR98128	NA	NA
R_EX_CE1925__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_CE1925_e	MNXR98104	NA	NA
R_EX_C04849__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_C04849_e	MNXR98102	NA	NA
R_PIt8	true	false	FB1N1000	FB3N1000	NA	NA	PIt8	MNXR102875	NA	NA
R_2MB2COAc	true	false	FB1N1000	FB3N1000	NA	NA	2MB2COAc	MNXR94807	NA	NA
R_3HBCOARc	true	false	FB1N1000	FB3N1000	NA	NA	3HBCOARc	MNXR94892	NA	NA
R_ADPACDAc	false	false	FB2N0	FB3N1000	NA	NA	ADPACDAc	MNXR95473	NA	NA
R_ADPACtx	true	false	FB1N1000	FB3N1000	NA	NA	ADPACTD	MNXR95474	NA	NA
R_ADPCOACROT	true	false	FB1N1000	FB3N1000	NA	NA	ADPCOACROT	MNXR95475	NA	NA
R_ADPCOAPTE	false	false	FB2N0	FB3N1000	NA	NA	ADPCOAPTE	MNXR95476	NA	NA
R_BCRNe	false	false	FB2N0	FB3N1000	NA	NA	BCRNe	MNXR96226	NA	NA
R_C100CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C100CPT1	NA	NA	NA
R_C101CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C101CPT1	NA	NA	NA
R_C101CRNe	false	false	FB2N0	FB3N1000	NA	NA	C101CRNe	NA	NA	NA
R_C102CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C102CPT1	NA	NA	NA
R_C10CRNe	false	false	FB2N0	FB3N1000	NA	NA	C10CRNe	NA	NA	NA
R_C10DCCACT	true	false	FB1N1000	FB3N1000	NA	NA	C10DCCACT	MNXR96374	NA	NA
R_C10DCc	true	false	FB1N1000	FB3N1000	NA	NA	C10DCc	MNXR96375	NA	NA
R_C10DCe	false	false	FB2N0	FB3N1000	NA	NA	C10DCe	MNXR96374	NA	NA
R_C10OHc	true	false	FB1N1000	FB3N1000	NA	NA	C10OHc	MNXR96376	NA	NA
R_C120CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C120CPT1	NA	NA	NA
R_C121CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C121CPT1	NA	NA	NA
R_C12DCACOT	false	false	FB2N0	FB3N1000	NA	NA	C12DCACOT	NA	NA	NA
R_C12DCACT	false	false	FB2N0	FB3N1000	NA	NA	C12DCACT	NA	NA	NA
R_C12DCTD	true	false	FB1N1000	FB3N1000	NA	NA	C12DCTD	NA	NA	NA
R_C12DCe	false	false	FB2N0	FB3N1000	NA	NA	C12DCe	NA	NA	NA
R_C12OHc	true	false	FB1N1000	FB3N1000	NA	NA	C12OHc	MNXR96379	NA	NA
R_C140CPT1	true	false	FB1N1000	FB3N1000	NA	NA	TTDCPT1	MNXR104972	NA	NA
R_C141ACBP	true	false	FB1N1000	FB3N1000	NA	NA	C141ACBP	NA	NA	NA
R_C141CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C141CPT1	NA	NA	NA
R_C141OHc	true	false	FB1N1000	FB3N1000	NA	NA	C141OHc	NA	NA	NA
R_C141OHe	false	false	FB2N0	FB3N1000	NA	NA	C141OHe	NA	NA	NA
R_C142ACBP	true	false	FB1N1000	FB3N1000	NA	NA	C142ACBP	NA	NA	NA
R_C142CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C142CPT1	NA	NA	NA
R_C142OHc	true	false	FB1N1000	FB3N1000	NA	NA	C142OHc	NA	NA	NA
R_C142OHe	false	false	FB2N0	FB3N1000	NA	NA	C142OHe	NA	NA	NA
R_C14OHc	true	false	FB1N1000	FB3N1000	NA	NA	C14OHc	MNXR96382	NA	NA
R_C161OHc	true	false	FB1N1000	FB3N1000	NA	NA	C161OHc	NA	NA	NA
R_C162ACBP	true	false	FB1N1000	FB3N1000	NA	NA	C162ACBP	NA	NA	NA
R_C162OHc	true	false	FB1N1000	FB3N1000	NA	NA	C162OHc	NA	NA	NA
R_C162OHe	false	false	FB2N0	FB3N1000	NA	NA	C162OHe	NA	NA	NA
R_C16DCc	true	false	FB1N1000	FB3N1000	NA	NA	C16DCc	NA	NA	NA
R_C16DCe	false	false	FB2N0	FB3N1000	NA	NA	C16DCe	NA	NA	NA
R_C16OHc	true	false	FB1N1000	FB3N1000	NA	NA	C16OHc	MNXR96392	NA	NA
R_C181OHc	true	false	FB1N1000	FB3N1000	NA	NA	C181OHc	NA	NA	NA
R_C182OHc	true	false	FB1N1000	FB3N1000	NA	NA	C182OHc	NA	NA	NA
R_C18OHc	true	false	FB1N1000	FB3N1000	NA	NA	C18OHc	NA	NA	NA
R_C2tcx	true	false	FB1N1000	FB3N1000	NA	NA	ACRNtp	MNXR95412	NA	NA
R_C3DCe	false	false	FB2N0	FB3N1000	NA	NA	C3DCe	NA	NA	NA
R_C4CRNe	false	false	FB2N0	FB3N1000	1.1.1.62	NA	C4CRNe	MNXR96415	NA	NA
R_C4DCCACT	true	false	FB1N1000	FB3N1000	NA	NA	C4DCCACT	MNXR96416	NA	NA
R_C4DCe	false	false	FB2N0	FB3N1000	NA	NA	C4DCe	MNXR96416	NA	NA
R_C4OHc	true	false	FB1N1000	FB3N1000	NA	NA	C4OHc	MNXR96417	NA	NA
R_C4tcx	true	false	FB1N1000	FB3N1000	NA	NA	C4tcx	NA	NA	NA
R_C4tmc	true	false	FB1N1000	FB3N1000	NA	NA	C4tmc	MNXR96415	NA	NA
R_C4x	true	false	FB1N1000	FB3N1000	NA	NA	C4x	NA	NA	NA
R_C50CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C50CPT1	MNXR96421	NA	NA
R_C51CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C51CPT1	MNXR96422	NA	NA
R_C5DCe	false	false	FB2N0	FB3N1000	NA	NA	C5DCe	NA	NA	NA
R_C60CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C60CPT1	NA	NA	NA
R_C6COAt	true	false	FB1N1000	FB3N1000	NA	NA	C6COAt	NA	NA	NA
R_C6CRNe	false	false	FB2N0	FB3N1000	NA	NA	C6CRNe	NA	NA	NA
R_C6CRNtcx	true	false	FB1N1000	FB3N1000	NA	NA	C6CRNtcx	NA	NA	NA
R_C6DCCACT	true	false	FB1N1000	FB3N1000	NA	NA	C6DCCACT	MNXR96424	NA	NA
R_C6DCc	true	false	FB1N1000	FB3N1000	NA	NA	C6DCc	MNXR95475	NA	NA
R_C6DCe	false	false	FB2N0	FB3N1000	NA	NA	C6DCe	MNXR96424	NA	NA
R_C81CPT1	true	false	FB1N1000	FB3N1000	NA	NA	C81CPT1	NA	NA	NA
R_C81CRNe	false	false	FB2N0	FB3N1000	NA	NA	C81CRNe	NA	NA	NA
R_C8CRNe	false	false	FB2N0	FB3N1000	NA	NA	C8CRNe	MNXR96429	NA	NA
R_C8DCc	true	false	FB1N1000	FB3N1000	NA	NA	C8DCc	MNXR96430	NA	NA
R_C8DCe	false	false	FB2N0	FB3N1000	NA	NA	C8DCe	MNXR96431	NA	NA
R_C9BRxtc	true	false	FB1N1000	FB3N1000	NA	NA	C9BRxtc	MNXR96433	NA	NA
R_DCATDr	true	false	FB1N1000	FB3N1000	NA	NA	DCATDr	MNXR97181	NA	NA
R_DCSPTN1COAtxc	false	false	FB2N0	FB3N1000	NA	NA	DCSPTN1COAtxc	MNXR97195	NA	NA
R_DDCRNe	false	false	FB2N0	FB3N1000	NA	NA	DDCRNe	MNXR97212	NA	NA
R_DDECCRNe	false	false	FB2N0	FB3N1000	NA	NA	DDECCRNe	NA	NA	NA
R_DDECE1CRNe	false	false	FB2N0	FB3N1000	NA	NA	DDECE1CRNe	NA	NA	NA
R_DECCRNe	false	false	FB2N0	FB3N1000	NA	NA	DECCRNe	MNXR97224	NA	NA
R_DECDICRNe	false	false	FB2N0	FB3N1000	NA	NA	DECDICRNe	NA	NA	NA
R_DOCO13ECOAtxc	false	false	FB2N0	FB3N1000	NA	NA	DOCO13ECOAtxc	NA	NA	NA
R_DOCO13EFATP	false	false	FB2N0	FB3N1000	NA	NA	DOCO13EFATP	NA	NA	NA
R_DOCOSACTDr	true	false	FB1N1000	FB3N1000	NA	NA	DOCOSACTDr	NA	NA	NA
R_DOCOSADIACTD	true	false	FB1N1000	FB3N1000	NA	NA	DOCOSADIACTD	NA	NA	NA
R_DOCOSCOAtxc	false	false	FB2N0	FB3N1000	NA	NA	DOCOSCOAtxc	MNXR97683	NA	NA
R_DOCOSDIACTD	true	false	FB1N1000	FB3N1000	NA	NA	DOCOSDIACTD	NA	NA	NA
R_EX_3bcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3bcrn_e	MNXR98035	NA	NA
R_EX_3ddcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3ddcrn_e	MNXR98038	NA	NA
R_EX_3deccrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3deccrn_e	MNXR98039	NA	NA
R_EX_3hdececrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3hdececrn_e	NA	NA	NA
R_EX_3hexdcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3hexdcrn_e	MNXR98042	NA	NA
R_EX_3ivcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3ivcrn_e	NA	NA	NA
R_EX_3octdec2crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3octdec2crn_e	NA	NA	NA
R_EX_3octdeccrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3octdeccrn_e	NA	NA	NA
R_EX_3octdece1crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3octdece1crn_e	NA	NA	NA
R_EX_3tdcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3tdcrn_e	MNXR98056	NA	NA
R_EX_3tetd7ecoacrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3tetd7ecoacrn_e	NA	NA	NA
R_EX_3thexddcoacrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3thexddcoacrn_e	NA	NA	NA
R_EX_3ttetddcoacrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_3ttetddcoacrn_e	NA	NA	NA
R_EX_c101crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c101crn_e	NA	NA	NA
R_EX_c10crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c10crn_e	NA	NA	NA
R_EX_c10dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c10dc_e	MNXR98311	NA	NA
R_EX_c12dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c12dc_e	NA	NA	NA
R_EX_c16dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c16dc_e	NA	NA	NA
R_EX_c3dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c3dc_e	NA	NA	NA
R_EX_c4crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c4crn_e	MNXR98312	NA	NA
R_EX_c4dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c4dc_e	MNXR98313	NA	NA
R_EX_c51crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c51crn_e	MNXR98314	NA	NA
R_EX_c5dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c5dc_e	NA	NA	NA
R_EX_c6crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c6crn_e	NA	NA	NA
R_EX_c6dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c6dc_e	MNXR98315	NA	NA
R_EX_c81crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c81crn_e	NA	NA	NA
R_EX_c8crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c8crn_e	MNXR98316	NA	NA
R_EX_c8dc__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_c8dc_e	MNXR98317	NA	NA
R_EX_ddece1crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_ddece1crn_e	NA	NA	NA
R_EX_ddecrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_ddeccrn_e	NA	NA	NA
R_EX_decdicrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_decdicrn_e	NA	NA	NA
R_EX_doco13ac__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_doco13ac_e	NA	NA	NA
R_EX_docosac__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_docosac_e	MNXR98426	NA	NA
R_EX_docosdiac__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_docosdiac_e	NA	NA	NA
R_EX_ivcrn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_ivcrn_e	MNXR98685	NA	NA
R_EX_tetdec2crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_tetdec2crn_e	NA	NA	NA
R_EX_tetdece1crn__91__e__93__	true	false	FB1N1000	FB3N1000	NA	NA	EX_tetdece1crn_e	NA	NA	NA
R_FAOXC101C102x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC101C102x	NA	NA	NA
R_FAOXC101C8m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC101C8m	NA	NA	NA
R_FAOXC101C8x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC101C8x	NA	NA	NA
R_FAOXC102C101m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C101m	NA	NA	NA
R_FAOXC102C101x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C101x	NA	NA	NA
R_FAOXC102C103m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C103m	NA	NA	NA
R_FAOXC102C103x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C103x	NA	NA	NA
R_FAOXC102C81m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C81m	NA	NA	NA
R_FAOXC102C81x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102C81x	NA	NA	NA
R_FAOXC102m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102m	NA	NA	NA
R_FAOXC102x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC102x	NA	NA	NA
R_FAOXC103C102m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC103C102m	NA	NA	NA
R_FAOXC103C102x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC103C102x	NA	NA	NA
R_FAOXC10C10OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC10C10OHm	NA	NA	NA
R_FAOXC10C8m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC10080m	MNXR99262	NA	NA
R_FAOXC10C8x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC10080x	MNXR99263	NA	NA
R_FAOXC10DCC8DCx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC10DCC8DCx	NA	NA	NA
R_FAOXC11BRC9BRx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC11BRC9BRx	NA	NA	NA
R_FAOXC11C9m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC11C9m	NA	NA	NA
R_FAOXC121C101m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC121C101m	NA	NA	NA
R_FAOXC121C10x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC121C10x	NA	NA	NA
R_FAOXC122C101m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC122C101m	NA	NA	NA
R_FAOXC122m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC122m	NA	NA	NA
R_FAOXC122x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC122x	NA	NA	NA
R_FAOXC123C102m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC123C102m	NA	NA	NA
R_FAOXC123C102x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC123C102x	NA	NA	NA
R_FAOXC123m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC123m	NA	NA	NA
R_FAOXC123x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC123x	NA	NA	NA
R_FAOXC12C10m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC120100m	MNXR99273	NA	NA
R_FAOXC12C10x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC120100x	MNXR99274	NA	NA
R_FAOXC12C12OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC12C12OHm	NA	NA	NA
R_FAOXC12DCC10DCx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC12DCC10DCx	NA	NA	NA
R_FAOXC12DCTc	true	false	FB1N1000	FB3N1000	NA	NA	FAOXC12DCTc	NA	NA	NA
R_FAOXC12DCc	true	false	FB1N1000	FB3N1000	NA	NA	FAOXC12DCc	NA	NA	NA
R_FAOXC12DCx	true	false	FB1N1000	FB3N1000	NA	NA	FAOXC12DCx	NA	NA	NA
R_FAOXC13BRC11BRx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC13BRC11BRx	NA	NA	NA
R_FAOXC13C11m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC13C11m	NA	NA	NA
R_FAOXC141C121m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC141C121m	NA	NA	NA
R_FAOXC141C121x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC141C121x	NA	NA	NA
R_FAOXC141C141OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC141C141OHm	NA	NA	NA
R_FAOXC142C122m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC142C122m	NA	NA	NA
R_FAOXC142C122x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC142C122x	NA	NA	NA
R_FAOXC142C142OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC142C142OHm	NA	NA	NA
R_FAOXC143C123m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC143C123m	NA	NA	NA
R_FAOXC143C123x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC143C123x	NA	NA	NA
R_FAOXC14C12m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC140120m	MNXR99282	NA	NA
R_FAOXC14C12x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC140120x	MNXR99283	NA	NA
R_FAOXC14C14OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC14C14OHm	NA	NA	NA
R_FAOXC14DCC12DCx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC14DCC12DCx	NA	NA	NA
R_FAOXC15ATPx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC15ATPx	MNXR99180	NA	NA
R_FAOXC15BRC13BRx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC15BRC13BRx	NA	NA	NA
R_FAOXC15C13m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC15C13m	NA	NA	NA
R_FAOXC15NADPx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC15NADPx	MNXR99292	NA	NA
R_FAOXC15NADx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC15NADx	MNXR99293	NA	NA
R_FAOXC161C141m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC161C141m	NA	NA	NA
R_FAOXC161C141x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC161C141x	NA	NA	NA
R_FAOXC161C161OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC161C161OHm	NA	NA	NA
R_FAOXC162C142m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC162C142m	NA	NA	NA
R_FAOXC162C162OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC162C162OHm	NA	NA	NA
R_FAOXC163C142x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163C142x	NA	NA	NA
R_FAOXC163C143m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163C143m	NA	NA	NA
R_FAOXC163C164Gm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163C164Gm	NA	NA	NA
R_FAOXC163C164x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163C164x	NA	NA	NA
R_FAOXC163GC142m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163GC142m	NA	NA	NA
R_FAOXC163Gm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163Gm	NA	NA	NA
R_FAOXC163x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC163x	NA	NA	NA
R_FAOXC164C143m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164C143m	NA	NA	NA
R_FAOXC164C143x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164C143x	NA	NA	NA
R_FAOXC164C163x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164C163x	NA	NA	NA
R_FAOXC164C165m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164C165m	NA	NA	NA
R_FAOXC164C165x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164C165x	NA	NA	NA
R_FAOXC164GC163m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164GC163m	NA	NA	NA
R_FAOXC164m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164m	NA	NA	NA
R_FAOXC164x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC164x	NA	NA	NA
R_FAOXC165C164m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC165C164m	NA	NA	NA
R_FAOXC165C164x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC165C164x	NA	NA	NA
R_FAOXC16BRx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC16Brx	MNXR99186	NA	NA
R_FAOXC16C14m	false	false	FB2N0	FB3N1000	NA	NA	FAOXC160140m	MNXR99295	NA	NA
R_FAOXC16C14x	false	false	FB2N0	FB3N1000	NA	NA	FAOXC160140x	MNXR99296	NA	NA
R_FAOXC16C16OHm	false	false	FB2N0	FB3N1000	NA	NA	FAOXC16C16OHm	NA	NA	NA
R_FAOXC16DCC14DCx	false	false	FB2N0	FB3N1000	NA	NA	FAOXC16DCC14DCx	NA	NA	NA
R_FAOXC16DCr	false	false	FB2N0	FB3N1000	NA	NA	FAOXC16DCr	NA	NA	NA
