SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,1,67,Alabama,Henry County,9,2,953,487,466,340,333,117,115,4,2,3,4,2,0,21,12,358,344,136,125,8,3,4,5,3,1,469,441,327,314,115,109,4,2,2,4,1,0,20,12,344,325,134,119,7,3,3,5,2,1,18,25,13,19,2,6,0,0,1,0,1,0,1,0,14,19,2,6,1,0,1,0,1,0
50,1,67,Alabama,Henry County,9,14,1318,629,689,467,525,152,158,7,4,0,0,0,0,3,2,470,526,152,159,10,6,0,0,0,0,626,685,464,522,152,158,7,3,0,0,0,0,3,2,467,523,152,159,10,5,0,0,0,0,3,4,3,3,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0
50,1,69,Alabama,Houston County,5,10,7037,3414,3623,2564,2562,763,967,19,21,32,36,3,1,33,36,2591,2589,771,981,43,44,37,43,6,4,3322,3552,2484,2502,760,964,16,19,29,35,3,1,30,31,2509,2525,767,975,38,41,33,41,6,3,92,71,80,60,3,3,3,2,3,1,0,0,3,5,82,64,4,6,5,3,4,2,0,1
50,1,69,Alabama,Houston County,9,12,7194,3395,3799,2581,2777,741,928,14,20,21,45,2,2,36,27,2612,2803,748,930,41,38,26,49,4,6,3343,3739,2532,2727,740,921,13,19,21,43,2,2,35,27,2562,2753,747,923,39,37,26,47,4,6,52,60,49,50,1,7,1,1,0,2,0,0,1,0,50,50,1,7,2,1,0,2,0,0
50,1,69,Alabama,Houston County,11,18,2095,692,1403,575,1135,97,235,4,8,3,12,0,0,13,13,586,1144,100,241,12,18,7,14,3,0,680,1388,564,1124,97,233,3,8,3,12,0,0,13,11,575,1132,100,237,11,18,7,13,3,0,12,15,11,11,0,2,1,0,0,0,0,0,0,2,11,12,0,4,1,0,0,1,0,0
50,1,71,Alabama,Jackson County,5,9,3584,1800,1784,1641,1623,64,58,29,38,9,17,2,3,55,45,1695,1666,70,62,79,79,10,17,3,5,1739,1736,1598,1591,60,57,23,29,7,16,0,0,51,43,1648,1632,65,60,70,69,8,16,1,2,61,48,43,32,4,1,6,9,2,1,2,3,4,2,47,34,5,2,9,10,2,1,2,3
50,1,71,Alabama,Jackson County,9,7,2738,1308,1430,1180,1312,41,34,27,28,18,22,7,3,35,31,1214,1342,45,40,52,52,23,24,9,4,1261,1385,1143,1273,40,34,25,28,15,18,6,2,32,30,1174,1302,41,39,50,52,20,20,8,3,47,45,37,39,1,0,2,0,3,4,1,1,3,1,40,40,4,1,2,0,3,4,1,1
50,1,71,Alabama,Jackson County,11,4,3111,1598,1513,1443,1381,56,56,24,16,11,9,2,2,62,49,1503,1427,78,77,60,45,15,11,4,2,1526,1436,1394,1324,53,51,16,10,4,8,1,0,58,43,1450,1365,75,70,48,34,8,10,3,0,72,77,49,57,3,5,8,6,7,1,1,2,4,6,53,62,3,7,12,11,7,1,1,2
50,1,73,Alabama,Jefferson County,2,13,35968,16771,19197,10508,11483,5951,7384,48,42,161,175,3,4,100,109,10590,11565,5976,7433,131,117,179,195,7,11,16631,19034,10404,11354,5927,7357,42,39,160,175,2,4,96,105,10483,11434,5949,7404,124,113,177,193,5,9,140,163,104,129,24,27,6,3,1,0,1,0,4,4,107,131,27,29,7,4,2,2,2,2
50,1,75,Alabama,Lamar County,1,18,271,70,201,59,179,11,21,0,0,0,0,0,0,0,1,59,180,11,22,0,0,0,0,0,0,69,200,58,178,11,21,0,0,0,0,0,0,0,1,58,179,11,22,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,1,75,Alabama,Lamar County,2,18,271,70,201,59,179,11,21,0,0,0,0,0,0,0,1,59,180,11,22,0,0,0,0,0,0,69,200,58,178,11,21,0,0,0,0,0,0,0,1,58,179,11,22,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,1,75,Alabama,Lamar County,6,16,577,254,323,241,292,9,29,0,0,0,0,0,0,4,2,243,294,12,29,3,2,1,0,0,0,251,322,238,291,9,29,0,0,0,0,0,0,4,2,240,293,12,29,3,2,1,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
50,1,79,Alabama,Lawrence County,6,14,1945,875,1070,735,882,83,128,30,21,1,1,0,0,26,38,759,920,86,128,53,57,3,3,0,0,873,1066,733,878,83,128,30,21,1,1,0,0,26,38,757,916,86,128,53,57,3,3,0,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
50,1,81,Alabama,Lee County,5,16,2496,1114,1382,905,1064,187,301,2,1,14,11,1,0,5,5,909,1068,188,302,7,5,14,12,1,0,1100,1371,892,1054,187,300,1,1,14,11,1,0,5,5,896,1058,188,301,6,5,14,12,1,0,14,11,13,10,0,1,1,0,0,0,0,0,0,0,13,10,0,1,1,0,0,0,0,0
50,1,81,Alabama,Lee County,12,5,21462,11267,10195,8739,7825,1794,1913,49,28,465,285,5,4,215,140,8933,7951,1908,1990,105,62,538,334,9,12,10935,9909,8445,7584,1775,1886,44,25,464,283,0,1,207,130,8631,7702,1884,1956,96,54,537,331,4,9,332,286,294,241,19,27,5,3,1,2,5,3,8,10,302,249,24,34,9,8,1,3,5,3
50,1,81,Alabama,Lee County,13,11,9499,4575,4924,3242,3348,1024,1259,11,14,247,255,11,3,40,45,3277,3389,1032,1268,38,33,257,273,12,7,4415,4811,3110,3254,1014,1250,7,12,243,251,5,2,36,42,3141,3292,1022,1258,30,30,253,268,6,6,160,113,132,94,10,9,4,2,4,4,6,1,4,3,136,97,10,10,8,3,4,5,6,1
50,1,83,Alabama,Limestone County,1,4,5317,2682,2635,2206,2161,355,356,27,32,23,17,4,2,67,67,2267,2223,390,392,60,56,35,31,4,5,2484,2449,2040,2011,349,350,18,20,21,14,1,1,55,53,2090,2060,380,381,40,36,32,26,1,3,198,186,166,150,6,6,9,12,2,3,3,1,12,14,177,163,10,11,20,20,3,5,3,2
50,1,83,Alabama,Limestone County,2,4,5317,2682,2635,2206,2161,355,356,27,32,23,17,4,2,67,67,2267,2223,390,392,60,56,35,31,4,5,2484,2449,2040,2011,349,350,18,20,21,14,1,1,55,53,2090,2060,380,381,40,36,32,26,1,3,198,186,166,150,6,6,9,12,2,3,3,1,12,14,177,163,10,11,20,20,3,5,3,2
50,1,83,Alabama,Limestone County,11,7,6356,3233,3123,2517,2509,585,438,34,30,36,69,9,7,52,70,2560,2576,602,464,63,62,51,87,9,9,2984,2910,2310,2335,574,422,23,20,36,67,2,0,39,66,2345,2398,584,447,44,49,48,85,2,2,249,213,207,174,11,16,11,10,0,2,7,7,13,4,215,178,18,17,19,13,3,2,7,7
50,1,85,Alabama,Lowndes County,4,18,174,50,124,21,34,29,89,0,0,0,1,0,0,0,0,21,34,29,89,0,0,0,1,0,0,50,123,21,33,29,89,0,0,0,1,0,0,0,0,21,33,29,89,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,1,85,Alabama,Lowndes County,5,10,784,372,412,98,90,273,316,0,3,0,1,0,0,1,2,99,92,274,317,0,3,0,2,0,0,368,408,95,90,273,314,0,3,0,0,0,0,0,1,95,91,273,314,0,3,0,1,0,0,4,4,3,0,0,2,0,0,0,1,0,0,1,1,4,1,1,3,0,0,0,1,0,0
50,1,85,Alabama,Lowndes County,8,5,676,340,336,60,58,276,272,0,0,2,2,0,0,2,4,62,62,278,273,0,2,2,3,0,0,335,326,59,54,274,269,0,0,1,2,0,0,1,1,60,55,275,270,0,0,1,2,0,0,5,10,1,4,2,3,0,0,1,0,0,0,1,3,2,7,3,3,0,2,1,1,0,0
50,1,85,Alabama,Lowndes County,9,18,189,58,131,29,29,29,99,0,0,0,3,0,0,0,0,29,29,29,99,0,0,0,3,0,0,58,131,29,29,29,99,0,0,0,3,0,0,0,0,29,29,29,99,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,87,Alabama,Macon County,3,5,2496,1074,1422,95,93,963,1310,1,1,2,2,0,0,13,16,102,103,973,1323,7,9,4,4,1,1,1051,1405,88,88,949,1300,1,1,2,2,0,0,11,14,95,97,958,1311,6,8,3,4,0,1,23,17,7,5,14,10,0,0,0,0,0,0,2,2,7,6,15,12,1,1,1,0,1,0
50,1,87,Alabama,Macon County,13,12,1182,508,674,110,130,391,528,0,5,1,3,1,0,5,8,114,134,394,533,3,10,1,5,1,1,505,665,109,127,389,524,0,5,1,3,1,0,5,6,113,130,392,528,3,9,1,4,1,0,3,9,1,3,2,4,0,0,0,0,0,0,0,2,1,4,2,5,0,1,0,1,0,1
50,1,91,Alabama,Marengo County,4,9,1318,592,726,290,305,293,409,1,2,1,4,3,0,4,6,293,309,295,413,3,6,1,5,4,0,580,717,282,299,292,407,1,2,1,4,0,0,4,5,285,302,294,411,3,5,1,5,1,0,12,9,8,6,1,2,0,0,0,0,3,0,0,1,8,7,1,2,0,1,0,0,3,0
50,1,91,Alabama,Marengo County,9,11,1318,638,680,342,322,284,351,1,1,3,3,2,0,6,3,348,325,286,352,5,3,3,3,2,0,626,676,334,318,282,351,1,1,3,3,0,0,6,3,340,321,284,352,5,3,3,3,0,0,12,4,8,4,2,0,0,0,0,0,2,0,0,0,8,4,2,0,0,0,0,0,2,0
50,1,91,Alabama,Marengo County,11,9,1070,498,572,261,269,229,297,3,1,3,1,0,2,2,2,262,271,231,298,3,3,3,1,1,2,468,544,239,248,223,292,1,1,3,1,0,1,2,1,240,249,225,293,1,2,3,1,1,1,30,28,22,21,6,5,2,0,0,0,0,1,0,1,22,22,6,5,2,1,0,0,0,1
50,1,91,Alabama,Marengo County,12,0,18919,8920,9999,4321,4506,4435,5327,25,22,28,32,19,16,92,96,4399,4588,4481,5379,63,65,43,47,28,18,8639,9751,4108,4316,4400,5298,20,17,22,29,3,5,86,86,4180,4389,4444,5343,54,56,37,43,12,7,281,248,213,190,35,29,5,5,6,3,16,11,6,10,219,199,37,36,9,9,6,4,16,11
50,1,91,Alabama,Marengo County,13,14,1182,577,605,302,293,272,303,0,0,1,1,1,1,1,7,302,300,273,303,1,5,1,3,1,1,571,605,298,293,271,303,0,0,1,1,0,1,1,7,298,300,272,303,1,5,1,3,0,1,6,0,4,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0
50,1,93,Alabama,Marion County,2,11,2238,1112,1126,1041,1068,60,37,2,6,2,6,1,0,6,9,1046,1077,61,37,8,14,2,8,1,0,1101,1113,1031,1055,60,37,2,6,2,6,0,0,6,9,1036,1064,61,37,8,14,2,8,0,0,11,13,10,13,0,0,0,0,0,0,1,0,0,0,10,13,0,0,0,0,0,0,1,0
50,1,93,Alabama,Marion County,4,15,1485,677,808,656,785,13,15,2,2,0,1,1,0,5,5,660,789,16,16,6,7,0,1,1,0,670,808,651,785,13,15,2,2,0,1,0,0,4,5,654,789,15,16,6,7,0,1,0,0,7,0,5,0,0,0,0,0,0,0,1,0,1,0,6,0,1,0,0,0,0,0,1,0
50,1,93,Alabama,Marion County,8,1,1606,814,792,748,724,27,36,1,3,6,3,0,0,32,26,778,747,49,57,8,7,13,5,0,2,765,754,706,694,22,31,1,3,6,1,0,0,30,25,734,716,43,51,7,7,12,3,0,2,49,38,42,30,5,5,0,0,0,2,0,0,2,1,44,31,6,6,1,0,1,2,0,0
50,1,93,Alabama,Marion County,10,8,1724,872,852,792,812,69,28,5,0,3,4,1,2,2,6,794,817,70,30,6,3,3,6,1,2,830,827,755,791,65,26,4,0,3,4,1,1,2,5,757,796,66,27,5,3,3,5,1,1,42,25,37,21,4,2,1,0,0,0,0,1,0,1,37,21,4,3,1,0,0,1,0,1
50,1,95,Alabama,Marshall County,8,10,6073,3099,2974,2868,2800,112,75,45,36,36,17,4,8,34,38,2895,2835,119,84,69,65,42,20,8,8,2752,2771,2575,2624,95,69,20,28,35,16,2,3,25,31,2599,2652,98,75,40,54,38,18,2,3,347,203,293,176,17,6,25,8,1,1,2,5,9,7,296,183,21,9,29,11,4,2,6,5
50,1,95,Alabama,Marshall County,12,7,5731,2895,2836,2658,2652,137,83,41,25,14,19,8,13,37,44,2693,2692,146,100,65,49,20,23,8,16,2373,2410,2181,2264,129,70,20,14,14,19,2,5,27,38,2207,2300,135,85,37,34,19,23,2,6,522,426,477,388,8,13,21,11,0,0,6,8,10,6,486,392,11,15,28,15,1,0,6,10
50,1,95,Alabama,Marshall County,13,7,5849,2963,2886,2701,2701,156,84,44,24,17,16,12,12,33,49,2731,2745,169,102,66,48,19,25,13,15,2482,2494,2274,2342,146,74,20,14,15,16,2,4,25,44,2298,2382,154,89,36,36,16,25,3,6,481,392,427,359,10,10,24,10,2,0,10,8,8,5,433,363,15,13,30,12,3,0,10,9
50,1,97,Alabama,Mobile County,7,4,27310,13850,13460,7412,7083,5742,5710,152,153,266,241,4,5,274,268,7654,7321,5905,5870,254,242,329,304,13,17,13498,13076,7127,6771,5704,5677,145,133,265,237,2,1,255,257,7353,7000,5858,5829,234,219,322,299,9,11,352,384,285,312,38,33,7,20,1,4,2,4,19,11,301,321,47,41,20,23,7,5,4,6
50,1,99,Alabama,Monroe County,5,6,1145,522,623,280,322,231,284,3,7,1,2,0,0,7,8,286,329,236,286,5,11,1,5,1,0,509,610,269,309,230,284,3,7,1,2,0,0,6,8,274,316,234,286,5,11,1,5,1,0,13,13,11,13,1,0,0,0,0,0,0,0,1,0,12,13,2,0,0,0,0,0,0,0
50,1,99,Alabama,Monroe County,6,16,676,297,379,206,250,80,120,3,2,0,0,0,0,8,7,214,257,81,123,9,7,0,0,1,0,295,375,204,246,80,120,3,2,0,0,0,0,8,7,212,253,81,123,9,7,0,0,1,0,2,4,2,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
50,1,99,Alabama,Monroe County,12,15,1070,518,552,347,375,157,168,8,7,1,2,0,0,5,0,350,375,159,168,13,7,1,2,0,0,514,548,345,371,155,168,8,7,1,2,0,0,5,0,348,371,157,168,13,7,1,2,0,0,4,4,2,4,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0
50,1,101,Alabama,Montgomery County,8,8,14413,6826,7587,2560,2312,3839,4837,20,21,346,309,11,9,50,99,2602,2378,3862,4889,46,65,363,350,17,21,6550,7351,2340,2141,3809,4803,12,14,342,306,3,3,44,84,2377,2199,3828,4848,35,52,359,340,8,10,276,236,220,171,30,34,8,7,4,3,8,6,6,15,225,179,34,41,11,13,4,10,9,11
50,1,103,Alabama,Morgan County,1,7,7560,3816,3744,3163,3036,536,569,46,48,25,37,4,6,42,48,3202,3080,544,582,77,81,30,43,5,7,3233,3333,2638,2667,507,556,30,29,24,35,4,1,30,45,2666,2708,511,568,53,59,29,41,4,2,583,411,525,369,29,13,16,19,1,2,0,5,12,3,536,372,33,14,24,22,1,2,1,5
50,1,103,Alabama,Morgan County,2,7,7560,3816,3744,3163,3036,536,569,46,48,25,37,4,6,42,48,3202,3080,544,582,77,81,30,43,5,7,3233,3333,2638,2667,507,556,30,29,24,35,4,1,30,45,2666,2708,511,568,53,59,29,41,4,2,583,411,525,369,29,13,16,19,1,2,0,5,12,3,536,372,33,14,24,22,1,2,1,5
50,1,103,Alabama,Morgan County,11,5,6802,3487,3315,2714,2552,586,578,58,53,8,17,5,7,116,108,2825,2656,644,636,103,93,25,33,9,9,3152,3009,2419,2289,576,562,41,44,6,17,0,1,110,96,2525,2381,630,613,84,78,23,33,3,3,335,306,295,263,10,16,17,9,2,0,5,6,6,12,300,275,14,23,19,15,2,0,6,6
50,1,105,Alabama,Perry County,5,6,523,255,268,65,60,189,207,1,0,0,0,0,0,0,1,65,60,189,208,1,1,0,0,0,0,252,267,62,59,189,207,1,0,0,0,0,0,0,1,62,59,189,208,1,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
50,1,105,Alabama,Perry County,5,17,257,93,164,45,72,48,92,0,0,0,0,0,0,0,0,45,72,48,92,0,0,0,0,0,0,92,163,44,72,48,91,0,0,0,0,0,0,0,0,44,72,48,91,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50,1,105,Alabama,Perry County,6,6,523,249,274,60,64,189,209,0,0,0,0,0,0,0,1,60,65,189,209,0,1,0,0,0,0,246,273,57,63,189,209,0,0,0,0,0,0,0,1,57,64,189,209,0,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
50,1,105,Alabama,Perry County,7,17,224,85,139,50,68,35,70,0,0,0,0,0,0,0,1,50,69,35,70,0,1,0,0,0,0,85,135,50,68,35,66,0,0,0,0,0,0,0,1,50,69,35,66,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
50,1,105,Alabama,Perry County,8,4,953,533,420,229,167,285,248,4,0,14,2,0,0,1,3,229,170,286,249,5,1,14,3,0,0,510,410,206,158,285,247,4,0,14,2,0,0,1,3,206,161,286,248,5,1,14,3,0,0,23,10,23,9,0,1,0,0,0,0,0,0,0,0,23,9,0,1,0,0,0,0,0,0
50,1,105,Alabama,Perry County,8,14,523,248,275,100,102,147,167,0,3,1,2,0,0,0,1,100,103,147,167,0,4,1,2,0,0,246,274,99,102,146,166,0,3,1,2,0,0,0,1,99,103,146,166,0,4,1,2,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
50,1,105,Alabama,Perry County,13,8,419,191,228,45,45,146,181,0,0,0,0,0,0,0,2,45,47,146,182,0,1,0,0,0,0,189,221,43,39,146,181,0,0,0,0,0,0,0,1,43,40,146,182,0,0,0,0,0,0,2,7,2,6,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,1,0,0,0,0
50,1,107,Alabama,Pickens County,4,1,1145,562,583,266,274,265,285,2,0,3,1,5,5,21,18,286,291,284,301,6,1,3,2,5,6,539,561,249,258,264,284,2,0,3,1,0,0,21,18,269,275,283,300,6,1,3,2,0,1,23,22,17,16,1,1,0,0,0,0,5,5,0,0,17,16,1,1,0,0,0,0,5,5
50,1,107,Alabama,Pickens County,5,3,1318,669,649,343,320,314,317,1,0,1,4,0,1,10,7,353,327,321,321,3,2,3,5,0,1,664,641,339,315,313,315,1,0,1,4,0,0,10,7,349,322,320,319,3,2,3,5,0,0,5,8,4,5,1,2,0,0,0,0,0,1,0,0,4,5,1,2,0,0,0,0,0,1
50,1,107,Alabama,Pickens County,5,13,1318,654,664,427,376,223,282,1,2,0,1,0,0,3,3,430,379,224,282,3,4,0,2,0,0,649,657,425,375,220,276,1,2,0,1,0,0,3,3,428,378,221,276,3,4,0,2,0,0,5,7,2,1,3,6,0,0,0,0,0,0,0,0,2,1,3,6,0,0,0,0,0,0
50,1,107,Alabama,Pickens County,6,11,1494,735,759,472,418,255,334,1,3,4,1,0,0,3,3,475,421,255,334,3,6,5,1,0,0,725,751,466,413,253,331,1,3,2,1,0,0,3,3,469,416,253,331,3,6,3,1,0,0,10,8,6,5,2,3,0,0,2,0,0,0,0,0,6,5,2,3,0,0,2,0,0,0
50,1,107,Alabama,Pickens County,11,6,1398,724,674,396,373,313,292,1,0,1,5,6,1,7,3,402,376,318,294,2,1,3,5,6,1,628,621,309,332,311,282,1,0,0,5,0,0,7,2,315,334,316,283,2,1,2,5,0,0,96,53,87,41,2,10,0,0,1,0,6,1,0,1,87,42,2,11,0,0,1,0,6,1
50,1,107,Alabama,Pickens County,12,4,1182,645,537,342,279,284,245,1,1,3,2,3,3,12,7,352,286,295,249,3,3,3,3,4,3,611,504,313,251,282,244,1,0,3,2,0,0,12,7,323,258,293,248,3,2,3,3,1,0,34,33,29,28,2,1,0,1,0,0,3,3,0,0,29,28,2,1,0,1,0,0,3,3
50,1,107,Alabama,Pickens County,12,9,1070,512,558,350,303,157,247,2,1,1,2,2,2,0,3,350,306,157,247,2,2,1,4,2,2,465,521,305,268,157,247,2,1,1,2,0,0,0,3,305,271,157,247,2,2,1,4,0,0,47,37,45,35,0,0,0,0,0,0,2,2,0,0,45,35,0,0,0,0,0,0,2,2
50,1,107,Alabama,Pickens County,12,17,523,222,301,154,208,66,91,1,0,0,0,0,1,1,1,155,209,66,91,2,1,0,0,0,1,221,299,153,208,66,90,1,0,0,0,0,0,1,1,154,209,66,90,2,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
50,1,109,Alabama,Pike County,13,16,1019,452,567,343,423,96,131,2,3,4,1,0,1,7,8,350,429,99,134,6,9,4,2,1,1,449,560,342,420,95,128,2,3,4,0,0,1,6,8,348,426,97,131,5,9,4,1,1,1,3,7,1,3,1,3,0,0,0,1,0,0,1,0,2,3,2,3,1,0,0,1,0,0
50,1,111,Alabama,Randolph County,3,5,1221,582,639,438,462,137,168,1,3,1,0,0,0,5,6,443,467,139,172,4,3,1,3,0,0,547,616,404,440,136,167,1,3,1,0,0,0,5,6,409,445,138,171,4,3,1,3,0,0,35,23,34,22,1,1,0,0,0,0,0,0,0,0,34,22,1,1,0,0,0,0,0,0
50,1,115,Alabama,St. Clair County,7,2,5731,3017,2714,2623,2364,260,233,9,11,22,29,3,4,100,73,2721,2432,327,282,29,27,40,43,3,7,2907,2602,2525,2268,253,229,6,5,21,29,3,1,99,70,2622,2333,319,277,26,19,39,42,3,4,110,112,98,96,7,4,3,6,1,0,0,3,1,3,99,99,8,5,3,8,1,1,0,3
50,1,115,Alabama,St. Clair County,9,14,4974,2362,2612,2186,2404,133,167,11,12,13,16,1,0,18,13,2204,2416,133,169,27,21,14,18,2,1,2342,2595,2168,2387,133,167,10,12,13,16,1,0,17,13,2185,2399,133,169,25,21,14,18,2,1,20,17,18,17,0,0,1,0,0,0,0,0,1,0,19,17,0,0,2,0,0,0,0,0
50,1,115,Alabama,St. Clair County,13,8,6073,3009,3064,2560,2647,359,330,15,8,55,43,3,1,17,35,2575,2677,362,338,25,33,60,50,5,4,2890,2978,2460,2575,349,329,9,4,55,41,0,1,17,28,2475,2601,352,337,19,23,60,47,2,1,119,86,100,72,10,1,6,4,0,2,3,0,0,7,100,76,10,1,6,10,0,3,3,3
50,1,117,Alabama,Shelby County,2,1,13141,6745,6396,5614,5242,779,781,22,31,137,158,5,9,188,175,5793,5411,901,887,49,49,194,215,11,14,6004,5676,4936,4588,761,761,9,13,128,151,3,4,167,159,5097,4743,871,858,27,26,182,203,8,9,741,720,678,654,18,20,13,18,9,7,2,5,21,16,696,668,30,29,22,23,12,12,3,5
50,1,117,Alabama,Shelby County,13,17,3902,1686,2216,1576,2056,66,117,10,6,27,28,1,0,6,9,1581,2063,67,119,13,12,30,30,2,1,1640,2183,1530,2025,66,115,10,6,27,28,1,0,6,9,1535,2032,67,117,13,12,30,30,2,1,46,33,46,31,0,2,0,0,0,0,0,0,0,0,46,31,0,2,0,0,0,0,0,0
50,1,119,Alabama,Sumter County,1,0,13763,6261,7502,1579,1770,4647,5673,4,7,9,24,2,2,20,26,1591,1786,4662,5694,10,16,19,33,9,6,6209,7468,1546,1758,4631,5655,4,7,9,24,0,1,19,23,1557,1772,4645,5673,10,15,18,31,7,4,52,34,33,12,16,18,0,0,0,0,2,1,1,3,34,14,17,21,0,1,1,2,2,2
50,1,119,Alabama,Sumter County,2,0,13763,6261,7502,1579,1770,4647,5673,4,7,9,24,2,2,20,26,1591,1786,4662,5694,10,16,19,33,9,6,6209,7468,1546,1758,4631,5655,4,7,9,24,0,1,19,23,1557,1772,4645,5673,10,15,18,31,7,4,52,34,33,12,16,18,0,0,0,0,2,1,1,3,34,14,17,21,0,1,1,2,2,2
50,1,119,Alabama,Sumter County,3,5,1494,666,828,208,293,452,525,1,5,2,2,0,2,3,1,211,293,454,525,2,5,2,3,0,3,650,814,195,290,449,516,1,5,2,2,0,1,3,0,198,290,451,516,2,5,2,2,0,1,16,14,13,3,3,9,0,0,0,0,0,1,0,1,13,3,3,9,0,0,0,1,0,2
50,1,119,Alabama,Sumter County,8,4,1145,550,595,126,177,409,409,0,0,13,4,0,0,2,5,128,181,411,413,0,2,13,4,0,0,547,589,124,172,408,408,0,0,13,4,0,0,2,5,126,176,410,412,0,2,13,4,0,0,3,6,2,5,1,1,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0
50,1,119,Alabama,Sumter County,9,3,676,328,348,48,47,278,296,0,0,0,1,0,0,2,4,50,51,279,299,1,1,0,1,0,0,324,340,44,40,278,295,0,0,0,1,0,0,2,4,46,44,279,298,1,1,0,1,0,0,4,8,4,7,0,1,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0
50,1,119,Alabama,Sumter County,9,9,577,241,336,46,49,193,284,0,0,0,3,1,0,1,0,47,49,194,284,0,0,0,3,1,0,239,334,46,47,192,284,0,0,0,3,0,0,1,0,47,47,193,284,0,0,0,3,0,0,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
50,1,119,Alabama,Sumter County,10,10,676,309,367,84,72,221,291,0,1,2,3,1,0,1,0,85,72,222,291,0,1,2,3,1,0,304,366,82,72,219,290,0,1,2,3,0,0,1,0,83,72,220,290,0,1,2,3,0,0,5,1,2,0,2,1,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,1,0
50,1,119,Alabama,Sumter County,10,11,676,301,375,66,68,232,302,0,1,0,0,0,0,3,4,68,71,233,304,3,3,0,1,0,1,297,371,63,68,231,298,0,1,0,0,0,0,3,4,65,71,232,300,3,3,0,1,0,1,4,4,3,0,1,4,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0
50,1,121,Alabama,Talladega County,5,5,5472,2608,2864,1531,1544,1004,1265,16,14,26,13,1,0,30,28,1557,1570,1019,1281,32,24,31,18,3,2,2519,2816,1458,1511,1000,1256,9,11,25,12,1,0,26,26,1482,1535,1013,1270,23,20,28,17,1,2,89,48,73,33,4,9,7,3,1,1,0,0,4,2,75,35,6,11,9,4,3,1,2,0
