"NumPlaces","observationPeriods","ScalingFactors","MeasurementMethods","StatVar","Units","MinDate"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_45To49Years_Female_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_30Years_Male_NonWhite","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_37Years_Female_NonWhite","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_30To34Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_86Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_77Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_69Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_80Years_TwoOrMoreRaces","[]","2000"
"1","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_92Years_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_10To14Years_Female_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_27Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_79Years_Female_NonWhite","[]","1940"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_56Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_46Years_Male_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_48Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_53Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_56Years_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_97Years_Male_WhiteAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_64Years_Female_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_80Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_4Years_WhiteAlone","[]","1900"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_60To64Years_Male_BlackOrAfricanAmericanAlone","[]","1970"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_44Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_57Years_Male_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_59Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_26Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_29Years_Male_WhiteAlone","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Male_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_2Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_21Years_Male_AsianAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_85OrMoreYears_Male_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_63Years_Male_AsianAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_70To74Years_Female_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_35Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15Years_Male_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_46Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_36Years_Female_TwoOrMoreRaces","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_85OrMoreYears_Male_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_39Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_34Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0To4Years_Female_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_71Years_Female_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_67Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_29Years_Female_AsianAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_55To59Years_Male_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_55To59Years_Male_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_90Years_Female_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_85OrMoreYears_Female_NonWhite","[]","1940"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_13Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_21Years_Female","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_11Years_WhiteAlone","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_51Years_Female_NonWhite","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_16Years_Male","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_25To29Years_Female_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_81Years_Female_AsianAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_30To34Years_Male_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0To4Years_Male_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999]","Count_Person_25To29Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_29Years_Female","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_18Years_Female","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_96Years_Female_WhiteAlone","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_8Years_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_83Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_70To74Years_Female_NotHispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_1Years_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_54Years_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_36Years_Female_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_20Years_AsianOrPacificIslander","[]","1980"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_30To34Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_73Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_59Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_11Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_26Years_WhiteAlone","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_85OrMoreYears_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_36Years_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_32Years_Female","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey]","Count_Person_94Years_Female","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_15Years_Male","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_46Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_10Years_Female","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_84Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_1Years_Female_AsianOrPacificIslander","[]","1980"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_15To19Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_87Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_2Years_NonWhite","[]","1900"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_75OrMoreYears_Male_NonWhite","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_46Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_75To79Years_Female_NotHispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_43Years_Male","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_10To14Years_Female_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3141","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_50To54Years_Male_AsianOrPacificIslander","[]","1990"
"3231","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15To19Years_BlackOrAfricanAmericanAlone","[]","1970"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_100Years_Male_WhiteAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_21Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_79Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_80Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Female_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_84Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_57Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_7Years_Female","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_25To29Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_76Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_5Years_Male_NonWhite","[]","1900"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_25To29Years_Female_AsianAlone","[]","2000"
"3208","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_75To79Years_AsianAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_9Years_Male_NonWhite","[]","1900"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_80To84Years_Male_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_69Years_Female_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_40To44Years_Female_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_55To59Years_Female_HispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_12Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_68Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_51Years_Male_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_4Years_NonWhite","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_14Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_35Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"3231","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_25To29Years_Male","[]","1970"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_93Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_6Years_NonWhite","[]","1900"
"3204","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0To4Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_30Years_Female_WhiteAlone","[]","1900"
"3195","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_0Years_Female_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_15Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_64Years_Female_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_35Years_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_60Years_Male_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15Years_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_57Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate, CensusPEPSurvey]","Count_Person_42Years_Male","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_15Years_Male_AmericanIndianAndAlaskaNativeAlone","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_21Years_Male_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_2Years_Male_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_39Years_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_4Years_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_29Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_46Years_BlackOrAfricanAmericanAlone","[]","1960"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_60To64Years_Female_AsianAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_27Years_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_63Years_Male_WhiteAlone","[]","1900"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_40Years_Male_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_47Years_Male_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_97Years_Female_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_8Years_Female_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_48Years_Female_WhiteAlone","[]","1900"
"3212","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, CensusPEPSurvey_RaceUpto1999]","Count_Person_15To19Years_Female_AmericanIndianAndAlaskaNativeAlone","[]","1990"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_47Years_Female_BlackOrAfricanAmericanAlone","[]","1960"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_77Years_Male_WhiteAlone","[]","1940"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_41Years_Male_AsianAlone","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_9Years_TwoOrMoreRaces","[]","2000"
"52","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards, dcAggregate/CensusPEPSurvey_PartialAggregate_Race2000Onwards]","Count_Person_50Years_NativeHawaiianAndOtherPacificIslanderAlone","[]","2000"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_86Years_Female_AsianOrPacificIslander","[]","1980"
"52","[P1Y]","[]","[dcAggregate/CensusPEPSurvey_PartialAggregate_RaceUpto1999]","Count_Person_30Years_Female_AsianOrPacificIslander","[]","1980"
"3144","[P1Y]","[]","[CensusPEPSurvey_Race2000Onwards]","Count_Person_45To49Years_Male_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces","[]","2020"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_98Years_Female_AsianOrPacificIslander","[]","1980"
"1","[P1Y]","[]","[CensusPEPSurvey_RaceUpto1999]","Count_Person_88Years_Male_AsianOrPacificIslander","[]","1980"
