observationAbout,observationDate,value,variableMeasured
dcid:country/MNG,2025,99483,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2024,92261,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2023,88601,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2022,88823,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2021,91034,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2020,89463,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2019,90574,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2018,93552,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2017,90094,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2016,91526,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2015,93674,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2014,102520,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2013,101783,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2012,102427,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2011,101557,dcid:Count_Student_Male_UniversityEducation
dcid:country/MNG,2010,101455,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2025,2872,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2024,533,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2023,440,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2022,442,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2021,464,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2020,635,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2019,977,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2018,923,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2017,1036,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2016,1794,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2015,1090,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2014,1069,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2013,1245,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2012,1465,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2011,1530,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q207809,2010,1693,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2025,2357,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2024,61,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2023,44,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2022,36,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2021,37,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2020,59,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2019,56,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2018,139,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2017,108,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2016,156,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2015,156,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2014,136,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2013,152,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2012,83,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2011,121,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q276200,2010,186,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2025,3360,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2024,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2023,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2022,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2021,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2020,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2019,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2018,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2017,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2016,0,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2015,23,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2014,86,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2013,158,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2012,245,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2011,303,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q234713,2010,358,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2025,2071,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2024,128,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2023,46,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2022,72,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2021,122,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2020,144,dcid:Count_Student_Male_UniversityEducation
dcid:wikidataId/Q191792,2019,171,dcid:Count_Student_Male_UniversityEducation
