observationAbout,observationDate,value,variableMeasured
country/MNG,2022,25509,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2021,25300,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2020,24813,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2019,25753,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2018,22499,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2017,20345,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2016,20066,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2015,19005,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2014,19065,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2013,18063,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2012,16630,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2011,14873,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2010,12050,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2009,10621,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2008,9505,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2007,7153,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2006,6286,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2005,5626,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2004,5084,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2003,4491,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2002,3661,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2025,18185,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2024,16199,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2023,15616,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2022,16742,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2021,16717,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2020,16291,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2019,17066,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2018,14554,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2017,12697,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2016,12552,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2015,11957,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2014,12103,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2013,11437,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2012,10420,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2011,9505,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2010,7733,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2009,6933,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2008,6128,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2007,4748,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2006,4115,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2005,3670,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2004,3409,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2003,2852,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2002,2305,dcid:Count_Student_MastersDegree_Female_TertiaryEducation
country/MNG,2025,5943,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2024,5488,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2023,5060,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2022,4508,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2021,3462,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2020,3248,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2019,3392,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2018,4219,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2017,4295,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2016,3849,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2015,3325,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2014,3391,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2013,3304,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2012,3160,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2011,3049,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2010,2419,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2009,2143,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2008,2207,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2007,2110,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2006,2099,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2005,1980,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2004,1790,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2003,1615,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2002,1588,dcid:Count_Student_DoctorateDegree_TertiaryEducation
country/MNG,2025,3457,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2024,3157,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2023,2930,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2022,2602,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2021,1995,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2020,1780,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2019,1871,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2018,2413,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2017,2493,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2016,2221,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2015,1927,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2014,1960,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2013,1947,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2012,1904,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2011,1825,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2010,1471,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2009,1310,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2008,1321,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2007,1259,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2006,1219,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2005,1149,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2004,1089,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2003,950,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2002,943,dcid:Count_Student_DoctorateDegree_Female_TertiaryEducation
country/MNG,2025,2748,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2024,2620,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2023,2792,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2022,2799,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2021,3155,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2020,124,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2019,98,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2018,362,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2017,124,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2010,4045,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2009,4423,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2008,4203,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2007,3577,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2006,4193,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2005,4771,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2004,5764,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2003,6128,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2002,4052,dcid:Count_Student_UpperDiploma_TertiaryEducation
country/MNG,2024,2108,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2023,2170,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2022,2221,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2021,2519,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2020,17,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2019,14,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2018,191,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2017,21,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2010,3517,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2009,3710,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2008,3432,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2007,2939,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2006,2952,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2005,3167,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2004,3426,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2003,3731,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
country/MNG,2002,2799,dcid:Count_Student_UpperDiploma_Female_TertiaryEducation
