observationAbout,observationDate,value,variableMeasured
country/MNG,2025,161891,dcid:Count_Student_TertiaryEducation
country/MNG,2024,150282,dcid:Count_Student_TertiaryEducation
country/MNG,2023,145345,dcid:Count_Student_TertiaryEducation
country/MNG,2022,145267,dcid:Count_Student_TertiaryEducation
country/MNG,2021,148954,dcid:Count_Student_TertiaryEducation
country/MNG,2020,147293,dcid:Count_Student_TertiaryEducation
country/MNG,2019,148446,dcid:Count_Student_TertiaryEducation
country/MNG,2018,157625,dcid:Count_Student_TertiaryEducation
country/MNG,2017,155248,dcid:Count_Student_TertiaryEducation
country/MNG,2016,157138,dcid:Count_Student_TertiaryEducation
country/MNG,2015,162626,dcid:Count_Student_TertiaryEducation
country/MNG,2014,178295,dcid:Count_Student_TertiaryEducation
country/MNG,2013,174075,dcid:Count_Student_TertiaryEducation
country/MNG,2012,175591,dcid:Count_Student_TertiaryEducation
country/MNG,2011,172798,dcid:Count_Student_TertiaryEducation
country/MNG,2010,170126,dcid:Count_Student_TertiaryEducation
country/MNG,2009,164773,dcid:Count_Student_TertiaryEducation
country/MNG,2008,161111,dcid:Count_Student_TertiaryEducation
country/MNG,2007,150326,dcid:Count_Student_TertiaryEducation
country/MNG,2006,142411,dcid:Count_Student_TertiaryEducation
country/MNG,2005,138019,dcid:Count_Student_TertiaryEducation
country/MNG,2004,123824,dcid:Count_Student_TertiaryEducation
country/MNG,2003,108738,dcid:Count_Student_TertiaryEducation
country/MNG,2002,98453,dcid:Count_Student_TertiaryEducation
country/MNG,2025,99483,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2024,92261,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2023,88601,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2022,88823,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2021,91034,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2020,89463,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2019,90573,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2018,93552,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2017,90094,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2016,91526,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2015,93674,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2014,102520,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2013,101783,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2012,102427,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2011,101557,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2010,101455,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2009,99472,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2008,97796,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2007,91720,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2006,86183,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2005,83781,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2004,76049,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2003,67184,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2002,61450,dcid:Count_Student_Female_TertiaryEducation
country/MNG,2025,125750,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2024,117344,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2023,113322,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2022,112451,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2021,117037,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2020,119108,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2019,119203,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2018,130545,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2017,130484,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2016,133223,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2015,140296,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2014,155839,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2013,152708,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2012,155801,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2011,154876,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2010,151612,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2009,147586,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2008,145196,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2007,137486,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2006,129833,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2005,125642,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2004,111186,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2003,96504,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2002,89152,dcid:Count_Student_BachelorsDegree_TertiaryEducation
country/MNG,2025,75830,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2024,70797,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2023,67885,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2022,67258,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2021,69803,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2020,71375,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2019,71622,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2018,76394,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2017,74883,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2016,76753,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2015,79790,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2014,88457,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2013,88399,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2012,90103,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2011,90227,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2010,88734,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2009,87519,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2008,86915,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2007,82774,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2006,77897,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2005,75795,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2004,68125,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2003,59651,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2002,55403,dcid:Count_Student_BachelorsDegree_Female_TertiaryEducation
country/MNG,2025,27450,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2024,24830,dcid:Count_Student_MastersDegree_TertiaryEducation
country/MNG,2023,24171,dcid:Count_Student_MastersDegree_TertiaryEducation
