observationAbout,observationDate,value,variableMeasured
country/MNG,2024,255,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2023,271,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2022,295,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2021,348,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2020,407,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2019,397,dcid:Count_Person_BachelorOfAgriculturalEngineeringOrForestryEngineeringOrFisheriesOrVeterinary_EducationalAttainmentGraduate
country/MNG,2024,1330,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
country/MNG,2023,1277,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
country/MNG,2022,1020,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
country/MNG,2021,1685,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
country/MNG,2020,1260,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
country/MNG,2019,455,dcid:Count_Person_BachelorOfServicesRelatedMajor_EducationalAttainmentGraduate
