observationAbout,observationDate,value,variableMeasured
country/MNG,2024,3151,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2023,4229,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2022,3535,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2021,6001,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2020,6296,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2019,5513,dcid:Count_Person_BachelorOfEducationMajor_EducationalAttainmentGraduate
country/MNG,2024,1934,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2023,1759,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2022,1545,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2021,2317,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2020,2127,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2019,1741,dcid:Count_Person_BachelorOfHumanityAndArts_EducationalAttainmentGraduate
country/MNG,2024,1424,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2023,1702,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2022,1194,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2021,1901,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2020,1804,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2019,1283,dcid:Count_Person_BachelorOfSocialSciencesMajorOrCommunicationJournalismAndRelatedMajor_EducationalAttainmentGraduate
country/MNG,2024,6433,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2023,8816,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2022,7194,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2021,10506,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2020,9794,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2019,9462,dcid:Count_Person_BachelorOfBusinessAdministrationAndManagementOrLegalProfessionsAndStudiesMajor_EducationalAttainmentGraduate
country/MNG,2024,424,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2023,522,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2022,476,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2021,767,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2020,864,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2019,745,dcid:Count_Person_BachelorOfNaturalSciencesMajorOrMathAndStatisticsMajor_EducationalAttainmentGraduate
country/MNG,2024,1230,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2023,1082,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2022,690,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2021,882,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2020,887,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2019,867,dcid:Count_Person_BachelorOfInformationAndCommunicationsTechnologiesMajor_EducationalAttainmentGraduate
country/MNG,2024,2701,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
country/MNG,2023,3118,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
country/MNG,2022,2910,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
country/MNG,2021,4225,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
country/MNG,2020,4061,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
country/MNG,2019,4306,dcid:Count_Person_BachelorOfEngineeringMajorOrEngineeringManufacturingOrConstructionEngineering_EducationalAttainmentGraduate
