observationAbout,observationDate,value,variableMeasured
dcid:country/MNG,2025,1399,dcid:Count_School_Kindergarten
dcid:country/MNG,2024,1407,dcid:Count_School_Kindergarten
dcid:country/MNG,2023,1410,dcid:Count_School_Kindergarten
dcid:country/MNG,2022,1413,dcid:Count_School_Kindergarten
dcid:country/MNG,2021,1453,dcid:Count_School_Kindergarten
dcid:country/MNG,2020,1454,dcid:Count_School_Kindergarten
dcid:country/MNG,2019,1439,dcid:Count_School_Kindergarten
dcid:country/MNG,2018,1435,dcid:Count_School_Kindergarten
dcid:country/MNG,2017,1416,dcid:Count_School_Kindergarten
dcid:country/MNG,2016,1354,dcid:Count_School_Kindergarten
dcid:country/MNG,2015,1288,dcid:Count_School_Kindergarten
dcid:country/MNG,2014,1171,dcid:Count_School_Kindergarten
dcid:country/MNG,2013,1067,dcid:Count_School_Kindergarten
dcid:country/MNG,2012,945,dcid:Count_School_Kindergarten
dcid:country/MNG,2011,879,dcid:Count_School_Kindergarten
dcid:country/MNG,2010,839,dcid:Count_School_Kindergarten
dcid:country/MNG,2009,814,dcid:Count_School_Kindergarten
dcid:country/MNG,2008,783,dcid:Count_School_Kindergarten
dcid:country/MNG,2007,768,dcid:Count_School_Kindergarten
dcid:country/MNG,2006,742,dcid:Count_School_Kindergarten
dcid:country/MNG,2005,729,dcid:Count_School_Kindergarten
dcid:country/MNG,2004,696,dcid:Count_School_Kindergarten
dcid:country/MNG,2003,687,dcid:Count_School_Kindergarten
dcid:country/MNG,2002,655,dcid:Count_School_Kindergarten
dcid:country/MNG,2001,665,dcid:Count_School_Kindergarten
dcid:country/MNG,2000,653,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2025,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2024,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2023,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2022,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2021,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2020,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2019,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2018,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2017,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2016,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2015,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2014,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2013,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2012,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2011,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2010,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2009,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2008,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2007,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2006,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2005,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2004,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2003,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2002,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2001,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q207809,2000,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2025,40,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2024,41,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2023,42,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2022,43,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2021,43,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2020,43,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2019,43,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2018,42,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2017,42,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2016,37,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2015,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2014,35,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2013,32,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2012,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2011,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2010,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2009,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2008,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2007,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2006,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2005,27,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2004,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2003,27,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2002,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2001,26,dcid:Count_School_Kindergarten
dcid:wikidataId/Q276200,2000,26,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2025,50,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2024,49,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2023,49,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2022,49,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2021,49,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2020,47,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2019,42,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2018,42,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2017,41,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2016,40,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2015,40,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2014,36,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2013,33,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2012,33,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2011,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2010,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2009,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2008,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2007,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2006,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2005,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2004,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2003,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2002,28,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2001,27,dcid:Count_School_Kindergarten
dcid:wikidataId/Q234713,2000,26,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2025,68,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2024,62,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2023,57,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2022,53,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2021,53,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2020,50,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2019,45,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2018,44,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2017,44,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2016,43,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2015,38,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2014,32,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2013,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2012,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2011,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2010,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2009,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2008,26,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2007,27,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2006,25,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2005,24,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2004,24,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2003,24,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2002,24,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2001,22,dcid:Count_School_Kindergarten
dcid:wikidataId/Q191792,2000,22,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2025,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2024,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2023,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2022,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2021,31,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2020,30,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2019,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2018,29,dcid:Count_School_Kindergarten
dcid:wikidataId/Q192945,2017,29,dcid:Count_School_Kindergarten
