observationAbout,observationDate,value,variableMeasured
country/MNG,2025,161891,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2024,150282,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2023,145345,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2022,145267,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2021,148954,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2020,147293,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2019,148446,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2018,157625,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2017,155248,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2016,157138,dcid:Count_Student_EnrolledInCollegeOrGraduateSchool
country/MNG,2025,22172,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2024,19933,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2023,17231,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2022,18053,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2021,18244,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2020,19162,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2019,22854,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2018,23324,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2017,20810,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
country/MNG,2016,22006,dcid:Count_Student_BachelorOfEducationMajor_EnrolledInCollegeOrGraduateSchool
