Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 40: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - MANUFACTURING,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,5052,5113,5210,3505,6360,7338
,Andhra Pradesh,3969153,3227857,3007189,4161426,4522177,4520568
,Arunachal Pradesh,9934,11990,16312,65512,38601,47464
,Assam,1274688,1304587,1659125,1740262,2132801,2653234
,Bihar,1268069,844985,1907324,2752337,2313799,2950066
,Chandigarh,91508,106058,125394,92652,89929,111311
,Chhattisgarh,2096873,2457605,3440532,3058680,2781121,2401694
,Delhi,1591119,2008472,2205990,1986198,2781576,2676152
,Goa,1508357,1354856,991718,1826099,2127644,2351719
,Gujarat,11184924,16227678,17149902,21878104,25017026,28706821
,Haryana,4454729,5544670,6381731,6706794,7402604,8501089
,Himachal Pradesh,1393182,1643049,1961829,2140258,2448359,3031141
,Jammu & Kashmir*,624272,613841,656384,680054,854723,850125
,Jharkhand,2740497,3562247,3390423,3832136,2749502,3892196
,Karnataka,8343501,9292604,9971262,10098361,12358288,16256230
,Kerala,3000616,3587813,3540229,3673903,4425392,5394018
,Madhya Pradesh,2967896,2313456,2852777,2988587,3942866,4453970
,Maharashtra,20680409,23615815,27902218,29307439,32311065,32994630
,Manipur,32858,21852,36447,37037,49376,50135
,Meghalaya,426023,447317,351879,310855,123246,156267
,Mizoram,4968,5930,6760,6512,8935,9592
,Nagaland,11153,14766,11997,18840,21170,25285
,Odisha,3273608,3459143,4067727,3475553,3129081,4967037
,Puducherry,368161,369736,513276,393468,637709,701069
,Punjab,2940858,3233573,3591007,3561722,4212168,4633032
,Rajasthan,5689422,4570746,4158507,4875962,6329184,6460246
,Sikkim,413380,441714,501921,560284,656611,809514
,Tamil Nadu,12163483,14643962,13795257,14470977,18350184,21164450
,Telangana,5292515,4610226,4785738,4515593,6118295,6380150
,Tripura,62462,106951,114857,140209,107475,136802
,Uttar Pradesh,6919442,7714453,9412844,8421491,11031061,15980178
,Uttarakhand,3741191,4442738,4790836,5242331,5740501,6419260
,West Bengal,5780269,6215030,6479909,5880321,7339443,8618129
