Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 35: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12 ,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,31781,26044,24519,28203,29256,29621,-
,Andhra Pradesh,7411840,6930317,7806340,7519739,8035081,8182165,8071282
,Arunachal Pradesh,194524,195196,193780,205648,216486,191307,-
,Assam,2663201,2719183,2589529,2522695,2617986,2256362,3366604
,Bihar,4171384,3926570,3704094,3992845,4106684,4381080,4585281
,Chandigarh,1114,1107,1131,1114,1118,1119,-
,Chhattisgarh,1994483,2279945,2323058,2421613,2454833,2557944,2612897
,Delhi,19899,20360,21433,22633,21668,21745,22735
,Goa,109655,111557,100060,98984,97877,106466,-
,Gujarat,9365086,7857307,9051600,9151950,9744075,10336581,-
,Haryana,4206040,4305593,4307085,4306171,4066320,4112296,4304340
,Himachal Pradesh,714021,705188,877719,790246,842461,913789,854020
,Jammu & Kashmir*,792609,873589,819024,800293,802844,952393,975206
,Jharkhand,1564348,1258632,1382995,1474683,1558491,1286015,1344147
,Karnataka,6388027,5738701,6669336,7505089,7654030,7526216,7105318
,Kerala,2354343,2243944,2207388,2273677,2337311,2438374,2537776
,Madhya Pradesh,11506489,11235468,12788264,13391965,14237102,14902272,15176698
,Maharashtra,10850708,10024698,10787147,12429036,12862596,13433101,13237364
,Manipur,267660,267685,254353,259734,281976,246919,-
,Meghalaya,216247,210187,203712,206158,220014,220100,222651
,Mizoram,88582,95978,96695,104552,96423,96734,-
,Nagaland,287378,268325,277715,286236,181304,253216,-
,Odisha,2417149,2622730,3108768,3423807,3358724,3761015,3908935
,Puducherry,21645,23433,23586,21755,31063,23128,27193
,Punjab,5295174,5301378,5254179,5342079,5226716,5349207,5433294
,Rajasthan,7261760,7761127,8721441,8691192,8459093,9286324,9137145
,Sikkim,111000,124242,130857,122647,122388,121108,123464
,Tamil Nadu,4493518,4622819,5050932,5271055,5769545,5960203,6210656
,Telangana,3139537,2937525,4566183,4602978,4343463,5379247,5164068
,Tripura,423660,471732,474002,482982,555545,560890,591678
,Uttar Pradesh,13956558,14616794,14390449,14887445,18114310,18530648,19220297
,Uttarakhand,698175,691749,716739,754278,758797,683861,681739
,West Bengal,8470069,8459381,8431371,8432731,8568498,8701706,8800279
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
