Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 44: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – CONSTRUCTION,,,,,,,
, (Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,91716,96034,104315,90775,120630,133094,-
,Andhra Pradesh,5069205,5610636,5228317,5708619,7319817,8503175,9574948
,Arunachal Pradesh,209538,168790,175754,167047,216019,284942,-
,Assam,2042907,1955162,1968696,1977177,2697389,3305826,2815377
,Bihar,3664863,4129156,4237103,3884903,5437728,6607823,7669681
,Chandigarh,149073,170347,167390,165981,218784,258766,-
,Chhattisgarh,3178626,3796372,3854803,3666961,4888306,5479404,6104998
,Delhi,2745368,3124148,3120295,2999989,3956089,4622214,5095682
,Goa,209818,217266,212340,201094,277280,340897,-
,Gujarat,6132825,7040730,7401593,7215988,9935564,12165825,-
,Haryana,4004834,4578641,4609018,4388038,5742575,6470883,7013121
,Himachal Pradesh,888890,947800,988354,971576,1085046,1213525,1346130
,Jammu & Kashmir*,1026953,1076298,1132260,1012256,1224139,1449839,1501879
,Jharkhand,1970945,2220330,2217852,2091484,2969031,3613090,3949991
,Karnataka,6675954,7662010,7716492,7401982,9637395,10962962,11868568
,Kerala,7766067,8838977,8521984,8244763,10906557,12007370,13294257
,Madhya Pradesh,5128344,6044609,5909674,5856982,7521321,8669463,9323841
,Maharashtra,11059761,12577120,12701235,12535342,17453067,20466695,22491228
,Manipur,202468,129171,136078,118178,185539,220215,-
,Meghalaya,189349,164413,185862,175463,223480,254386,283715
,Mizoram,209606,190367,162368,184710,200793,225069,-
,Nagaland,205025,202178,200154,184051,242821,283561,-
,Odisha,2789953,3048193,3049354,2867815,4085685,5084413,5554096
,Puducherry,370018,418192,419318,394601,536731,577222,647068
,Punjab,2616879,2923692,2929476,2749392,3575134,4276865,4891230
,Rajasthan,6054100,6940623,7427161,7274189,9922269,11501820,12871911
,Sikkim,95148,102945,122824,113787,148590,187763,216715
,Tamil Nadu,13665134,15510462,16032205,17164035,21415530,24594698,28497291
,Telangana,3246813,3519678,3596654,3333167,4654961,5693062,6510923
,Tripura,238238,299469,242442,237790,257811,290700,323538
,Uttar Pradesh,12881232,15077205,15606721,14751346,20397367,23894892,25675643
,Uttarakhand,1460067,1668761,1665487,1618749,2108478,2622504,3313178
,West Bengal,5997180,6718717,6775639,6075384,7454345,9620285,10182693
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
