Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 47: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,78820,84408,94900,101821,112411,123356
,Andhra Pradesh,11265978,9738722,9934466,11184156,12385518,13931570
,Arunachal Pradesh,209581,217258,244812,369919,339010,384390
,Assam,4385874,4156905,4491858,4797583,6815230,7451137
,Bihar,4554000,3955530,5166760,5682444,5811391,6452333
,Chandigarh,239676,237743,263796,233814,282595,286291
,Chhattisgarh,7016612,7326445,8468830,8337415,8499275,8940226
,Delhi,4741087,5194379,5633869,5446836,6497993,6704745
,Goa,2504647,1837021,1306446,2044548,2413006,2814821
,Gujarat,24192354,28667968,29310763,33942258,39511588,42852793
,Haryana,8661061,9439365,10133536,10606630,11817401,13343238
,Himachal Pradesh,3069090,3233072,3446534,3780349,4099090,4556838
,Jammu & Kashmir*,2099673,2155938,2259726,2003212,2574812,2659509
,Jharkhand,6317718,6975967,6852301,7451350,6516511,7084484
,Karnataka,16280170,16500915,17848442,18111579,20830024,24250802
,Kerala,9469578,9683751,10128080,10543757,11239427,12587171
,Madhya Pradesh,9398394,9469736,9529265,9917767,11443201,11914669
,Maharashtra,40988240,43074568,44411243,47968559,52192116,55285010
,Manipur,195978,183673,207009,256366,296961,280338
,Meghalaya,763216,723660,700244,539576,435019,411816
,Mizoram,152003,149135,207395,231439,253760,292920
,Nagaland,155463,157867,129393,145342,180797,179568
,Odisha,9600472,9516379,11060447,10284597,11767248,14119724
,Puducherry,720030,693095,859965,698837,770134,825967
,Punjab,6447735,6589569,6902906,7253879,7696616,8170455
,Rajasthan,13630579,13635793,13736174,15076043,17605337,18677826
,Sikkim,685140,667199,698730,771928,857224,927571
,Tamil Nadu,25546469,27310251,27781443,27393094,31813843,35054682
,Telangana,10383862,9384634,9306422,9083520,10903697,11017301
,Tripura,383398,442614,445493,765472,730792,856670
,Uttar Pradesh,18831646,19330910,20876854,20666043,23984444,30465882
,Uttarakhand,5833063,6331676,6859968,7068341,7585688,8355894
,West Bengal,13251365,13565591,14094453,13595862,14670805,17146911
