Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 40: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - MANUFACTURING,,,,,,,
,(Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,6288,5696,4891,4360,4128,2817,-
,Andhra Pradesh,5263912,6739289,6057171,9182191,11192452,12502136,12980605
,Arunachal Pradesh,37062,31842,20981,18663,39644,37575,-
,Assam,2945235,3176344,3119795,3512731,3857140,3795170,5423633
,Bihar,3192841,3097373,3415330,3783854,4429097,4475192,4652270
,Chandigarh,101836,131985,126014,99719,102834,96513,-
,Chhattisgarh,3187833,4221725,4398883,4797324,6032884,6710641,7011271
,Delhi,2710601,2813121,2941669,2904081,3592692,3848860,4003322
,Goa,2419662,2559577,2531180,2547506,2614418,2138501,-
,Gujarat,32681950,39417719,43181677,42376792,50922147,54543430,-
,Haryana,9402045,11242461,10869974,10373559,12635083,14304707,15041200
,Himachal Pradesh,3478425,3915064,3919881,3822816,4414156,4674601,5097179
,Jammu & Kashmir*,895094,891311,813770,1099532,860265,851284,917433
,Jharkhand,4557337,5895026,5217181,5314067,7873916,7901203,8627470
,Karnataka,17022747,18803430,17508934,17402487,21720137,23984491,25336970
,Kerala,6003413,5839372,5654347,5593948,6413361,6289009,6639980
,Madhya Pradesh,5092755,7170683,5641613,5196188,6259559,6906611,7101723
,Maharashtra,35254072,34249875,29217624,31756325,39899294,40530193,42085353
,Manipur,50250,50670,30847,30690,38406,33883,-
,Meghalaya,210712,227408,266365,215943,297019,305513,328917
,Mizoram,9524,10491,12869,3643,11371,10431,-
,Nagaland,26501,28678,26859,20228,20819,20340,-
,Odisha,6268771,8500142,6848178,8428456,14059133,13191480,15187929
,Puducherry,740558,852772,840761,961069,810852,837666,950642
,Punjab,4956731,5742970,5835436,5954203,7357452,7853313,8465079
,Rajasthan,6691826,7899898,8777153,8994476,11282298,11897467,14205582
,Sikkim,1038004,1106153,1126667,1186383,1254728,1325977,1443956
,Tamil Nadu,24119365,27163843,26981448,26794675,32444974,36351253,38842750
,Telangana,7127381,8560067,8432046,8744319,9367723,9582838,10112808
,Tripura,132290,124559,139478,143001,154453,156230,166875
,Uttar Pradesh,15382681,14797670,15249243,15406589,19069440,19354348,23016232
,Uttarakhand,6965287,7150837,7086507,6075824,7429672,8372461,9597196
,West Bengal,9862092,12300925,12007222,13188280,16367721,18438412,19406480
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
