Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 49: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,121566,111491,121328,104300,129992,140114,-
,Andhra Pradesh,11754461,12584406,11714064,14450282,15827857,16804917,18150738
,Arunachal Pradesh,328482,314607,303514,233862,280864,323156,-
,Assam,7320739,7530067,7577819,7007250,9414047,10525259,10206791
,Bihar,6161995,6517657,6793292,6702103,7349944,8120334,8780956
,Chandigarh,239132,277655,283153,247200,250241,258696,-
,Chhattisgarh,8289984,9789585,9991597,10224107,12071956,12939801,13774434
,Delhi,6156725,6519860,6586110,6517175,6967836,6975516,7438093
,Goa,2595267,2569551,2545737,2477746,2467365,2212680,-
,Gujarat,37628848,41948528,44633674,42951603,48340143,50107083,-
,Haryana,11887632,13393610,12928879,11755593,13571481,14615771,15671421
,Himachal Pradesh,4321730,4652919,4653614,4426361,4892965,5135983,5615109
,Jammu & Kashmir*,2370572,2368568,2331669,2377751,2322309,2544374,2699644
,Jharkhand,7059141,8329739,7886961,7470810,9270934,9813295,10351028
,Karnataka,22044545,23420738,22332493,22098415,24755001,25690428,27631984
,Kerala,12114828,12201824,12373973,11779832,13246526,13529674,14325988
,Madhya Pradesh,10653378,13040270,11273695,10208527,11509414,12185152,13215764
,Maharashtra,50411057,50571545,47412501,44215041,49102174,52113793,56058107
,Manipur,253180,160469,163322,133824,166702,183891,-
,Meghalaya,377065,360015,373807,318896,398458,421953,449282
,Mizoram,375061,322119,317129,311010,347460,397942,-
,Nagaland,181681,172769,178543,150698,172611,186227,-
,Odisha,12762638,14430013,13124263,13885230,17671623,18676094,20444387
,Puducherry,833988,1260818,1152330,1091332,956860,1008565,1019374
,Punjab,7196222,7559558,7735970,7501293,8138363,8694822,9362986
,Rajasthan,15998775,13613996,14115770,14171306,15775512,16819971,18903700
,Sikkim,907869,962957,948105,979398,1090207,1165913,1253962
,Tamil Nadu,32810688,35440181,35158830,34494082,37959452,41620914,44650876
,Telangana,10650779,12201937,11618016,11259062,12473176,12288527,13727367
,Tripura,747547,841143,733864,703764,849925,972086,1077251
,Uttar Pradesh,26510386,26424785,26301685,25243044,28704999,30606291,34809448
,Uttarakhand,8083790,8155903,8052624,6897475,7690099,8340233,9140435
,West Bengal,16314026,18362677,18333634,17917207,20835292,22094524,23645047
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
