Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 50: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,12774,11323,12458,13028,18116,16138
,Andhra Pradesh,1425608,1584297,1710463,1904659,2059871,2134586
,Arunachal Pradesh,20884,21562,23571,27520,31684,28567
,Assam,427077,457213,515905,543651,647536,665033
,Bihar,883932,977417,1122273,1218791,1323291,1247577
,Chandigarh,285574,324887,354003,365634,371168,391610
,Chhattisgarh,537699,609344,680931,719388,833987,745959
,Delhi,5388295,5992774,6449101,6981581,7292183,7761491
,Goa,172930,205807,219431,237658,258172,235854
,Gujarat,2942743,3461652,4116751,4481687,4988118,5456482
,Haryana,1165659,1321389,1483809,1677707,1976589,2166627
,Himachal Pradesh,287346,318473,332560,376774,426087,414225
,Jammu & Kashmir*,226052,266655,324212,375410,454285,471783
,Jharkhand,414386,462493,509609,561609,656232,645520
,Karnataka,2879395,3211947,3610955,4193233,4898877,5188752
,Kerala,1430848,1629698,1853055,2083412,2233510,2342845
,Madhya Pradesh,1593654,1732129,1920614,1997284,2334264,2234695
,Maharashtra,11783628,12909085,14972993,16407915,17823903,18778198
,Manipur,23399,25250,28230,29609,37875,38515
,Meghalaya,55825,56562,60604,64091,70078,71547
,Mizoram,20053,19581,21502,23671,33935,28747
,Nagaland,47701,53134,57079,51073,54369,53975
,Odisha,796303,910354,962328,1065147,1184299,1148781
,Puducherry,59157,63963,68944,73148,83634,87792
,Punjab,1464304,1655979,1706932,1696078,1892770,1920820
,Rajasthan,1364042,1494592,1714035,1912251,2005841,2054000
,Sikkim,16521,17692,19924,20456,40193,26090
,Tamil Nadu,4019599,4466210,5103346,5719637,6009648,6172968
,Telangana,2126507,2363216,2659553,3026141,3312303,3635605
,Tripura,57103,67963,72348,85950,125921,101476
,Uttar Pradesh,2518198,2812002,3139689,3520922,3937660,3888479
,Uttarakhand,293318,320421,359123,402327,447958,453355
,West Bengal,3194965,3530371,3425157,3714599,4057449,4216245
