Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 55: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY – SERVICES (Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,265222,277645,289544,309931,330518,382313
,Andhra Pradesh,14308520,15579577,16788771,18296985,20507959,20869391
,Arunachal Pradesh,420385,426784,471664,494061,530414,586999
,Assam,6295033,6498604,6893110,7467172,7818265,7760600
,Bihar,13409195,14401467,14947842,15324452,16724038,17574910
,Chandigarh,1620834,1774407,1917013,2025928,2156999,2355292
,Chhattisgarh,5140420,5380078,5859052,6064312,6423198,6775482
,Delhi,25296499,26675279,28320089,31956422,34427562,36923031
,Goa,1231620,1249352,1289781,1413982,1530759,1633311
,Gujarat,20263330,22776651,24124649,26194234,28222253,30455949
,Haryana,12292516,13594193,14969816,16532620,18321178,19891197
,Himachal Pradesh,2708562,2935168,3111193,3402554,3652726,3890593
,Jammu & Kashmir*,4070053,4294717,4513243,4617715,5109558,5270902
,Jharkhand,5361695,5689676,5998783,6641159,7085921,7497274
,Karnataka,31386326,34841904,38664525,42264865,47473658,52816447
,Kerala,19322139,21044915,22439908,23444940,25044795,26614463
,Madhya Pradesh,11863234,13011009,13682614,14420526,15570721,16723193
,Maharashtra,58450931,63324460,68450933,74685393,80220792,87223399
,Manipur,825311,837467,886339,950841,1027170,1063622
,Meghalaya,846097,893365,951577,996951,1081588,1166042
,Mizoram,441537,496940,524758,549701,610570,664558
,Nagaland,677849,722392,798081,831569,843736,886999
,Odisha,8488159,9117405,9827201,10588381,11585388,12047474
,Puducherry,685793,736285,743942,793655,806348,872412
,Punjab,11112867,12063717,12874958,13889371,14847996,15839220
,Rajasthan,16157472,17552092,19080457,20563745,21598501,22753026
,Sikkim,313932,347624,369787,388300,413606,418705
,Tamil Nadu,34982521,37378289,40725561,44270500,46001730,48966757
,Telangana,17759661,19259624,20943951,23642720,26319052,29204169
,Tripura,984954,1059483,1142485,1214127,1136330,1283761
,Uttar Pradesh,31032616,33141214,35484525,38741980,41693882,44069602
,Uttarakhand,3670011,3923016,4354841,4820796,5332464,5804150
,West Bengal,24885034,26295635,27547519,29362693,31254707,32864839
