Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 53: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,12572,10986,11829,12240,16468,14618
,Andhra Pradesh,1403097,1536254,1623342,1775219,1880400,1938859
,Arunachal Pradesh,20554,21275,22386,25687,28773,25918
,Assam,420333,440033,464052,469925,588643,605106
,Bihar,869974,941217,1009476,1145354,1202079,1131431
,Chandigarh,281065,315035,336221,340785,337250,355732
,Chhattisgarh,529208,590866,646724,670413,757684,677144
,Delhi,5303210,5811414,6116374,6506996,6628969,7051013
,Goa,170199,198185,197376,223331,234692,214601
,Gujarat,2896275,3333444,3702984,3965726,4306343,4509693
,Haryana,1147252,1272448,1409245,1563737,1796281,1967791
,Himachal Pradesh,282809,306678,299134,361982,387335,392701
,Jammu & Kashmir*,222483,253994,307921,349907,412717,429271
,Jharkhand,407843,445363,458389,484056,596548,587352
,Karnataka,2833927,3114742,3416595,3909744,4451354,4714268
,Kerala,1408254,1501329,1669300,1807803,2044108,2134932
,Madhya Pradesh,1568489,1679708,1821617,1861623,2120654,2029146
,Maharashtra,11597555,12518415,14199386,15292917,16192760,17067427
,Manipur,23030,24484,26801,27825,34431,35045
,Meghalaya,54943,54468,54513,60229,63757,65029
,Mizoram,19736,18870,19341,25215,30849,26156
,Nagaland,46948,51166,51342,54388,49425,49111
,Odisha,783729,882747,913891,1000968,1075954,1042827
,Puducherry,58223,61594,62014,64872,76012,79880
,Punjab,1441182,1524620,1578653,1623882,1697781,1762978
,Rajasthan,1342503,1449360,1625451,1782306,1822260,1864994
,Sikkim,16260,17037,17921,19224,36537,23738
,Tamil Nadu,3956126,4331047,4840028,5330790,5463078,5596716
,Telangana,2092928,2291698,2522425,2820426,3028584,3307997
,Tripura,56201,64289,67995,80769,114469,92102
,Uttar Pradesh,2478434,2731371,2979637,3308676,3583432,3531227
,Uttarakhand,288686,310724,340602,378073,407217,412502
,West Bengal,3144514,3423528,3242476,3462129,3688429,3836316
