Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 54: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - SERVICES,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,263371,276302,311621,347695,375855,-
,Andhra Pradesh,13010864,15727461,17651026,20354706,23685937,26930745
,Arunachal Pradesh,285043,282704,325112,363436,411547,470440
,Assam,4787300,5548477,6349809,7343619,8718631,10209565
,Bihar,9299928,10985811,13276952,16470443,20210919,24037935
,Chandigarh,1484648,1723099,1964595,2186760,2569774,-
,Chhattisgarh,3649234,4504743,5381696,6369026,7366313,8486708
,Delhi,18055002,21441830,24585606,28763461,33932458,39465261
,Goa,1276756,1493088,1725189,1893996,2267434,-
,Gujarat,18350800,22250470,25035992,29248491,33508226,-
,Haryana,10939661,13032742,15334513,17883009,20727730,23978693
,Himachal Pradesh,1834427,2249824,2638116,3090821,3613013,-
,Jammu & Kashmir,2365767,2825632,3511365,3953379,4456798,4626383
,Jharkhand,4268781,5392249,5878570,6790456,7953099,9337286
,Karnataka,18469698,21925075,25275275,29920917,35795495,41493432
,Kerala,14822343,16144733,19569939,22281031,26220980,-
,Madhya Pradesh,10125214,12088744,14034043,16453670,19094283,21430872
,Maharashtra,51206487,60822277,70471050,80553411,92911500,107582494
,Manipur,344718,463408,586617,693472,804919,-
,Meghalaya,640657,759211,874429,973185,1137425,1374581
,Mizoram,315420,400151,422474,500210,594057,-
,Nagaland,594780,713445,831542,936629,1059046,1196829
,Odisha,7301201,8888240,10044823,11359511,12816828,14771148
,Puducherry,564692,638731,742303,896937,1166979,1501875
,Punjab,8183304,9804152,11669519,13289631,15197911,17405623
,Rajasthan,12324967,15133242,17333899,20146118,22918871,26236186
,Sikkim,215872,227514,249220,289452,334691,-
,Tamil Nadu,27204292,32702987,37745942,43790590,51532063,60165403
,Telangana,10846984,13574054,15920871,18504279,21248587,24601044
,Tripura,841439,996531,1092293,1230864,1501221,-
,Uttar Pradesh,25391930,29575821,34017745,39067711,44357278,50485218
,Uttarakhand,3607423,4224791,4833699,5335983,6107283,6807612
,West Bengal,22842522,26909678,31280689,36160267,42210812,48205661
