Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 31: NET STATE DOMESTIC PRODUCT,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,291088,316442,343145,370263,383941,-
,Andhra Pradesh,17440081,18604072,19155444,19868799,21312902,22845027
,Arunachal Pradesh,453927,473538,498349,485282,529165,566578
,Assam,6129390,6430998,6694188,6941707,7377923,7739404
,Bihar,10193758,11750314,12952142,14324962,15667055,17180244
,Chandigarh,1176743,1176469,1195851,1226876,1344632,-
,Chhattisgarh,5926328,6497697,6926536,7302678,7518746,7842799
,Delhi,15904354,17223524,18072223,19414032,20836819,22562961
,Goa,1611867,1929251,2327852,2442104,2609241,-
,Gujarat,28473200,31589195,33688617,35647679,38547194,-
,Haryana,13677999,14605347,15852299,16716882,17830719,19243700
,Himachal Pradesh,2914850,3158958,3395474,3606325,3837391,-
,Jammu & Kashmir,3051188,3225589,3398975,3589787,3803915,3745349
,Jharkhand,6646519,7613444,8015708,8686113,9412088,10219632
,Karnataka,21836349,24081677,24804028,26125013,28056052,30107076
,Kerala,15712270,16717844,17691461,18732729,19947798,-
,Madhya Pradesh,14793299,15570129,16960038,18406224,20181135,22288240
,Maharashtra,59933837,66762536,69590440,74913695,80559286,85245134
,Manipur,603949,586166,641225,683740,726319,-
,Meghalaya,839640,922612,1030342,1070667,1174773,1280232
,Mizoram,383198,453887,440529,468828,502197,-
,Nagaland,784196,858719,929119,988690,1052220,1120253
,Odisha,9395723,9987972,10362763,10766375,10808072,11656558
,Puducherry,919669,981185,1017409,1133003,1258489,1401352
,Punjab,12209725,12998333,13698738,14258538,15030456,15887725
,Rajasthan,16115948,18536565,20274905,21439120,22463210,23752978
,Sikkim,365860,402769,454751,488603,527057,-
,Tamil Nadu,31675986,35996050,38650813,39747091,42718219,45898663
,Telangana,12926730,15212280,16060155,16915613,17736416,18664035
,Tripura,1228729,1321489,1442115,1604818,1760469,-
,Uttar Pradesh,32098884,34662085,36537453,38445814,40350882,42775892
,Uttarakhand,4340702,4796672,5274830,5630012,6097122,6665311
,West Bengal,26322987,27919095,28943166,31033791,33242516,35684480
