Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 46: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,78820,87837,99571,112169,115711,126583
,Andhra Pradesh,11265978,10168717,10740845,12428205,13430093,15039373
,Arunachal Pradesh,209581,236435,278444,420487,373527,440204
,Assam,4385874,4461049,5122340,5596290,7371650,8389063
,Bihar,4554000,4281731,5842437,6681881,6571034,7449982
,Chandigarh,239676,253868,293281,269040,318318,327833
,Chhattisgarh,7016612,7632393,9266257,9597369,9259138,9985131
,Delhi,4741087,5596370,6441767,6288449,7274850,7812245
,Goa,2504647,1919430,1415093,2327100,2748575,3135163
,Gujarat,24192354,30390528,32267099,38749839,44564366,49577001
,Haryana,8661061,10363704,11979068,12791695,13933193,15561955
,Himachal Pradesh,3069090,3424001,3872473,4193365,4599796,5099212
,Jammu & Kashmir*,2099673,2149167,2226475,2351958,2646499,2681408
,Jharkhand,6317718,7435166,7553825,8242605,7153109,7977219
,Karnataka,16280170,17639639,19627199,20443889,22656651,26852039
,Kerala,9469578,10404749,11478345,12445420,13007946,14746355
,Madhya Pradesh,9398394,9942939,10881418,11460301,13330456,14443600
,Maharashtra,40988240,45416306,50532733,53574933,57430178,58593454
,Manipur,195978,192264,214425,265611,295353,292065
,Meghalaya,763216,789745,748064,616354,532185,520463
,Mizoram,152003,160983,235511,278544,307308,362459
,Nagaland,155462,173560,177331,206120,236363,255776
,Odisha,9600472,9890884,11396036,10829123,11106352,13962588
,Puducherry,720030,746648,951161,876160,1092171,1206870
,Punjab,6447735,6939890,7662095,8014021,8759041,9465798
,Rajasthan,13630579,14651344,15622905,18078103,19905359,21267724
,Sikkim,685140,715119,787820,880789,1047246,1215386
,Tamil Nadu,25546469,29646862,31178694,32088758,37096988,41422601
,Telangana,10383862,9759104,10282574,10436581,12498775,12929477
,Tripura,383398,453427,485936,791273,814096,905232
,Uttar Pradesh,18831646,20760728,24023347,24761480,28049643,34646769
,Uttarakhand,5833063,6641685,7412715,7839943,8442828,9281152
,West Bengal,13251365,14226804,15046714,14776587,16348450,18145381
