Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 53: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,7968,9580,13074,16186,13411,-
,Andhra Pradesh,1298768,1515270,1215018,1282642,1339458,1406399
,Arunachal Pradesh,16885,18291,22154,21261,22962,24838
,Assam,312698,376078,427875,433512,438664,485393
,Bihar,520146,623080,723625,872135,1050974,1266487
,Chandigarh,267830,286935,287891,323383,363033,-
,Chhattisgarh,290957,367228,455835,530309,534431,538584
,Delhi,3836489,4390521,4938102,5226676,5482940,5748187
,Goa,140106,151379,172063,188892,207367,-
,Gujarat,1967900,2329803,2631764,2943190,3178311,-
,Haryana,698489,876622,1033072,1111020,1185714,1351714
,Himachal Pradesh,169947,216094,234776,243760,257853,-
,Jammu & Kashmir,183127,203086,231584,253504,274725,278846
,Jharkhand,291223,356127,382144,435753,502140,581151
,Karnataka,2105808,2224667,2512608,2814552,3166045,3482257
,Kerala,1188831,1345154,1483258,1673212,1874856,-
,Madhya Pradesh,917400,1138469,1383757,1453347,1560029,1656165
,Maharashtra,9412759,10713978,11921104,12414028,13688668,15313176
,Manipur,16446,21330,25210,25769,26086,-
,Meghalaya,32141,38889,47936,47302,54693,63664
,Mizoram,14275,14759,18048,17781,17518,-
,Nagaland,18959,23356,26773,34493,41761,50531
,Odisha,545177,686890,773647,874420,980724,1089574
,Puducherry,44770,45123,53288,54681,57171,60202
,Punjab,943919,1120403,1443655,1636423,1904546,2220803
,Rajasthan,955286,1119540,1285345,1414779,1597286,1756216
,Sikkim,11322,13883,15035,16908,19015,-
,Tamil Nadu,2914030,3343013,3670911,4135698,4658674,5024380
,Telangana,986655,1171638,1819031,1920272,2005334,2225921
,Tripura,37489,45610,53873,57665,67820,-
,Uttar Pradesh,2031710,2349867,2599953,2776020,3080552,3459459
,Uttarakhand,215684,263173,283615,309838,336053,365778
,West Bengal,2330259,2578590,3202768,3531841,4007227,4546600
