Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 38: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - MANUFACTURING,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,6334,6450,6685,4948,7763,8772
,Andhra Pradesh,5070622,4237657,4242337,5453191,5884026,6471524
,Arunachal Pradesh,12900,14827,19714,70373,43166,51608
,Assam,1540255,1531538,1904299,2092300,2616441,3170604
,Bihar,1466570,1035092,2120942,2997754,2548976,3196246
,Chandigarh,101724,113846,134204,102657,101242,120992
,Chhattisgarh,2435032,2817915,3810105,3495197,3234424,3102774
,Delhi,1890728,2334979,2533769,2338536,3119470,3011670
,Goa,1629346,1453493,1091757,1944115,2246833,2475168
,Gujarat,15681931,20692579,21997752,27875630,32111916,36269555
,Haryana,5328609,6663757,7386437,7970167,8840035,10041054
,Himachal Pradesh,1799826,2063113,2355433,2598199,2919650,3399754
,Jammu & Kashmir*,797560,785118,835783,876020,1032469,1041140
,Jharkhand,3016583,3797607,3660373,4065135,2979923,4155031
,Karnataka,9713888,10850509,11794288,12008490,14266143,18218381
,Kerala,3420404,4054145,4069129,4295381,5161952,6200811
,Madhya Pradesh,3828625,4171724,4018450,4233489,5191200,5732405
,Maharashtra,24603175,28203191,32423665,34197980,37291722,37706860
,Manipur,40990,30594,46011,47201,59408,60896
,Meghalaya,464603,493214,399384,358995,174254,202964
,Mizoram,6578,7358,8329,8111,10460,11155
,Nagaland,15122,19400,16831,24062,26432,30403
,Odisha,4116404,4212453,5168498,4724215,4654610,6741508
,Puducherry,427827,437890,580331,472373,707213,769596
,Punjab,3750728,4067078,4437477,4458534,5112610,5477230
,Rajasthan,6666606,5627437,5338669,6178417,7694489,7876594
,Sikkim,430623,462562,526856,586606,703851,867560
,Tamil Nadu,15176801,17826090,18141699,18218939,22055435,24975949
,Telangana,6215158,5543115,5714839,5453348,7103242,7383288
,Tripura,72651,117529,125869,153164,120890,150940
,Uttar Pradesh,8763582,9522404,11377466,10512538,13134491,18103770
,Uttarakhand,4365135,5082899,5440406,5874343,6369703,7031813
,West Bengal,6952409,7355293,7612140,7162103,8536105,9962264
