Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 26: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,89100,98777,111087,126344,137064,153904
,Andhra Pradesh,69000,74687,82870,93903,108002,120676
,Arunachal Pradesh,73540,82626,94135,114789,116985,124129
,Assam,41142,44599,49734,52895,60817,66330
,Bihar,21750,24487,26948,28671,30404,34045
,Chandigarh,158967,180457,203356,212594,230009,252236
,Chhattisgarh,55177,60849,69880,72936,72991,83285
,Delhi,185001,205568,227900,247209,270261,295558
,Goa,259444,234354,215776,289185,334576,378953
,Gujarat,87481,102826,113139,127017,139254,156295
,Haryana,106085,121269,137770,147382,164963,184982
,Himachal Pradesh,87721,99730,114095,123299,135512,150290
,Jammu & Kashmir*,51775,57279,61907,62327,74950,78960
,Jharkhand,41254,47360,50006,57301,52754,60018
,Karnataka,90263,102319,118829,130024,148108,169898
,Kerala,97912,110314,123388,135537,148133,166246
,Madhya Pradesh,38497,44773,51849,55678,62080,74324
,Maharashtra,99597,112092,125261,132836,146815,163726
,Manipur,39762,41230,47798,52717,55447,59345
,Meghalaya,59794,64477,66281,66485,71594,77585
,Mizoram,57654,65013,77584,103049,114055,127107
,Nagaland,53010,61225,71510,78367,82466,91347
,Odisha,48387,54762,60687,63345,64835,77507
,Puducherry,119649,130548,148147,146921,172727,187356
,Punjab,85577,94318,103831,108970,118858,128780
,Rajasthan,57192,63658,69480,76429,83426,91924
,Sikkim,158667,174183,194624,214148,245987,280729
,Tamil Nadu,93112,105340,116960,129494,142028,156595
,Telangana,91121,101007,112162,124104,140840,159395
,Tripura,47155,52574,61815,69857,84267,91596
,Uttar Pradesh,32002,35812,40124,42267,47118,52671
,Uttarakhand,100314,113654,126356,136099,147936,161752
,West Bengal,51543,58195,65932,68876,75992,82291
