Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 30: NET STATE DOMESTIC PRODUCT,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05 ,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,374158,393928,450002,503088,567165,-
,Andhra Pradesh,24693591,28977620,32180635,36235305,41138706,46125721
,Arunachal Pradesh,683961,835564,1001071,1096327,1255654,1446376
,Assam,8525310,10062671,11183282,12137973,13960400,15977690
,Bihar,14815106,18574528,22244154,26890238,31522493,36957603
,Chandigarh,1573948,1788309,2025864,2199845,2548885,-
,Chhattisgarh,8419586,10291167,12333251,13991977,15514896,17399403
,Delhi,20537637,24123363,27350527,32014827,37344107,43194765
,Goa,2522363,2938742,3806140,3703488,4256382,-
,Gujarat,37118700,45485283,51144502,56068683,65191645,-
,Haryana,20385492,23716329,27309420,31275335,35371410,39588538
,Himachal Pradesh,3914132,4621641,5188493,5848899,6499521,-
,Jammu & Kashmir,3871820,4674012,5517431,6261140,7170378,7204944
,Jharkhand,8711161,10865162,11597458,12940176,15033274,17218909
,Karnataka,30074742,36833840,40682123,46595879,54600118,62541206
,Kerala,20606979,23317749,27723315,30827173,35124499,-
,Madhya Pradesh,20222455,23279412,27096362,32144187,38927727,45594149
,Maharashtra,77079386,95077051,105939151,119520851,136514871,152585742
,Manipur,737189,801958,974633,1113139,1255909,-
,Meghalaya,1112206,1285209,1514423,1670679,1946100,2252879
,Mizoram,471714,577163,622959,755572,930240,-
,Nagaland,971084,1084962,1278809,1444133,1632759,1846898
,Odisha,13583679,16476038,18352151,21062228,22787686,26022195
,Puducherry,1108468,1178599,1303387,1479955,1907597,2381829
,Punjab,17618655,20202498,22738713,25181198,28025474,30777641
,Rajasthan,23376664,30090656,37408960,42298159,46550387,51646171
,Sikkim,546311,663642,802886,943191,1113658,-
,Tamil Nadu,43001256,52791219,60285113,67172774,77176208,88419496
,Telangana,18062443,23491872,26647109,30587583,34601755,38006622
,Tripura,1416234,1657343,1851792,2114098,2596494,-
,Uttar Pradesh,46358346,53221791,60892552,69077463,76054158,86105412
,Uttarakhand,6113815,7296989,8560244,9411164,10688950,12076646
,West Bengal,36251674,42123131,48037585,54770120,64169487,72897449
