Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 51: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base:2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,16044,17048,16225,16842,19636,20385,-
,Andhra Pradesh,2151824,2671945,2803650,3072274,3076817,3549310,3795244
,Arunachal Pradesh,24411,30663,35294,33187,18509,27413,-
,Assam,687214,696411,773476,590222,790250,840430,638473
,Bihar,1342555,1832426,1906474,1934246,1891996,1992996,2146520
,Chandigarh,326814,391810,403991,407593,404301,375483,-
,Chhattisgarh,742683,700347,758003,788926,750217,810960,873289
,Delhi,7047155,7424840,7354413,7530988,7531351,7584425,7807565
,Goa,236604,200795,198230,268352,172293,219109,-
,Gujarat,5201133,5913688,6274423,6891827,6601855,6687018,-
,Haryana,1696015,2204257,2213638,2400053,2393312,2947247,3016068
,Himachal Pradesh,324676,325947,339652,346149,343264,347726,365460
,Jammu & Kashmir*,350751,370643,405185,441748,415038,444806,470382
,Jharkhand,626257,625003,663229,682988,673953,738078,928130
,Karnataka,4740349,4954139,5033593,5661422,5553124,6353021,6917928
,Kerala,2193637,2600609,2660129,2750256,2852206,2938898,3112903
,Madhya Pradesh,2094959,2230996,2345792,2386559,2276475,2507193,2693100
,Maharashtra,17897893,18282085,18904256,19397794,20242231,23010020,25083982
,Manipur,37626,46629,52767,54338,56276,62230,-
,Meghalaya,70347,60435,68290,70289,68655,69714,72248
,Mizoram,26438,31312,33315,35003,36346,37865,-
,Nagaland,52731,56045,54007,66839,136627,130471,-
,Odisha,1152675,1212766,1302456,1351594,1352347,1450784,1691423
,Puducherry,87316,78804,85049,92757,81575,95172,111035
,Punjab,1893649,2000451,2102474,2139649,2228859,2352783,2554182
,Rajasthan,2505808,2750965,2919538,3114696,3156604,3592757,3894549
,Sikkim,24024,25784,32288,34741,28354,33587,36288
,Tamil Nadu,6387307,6637789,6845974,7319901,7337575,7671185,8383583
,Telangana,3511919,3529390,3562419,3691291,3704268,3766286,4055707
,Tripura,117322,94330,110026,109364,111176,109089,119069
,Uttar Pradesh,4098875,4196760,4373690,4472612,4558240,4822528,4586210
,Uttarakhand,457372,471881,491657,573307,575397,616250,671096
,West Bengal,4079512,4087314,4223785,4443920,4478315,3646896,3945150
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
