Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 48: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,61418,69566,74166,99585,103094,109931
,Andhra Pradesh,9510720,8518147,8615015,10323434,11099537,11833744
,Arunachal Pradesh,180478,202675,230776,358696,311284,365328
,Assam,3825617,3917757,4492331,4694936,6194540,7034500
,Bihar,4104960,3791677,5282780,6114907,5934349,6788566
,Chandigarh,217908,233549,267277,241230,272434,283547
,Chhattisgarh,6112670,6601599,8116753,8237009,7849750,8165266
,Delhi,4120266,4824905,5528604,5319657,6255319,6632151
,Goa,2248849,1756731,1251311,2122475,2524827,2864567
,Gujarat,18520341,24417992,25825261,31048921,35476019,39705409
,Haryana,7533243,8881348,10413692,10912346,11806829,13270730
,Himachal Pradesh,2426637,2748044,3186358,3416922,3796909,4412540
,Jammu & Kashmir*,1706685,1757833,1811557,1895488,2190794,2214982
,Jharkhand,5697153,6790253,6800159,7468671,6350297,7252755
,Karnataka,14260389,15366463,16916633,17536015,19733520,23878590
,Kerala,8609559,9427212,10307753,11144057,11618076,13229218
,Madhya Pradesh,7931058,7395190,8807050,9202311,10861431,11911938
,Maharashtra,35134026,38693349,43409194,45879875,50159512,51639443
,Manipur,168524,162954,181203,234560,262408,256313
,Meghalaya,694289,699954,651842,533076,445604,431282
,Mizoram,128291,132985,187556,220535,244734,283663
,Nagaland,137540,153521,152517,177027,207357,225688
,Odisha,8073266,8362935,9460796,8685287,8580883,11062384
,Puducherry,639846,654510,849690,755427,989979,1099276
,Punjab,5304135,5715403,6353308,6543346,7275932,7978983
,Rajasthan,11968461,12567468,13191113,15227858,16812704,17886575
,Sikkim,605871,634205,702362,783696,912688,1067451
,Tamil Nadu,21794938,25479536,25652194,27003743,31872749,35854061
,Telangana,8960274,8346104,8716685,8879203,10811613,11215069
,Tripura,338790,402684,429809,701411,686887,765578
,Uttar Pradesh,16201993,17983335,20760953,21157568,24358916,30646113
,Uttarakhand,5013254,5772356,6461265,6944779,7520537,8347628
,West Bengal,11425737,12332038,13016279,12553995,14162730,15770344
