Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 26: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,,
,(Current Prices) (Concld.),,,,,,,
,(₹),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,178709,204254,219653,205368,229570,258151,-
,Andhra Pradesh,138299,154031,160341,168063,197214,219881,242479
,Arunachal Pradesh,138836,155103,182171,181537,190851,199992,-
,Assam,75151,81034,90123,86947,103371,119308,135787
,Bihar,36850,40715,44175,42128,47296,53478,60337
,Chandigarh,280512,307812,330703,290417,337406,399654,-
,Chhattisgarh,88793,102024,106611,106117,122934,137329,147361
,Delhi,318323,338730,355798,322311,376217,430120,461910
,Goa,411740,423716,435949,423047,459094,492648,-
,Gujarat,176961,197457,212428,207324,241584,272451,-
,Haryana,208437,223022,232530,224587,264729,296592,325759
,Himachal Pradesh,165497,174804,186559,173152,195795,218788,235199
,Jammu & Kashmir*,87710,98738,101868,101645,112898,130492,142138
,Jharkhand,67484,75421,75016,69963,88500,96449,105274
,Karnataka,185840,205245,222141,221781,266866,304474,332926
,Kerala,183252,205437,208879,194432,230280,252662,281001
,Madhya Pradesh,81966,92337,101909,102007,116689,132010,142565
,Maharashtra,172663,182865,189843,182454,219573,252389,277603
,Manipur,71507,73795,78574,75784,98826,111853,-
,Meghalaya,82457,88954,95422,90751,107971,123896,136948
,Mizoram,155222,164708,195365,173521,190965,215144,-
,Nagaland,102003,109198,122759,119781,127225,145537,-
,Odisha,87055,98005,104633,103211,134091,143768,163101
,Puducherry,198357,204140,217937,208862,231557,245180,262166
,Punjab,139835,149974,154385,150620,170276,181678,196505
,Rajasthan,98698,106604,115534,114925,134060,150653,167964
,Sikkim,349163,375773,412627,415045,466518,520466,587743
,Tamil Nadu,175276,194373,206165,209628,242339,277802,315220
,Telangana,179358,209848,231326,225734,269000,312522,356564
,Tripura,100444,113016,121456,118401,137032,157364,177723
,Uttar Pradesh,57944,62350,65660,61598,74055,84126,93514
,Uttarakhand,180858,186207,190558,174526,205246,230994,260201
,West Bengal,91401,103920,110316,105109,121904,139442,154119
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
