Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 56: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – SERVICES (Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,231097,262372,291199,330552,357369,415941
,Andhra Pradesh,12736119,14829344,16888423,19148062,22345924,23520030
,Arunachal Pradesh,376187,410911,486637,535673,599681,691502
,Assam,5700473,6329250,7168194,7870802,8635872,9436705
,Bihar,12415073,14593956,16102455,17476853,19606419,21539307
,Chandigarh,1459441,1699917,1928994,2091002,2248789,2525021
,Chhattisgarh,4653885,5243813,6006269,6539545,7105490,7881417
,Delhi,23008302,25782704,28900621,33232408,36359102,40489284
,Goa,1069205,1166380,1278103,1451800,1634745,1863618
,Gujarat,18124377,21733919,23867690,26648410,28965874,32259531
,Haryana,11144751,13111153,15202626,17200107,19321703,21673342
,Himachal Pradesh,2307541,2692510,3027749,3449131,3777121,4126737
,Jammu & Kashmir*,3353049,3779861,4201582,4454417,5175867,5542947
,Jharkhand,4762065,5454490,6135192,6985287,7492961,8192792
,Karnataka,28890823,34330090,41213341,46683942,54707870,62962322
,Kerala,17390244,20518324,23420717,26006230,28617911,31895641
,Madhya Pradesh,10496152,12473185,14052717,15577622,17486448,19538780
,Maharashtra,49597229,57536118,65045255,73464071,81741814,92415922
,Manipur,732298,782124,908620,997509,1072647,1186875
,Meghalaya,745123,851787,962462,1036127,1141854,1265485
,Mizoram,385729,464960,513238,558959,628130,704871
,Nagaland,579122,664989,788991,869855,959214,1032392
,Odisha,7618428,8693743,9729931,10761779,11706145,12469644
,Puducherry,612217,726710,778158,883876,995355,1116446
,Punjab,9822918,11284329,12366462,13470782,14384447,15602989
,Rajasthan,14573542,17096161,19649452,22511570,24810788,27560818
,Sikkim,261541,314540,356059,392670,445031,469126
,Tamil Nadu,31466701,36409113,41886508,47484755,51292407,56533089
,Telangana,16079475,19063881,21899691,25686625,29677239,34423641
,Tripura,869582,978345,1175180,1097857,1341490,1429049
,Uttar Pradesh,27165414,31096451,35248152,39372328,43636510,47621295
,Uttarakhand,3270063,3743816,4343636,4906336,5513877,6153568
,West Bengal,22526511,26026463,29502103,32901707,36158006,39739055
