Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 48: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,,
,(Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,119600,126045,134030,126529,152300,177890,-
,Andhra Pradesh,13676828,15775114,14927883,18010181,22414814,26028685,28258056
,Arunachal Pradesh,426351,401383,428326,422747,560779,722740,-
,Assam,7999664,8653132,8335458,7823309,12112336,13398436,14031505
,Bihar,7301665,7973571,8838568,8322105,10610959,12411623,13922730
,Chandigarh,290366,351408,367261,329485,376991,416744,-
,Chhattisgarh,9696425,11635220,11497836,11776529,14843459,16823846,18074609
,Delhi,7524775,8334844,8410912,7951742,9922909,11155065,12068427
,Goa,3035456,3162064,3202055,3217184,3476126,3215367,-
,Gujarat,45350022,54023565,58381580,56397900,68755043,75698955,-
,Haryana,14767778,17136887,16753385,15929402,19653927,22163951,23561349
,Himachal Pradesh,4968562,5480662,5564465,5412842,6205895,6669830,7273510
,Jammu & Kashmir*,2474022,2603675,2534814,2718339,2745052,3024514,3215940
,Jharkhand,8361173,10222863,9552051,9110052,13132222,14360538,15587654
,Karnataka,25715201,28660382,27525451,27295425,34526674,38119165,40774002
,Kerala,14638779,15603104,15110982,14800235,18476353,19433387,21176154
,Madhya Pradesh,13787995,17256105,15913897,15381231,18772021,20735819,22127797
,Maharashtra,55959605,56919330,51694997,53508231,67399057,69859116,74399131
,Manipur,298940,217206,205366,191336,269555,313592,-
,Meghalaya,510027,477919,518117,463144,623155,697329,767121
,Mizoram,489301,437549,569712,466032,566561,676180,-
,Nagaland,273917,275998,307882,263307,335038,392889,-
,Odisha,12897201,15883269,14028277,15322706,24725868,25275090,29120083
,Puducherry,1189732,1347485,1339455,1417655,1423925,1488835,1664080
,Punjab,8899758,9826135,9961105,9894373,12217563,13525781,14871570
,Rajasthan,19340647,19048813,20586906,21313045,26716439,29545071,33977435
,Sikkim,1346969,1459761,1538058,1703045,1910505,2094631,2372557
,Tamil Nadu,40319644,44972742,45728556,46524628,56882682,64687228,71744067
,Telangana,13103697,15803494,15515011,14988828,17470385,18889472,20539930
,Tripura,818701,931324,885580,790422,960356,1128570,1279183
,Uttar Pradesh,32553978,34107917,35120883,34119045,44417269,48953079,55547527
,Uttarakhand,9137383,9590045,9502121,8381473,10387649,11995209,14113642
,West Bengal,17801657,21108670,21000029,21099422,26263273,30973576,32561971
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
