Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 43: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - CONSTRUCTION,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,91946,85810,94144,83002,85002,96581,-
,Andhra Pradesh,4385791,4579555,4150251,4513675,5509576,5863001,6480479
,Arunachal Pradesh,172877,150236,165175,132083,148444,180995,-
,Assam,1849704,1817144,2056402,1823309,2432034,3033832,2713981
,Bihar,3172458,3463299,3498212,3253965,3840594,4684034,5202346
,Chandigarh,126835,138018,136405,133002,153311,170535,-
,Chhattisgarh,2015930,2324970,2345434,2231731,2933995,3202561,3519445
,Delhi,2040987,2264729,2215129,2071708,2555999,2865356,3079213
,Goa,184109,180973,178757,167174,200075,230869,-
,Gujarat,5371002,6034321,6104319,7525819,8226383,8999663,-
,Haryana,3363063,3665232,3707994,3427836,4005437,4317253,4709078
,Himachal Pradesh,858069,884271,887466,859486,933221,999204,1128412
,Jammu & Kashmir*,819394,818382,860213,729695,811330,901375,945283
,Jharkhand,1691133,1806449,1833125,1711106,2111225,2231932,2415442
,Karnataka,5810672,6295511,6262244,6038957,6864957,7386474,7988741
,Kerala,6389058,6647744,6897093,6514292,7235909,7607544,7956422
,Madhya Pradesh,4029161,4646861,4386317,4179355,4951793,5335387,5839890
,Maharashtra,9513159,9873085,9915946,9433121,11884075,13612308,14457336
,Manipur,173285,106462,128361,96650,131423,146094,-
,Meghalaya,124560,120674,115221,105942,123860,135175,143284
,Mizoram,180328,161692,142636,159852,153760,175715,-
,Nagaland,133700,124732,121002,103563,122217,135517,-
,Odisha,2493035,2592606,2597611,2364815,2995062,3543374,3788183
,Puducherry,296622,313716,344905,291655,352253,403357,409382
,Punjab,2234487,2399523,2483289,2503229,2739539,3024955,3277974
,Rajasthan,4765086,5007688,5265109,4933940,5607901,6268909,6486322
,Sikkim,69658,72050,81606,72230,86755,104723,114364
,Tamil Nadu,11780600,12450920,12896648,13051163,14337748,15491044,16913425
,Telangana,2784477,2905319,2759173,2766877,3482382,3856180,4430638
,Tripura,206984,259019,200494,195151,229435,246586,265019
,Uttar Pradesh,10725360,11898340,12382214,11503838,13980247,15368235,16818332
,Uttarakhand,1284062,1354812,1355760,1298723,1483267,1703572,1939664
,West Bengal,5968809,6334469,6535212,5794427,7058898,7523581,8106569
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
