Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 51: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - BANKING AND INSURANCE,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,12774,11174,12028,12456,16790,14995
,Andhra Pradesh,1425608,1563462,1651530,1806300,1908142,1980317
,Arunachal Pradesh,20884,21639,22758,26099,29350,26502
,Assam,427077,448132,472252,479116,600139,617944
,Bihar,883932,958003,1027313,1165283,1225818,1157413
,Chandigarh,285574,320614,341806,346752,343828,363308
,Chhattisgarh,537699,601331,657470,682236,772556,692048
,Delhi,5388295,5914328,6218539,6621044,6758425,7200558
,Goa,172930,201719,200864,227217,239275,219154
,Gujarat,2942743,3392892,3768414,4039740,4395237,4615025
,Haryana,1165659,1304010,1432685,1591068,1830994,2010042
,Himachal Pradesh,287346,312147,304420,368110,394899,400697
,Jammu & Kashmir*,226052,258493,313041,356023,420822,438378
,Jharkhand,414386,453306,466489,493239,608198,599813
,Karnataka,2879395,3169902,3481860,3976689,4538028,4813754
,Kerala,1430848,1527917,1696260,1838230,2081052,2176956
,Madhya Pradesh,1593654,1709455,1851951,1894142,2162322,2073191
,Maharashtra,11783628,12740105,14437695,15560592,16511000,17421073
,Manipur,23399,24918,27257,28309,35103,35788
,Meghalaya,55825,55439,55476,61277,64949,66410
,Mizoram,20053,19192,19683,25607,31451,26711
,Nagaland,47701,52078,52249,55223,50390,50153
,Odisha,796303,898381,929172,1018384,1097064,1065757
,Puducherry,59157,62692,63110,66068,77474,81575
,Punjab,1464304,1552557,1602959,1651615,1731383,1800057
,Rajasthan,1364042,1475027,1652756,1813500,1858091,1905555
,Sikkim,16521,17341,18238,19558,37251,24242
,Tamil Nadu,4019599,4407747,4920896,5424269,5569766,5715879
,Telangana,2126507,2332282,2564472,2869868,3090552,3378179
,Tripura,57103,65436,69287,82174,116704,94142
,Uttar Pradesh,2518198,2775193,3027442,3366247,3653412,3607454
,Uttarakhand,293318,316227,346284,384652,415169,421254
,West Bengal,3194965,3484158,3302705,3522773,3760460,3917706
