Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 34: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12 ,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,26565,26839,31672,34094,43321,37909
,Andhra Pradesh,5204052,6123041,7114707,7889822,8406995,9649845
,Arunachal Pradesh,255815,331962,359897,406795,362741,286311
,Assam,2061487,2496905,2720261,2942082,3210429,3419844
,Bihar,4260778,5336544,4522339,4622152,4898747,5777188
,Chandigarh,1231,1381,1553,1600,1706,1719
,Chhattisgarh,1798258,2140927,2405368,2571796,2615412,3372989
,Delhi,65965,72784,73747,51366,51384,52738
,Goa,102417,108207,126747,138488,157776,185372
,Gujarat,7950972,6767738,9556409,9664066,9393472,10970840
,Haryana,4088737,4457601,4951547,4612943,4681637,5436459
,Himachal Pradesh,673402,814909,938019,817058,964071,967466
,Jammu & Kashmir*,795339,1033496,1181249,885819,1339994,1451194
,Jharkhand,1342099,1611776,1812103,2078016,1671596,2281657
,Karnataka,5339456,5749541,6988511,7862007,7973840,8211588
,Kerala,2904593,2640015,2837347,3048091,2617784,2917374
,Madhya Pradesh,7333369,10540450,12457846,13094566,13477296,18913732
,Maharashtra,10192975,10829458,13677580,11514122,11480344,15382358
,Manipur,137772,168583,205623,248051,235995,224997
,Meghalaya,163103,198591,208494,226434,252188,268160
,Mizoram,75876,83792,101131,116034,129484,147435
,Nagaland,204304,262478,340577,380195,405510,439814
,Odisha,2555039,3750538,3802014,4436266,3765010,4707586
,Puducherry,20453,30492,32407,40210,37945,39341
,Punjab,5007937,5314252,5760170,5715593,5936438,6633055
,Rajasthan,7346942,8389344,8599905,7760668,8205264,10156123
,Sikkim,78207,94942,104440,116961,125560,156908
,Tamil Nadu,5375639,4696012,6297031,7180913,7021598,5634803
,Telangana,3236819,4057045,4709285,4170637,3680495,4352911
,Tripura,318959,339064,375086,461208,622218,738728
,Uttar Pradesh,12415418,14951864,16250096,15633361,17638489,19152008
,Uttarakhand,764026,901730,850163,862131,834909,858452
,West Bengal,7245329,8682450,10626231,10171379,11593411,12036882
