Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 45: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – CONSTRUCTION (Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,63000,69541,70150,70820,72565,-
,Andhra Pradesh,1375887,1279355,1316585,1322621,1386150,1455291
,Arunachal Pradesh,84721,104888,102458,83329,110546,123351
,Assam,540030,546714,566873,656321,744922,851950
,Bihar,1268501,1700452,1828332,1811398,2084565,2302497
,Chandigarh,85849,76802,84114,84401,85248,-
,Chhattisgarh,644778,730895,1147036,1217617,1238254,1247845
,Delhi,1052423,895835,830741,736481,667377,695857
,Goa,170091,219736,238742,262666,289210,-
,Gujarat,2346700,2478629,2863778,3140658,3496830,-
,Haryana,1258109,1267657,1377759,1439386,1565915,1664722
,Himachal Pradesh,610029,591482,605641,625863,646175,-
,Jammu & Kashmir,503886,462870,468172,473689,503579,518646
,Jharkhand,563168,661919,674640,698162,766156,836416
,Karnataka,2036144,2411083,2573226,2538485,2613274,2769386
,Kerala,1953869,2280939,2375921,2429763,2472532,-
,Madhya Pradesh,1534063,1733285,1916398,1926912,2031806,2154137
,Maharashtra,4150401,4738763,5233643,5470418,5999171,6625622
,Manipur,161186,119316,118397,115116,116972,-
,Meghalaya,127021,127094,196858,199165,223769,227488
,Mizoram,56255,56295,56421,53653,51021,-
,Nagaland,96309,77654,90488,99615,108637,118740
,Odisha,1041456,1190543,1348839,1318736,1298131,1582522
,Puducherry,88041,88982,96229,98347,100975,103529
,Punjab,1010774,1020516,1012677,1025692,1030755,1036012
,Rajasthan,1848321,2028305,2078368,2064692,2099895,2201483
,Sikkim,40902,42026,53140,73374,93187,-
,Tamil Nadu,2936473,3585359,3901776,3781008,3827164,4047795
,Telangana,1110164,1032277,996135,1040545,1062521,1109871
,Tripura,225202,220387,254936,279126,305385,-
,Uttar Pradesh,2862826,2984329,3145387,3206068,3251858,3346162
,Uttarakhand,365640,408766,479322,483883,566954,649437
,West Bengal,1702648,1806259,1724614,2161991,2229659,2417577
