Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 36: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - AGRICULTURE,,,,,,
,(Current Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,22673,22388,26405,28134,36906,30989
,Andhra Pradesh,4769366,5620765,6524191,7236609,7695251,8869068
,Arunachal Pradesh,248503,323467,349829,395509,351309,274703
,Assam,1888760,2298656,2485157,2625216,2920425,2967137
,Bihar,3905314,4924826,4032047,4068709,4298707,5124509
,Chandigarh,749,822,886,843,883,822
,Chhattisgarh,1646143,1963201,2194237,2333827,2357219,3092124
,Delhi,62741,69039,69272,46291,45877,46738
,Goa,93081,98112,115533,126442,145323,172349
,Gujarat,7559820,6309442,9014179,9045105,8715834,10233562
,Haryana,3765609,4083022,4505639,4108873,4135582,4843053
,Himachal Pradesh,506995,621968,708227,557205,682637,661457
,Jammu & Kashmir*,623142,834922,944477,618538,1050870,1136183
,Jharkhand,1227605,1479511,1656232,1903449,1484104,2074929
,Karnataka,4807446,5143509,6293219,7144328,7202738,7379228
,Kerala,2156600,1773676,1829736,1887211,1391992,1573753
,Madhya Pradesh,6889445,10022635,11840900,12399725,12714305,18070927
,Maharashtra,9615252,10170614,12905290,10661650,10561987,14389596
,Manipur,120337,147588,181713,221580,207816,194498
,Meghalaya,145770,178230,184496,199257,222152,236640
,Mizoram,71321,78678,95065,110370,122326,139764
,Nagaland,161408,212607,281237,312925,332336,360220
,Odisha,2323278,3484350,3490503,4084682,3380092,4279658
,Puducherry,11067,19590,19414,25375,21958,21955
,Punjab,4744202,5010723,5401558,5312173,5500564,6159813
,Rajasthan,6716402,7660242,7732978,6780921,7143740,8999629
,Sikkim,67799,82761,89724,100556,107739,137539
,Tamil Nadu,5031026,4297673,5824735,6646517,6444946,5007227
,Telangana,2955435,3732206,4335723,3752802,3228338,3847677
,Tripura,307680,326089,360432,444503,604305,720137
,Uttar Pradesh,11143150,13480767,14497145,13648776,15479073,16798536
,Uttarakhand,654767,775511,700763,692967,652381,660791
,West Bengal,6939766,8328494,10204603,9693211,11072019,11467459
