Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 27: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,,
,(Constant Prices) (Concld.),,,,,,,
,(₹),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,145562,154233,161564,146995,160513,172275,-
,Andhra Pradesh,103177,108853,110587,110971,121762,126690,135806
,Arunachal Pradesh,94000,99570,113081,105892,104617,102870,-
,Assam,57835,59943,61519,62944,63657,68813,80440
,Bihar,26719,29092,29798,26839,27674,29909,32174
,Chandigarh,218201,227231,239373,209158,222250,244233,-
,Chhattisgarh,68374,75438,76827,74489,82830,87838,92101
,Delhi,252960,257597,260559,228162,244024,258941,273687
,Goa,308296,308753,313973,295023,294563,295114,-
,Gujarat,143604,154887,164060,156285,170519,181963,-
,Haryana,156200,169604,170765,150754,163285,173973,185490
,Himachal Pradesh,129303,136292,140999,132102,142279,151124,161192
,Jammu & Kashmir*,65621,69183,68437,65539,66029,73947,79059
,Jharkhand,52277,56133,55658,51464,57172,60938,65062
,Karnataka,140747,149024,156478,149673,163732,175895,186038
,Kerala,137181,147347,147951,132531,147376,152870,161957
,Madhya Pradesh,54824,59005,60452,56086,60166,63379,66441
,Maharashtra,137808,140782,145626,127550,140718,153664,163820
,Manipur,51211,48106,49267,44449,54587,60204,-
,Meghalaya,62231,64716,67229,60522,65313,69997,74489
,Mizoram,117272,119022,130741,116229,123907,140016,-
,Nagaland,66813,70218,73361,68272,69531,76462,-
,Odisha,71032,75421,76462,73347,85540,90172,98331
,Puducherry,134934,155466,153411,136327,135723,138988,141947
,Punjab,110857,115592,118487,113025,118307,123874,130002
,Rajasthan,73529,73975,76840,73447,79507,84935,90831
,Sikkim,232483,240743,248691,237212,255016,273145,292339
,Tamil Nadu,133029,141844,144845,143482,154269,166590,179732
,Telangana,131503,146777,153286,140743,156455,169354,183854
,Tripura,75020,82313,83985,79123,85378,91455,98166
,Uttar Pradesh,41771,42333,43061,39866,44178,47808,50875
,Uttarakhand,148011,150179,150820,127788,140322,149547,159306
,West Bengal,64007,68195,69548,62852,70382,74334,79622
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
