Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 27: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,89100,92644,98735,106711,114660,129532
,Andhra Pradesh,69000,68865,72254,79174,88609,94115
,Arunachal Pradesh,73540,73960,79004,91034,88768,91311
,Assam,41142,41609,43002,44809,50642,53575
,Bihar,21750,22201,22776,23223,24064,25455
,Chandigarh,158967,169336,180615,182867,195205,208231
,Chhattisgarh,55177,56777,61409,61122,61433,67139
,Delhi,185001,192220,200702,213669,233115,244255
,Goa,259444,220019,188358,241081,278601,305875
,Gujarat,87481,96683,102589,111370,120683,129738
,Haryana,106085,111780,119791,125032,137833,150259
,Himachal Pradesh,87721,92672,98816,105241,112723,122208
,Jammu & Kashmir*,51775,52821,54783,51649,61388,62398
,Jharkhand,41254,44176,43779,48781,44524,48826
,Karnataka,90263,94375,101858,105697,116812,131186
,Kerala,97912,103551,107846,112444,120387,129251
,Madhya Pradesh,38497,41142,42548,44027,47351,52782
,Maharashtra,99597,104008,109597,115058,122889,133686
,Manipur,39762,38954,41441,44101,46389,47151
,Meghalaya,59794,60114,59729,57478,58284,60752
,Mizoram,57654,60261,67594,85056,91845,99089
,Nagaland,53010,55482,58619,60372,60663,64259
,Odisha,48387,50769,54209,54361,57806,66416
,Puducherry,119649,119196,129127,117102,121000,126532
,Punjab,85577,88915,93238,95807,100141,105848
,Rajasthan,57192,58441,61053,64496,68565,71324
,Sikkim,158667,160553,168897,180675,195066,207355
,Tamil Nadu,93112,97257,102191,107117,115875,123206
,Telangana,91121,92732,96039,101424,112267,121512
,Tripura,47155,50501,54645,63992,61612,69860
,Uttar Pradesh,32002,32908,34044,34583,36973,40847
,Uttarakhand,100314,106359,112900,118979,127249,138784
,West Bengal,51543,53157,53815,54520,57255,60618
