Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 56: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY – SERVICES (Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,461981,515934,553058,508941,572117,652286,-
,Andhra Pradesh,26274210,29606510,32117874,29842425,35814131,42083555,46728694
,Arunachal Pradesh,830064,885059,1028343,1039951,1166388,1360670,-
,Assam,10967349,11676869,12909792,11744534,13694593,16145319,19252702
,Bihar,24378389,28045488,30254057,27670385,31695742,37604274,44003653
,Chandigarh,2717374,2958590,3243499,2883365,3381864,4100715,-
,Chhattisgarh,8374355,9237949,10633390,10275322,11865176,13563289,14624266
,Delhi,44460422,48895186,53711397,49837473,57788080,67308947,74014840
,Goa,2046792,2183700,2333698,2280025,2475642,3045313,-
,Gujarat,36595550,41753676,45585074,46299656,52504981,58965008,-
,Haryana,23839187,26911035,29469982,27408489,32835572,38453614,43710962
,Himachal Pradesh,4536818,4895306,5206289,4867985,5522421,6484359,6870333
,Jammu & Kashmir*,6084743,7349406,7553141,7196024,8385200,9814820,10712212
,Jharkhand,9297244,10660832,11583101,10594343,12707216,14819670,16470387
,Karnataka,67753068,77653906,88278883,85549922,103599896,121190857,136677750
,Kerala,36030151,40364131,43106695,38157028,46741841,53354032,61042736
,Madhya Pradesh,21595959,24796426,27528147,25987092,30458754,37111762,40484453
,Maharashtra,101169887,112649228,124679597,115774329,137305091,168001603,189191398
,Manipur,1345037,1470326,1644817,1583443,1889167,2283343,-
,Meghalaya,1406753,1632163,1781153,1623867,1881115,2210789,2455481
,Mizoram,790640,871098,1077470,976651,1085825,1279443,-
,Nagaland,1151590,1327348,1463133,1469317,1694580,1911942,-
,Odisha,13964635,14916488,16419823,14793138,17698646,20561580,23752741
,Puducherry,1229109,1346748,1482939,1359981,1600707,1847274,1998895
,Punjab,17057544,18338370,19767488,17985697,20963610,24246902,26719139
,Rajasthan,31816004,36911254,39465408,36186956,43544266,51269100,57106260
,Sikkim,520779,620035,785512,673764,784293,944851,1105839
,Tamil Nadu,62624550,71253856,77836662,78452666,88153235,102977002,117874509
,Telangana,38341905,43240218,47930257,45824465,57266719,69575160,83302551
,Tripura,1719630,1870246,2028420,1806539,2098956,2456603,2879115
,Uttar Pradesh,53868658,59510396,64979122,57294498,68590411,82680463,88920025
,Uttarakhand,7001539,7608660,8212091,7672808,9293078,10693428,11895090
,West Bengal,44390017,49409020,55177689,50373492,59794158,70514939,82049553
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
