Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 27: PER CAPITA NET STATE DOMESTIC PRODUCT,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹),,,,,,
,State/Union Territory,Base: 2004-05,,,,,
,,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15
,Andaman & Nicobar Islands,61411,64712,68356,71896,72716,-
,Andhra Pradesh,35677,37708,38556,39645,42170,44831
,Arunachal Pradesh,33893,34548,35527,33805,36019,37683
,Assam,20406,21146,21741,22273,23392,23968
,Bihar,10635,12090,13149,14356,15506,16801
,Chandigarh,87751,83319,80801,79153,82798,-
,Chhattisgarh,24189,25991,27163,28087,28373,29047
,Delhi,97525,103619,106677,112441,118411,125809
,Goa,95320,110306,129397,132220,137401,-
,Gujarat,49168,53813,56634,59157,63168,-
,Haryana,55044,57797,61716,64052,67260,71493
,Himachal Pradesh,43492,46682,49203,51730,54494,-
,Jammu & Kashmir,26518,27666,28790,30035,31448,30612
,Jharkhand,21534,24330,25265,27010,28882,30950
,Karnataka,37294,40699,41492,43266,46012,48907
,Kerala,47360,50146,52808,55643,58961,-
,Madhya Pradesh,20959,21706,23272,24867,26853,29218
,Maharashtra,54246,59587,61276,65095,69097,72200
,Manipur,21810,20711,22169,23130,24042,-
,Meghalaya,29306,31418,34232,34706,37154,39503
,Mizoram,34699,40072,37921,39347,41094,-
,Nagaland,40590,43992,46340,48111,49963,51888
,Odisha,22846,23968,24542,25163,24929,26531
,Puducherry,80363,84142,80517,87470,94787,102965
,Punjab,42831,44769,46325,47854,49529,51403
,Rajasthan,24304,27502,29612,30839,31836,33186
,Sikkim,60774,66136,73704,78427,83527,-
,Tamil Nadu,47394,53507,57093,58360,62361,66635
,Telangana,37183,43354,45277,47100,48881,51017
,Tripura,34544,36718,39608,43574,47261,-
,Uttar Pradesh,16390,17388,18014,18635,19233,20057
,Uttarakhand,44557,48525,52606,55375,59161,63820
,West Bengal,29799,31314,32164,34177,36293,38624
