Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,TABLE 42: GROSS STATE VALUE ADDED BY ECONOMIC ACTIVITY - CONSTRUCTION,,,,,,,
,(Current Prices) (Concld.),,,,,,,
,(₹ Lakh),,,,,,,
,State/Union Territory,Base: 2011-12,,,,,,
,,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24
,Andaman & Nicobar Islands,97969,102844,112827,99478,130408,136588,-
,Andhra Pradesh,5422785,6007925,5654934,6255425,7952097,9237672,10402024
,Arunachal Pradesh,221389,180745,190051,183048,233530,313831,-
,Assam,2164602,2093851,2129336,2166735,2916037,3640982,2881523
,Bihar,3913197,4422069,4582841,4257361,5878526,7277753,8447267
,Chandigarh,159502,182412,181016,181988,236518,285001,-
,Chhattisgarh,3396171,4051686,4162444,4018525,5310554,5954104,6660026
,Delhi,2883074,3292605,3320146,3214662,4211186,4888137,5383905
,Goa,223159,232678,229667,220374,299756,375458,-
,Gujarat,6543790,7458400,7904262,7671906,10740969,13399250,-
,Haryana,4278155,4903023,4986084,4808989,6239024,7041222,7631253
,Himachal Pradesh,949890,1014879,1069058,1064775,1182188,1294886,1436697
,Jammu & Kashmir*,1096937,1152526,1224665,1109281,1323389,1596854,1654173
,Jharkhand,2105866,2377829,2398823,2292001,3209710,3979401,4350459
,Karnataka,7121330,8204667,8324289,8111979,10472189,11912577,12896627
,Kerala,8310947,9291794,9217356,9035215,11790674,13224730,14642087
,Madhya Pradesh,5472716,6471102,6390779,6414778,8181635,9433500,10215289
,Maharashtra,11809851,13467925,13736896,13736085,18903111,22618445,24855826
,Manipur,211321,138334,146254,129510,200588,242541,-
,Meghalaya,201222,175643,202368,192196,241555,279451,313852
,Mizoram,218340,199565,173642,198694,217070,247887,-
,Nagaland,216323,216496,216430,201689,262498,312313,-
,Odisha,2975353,3263912,3298184,3142316,4416659,5599531,6069214
,Puducherry,395583,447811,451182,432400,580240,635743,691249
,Punjab,2793553,3131092,3168522,3012986,3878446,4622610,5265147
,Rajasthan,6471261,7432208,8031339,7968497,10726391,12689333,14200880
,Sikkim,101141,110248,132453,124695,160613,206593,239945
,Tamil Nadu,14603779,16611471,17283695,18615187,23151463,26936571,31210764
,Telangana,3449490,3768665,3874097,3651941,5032065,6270049,7170801
,Tripura,250384,312325,257473,256487,278710,320173,357859
,Uttar Pradesh,13728724,16145124,16880350,16164491,22050403,26308392,27892839
,Uttarakhand,1592085,1786955,1801386,1773944,2290142,2832558,3557558
,West Bengal,6393759,7193993,7326601,6658625,8099806,10453291,11064397
,-: Not Available.,,,,,,,
,"* : For the years 2011-12 till 2018-19, figures relate to Jammu and Kashmir & Ladakh and for the years 2019-20 to 2023-24, relate to UT of Jammu and Kashmir.",,,,,,,
,"Source: National Statistical Office, Ministry of Statistics and Programme Implementation, Government of India.",,,,,,,
