Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,TABLE 49: NET STATE VALUE ADDED BY ECONOMIC ACTIVITY - INDUSTRY,,,,,,
,(Constant Prices) (Contd.),,,,,,
,(₹ Lakh),,,,,,
,State/Union Territory,Base: 2011-12,,,,,
,,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
,Andaman & Nicobar Islands,61418,66936,71290,83149,99264,108419
,Andhra Pradesh,9510720,8153577,7948923,9293274,10324079,11071053
,Arunachal Pradesh,180479,184861,200282,314456,283206,317216
,Assam,3825617,3613613,3905997,4162066,5811367,6497760
,Bihar,4104960,3486082,4644087,5169234,5235781,5843838
,Chandigarh,217909,218247,239438,208433,240841,245973
,Chhattisgarh,6112670,6337247,7399559,7156443,7245806,7321861
,Delhi,4120266,4456061,4785797,4581575,5584683,5645000
,Goa,2248849,1680489,1152712,1860580,2212671,2573119
,Gujarat,18520341,22922429,23282876,26911568,31400609,34422519
,Haryana,7533243,8012644,8812821,9073827,10148755,11509871
,Himachal Pradesh,2426637,2569840,2803119,3073113,3323447,3939214
,Jammu & Kashmir*,1706685,1779261,1873674,1593713,2164601,2238105
,Jharkhand,5697153,6358130,6151452,6765238,5813107,6448756
,Karnataka,14260389,14333850,15308604,15493650,18205856,21570854
,Kerala,8609559,8782043,9163934,9515165,10137461,11401635
,Madhya Pradesh,7931058,7018466,7590128,7892179,9237897,9649420
,Maharashtra,35134026,36614386,37755291,41074630,45677541,49030271
,Manipur,168524,155595,176024,228267,266930,247605
,Meghalaya,694289,645815,609634,464657,356123,332390
,Mizoram,128291,122225,162553,178414,197578,221880
,Nagaland,137541,138650,106173,119146,154601,152003
,Odisha,8073266,8050481,9254282,8369223,9529802,11549918
,Puducherry,639846,604477,764905,589985,678410,728873
,Punjab,5304135,5423814,5640792,5931485,6360946,6827922
,Rajasthan,11968461,11638463,11473314,12536250,14866429,15685217
,Sikkim,605871,589226,618522,685283,749485,814493
,Tamil Nadu,21794938,23308260,22609747,22809286,27108377,30020471
,Telangana,8960274,8010472,7845226,7689295,9406207,9493511
,Tripura,338790,394030,389584,685602,619844,735304
,Uttar Pradesh,16201993,16667659,17858068,17420143,20177813,26847448
,Uttarakhand,5013254,5469367,5924727,6262861,6759481,7517121
,West Bengal,11425737,11748792,12202096,11599207,12704832,15005150
